,transactions,top_100_percent,active_addresses,median_transaction_value,sent_addresses,difficulty,block_size,hashrate,mining_profitability,date,tweets,send_usd,av_transaction_size,fee_reward,confirmation_time,google_trends,median_transaction_size,av_transaction_value,market_cap,full_name,coin
988,,,,,,,,,,2016/12/22,36,,,,,,,,292774,unobtanium,unobtanium
989,,,,,,,,,,2016/12/23,28,,,,,,,,285182,unobtanium,unobtanium
990,,,,,,,,,,2016/12/24,24,,,,,,,,285611,unobtanium,unobtanium
991,,,,,,,,,,2016/12/25,24,,,,,,,,283272,unobtanium,unobtanium
992,,,,,,,,,,2016/12/26,24,,,,,,,,315101,unobtanium,unobtanium
993,,,,,,,,,,2016/12/27,24,,,,,,,,342527,unobtanium,unobtanium
994,,,,,,,,,,2016/12/28,24,,,,,,,,350387,unobtanium,unobtanium
995,,,,,,,,,,2016/12/29,26,,,,,,,,355309,unobtanium,unobtanium
996,,,,,,,,,,2016/12/30,24,,,,,,,,342097,unobtanium,unobtanium
997,,,,,,,,,,2016/12/31,25,,,,,,,,332022,unobtanium,unobtanium
998,,,,,,,,,,2017/01/01,25,,,,,,,,332105,unobtanium,unobtanium
999,,,,,,,,,,2017/01/02,26,,,,,,,,332978,unobtanium,unobtanium
1000,,,,,,,,,,2017/01/03,29,,,,,,,,333096,unobtanium,unobtanium
1001,,,,,,,,,,2017/01/04,24,,,,,,,,341282,unobtanium,unobtanium
1002,,,,,,,,,,2017/01/05,29,,,,,,,,304915,unobtanium,unobtanium
1003,,,,,,,,,,2017/01/06,25,,,,,,,,267163,unobtanium,unobtanium
1004,,,,,,,,,,2017/01/07,26,,,,,,,,228578,unobtanium,unobtanium
1005,,,,,,,,,,2017/01/08,24,,,,,,,,219540,unobtanium,unobtanium
1006,,,,,,,,,,2017/01/09,26,,,,,,,,218974,unobtanium,unobtanium
1007,,,,,,,,,,2017/01/10,24,,,,,,,,224102,unobtanium,unobtanium
1008,,,,,,,,,,2017/01/11,25,,,,,,,,218765,unobtanium,unobtanium
1009,,,,,,,,,,2017/01/12,29,,,,,,,,218843,unobtanium,unobtanium
1010,,,,,,,,,,2017/01/13,25,,,,,,,,217457,unobtanium,unobtanium
1011,,,,,,,,,,2017/01/14,29,,,,,,,,228719,unobtanium,unobtanium
1012,,,,,,,,,,2017/01/15,25,,,,,,,,220726,unobtanium,unobtanium
1013,,,,,,,,,,2017/01/16,28,,,,,,,,228989,unobtanium,unobtanium
1014,,,,,,,,,,2017/01/17,29,,,,,,,,248040,unobtanium,unobtanium
1015,,,,,,,,,,2017/01/18,34,,,,,,,,254245,unobtanium,unobtanium
1016,,,,,,,,,,2017/01/19,25,,,,,,,,269343,unobtanium,unobtanium
1017,,,,,,,,,,2017/01/20,24,,,,,,,,286057,unobtanium,unobtanium
1018,,,,,,,,,,2017/01/21,27,,,,,,,,292345,unobtanium,unobtanium
1019,,,,,,,,,,2017/01/22,24,,,,,,,,267646,unobtanium,unobtanium
1020,,,,,,,,,,2017/01/23,25,,,,,,,,251283,unobtanium,unobtanium
1021,,,,,,,,,,2017/01/24,25,,,,,,,,232173,unobtanium,unobtanium
1022,,,,,,,,,,2017/01/25,24,,,,,,,,219251,unobtanium,unobtanium
1023,,,,,,,,,,2017/01/26,24,,,,,,,,218115,unobtanium,unobtanium
1024,,,,,,,,,,2017/01/27,26,,,,,,,,221908,unobtanium,unobtanium
1025,,,,,,,,,,2017/01/28,24,,,,,,,,212491,unobtanium,unobtanium
1026,,,,,,,,,,2017/01/29,23,,,,,,,,218694,unobtanium,unobtanium
1027,,,,,,,,,,2017/01/30,24,,,,,,,,205283,unobtanium,unobtanium
1028,,,,,,,,,,2017/01/31,26,,,,,,,,211938,unobtanium,unobtanium
1029,,,,,,,,,,2017/02/01,26,,,,,,,,214864,unobtanium,unobtanium
1030,,,,,,,,,,2017/02/02,25,,,,,,,,222471,unobtanium,unobtanium
1031,,,,,,,,,,2017/02/03,25,,,,,,,,229641,unobtanium,unobtanium
1032,,,,,,,,,,2017/02/04,26,,,,,,,,232276,unobtanium,unobtanium
1033,,,,,,,,,,2017/02/05,24,,,,,,,,261751,unobtanium,unobtanium
1034,,,,,,,,,,2017/02/06,24,,,,,,,,283552,unobtanium,unobtanium
1035,,,,,,,,,,2017/02/07,25,,,,,,,,290520,unobtanium,unobtanium
1036,,,,,,,,,,2017/02/08,26,,,,,,,,276604,unobtanium,unobtanium
1037,,,,,,,,,,2017/02/09,25,,,,,,,,276860,unobtanium,unobtanium
1038,,,,,,,,,,2017/02/10,24,,,,,,,,266065,unobtanium,unobtanium
1039,,,,,,,,,,2017/02/11,24,,,,,,,,279831,unobtanium,unobtanium
1040,,,,,,,,,,2017/02/12,24,,,,,,,,285450,unobtanium,unobtanium
1041,,,,,,,,,,2017/02/13,25,,,,,,,,282801,unobtanium,unobtanium
1042,,,,,,,,,,2017/02/14,26,,,,,,,,279205,unobtanium,unobtanium
1043,,,,,,,,,,2017/02/15,30,,,,,,,,281713,unobtanium,unobtanium
1044,,,,,,,,,,2017/02/16,25,,,,,,,,270774,unobtanium,unobtanium
1045,,,,,,,,,,2017/02/17,26,,,,,,,,278461,unobtanium,unobtanium
1046,,,,,,,,,,2017/02/18,25,,,,,,,,280852,unobtanium,unobtanium
1047,,,,,,,,,,2017/02/19,25,,,,,,,,274879,unobtanium,unobtanium
1048,,,,,,,,,,2017/02/20,24,,,,,,,,284345,unobtanium,unobtanium
1049,,,,,,,,,,2017/02/21,24,,,,,,,,303519,unobtanium,unobtanium
1050,,,,,,,,,,2017/02/22,25,,,,,,,,307259,unobtanium,unobtanium
1051,,,,,,,,,,2017/02/23,24,,,,,,,,330063,unobtanium,unobtanium
1052,,,,,,,,,,2017/02/24,24,,,,,,,,350273,unobtanium,unobtanium
1053,,,,,,,,,,2017/02/25,24,,,,,,,,389377,unobtanium,unobtanium
1054,,,,,,,,,,2017/02/26,31,,,,,,,,375070,unobtanium,unobtanium
1055,,,,,,,,,,2017/02/27,26,,,,,,,,409538,unobtanium,unobtanium
1056,,,,,,,,,,2017/02/28,22,,,,,,,,439616,unobtanium,unobtanium
1057,,,,,,,,,,2017/03/01,25,,,,,,,,480453,unobtanium,unobtanium
1058,,,,,,,,,,2017/03/02,25,,,,,,,,492517,unobtanium,unobtanium
1059,,,,,,,,,,2017/03/03,39,,,,,,,,483829,unobtanium,unobtanium
1060,,,,,,,,,,2017/03/04,24,,,,,,,,497400,unobtanium,unobtanium
1061,,,,,,,,,,2017/03/05,25,,,,,,,,466196,unobtanium,unobtanium
1062,,,,,,,,,,2017/03/06,23,,,,,,,,485480,unobtanium,unobtanium
1063,,,,,,,,,,2017/03/07,23,,,,,,,,472354,unobtanium,unobtanium
1064,,,,,,,,,,2017/03/08,30,,,,,,,,432514,unobtanium,unobtanium
1065,,,,,,,,,,2017/03/09,26,,,,,,,,397430,unobtanium,unobtanium
1066,,,,,,,,,,2017/03/10,26,,,,,,,,371358,unobtanium,unobtanium
1067,,,,,,,,,,2017/03/11,24,,,,,,,,347770,unobtanium,unobtanium
1068,,,,,,,,,,2017/03/12,24,,,,,,,,337218,unobtanium,unobtanium
1069,,,,,,,,,,2017/03/13,25,,,,,,,,342365,unobtanium,unobtanium
1070,,,,,,,,,,2017/03/14,24,,,,,,,,332122,unobtanium,unobtanium
1071,,,,,,,,,,2017/03/15,25,,,,,,,,335509,unobtanium,unobtanium
1072,,,,,,,,,,2017/03/16,24,,,,,,,,330292,unobtanium,unobtanium
1073,,,,,,,,,,2017/03/17,26,,,,,,,,308613,unobtanium,unobtanium
1074,,,,,,,,,,2017/03/18,24,,,,,,,,319820,unobtanium,unobtanium
1075,,,,,,,,,,2017/03/19,25,,,,,,,,395860,unobtanium,unobtanium
1076,,,,,,,,,,2017/03/20,28,,,,,,,,414286,unobtanium,unobtanium
1077,,,,,,,,,,2017/03/21,24,,,,,,,,459403,unobtanium,unobtanium
1078,,,,,,,,,,2017/03/22,23,,,,,,,,483528,unobtanium,unobtanium
1079,,,,,,,,,,2017/03/23,26,,,,,,,,533333,unobtanium,unobtanium
1080,,,,,,,,,,2017/03/24,29,,,,,,,,572230,unobtanium,unobtanium
1081,,,,,,,,,,2017/03/25,29,,,,,,,,824756,unobtanium,unobtanium
1082,,,,,,,,,,2017/03/26,24,,,,,,,,1078215,unobtanium,unobtanium
1083,,,,,,,,,,2017/03/27,27,,,,,,,,1270107,unobtanium,unobtanium
1084,,,,,,,,,,2017/03/28,23,,,,,,,,1426555,unobtanium,unobtanium
1085,,,,,,,,,,2017/03/29,26,,,,,,,,1312201,unobtanium,unobtanium
1086,,,,,,,,,,2017/03/30,24,,,,,,,,1111438,unobtanium,unobtanium
1087,,,,,,,,,,2017/03/31,30,,,,,,,,1428888,unobtanium,unobtanium
1088,,,,,,,,,,2017/04/01,24,,,,,,,,1585302,unobtanium,unobtanium
1089,,,,,,,,,,2017/04/02,24,,,,,,,,1469585,unobtanium,unobtanium
1090,,,,,,,,,,2017/04/03,25,,,,,,,,1275226,unobtanium,unobtanium
1091,,,,,,,,,,2017/04/04,24,,,,,,,,1161720,unobtanium,unobtanium
1092,,,,,,,,,,2017/04/05,25,,,,,,,,1223535,unobtanium,unobtanium
1093,,,,,,,,,,2017/04/06,30,,,,,,,,1366571,unobtanium,unobtanium
1094,,,,,,,,,,2017/04/07,25,,,,,,,,1324347,unobtanium,unobtanium
1095,,,,,,,,,,2017/04/08,26,,,,,,,,1249504,unobtanium,unobtanium
1096,,,,,,,,,,2017/04/09,24,,,,,,,,1273229,unobtanium,unobtanium
1097,,,,,,,,,,2017/04/10,24,,,,,,,,1218383,unobtanium,unobtanium
1098,,,,,,,,,,2017/04/11,24,,,,,,,,1254753,unobtanium,unobtanium
1099,,,,,,,,,,2017/04/12,26,,,,,,,,1261225,unobtanium,unobtanium
1100,,,,,,,,,,2017/04/13,24,,,,,,,,1272090,unobtanium,unobtanium
1101,,,,,,,,,,2017/04/14,25,,,,,,,,1280279,unobtanium,unobtanium
1102,,,,,,,,,,2017/04/15,25,,,,,,,,1348613,unobtanium,unobtanium
1103,,,,,,,,,,2017/04/16,25,,,,,,,,1360103,unobtanium,unobtanium
1104,,,,,,,,,,2017/04/17,24,,,,,,,,1404535,unobtanium,unobtanium
1105,,,,,,,,,,2017/04/18,28,,,,,,,,1428229,unobtanium,unobtanium
1106,,,,,,,,,,2017/04/19,25,,,,,,,,1473379,unobtanium,unobtanium
1107,,,,,,,,,,2017/04/20,25,,,,,,,,1462801,unobtanium,unobtanium
1108,,,,,,,,,,2017/04/21,32,,,,,,,,1573273,unobtanium,unobtanium
1109,,,,,,,,,,2017/04/22,26,,,,,,,,1727567,unobtanium,unobtanium
1110,,,,,,,,,,2017/04/23,24,,,,,,,,1814225,unobtanium,unobtanium
1111,,,,,,,,,,2017/04/24,30,,,,,,,,1720666,unobtanium,unobtanium
1112,,,,,,,,,,2017/04/25,28,,,,,,,,1713159,unobtanium,unobtanium
1113,,,,,,,,,,2017/04/26,25,,,,,,,,1829723,unobtanium,unobtanium
1114,,,,,,,,,,2017/04/27,24,,,,,,,,1901806,unobtanium,unobtanium
1115,,,,,,,,,,2017/04/28,25,,,,,,,,1910071,unobtanium,unobtanium
1116,,,,,,,,,,2017/04/29,28,,,,,,,,1999830,unobtanium,unobtanium
1117,,,,,,,,,,2017/04/30,26,,,,,,,,2204215,unobtanium,unobtanium
1118,,,,,,,,,,2017/05/01,24,,,,,,,,2288569,unobtanium,unobtanium
1119,,,,,,,,,,2017/05/02,25,,,,,,,,2192686,unobtanium,unobtanium
1120,,,,,,,,,,2017/05/03,26,,,,,,,,2153361,unobtanium,unobtanium
1121,,,,,,,,,,2017/05/04,25,,,,,,,,2381985,unobtanium,unobtanium
1122,,,,,,,,,,2017/05/05,25,,,,,,,,2701024,unobtanium,unobtanium
1123,,,,,,,,,,2017/05/06,25,,,,,,,,2704557,unobtanium,unobtanium
1124,,,,,,,,,,2017/05/07,24,,,,,,,,2924206,unobtanium,unobtanium
1125,,,,,,,,,,2017/05/08,24,,,,,,,,2903575,unobtanium,unobtanium
1126,,,,,,,,,,2017/05/09,24,,,,,,,,2541855,unobtanium,unobtanium
1127,,,,,,,,,,2017/05/10,24,,,,,,,,2331917,unobtanium,unobtanium
1128,,,,,,,,,,2017/05/11,30,,,,,,,,2219572,unobtanium,unobtanium
1129,,,,,,,,,,2017/05/12,27,,,,,,,,2501154,unobtanium,unobtanium
1130,,,,,,,,,,2017/05/13,24,,,,,,,,2444923,unobtanium,unobtanium
1131,,,,,,,,,,2017/05/14,25,,,,,,,,2752647,unobtanium,unobtanium
1132,,,,,,,,,,2017/05/15,25,,,,,,,,2788381,unobtanium,unobtanium
1133,,,,,,,,,,2017/05/16,25,,,,,,,,3040583,unobtanium,unobtanium
1134,,,,,,,,,,2017/05/17,25,,,,,,,,3201008,unobtanium,unobtanium
1135,,,,,,,,,,2017/05/18,25,,,,,,,,3422031,unobtanium,unobtanium
1136,,,,,,,,,,2017/05/19,24,,,,,,,,3631569,unobtanium,unobtanium
1137,,,,,,,,,,2017/05/20,24,,,,,,,,3872734,unobtanium,unobtanium
1138,,,,,,,,,,2017/05/21,24,,,,,,,,3900981,unobtanium,unobtanium
1139,,,,,,,,,,2017/05/22,25,,,,,,,,3938792,unobtanium,unobtanium
1140,,,,,,,,,,2017/05/23,31,,,,,,,,4008101,unobtanium,unobtanium
1141,,,,,,,,,,2017/05/24,26,,,,,,,,4370200,unobtanium,unobtanium
1142,,,,,,,,,,2017/05/25,26,,,,,,,,4586517,unobtanium,unobtanium
1143,,,,,,,,,,2017/05/26,25,,,,,,,,4187877,unobtanium,unobtanium
1144,,,,,,,,,,2017/05/27,24,,,,,,,,3444191,unobtanium,unobtanium
1145,,,,,,,,,,2017/05/28,25,,,,,,,,3377079,unobtanium,unobtanium
1146,,,,,,,,,,2017/05/29,23,,,,,,,,3498370,unobtanium,unobtanium
1147,,,,,,,,,,2017/05/30,24,,,,,,,,3446985,unobtanium,unobtanium
1148,,,,,,,,,,2017/05/31,23,,,,,,,,3483975,unobtanium,unobtanium
1149,,,,,,,,,,2017/06/01,24,,,,,,,,3836266,unobtanium,unobtanium
1150,,,,,,,,,,2017/06/02,31,,,,,,,,3986105,unobtanium,unobtanium
1151,,,,,,,,,,2017/06/03,27,,,,,,,,4066316,unobtanium,unobtanium
1152,,,,,,,,,,2017/06/04,18,,,,,,,,3978276,unobtanium,unobtanium
1153,,,,,,,,,,2017/06/05,1,,,,,,,,4205251,unobtanium,unobtanium
1154,,,,,,,,,,2017/06/06,8,,,,,,,,4971634,unobtanium,unobtanium
1155,,,,,,,,,,2017/06/07,2,,,,,,,,5684390,unobtanium,unobtanium
1156,,,,,,,,,,2017/06/08,null,,,,,,,,6383216,unobtanium,unobtanium
1157,,,,,,,,,,2017/06/09,1,,,,,,,,7058624,unobtanium,unobtanium
1158,,,,,,,,,,2017/06/10,null,,,,,,,,7290984,unobtanium,unobtanium
1159,,,,,,,,,,2017/06/11,1,,,,,,,,6861617,unobtanium,unobtanium
1160,,,,,,,,,,2017/06/12,null,,,,,,,,6695138,unobtanium,unobtanium
1161,,,,,,,,,,2017/06/13,null,,,,,,,,6609493,unobtanium,unobtanium
1162,,,,,,,,,,2017/06/14,null,,,,,,,,6386737,unobtanium,unobtanium
1163,,,,,,,,,,2017/06/15,null,,,,,,,,5961540,unobtanium,unobtanium
1164,,,,,,,,,,2017/06/16,1,,,,,,,,6424237,unobtanium,unobtanium
1165,,,,,,,,,,2017/06/17,1,,,,,,,,7017868,unobtanium,unobtanium
1166,,,,,,,,,,2017/06/18,null,,,,,,,,7222936,unobtanium,unobtanium
1167,,,,,,,,,,2017/06/19,4,,,,,,,,7000657,unobtanium,unobtanium
1168,,,,,,,,,,2017/06/20,5,,,,,,,,6960416,unobtanium,unobtanium
1169,,,,,,,,,,2017/06/21,null,,,,,,,,7350744,unobtanium,unobtanium
1170,,,,,,,,,,2017/06/22,12,,,,,,,,7345781,unobtanium,unobtanium
1171,,,,,,,,,,2017/06/23,6,,,,,,,,7380456,unobtanium,unobtanium
1172,,,,,,,,,,2017/06/24,null,,,,,,,,7191126,unobtanium,unobtanium
1173,,,,,,,,,,2017/06/25,null,,,,,,,,6843171,unobtanium,unobtanium
1174,,,,,,,,,,2017/06/26,null,,,,,,,,6588985,unobtanium,unobtanium
1175,,,,,,,,,,2017/06/27,null,,,,,,,,6447510,unobtanium,unobtanium
1176,,,,,,,,,,2017/06/28,null,,,,,,,,6880166,unobtanium,unobtanium
1177,,,,,,,,,,2017/06/29,null,,,,,,,,7344986,unobtanium,unobtanium
1178,,,,,,,,,,2017/06/30,null,,,,,,,,8417951,unobtanium,unobtanium
1179,,,,,,,,,,2017/07/01,null,,,,,,,,8134879,unobtanium,unobtanium
1180,,,,,,,,,,2017/07/02,null,,,,,,,,7876683,unobtanium,unobtanium
1181,,,,,,,,,,2017/07/03,null,,,,,,,,8055540,unobtanium,unobtanium
1182,,,,,,,,,,2017/07/04,null,,,,,,,,8262345,unobtanium,unobtanium
1183,,,,,,,,,,2017/07/05,null,,,,,,,,7962426,unobtanium,unobtanium
1184,,,,,,,,,,2017/07/06,null,,,,,,,,8239261,unobtanium,unobtanium
1185,,,,,,,,,,2017/07/07,null,,,,,,,,8829418,unobtanium,unobtanium
1186,,,,,,,,,,2017/07/08,null,,,,,,,,8751628,unobtanium,unobtanium
1187,,,,,,,,,,2017/07/09,null,,,,,,,,8994887,unobtanium,unobtanium
1188,,,,,,,,,,2017/07/10,null,,,,,,,,8290655,unobtanium,unobtanium
1189,,,,,,,,,,2017/07/11,null,,,,,,,,7232059,unobtanium,unobtanium
1190,,,,,,,,,,2017/07/12,1,,,,,,,,7484074,unobtanium,unobtanium
1191,,,,,,,,,,2017/07/13,null,,,,,,,,7725359,unobtanium,unobtanium
1192,,,,,,,,,,2017/07/14,null,,,,,,,,7545154,unobtanium,unobtanium
1193,,,,,,,,,,2017/07/15,null,,,,,,,,7366399,unobtanium,unobtanium
1194,,,,,,,,,,2017/07/16,1,,,,,,,,7146863,unobtanium,unobtanium
1195,,,,,,,,,,2017/07/17,2,,,,,,,,7477944,unobtanium,unobtanium
1196,,,,,,,,,,2017/07/18,3,,,,,,,,8253004,unobtanium,unobtanium
1197,,,,,,,,,,2017/07/19,5,,,,,,,,8838543,unobtanium,unobtanium
1198,,,,,,,,,,2017/07/20,null,,,,,,,,9072308,unobtanium,unobtanium
1199,,,,,,,,,,2017/07/21,2,,,,,,,,9493612,unobtanium,unobtanium
1200,,,,,,,,,,2017/07/22,1,,,,,,,,9791606,unobtanium,unobtanium
1201,,,,,,,,,,2017/07/23,null,,,,,,,,9636459,unobtanium,unobtanium
1202,,,,,,,,,,2017/07/24,2,,,,,,,,9384436,unobtanium,unobtanium
1203,,,,,,,,,,2017/07/25,1,,,,,,,,8838335,unobtanium,unobtanium
1204,,,,,,,,,,2017/07/26,null,,,,,,,,9209723,unobtanium,unobtanium
1205,,,,,,,,,,2017/07/27,1,,,,,,,,9218843,unobtanium,unobtanium
1206,,,,,,,,,,2017/07/28,null,,,,,,,,9238006,unobtanium,unobtanium
1207,,,,,,,,,,2017/07/29,null,,,,,,,,8535807,unobtanium,unobtanium
1208,,,,,,,,,,2017/07/30,null,,,,,,,,7651560,unobtanium,unobtanium
1209,,,,,,,,,,2017/07/31,null,,,,,,,,7977045,unobtanium,unobtanium
1210,,,,,,,,,,2017/08/01,1,,,,,,,,7904890,unobtanium,unobtanium
1211,,,,,,,,,,2017/08/02,null,,,,,,,,8116757,unobtanium,unobtanium
1212,,,,,,,,,,2017/08/03,3,,,,,,,,7932574,unobtanium,unobtanium
1213,,,,,,,,,,2017/08/04,5,,,,,,,,8355245,unobtanium,unobtanium
1214,,,,,,,,,,2017/08/05,null,,,,,,,,9393357,unobtanium,unobtanium
1215,,,,,,,,,,2017/08/06,3,,,,,,,,10271703,unobtanium,unobtanium
1216,,,,,,,,,,2017/08/07,null,,,,,,,,10786329,unobtanium,unobtanium
1217,,,,,,,,,,2017/08/08,null,,,,,,,,12705728,unobtanium,unobtanium
1218,,,,,,,,,,2017/08/09,2,,,,,,,,12434938,unobtanium,unobtanium
1219,,,,,,,,,,2017/08/10,1,,,,,,,,11962797,unobtanium,unobtanium
1220,,,,,,,,,,2017/08/11,4,,,,,,,,11566828,unobtanium,unobtanium
1221,,,,,,,,,,2017/08/12,1,,,,,,,,13175727,unobtanium,unobtanium
1222,,,,,,,,,,2017/08/13,null,,,,,,,,14743381,unobtanium,unobtanium
1223,,,,,,,,,,2017/08/14,null,,,,,,,,15309331,unobtanium,unobtanium
1224,,,,,,,,,,2017/08/15,1,,,,,,,,14953370,unobtanium,unobtanium
1225,,,,,,,,,,2017/08/16,1,,,,,,,,14457234,unobtanium,unobtanium
1226,,,,,,,,,,2017/08/17,null,,,,,,,,14376850,unobtanium,unobtanium
1227,,,,,,,,,,2017/08/18,17,,,,,,,,13607324,unobtanium,unobtanium
1228,,,,,,,,,,2017/08/19,1,,,,,,,,12377474,unobtanium,unobtanium
1229,,,,,,,,,,2017/08/20,1,,,,,,,,13812005,unobtanium,unobtanium
1230,,,,,,,,,,2017/08/21,2,,,,,,,,13716552,unobtanium,unobtanium
1231,,,,,,,,,,2017/08/22,1,,,,,,,,12422654,unobtanium,unobtanium
1232,,,,,,,,,,2017/08/23,1,,,,,,,,13574298,unobtanium,unobtanium
1233,,,,,,,,,,2017/08/24,3,,,,,,,,13914462,unobtanium,unobtanium
1234,,,,,,,,,,2017/08/25,1,,,,,,,,13937126,unobtanium,unobtanium
1235,,,,,,,,,,2017/08/26,null,,,,,,,,13592451,unobtanium,unobtanium
1236,,,,,,,,,,2017/08/27,null,,,,,,,,14499842,unobtanium,unobtanium
1237,,,,,,,,,,2017/08/28,null,,,,,,,,14478254,unobtanium,unobtanium
1238,,,,,,,,,,2017/08/29,1,,,,,,,,15205165,unobtanium,unobtanium
1239,,,,,,,,,,2017/08/30,8,,,,,,,,15279117,unobtanium,unobtanium
1240,,,,,,,,,,2017/08/31,13,,,,,,,,18195874,unobtanium,unobtanium
1241,,,,,,,,,,2017/09/01,null,,,,,,,,18950942,unobtanium,unobtanium
1242,,,,,,,,,,2017/09/02,1,,,,,,,,19289591,unobtanium,unobtanium
1243,,,,,,,,,,2017/09/03,1,,,,,,,,18749580,unobtanium,unobtanium
1244,,,,,,,,,,2017/09/04,1,,,,,,,,17407430,unobtanium,unobtanium
1245,,,,,,,,,,2017/09/05,1,,,,,,,,17049442,unobtanium,unobtanium
1246,,,,,,,,,,2017/09/06,null,,,,,,,,17851892,unobtanium,unobtanium
1247,,,,,,,,,,2017/09/07,3,,,,,,,,17931086,unobtanium,unobtanium
1248,,,,,,,,,,2017/09/08,6,,,,,,,,17715475,unobtanium,unobtanium
1249,,,,,,,,,,2017/09/09,null,,,,,,,,17750197,unobtanium,unobtanium
1250,,,,,,,,,,2017/09/10,null,,,,,,,,17897217,unobtanium,unobtanium
1251,,,,,,,,,,2017/09/11,5,,,,,,,,17223556,unobtanium,unobtanium
1252,,,,,,,,,,2017/09/12,1,,,,,,,,17437410,unobtanium,unobtanium
1253,,,,,,,,,,2017/09/13,1,,,,,,,,16753924,unobtanium,unobtanium
1254,,,,,,,,,,2017/09/14,null,,,,,,,,15611401,unobtanium,unobtanium
1255,,,,,,,,,,2017/09/15,null,,,,,,,,13449191,unobtanium,unobtanium
1256,,,,,,,,,,2017/09/16,7,,,,,,,,16610019,unobtanium,unobtanium
1257,,,,,,,,,,2017/09/17,1,,,,,,,,18038165,unobtanium,unobtanium
1258,,,,,,,,,,2017/09/18,9,,,,,,,,20212199,unobtanium,unobtanium
1259,,,,,,,,,,2017/09/19,6,,,,,,,,19880478,unobtanium,unobtanium
1260,,,,,,,,,,2017/09/20,null,,,,,,,,19049060,unobtanium,unobtanium
1261,,,,,,,,,,2017/09/21,2,,,,,,,,18816851,unobtanium,unobtanium
1262,,,,,,,,,,2017/09/22,5,,,,,,,,18614354,unobtanium,unobtanium
1263,,,,,,,,,,2017/09/23,null,,,,,,,,19037600,unobtanium,unobtanium
1264,,,,,,,,,,2017/09/24,1,,,,,,,,18819666,unobtanium,unobtanium
1265,,,,,,,,,,2017/09/25,13,,,,,,,,19371685,unobtanium,unobtanium
1266,,,,,,,,,,2017/09/26,6,,,,,,,,19616931,unobtanium,unobtanium
1267,,,,,,,,,,2017/09/27,5,,,,,,,,20501210,unobtanium,unobtanium
1268,,,,,,,,,,2017/09/28,12,,,,,,,,21606913,unobtanium,unobtanium
1269,,,,,,,,,,2017/09/29,2,,,,,,,,21693179,unobtanium,unobtanium
1270,,,,,,,,,,2017/09/30,null,,,,,,,,22675578,unobtanium,unobtanium
1271,,,,,,,,,,2017/10/01,3,,,,,,,,23534050,unobtanium,unobtanium
1272,,,,,,,,,,2017/10/02,13,,,,,,,,24450885,unobtanium,unobtanium
1273,,,,,,,,,,2017/10/03,7,,,,,,,,24801020,unobtanium,unobtanium
1274,,,,,,,,,,2017/10/04,6,,,,,,,,24500837,unobtanium,unobtanium
1275,,,,,,,,,,2017/10/05,3,,,,,,,,24342177,unobtanium,unobtanium
1276,,,,,,,,,,2017/10/06,2,,,,,,,,25587015,unobtanium,unobtanium
1277,,,,,,,,,,2017/10/07,1,,,,,,,,25606835,unobtanium,unobtanium
1278,,,,,,,,,,2017/10/08,1,,,,,,,,24940396,unobtanium,unobtanium
1279,,,,,,,,,,2017/10/09,4,,,,,,,,25071944,unobtanium,unobtanium
1280,,,,,,,,,,2017/10/10,15,,,,,,,,23784845,unobtanium,unobtanium
1281,,,,,,,,,,2017/10/11,10,,,,,,,,14694841,unobtanium,unobtanium
1282,,,,,,,,,,2017/10/12,7,,,,,,,,11397961,unobtanium,unobtanium
1283,,,,,,,,,,2017/10/13,13,,,,,,,,12373249,unobtanium,unobtanium
1284,,,,,,,,,,2017/10/14,3,,,,,,,,11697961,unobtanium,unobtanium
1285,,,,,,,,,,2017/10/15,2,,,,,,,,10568072,unobtanium,unobtanium
1286,,,,,,,,,,2017/10/16,2,,,,,,,,10248749,unobtanium,unobtanium
1287,,,,,,,,,,2017/10/17,4,,,,,,,,,unobtanium,unobtanium
1288,,,,,,,,,,2017/10/18,23,,,,,,,,,unobtanium,unobtanium
1289,,,,,,,,,,2017/10/19,80,,,,,,,,,unobtanium,unobtanium
1290,,,,,,,,,,2017/10/20,13,,,,,,,,,unobtanium,unobtanium
1291,,,,,,,,,,2017/10/21,4,,,,,,,,,unobtanium,unobtanium
1292,,,,,,,,,,2017/10/22,3,,,,,,,,,unobtanium,unobtanium
1293,,,,,,,,,,2017/10/23,9,,,,,,,,,unobtanium,unobtanium
1294,,,,,,,,,,2017/10/24,7,,,,,,,,,unobtanium,unobtanium
1295,,,,,,,,,,2017/10/25,3,,,,,,,,,unobtanium,unobtanium
1296,,,,,,,,,,2017/10/26,5,,,,,,,,,unobtanium,unobtanium
1297,,,,,,,,,,2017/10/27,3,,,,,,,,,unobtanium,unobtanium
1298,,,,,,,,,,2017/10/28,4,,,,,,,,,unobtanium,unobtanium
1299,,,,,,,,,,2017/10/29,6,,,,,,,,,unobtanium,unobtanium
1300,,,,,,,,,,2017/10/30,7,,,,,,,,,unobtanium,unobtanium
1301,,,,,,,,,,2017/10/31,6,,,,,,,,,unobtanium,unobtanium
1302,,,,,,,,,,2017/11/01,4,,,,,,,,,unobtanium,unobtanium
1303,,,,,,,,,,2017/11/02,3,,,,,,,,,unobtanium,unobtanium
1304,,,,,,,,,,2017/11/03,4,,,,,,,,,unobtanium,unobtanium
1305,,,,,,,,,,2017/11/04,4,,,,,,,,,unobtanium,unobtanium
1306,,,,,,,,,,2017/11/05,4,,,,,,,,,unobtanium,unobtanium
