,date,transactions,block_size,active_addresses,av_transaction_size,confirmation_time,difficulty,sent_addresses,median_transaction_size,median_transaction_value,av_transaction_value,send_usd,google_trends,hashrate,fee_reward,top_100_percent,mining_profitability,market_cap,tweets,full_name,coin
2192,2015/01/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2193,2015/01/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2194,2015/01/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2195,2015/01/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2196,2015/01/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2197,2015/01/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2198,2015/01/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2199,2015/01/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2200,2015/01/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2201,2015/01/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2202,2015/01/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2203,2015/01/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2204,2015/01/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2205,2015/01/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2206,2015/01/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2207,2015/01/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2208,2015/01/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2209,2015/01/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2210,2015/01/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2211,2015/01/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2212,2015/01/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2213,2015/01/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2214,2015/01/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2215,2015/01/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2216,2015/01/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2217,2015/01/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2218,2015/01/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2219,2015/01/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2220,2015/02/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2221,2015/02/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2222,2015/02/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2223,2015/02/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2224,2015/02/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2225,2015/02/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2226,2015/02/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2227,2015/02/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2228,2015/02/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2229,2015/02/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2230,2015/02/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2231,2015/02/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2232,2015/02/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2233,2015/02/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2234,2015/02/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2235,2015/02/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2236,2015/02/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2237,2015/02/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2238,2015/02/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2239,2015/02/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2240,2015/02/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2241,2015/02/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2242,2015/02/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2243,2015/02/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2244,2015/02/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2245,2015/02/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2246,2015/02/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2247,2015/02/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2248,2015/03/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2249,2015/03/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2250,2015/03/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2251,2015/03/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2252,2015/03/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2253,2015/03/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2254,2015/03/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2255,2015/03/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2256,2015/03/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2257,2015/03/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2258,2015/03/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2259,2015/03/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2260,2015/03/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2261,2015/03/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2262,2015/03/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2263,2015/03/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2264,2015/03/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2265,2015/03/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2266,2015/03/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2267,2015/03/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2268,2015/03/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2269,2015/03/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2270,2015/03/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2271,2015/03/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2272,2015/03/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2273,2015/03/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2274,2015/03/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2275,2015/03/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2276,2015/03/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2277,2015/03/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2278,2015/03/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2279,2015/04/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2280,2015/04/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2281,2015/04/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2282,2015/04/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2283,2015/04/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2284,2015/04/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2521,2015/11/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2522,2015/11/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2523,2015/12/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2524,2015/12/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2525,2015/12/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2526,2015/12/04,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2527,2015/12/05,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2528,2015/12/06,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2529,2015/12/07,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2530,2015/12/08,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2531,2015/12/09,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2532,2015/12/10,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2533,2015/12/11,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2534,2015/12/12,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2535,2015/12/13,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2536,2015/12/14,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2537,2015/12/15,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2538,2015/12/16,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2539,2015/12/17,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2540,2015/12/18,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2541,2015/12/19,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2542,2015/12/20,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2543,2015/12/21,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2544,2015/12/22,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2545,2015/12/23,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2546,2015/12/24,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2547,2015/12/25,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2548,2015/12/26,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2549,2015/12/27,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2550,2015/12/28,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2551,2015/12/29,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2552,2015/12/30,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2553,2015/12/31,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2554,2016/01/01,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2555,2016/01/02,,,,,,,,,,,,,,,,,,,elacoin,elacoin
2556,2016/01/03,,,,,,,,,,,,,,,,,,,elacoin,elacoin
