,mining_profitability,date,send_usd,transactions,sent_addresses,hashrate,difficulty,confirmation_time,av_transaction_size,block_size,av_transaction_value,top_100_percent,median_transaction_size,fee_reward,market_cap,median_transaction_value,google_trends,active_addresses,tweets,full_name,coin
684,,2020/10/10,42670902,692630,161071,,319882866062,9.796,,1503104,61.607,,,,3182880507,,,151892,72,bitcoin sv,bsv
685,,2020/10/11,40936426,434321,122311,,309534320745,10.511,,1153153,94.254,,,,3184915361,,,118534,42,bitcoin sv,bsv
686,,2020/10/12,51902867,412853,165667,,386863890551,9.6,,1246287,125.718,,,,3167891924,,,170929,57,bitcoin sv,bsv
687,,2020/10/13,43842225,814725,194076,,347357307229,9.412,,1702508,53.812,,,,3148018580,,,169884,54,bitcoin sv,bsv
688,,2020/10/14,64563603,589417,160618,,306929003886,9.664,,1400579,109.538,,,,3132164901,,,169720,50,bitcoin sv,bsv
689,,2020/10/15,72115733,616441,196395,,312853831740,9.931,,1548212,116.987,,,,3125290333,,,206723,70,bitcoin sv,bsv
690,,2020/10/16,64996428,314543,187069,,301730215636,9.536,,1325646,206.638,,,,2993088910,,,198350,64,bitcoin sv,bsv
691,,2020/10/17,34559922,297688,153521,,319174405124,9.796,,1165219,116.094,,,,2943986502,,,115337,42,bitcoin sv,bsv
692,,2020/10/18,43535881,337222,147979,,323493207597,10.827,,1357178,129.102,,,,2958108711,,,147342,59,bitcoin sv,bsv
693,,2020/10/19,58867565,739206,587143,,301195454370,10.827,,2331628,79.636,,,,2955147924,,,587947,66,bitcoin sv,bsv
694,,2020/10/20,43180386,1120818,910814,,285157681453,9.863,,2961440,38.526,,,,2932432115,,,849983,71,bitcoin sv,bsv
695,,2020/10/21,52005720,625422,349325,,264444000273,10.141,,1711757,83.153,,,,3012385792,,,340827,88,bitcoin sv,bsv
696,,2020/10/22,52788973,703287,451252,,236455471379,10.588,,2158241,75.06,,,,3130803046,,,423524,51,bitcoin sv,bsv
697,,2020/10/23,75905658,830462,471063,,239913214602,9.796,,2165040,91.402,,,,3101334202,,,430382,50,bitcoin sv,bsv
698,,2020/10/24,55090420,797045,450987,,268829399288,9.73,,1942370,69.118,,,,3143789617,,,408126,85,bitcoin sv,bsv
699,,2020/10/25,52673731,626247,395270,,283907182052,9.6,,1575987,84.11,,,,3283632989,,,355959,118,bitcoin sv,bsv
700,,2020/10/26,91556548,498167,208949,,282355247793,9.931,,1301438,183.787,,,,3302844473,,,224213,66,bitcoin sv,bsv
701,,2020/10/27,69968805,750561,411536,,253548637985,12.632,,2320863,93.222,,,,3245388646,,,349459,65,bitcoin sv,bsv
702,,2020/10/28,52548236,771718,443973,,224449888879,9.796,,1949276,71.169,,,,3201260967,,,397209,67,bitcoin sv,bsv
703,,2020/10/29,40469098,709053,379760,,214377927241,10.36,,2455040,57.075,,,,3127876179,,,343900,83,bitcoin sv,bsv
704,,2020/10/30,48494538,617459,305232,,214432154265,10.213,,1839611,78.539,,,,3025463171,,,316917,82,bitcoin sv,bsv
705,,2020/10/31,38817240,315075,24930,,201146458065,9.351,,920977,123.2,,,,3061617319,,,38146,196,bitcoin sv,bsv
706,,2020/11/01,32968426,408837,206512,,205420252601,9.863,,1219425,80.64,,,,3054109700,,,158628,83,bitcoin sv,bsv
707,,2020/11/02,69543541,682713,455330,,203428741499,10.07,,1838370,101.864,,,,3001813752,,,404306,90,bitcoin sv,bsv
708,,2020/11/03,75909474,721243,448070,,203394862453,12.414,,2407366,105.248,,,,2820247988,,,322962,62,bitcoin sv,bsv
709,,2020/11/04,44947337,711879,435602,,212426945650,10,,1978904,63.139,,,,2796780559,,,null,66,bitcoin sv,bsv
710,,2020/11/05,59164718,590731,301925,,189440391535,9.6,,1547025,100.155,,,,2883485505,,,319049,73,bitcoin sv,bsv
711,,2020/11/06,46694010,700519,433377,,192428775794,9.73,,1975697,66.656,,,,3039198052,,,403701,81,bitcoin sv,bsv
712,,2020/11/07,33793469,727112,438811,,218142803378,9.172,,1717823,46.476,,,,3108138403,,,397518,47,bitcoin sv,bsv
713,,2020/11/08,24784656,717530,451721,,212055604845,11.077,,1988457,34.542,,,,3038959592,,,405704,57,bitcoin sv,bsv
714,,2020/11/09,51553010,745969,457440,,177762331909,11.429,,2181877,69.109,,,,3017387203,,,394675,70,bitcoin sv,bsv
715,,2020/11/10,39989580,696829,430915,,177599783415,10.667,,1781005,57.388,,,,2942266078,,,386205,72,bitcoin sv,bsv
716,,2020/11/11,37694744,726333,448657,,169593775437,9.29,,1810637,51.897,,,,2944949950,,,385714,76,bitcoin sv,bsv
717,,2020/11/12,81367093,361409,120540,,171719674194,10.286,,937910,225.139,,,,2925992697,,,133439,82,bitcoin sv,bsv
718,,2020/11/13,64227056,369804,120928,,172623070057,9.231,,926968,173.679,,,,2956864350,,,129696,69,bitcoin sv,bsv
719,,2020/11/14,60280262,411441,119053,,185128125188,10.435,,1035592,146.51,,,,2944395211,,,128396,56,bitcoin sv,bsv
720,,2020/11/15,45190125,340098,115680,,170899422780,10.36,,785109,132.874,,,,2894773265,,,124600,116,bitcoin sv,bsv
721,,2020/11/16,47510671,363570,68264,,160332550529,9.863,,1010421,130.678,,,,2917223324,,,65893,101,bitcoin sv,bsv
722,,2020/11/17,76229149,624894,399090,,175982333812,10.286,,1319885,121.987,,,,3036200552,,,355615,180,bitcoin sv,bsv
723,,2020/11/18,139276411,662145,419503,,158875721053,9.664,,1535127,210.341,,,,3019035194,,,365125,126,bitcoin sv,bsv
724,,2020/11/19,38178493,685995,431445,,153461560388,10.992,,1577258,55.654,,,,3007759686,,,407318,56,bitcoin sv,bsv
725,,2020/11/20,162774070,695253,460694,,167446295428,8.834,,1171889,234.122,,,,3066606213,,,410194,77,bitcoin sv,bsv
726,,2020/11/21,93752630,664870,386865,,178703122934,9.474,,1354192,141.009,,,,3340679554,,,332336,97,bitcoin sv,bsv
727,,2020/11/22,248892374,566200,360911,,179802757625,10.435,,1797230,439.584,,,,3398528252,,,356510,65,bitcoin sv,bsv
728,,2020/11/23,117062115,569391,383102,,184746504815,9.6,,1419843,205.592,,,,3463429808,,,490964,95,bitcoin sv,bsv
729,,2020/11/24,321534107,1264216,1019530,,191231212401,10.588,,2583671,254.335,,,,3799503188,,,807578,87,bitcoin sv,bsv
730,,2020/11/25,159398574,611278,365046,,181603599299,10.36,,1495195,260.763,,,,3759063338,,,371022,83,bitcoin sv,bsv
731,,2020/11/26,150054350,561560,415102,,180728604280,10.588,,1839699,267.21,,,,3194509596,,,527161,67,bitcoin sv,bsv
732,,2020/11/27,104183396,314202,37980,,162223270528,10.213,,1271420,331.581,,,,3011694069,,,51418,53,bitcoin sv,bsv
733,,2020/11/28,74989691,595098,340601,,167849218427,9.6,,1209241,132.647,,,,3047676584,,,350051,43,bitcoin sv,bsv
734,,2020/11/29,62596584,234003,58382,,175873661910,9.351,,932846,267.503,,,,3102343378,,,40197,58,bitcoin sv,bsv
735,,2020/11/30,65144834,325223,310836,,177338402859,10.286,,1011999,200.308,,,,3270959277,,,321431,166,bitcoin sv,bsv
736,,2020/12/01,66006311,3141345,2922353,,167372396209,10.36,,6442640,21.012,,,,3289612812,,,1800891,61,bitcoin sv,bsv
737,,2020/12/02,71282512,5066697,4944539,,166178886290,10.746,,9717525,14.069,,,,3147822784,,,4795633,50,bitcoin sv,bsv
738,,2020/12/03,40365764,1141770,859203,,166849581527,9.536,,2734377,35.354,,,,3163865242,,,902875,92,bitcoin sv,bsv
739,,2020/12/04,73072296,257191,18423,,184989819484,9.796,,836166,321.22,,,,3331690964,,,26162,102,bitcoin sv,bsv
740,,2020/12/05,91635825,364718,15744,,200369543589,9.863,,956201,251.251,,,,3347615028,,,25167,87,bitcoin sv,bsv
741,,2020/12/06,38571192,1211598,979373,,189861679660,10.286,,2826053,31.835,,,,3319800689,,,985421,57,bitcoin sv,bsv
742,,2020/12/07,58064950,266236,32375,,190684163728,9.73,,932852,218.096,,,,3361673853,,,48134,80,bitcoin sv,bsv
743,,2020/12/08,49250748,260872,41519,,184160069431,10.141,,911526,188.793,,,,3286975930,,,56916,99,bitcoin sv,bsv
744,,2020/12/09,99635501,510921,241658,,180139434921,9.536,,1330937,195.012,,,,3139167848,,,223860,215,bitcoin sv,bsv
745,,2020/12/10,69205203,682793,448222,,174935590482,9.796,,1407220,101.356,,,,3110792832,,,395655,237,bitcoin sv,bsv
746,,2020/12/11,98378144,732066,463496,,178053558344,9.931,,1420087,134.384,,,,3021696411,,,418720,219,bitcoin sv,bsv
747,,2020/12/12,32852231,463904,229217,,177839547966,10.827,,1257420,70.817,,,,3060472123,,,243546,113,bitcoin sv,bsv
748,,2020/12/13,17625749,750341,495995,,173566954015,10.435,,1576574,23.49,,,,3117685776,,,419668,43,bitcoin sv,bsv
749,,2020/12/14,29732547,735605,519868,,181339893009,10.667,,1542721,40.419,,,,3091383848,,,468335,52,bitcoin sv,bsv
750,,2020/12/15,43224227,887842,660661,,180516711075,9.73,,1923995,50.811,,,,3137392890,,,611400,61,bitcoin sv,bsv
751,,2020/12/16,106008804,1071204,847017,,164202135065,10.213,,2346272,98.962,,,,3193980143,,,776343,127,bitcoin sv,bsv
752,,2020/12/17,83117303,856763,656684,,149439614678,9.536,,1655063,97.013,,,,3378946101,,,601899,97,bitcoin sv,bsv
753,,2020/12/18,84253463,1058664,823323,,141455604074,10.511,,2184319,79.585,,,,3325498142,,,685240,65,bitcoin sv,bsv
754,,2020/12/19,50426908,896547,681418,,143105526149,11.613,,2198416,58.573,,,,3302771577,,,719819,39,bitcoin sv,bsv
755,,2020/12/20,70723790,364631,118606,,155025213856,9.664,,1419826,193.96,,,,3379209887,,,99926,71,bitcoin sv,bsv
756,,2020/12/21,54693843,1038297,837766,,146371798649,11.163,,2803074,52.676,,,,3327114308,,,734543,237,bitcoin sv,bsv
757,,2020/12/22,77494602,1064286,822026,,136897400849,9.664,,2393107,72.814,,,,3145823586,,,772327,185,bitcoin sv,bsv
758,,2020/12/23,72798503,284736,65780,,135850301985,10.213,,694359,255.67,,,,3042375891,,,107586,119,bitcoin sv,bsv
759,,2020/12/24,80985900,248228,49058,,124347247913,9.6,,1748882,327.166,,,,2910727859,,,76384,102,bitcoin sv,bsv
760,,2020/12/25,39781815,663808,461896,,120953126329,9.796,,1392096,59.93,,,,3044298142,,,487912,91,bitcoin sv,bsv
761,,2020/12/26,34593853,247412,97954,,131815402858,10.286,,763192,139.823,,,,3055960941,,,70281,183,bitcoin sv,bsv
762,,2020/12/27,77588236,206989,184744,,118718604645,9.73,,974562,374.842,,,,3121917211,,,432772,105,bitcoin sv,bsv
763,,2018/11/15,,1140731,2553,,519517044292,40,,10871172,,,,,,,,,,bitcoin sv,bsv
764,,2018/11/16,,555158,5936,,631902680204,8.834,,1257800,,,,,,,,,,bitcoin sv,bsv
765,,2018/11/17,,1922573,6847,,664887284093,11.429,,4534649,,,,,,,,,,bitcoin sv,bsv
766,,2018/11/18,,4421110,5430,,563967961416,11.25,,7248575,,,,,,,,,,bitcoin sv,bsv
767,,2018/11/19,,2941899,474684,,494258709805,12.308,,5047936,,,,,,,,,,bitcoin sv,bsv
768,,2018/11/20,,1626675,403506,,504766970174,8.229,,1878573,,,,,,,,,,bitcoin sv,bsv
769,,2018/11/21,,106737,2884,,590796495112,9.536,,144315,,,,,,,,,,bitcoin sv,bsv
770,,2018/11/22,,4214,3237,,604115618618,11.163,,71245,,,,,,,,,,bitcoin sv,bsv
771,,2018/11/23,,6916,2725,,518276460115,12,,19778,,,,,,,,,,bitcoin sv,bsv
772,,2018/11/24,,7546,2575,,422658399183,9.29,,18783,,,,,,,,,,bitcoin sv,bsv
773,,2018/11/25,,7230,2482,,420159386852,14.118,,37181,,,,,,,,,,bitcoin sv,bsv
774,,2020/12/28,,,,,,,,,,,,,,,,313674,13,bitcoin sv,bsv
