,date,transactions,difficulty,top_100_percent,av_transaction_value,median_transaction_value,send_usd,confirmation_time,sent_addresses,google_trends,market_cap,active_addresses,hashrate,median_transaction_size,fee_reward,block_size,mining_profitability,av_transaction_size,tweets,full_name,coin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2521,2015/11/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2522,2015/11/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2523,2015/12/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2524,2015/12/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2525,2015/12/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2526,2015/12/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2527,2015/12/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2528,2015/12/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2529,2015/12/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2530,2015/12/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2531,2015/12/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2532,2015/12/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2533,2015/12/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2534,2015/12/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2535,2015/12/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2536,2015/12/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2537,2015/12/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2538,2015/12/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2539,2015/12/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2540,2015/12/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2541,2015/12/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2542,2015/12/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2543,2015/12/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2544,2015/12/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2545,2015/12/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2546,2015/12/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2547,2015/12/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2548,2015/12/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2549,2015/12/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2550,2015/12/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2551,2015/12/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2552,2015/12/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2553,2015/12/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2554,2016/01/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2555,2016/01/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2556,2016/01/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2557,2016/01/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2558,2016/01/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2559,2016/01/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2560,2016/01/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2561,2016/01/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2562,2016/01/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2563,2016/01/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2564,2016/01/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2565,2016/01/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2566,2016/01/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2567,2016/01/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2568,2016/01/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2569,2016/01/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2570,2016/01/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2571,2016/01/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2572,2016/01/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2573,2016/01/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2574,2016/01/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2575,2016/01/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2576,2016/01/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2577,2016/01/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2578,2016/01/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2579,2016/01/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2580,2016/01/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2581,2016/01/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2582,2016/01/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2583,2016/01/30,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2584,2016/01/31,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2585,2016/02/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2586,2016/02/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2587,2016/02/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2588,2016/02/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2589,2016/02/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2590,2016/02/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2591,2016/02/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2592,2016/02/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2593,2016/02/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2594,2016/02/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2595,2016/02/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2596,2016/02/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2597,2016/02/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2598,2016/02/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2599,2016/02/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2600,2016/02/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2601,2016/02/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2602,2016/02/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2603,2016/02/19,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2604,2016/02/20,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2605,2016/02/21,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2606,2016/02/22,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2607,2016/02/23,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2608,2016/02/24,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2609,2016/02/25,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2610,2016/02/26,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2611,2016/02/27,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2612,2016/02/28,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2613,2016/02/29,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2614,2016/03/01,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2615,2016/03/02,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2616,2016/03/03,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2617,2016/03/04,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2618,2016/03/05,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2619,2016/03/06,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2620,2016/03/07,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2621,2016/03/08,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2622,2016/03/09,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2623,2016/03/10,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2624,2016/03/11,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2625,2016/03/12,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2626,2016/03/13,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2627,2016/03/14,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2628,2016/03/15,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2629,2016/03/16,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2630,2016/03/17,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
2631,2016/03/18,,,,,,,,,,,,,,,,,,,ybcoin,ybcoin
