,date,transactions,hashrate,sent_addresses,difficulty,send_usd,mining_profitability,av_transaction_size,av_transaction_value,median_transaction_size,google_trends,median_transaction_value,top_100_percent,block_size,fee_reward,active_addresses,tweets,confirmation_time,market_cap,full_name,coin
625,2019/07/30,2115,2916545,5069,217276,6577181,,,3110,,,71.516,,10735,,6063,13,10.286,326042559,bitcoin gold,btg
626,2019/07/31,2117,2979138,4856,221422,2418935,,,1143,,,73.037,,13892,,6016,5,10.141,327852522,bitcoin gold,btg
627,2019/08/01,2067,2921564,4934,217397,3896230,,,1885,,,78.617,,10364,,6292,3,10.141,322379218,bitcoin gold,btg
628,2019/08/02,1726,2905904,4760,212150,7277368,,,4216,,,126.684,,9931,,5996,19,9.796,318697866,bitcoin gold,btg
629,2019/08/03,1484,3168198,4798,227667,938074,,,632.125,,,102.828,,9566,,5910,16,10.286,321893347,bitcoin gold,btg
630,2019/08/04,1661,3000054,5035,219183,847803,,,510.417,,,97.186,,9229,,6162,2,9.931,314408519,bitcoin gold,btg
631,2019/08/05,1915,3204772,5502,231606,4213086,,,2200,,,106.541,,11019,,6655,10,9.863,323160622,bitcoin gold,btg
632,2019/08/06,1925,3207199,5516,232684,8131898,,,4224,,,104.79,,11189,,6425,7,9.73,315258832,bitcoin gold,btg
633,2019/08/07,1917,3000911,5432,220216,3290766,,,1717,,,98.006,,11127,,6330,6,10.141,303755561,bitcoin gold,btg
634,2019/08/08,1776,3259658,5059,234871,779616,,,438.973,,,98.35,,9143,,6041,4,10.07,290213998,bitcoin gold,btg
635,2019/08/09,1866,3013710,5065,222057,1915836,,,1027,,,95.716,,10835,,6048,7,10.36,270825226,bitcoin gold,btg
636,2019/08/10,1758,2857360,4489,209550,2988024,,,1700,,,101.643,,9414,,6368,2,9.664,267496947,bitcoin gold,btg
637,2019/08/11,1926,3099303,5053,225845,1216617,,,631.681,,,88.928,,9487,,5814,4,10.141,274022621,bitcoin gold,btg
638,2019/08/12,2177,3219252,5606,233913,1815790,,,834.079,,,92.953,,11499,,6504,3,10.286,272168205,bitcoin gold,btg
639,2019/08/13,2190,3041061,5631,222841,49711551,,,22699,,,103.151,,12270,,6816,12,9.73,270638800,bitcoin gold,btg
640,2019/08/14,2542,2945002,5887,215338,7891444,,,3104,,,115.33,,11335,,7118,30,10.213,284322387,bitcoin gold,btg
641,2019/08/15,2531,2798577,4899,205199,1515486,,,598.77,,,90.865,,113466,,8156,19,9.863,245841028,bitcoin gold,btg
642,2019/08/16,2346,3199432,4885,228290,2361193,,,1006,,,83.743,,35249,,7202,11,10,243979937,bitcoin gold,btg
643,2019/08/17,2268,3589791,4767,257224,1400322,,,617.426,,,78.566,,10033,,5479,17,10.141,242342675,bitcoin gold,btg
644,2019/08/18,2354,3136503,4805,233577,1302229,,,553.198,,,86.647,,10253,,5662,17,10.141,246680306,bitcoin gold,btg
645,2019/08/19,2317,3053619,4438,223807,924944,,,399.199,,,80.677,,9874,,5407,24,10,250426245,bitcoin gold,btg
646,2019/08/20,2160,3179795,3972,230569,1172224,,,542.696,,,86.773,,8382,,4928,26,9.73,246252325,bitcoin gold,btg
647,2019/08/21,2464,3117698,5033,227206,1238685,,,502.713,,,88.741,,8971,,5885,11,9.931,234890152,bitcoin gold,btg
648,2019/08/22,2758,3152403,4975,229267,1097514,,,397.938,,,88.491,,26978,,5665,25,10.07,235374335,bitcoin gold,btg
649,2019/08/23,2731,3236268,4797,234251,1123798,,,411.497,,,92.394,,31185,,5690,24,10.213,250707421,bitcoin gold,btg
650,2019/08/24,1866,3051403,3775,223751,785826,,,421.129,,,93.35,,16678,,4600,30,10.213,248751306,bitcoin gold,btg
651,2019/08/25,2674,2856114,4352,210106,2639916,,,987.253,,,103.782,,17422,,5144,11,9.863,247514605,bitcoin gold,btg
652,2019/08/26,3164,3092431,4789,223112,6405516,,,2024,,,100.185,,14800,,5820,13,10.141,236929070,bitcoin gold,btg
653,2019/08/27,2704,2796733,4296,209369,2466160,,,912.041,,,92.55,,11404,,5108,13,10.286,228454794,bitcoin gold,btg
654,2019/08/28,3138,2815363,4316,205740,1958544,,,624.138,,,83.364,,8854,,5070,10,9.796,221507092,bitcoin gold,btg
655,2019/08/29,3514,3062345,4763,220870,2291574,,,652.127,,,79.748,,10121,,5590,13,9.931,201784295,bitcoin gold,btg
656,2019/08/30,2894,3256607,4289,234863,1566672,,,541.352,,,86.488,,9706,,4896,6,9.6,200162570,bitcoin gold,btg
657,2019/08/31,3583,3061131,5052,225046,1642501,,,458.415,,,81.098,,11532,,5738,5,10.588,197455450,bitcoin gold,btg
658,2019/09/01,4101,2803125,5579,206815,3569434,,,870.381,,,89.26,,11560,,6044,5,10.07,192728883,bitcoin gold,btg
659,2019/09/02,4471,3153855,5974,228142,3752235,,,839.238,,,94.916,,12985,,6657,14,10.141,190561120,bitcoin gold,btg
660,2019/09/03,4589,2919643,6357,217924,4815795,,,1049,,,106.338,,14042,,7322,4,10.07,199024811,bitcoin gold,btg
661,2019/09/04,4917,2838102,6182,212303,2933448,,,596.593,,,103.552,,12532,,6994,3,9.931,195802824,bitcoin gold,btg
662,2019/09/05,5202,2930400,6549,213450,3120918,,,599.946,,,94.756,,13003,,7047,2,10.213,190994142,bitcoin gold,btg
663,2019/09/06,5164,2735854,6835,201116,4292741,,,831.282,,,98.971,,14566,,7429,3,10.07,190058768,bitcoin gold,btg
664,2019/09/07,5264,2690843,6847,196816,6026338,,,1145,,,105.397,,21932,,7520,4,10.286,189298652,bitcoin gold,btg
665,2019/09/08,5307,3092520,6922,221299,5519689,,,1040,,,97.565,,13953,,7548,9,9.6,193600457,bitcoin gold,btg
666,2019/09/09,5139,3057481,6726,224991,6931644,,,1349,,,101.74,,13473,,7312,3,10.36,193029739,bitcoin gold,btg
667,2019/09/10,5357,2923319,7357,215678,4400153,,,821.384,,,103.04,,13510,,7821,6,10.141,193822228,bitcoin gold,btg
668,2019/09/11,5833,2702241,7545,198949,5668734,,,971.839,,,101.852,,14873,,8223,5,10.141,185656591,bitcoin gold,btg
669,2019/09/12,6734,2667717,8096,194898,8013804,,,1190,,,117.788,,17084,,8786,4,10.07,184814286,bitcoin gold,btg
670,2019/09/13,6580,2321939,7878,172547,17741393,,,2696,,,121.179,,15031,,8429,9,10.213,180563998,bitcoin gold,btg
671,2019/09/14,6535,2570020,8258,185225,5009665,,,766.59,,,108.143,,14614,,9330,16,9.73,183213140,bitcoin gold,btg
672,2019/09/15,6680,2619902,8257,190425,6980247,,,1045,,,108.855,,14666,,8487,2,9.796,185116407,bitcoin gold,btg
673,2019/09/16,6318,2315599,8011,172911,6496773,,,1028,,,104.49,,17944,,8041,2,10.511,183740219,bitcoin gold,btg
674,2019/09/17,4081,2619101,5456,187969,3248222,,,795.938,,,91.926,,11735,,7103,7,9.412,181942464,bitcoin gold,btg
675,2019/09/18,839,2460138,2228,180681,2136701,,,2547,,,131.015,,7756,,3729,5,10.511,190085037,bitcoin gold,btg
676,2019/09/19,763,2422116,2202,176852,1970216,,,2582,,,124.757,,6683,,3343,5,9.931,188408990,bitcoin gold,btg
677,2019/09/20,756,2514917,2175,182094,798662,,,1056,,,80.3,,6895,,3529,7,9.863,192614176,bitcoin gold,btg
678,2019/09/21,728,2464454,2200,179750,1852946,,,2545,,,115.212,,7162,,3473,6,10,192036824,bitcoin gold,btg
679,2019/09/22,682,2750501,2181,198040,2174698,,,3189,,,95.603,,6371,,3404,6,9.931,182037579,bitcoin gold,btg
680,2019/09/23,677,2388859,2041,177477,1401703,,,2070,,,95.293,,6051,,3291,2,9.931,179928869,bitcoin gold,btg
681,2019/09/24,874,2744427,2154,196441,2194596,,,2511,,,196.078,,6898,,3286,2,10,167842171,bitcoin gold,btg
682,2019/09/25,802,2319408,2045,172374,15859578,,,19775,,,97.335,,13270,,3166,null,10.588,140062732,bitcoin gold,btg
683,2019/09/26,702,2409094,1928,174956,3089789,,,4401,,,93.998,,5924,,2965,3,9.931,137374798,bitcoin gold,btg
684,2019/09/27,595,2945846,1848,208357,1322874,,,2223,,,72.052,,5958,,2772,1,9.351,135712088,bitcoin gold,btg
685,2019/09/28,540,2461354,1720,189031,975977,,,1807,,,42.725,,6183,,2726,3,10.909,138396990,bitcoin gold,btg
686,2019/09/29,559,2369903,1772,176256,542862,,,971.131,,,51.47,,6373,,2662,4,10.511,135488468,bitcoin gold,btg
687,2019/09/30,582,2416432,1766,177299,390782,,,671.447,,,42.893,,5924,,2710,1,9.863,137590577,bitcoin gold,btg
688,2019/10/01,601,2292694,1805,169882,514764,,,856.513,,,49.68,,6079,,2858,null,10,144916560,bitcoin gold,btg
689,2019/10/02,540,2219647,1738,162486,254737,,,471.736,,,39.498,,6274,,2706,12,10.667,141946274,bitcoin gold,btg
690,2019/10/03,616,2172770,1844,161635,3494947,,,5674,,,59.526,,6581,,2821,4,9.796,137718995,bitcoin gold,btg
691,2019/10/04,664,2131094,1877,155833,2125147,,,3201,,,86.766,,6018,,2915,null,9.931,138700882,bitcoin gold,btg
692,2019/10/05,653,2349837,1778,169039,1064779,,,1631,,,83.22,,6390,,2808,3,10.588,141948231,bitcoin gold,btg
693,2019/10/06,570,2127573,1596,156596,581136,,,1020,,,39.728,,5330,,2494,1,9.931,142737083,bitcoin gold,btg
694,2019/10/07,529,2414406,1581,172890,787941,,,1489,,,66.973,,6231,,2746,2,9.6,143873476,bitcoin gold,btg
695,2019/10/08,518,2105996,1699,156467,845017,,,1631,,,65.176,,6133,,2733,1,10.141,145461612,bitcoin gold,btg
696,2019/10/09,4370,2199630,1667,160702,1131283,,,258.875,,,3.325,,34237,,4068,2,10,149768779,bitcoin gold,btg
697,2019/10/10,583,2154130,1635,158180,1311699,,,2250,,,49.861,,8145,,2856,5,10.435,148997858,bitcoin gold,btg
698,2019/10/11,661,2110549,1723,154482,9391312,,,14208,,,96.825,,6042,,2931,null,9.796,140800995,bitcoin gold,btg
699,2019/10/12,746,1978892,1908,146293,19471788,,,26102,,,91.998,,7400,,3191,2,10.511,133788142,bitcoin gold,btg
700,2019/10/13,636,2156344,1608,158039,855933,,,1346,,,40.518,,6445,,2746,1,9.796,139741527,bitcoin gold,btg
701,2019/10/14,846,2074321,1731,152723,1192261,,,1409,,,39.286,,8228,,3054,8,9.931,141354215,bitcoin gold,btg
702,2019/10/15,898,2191200,1761,158434,868952,,,967.652,,,51.883,,6135,,2826,1,10,146484888,bitcoin gold,btg
703,2019/10/16,770,2104581,1677,153593,1392003,,,1808,,,40.828,,6667,,2740,5,10.36,146933844,bitcoin gold,btg
704,2019/10/17,604,2149450,1662,155883,747054,,,1237,,,41.187,,8107,,2745,5,9.931,148237501,bitcoin gold,btg
705,2019/10/18,745,2218426,1756,160737,1054232,,,1415,,,50.792,,6266,,2795,5,9.664,145425213,bitcoin gold,btg
706,2019/10/19,712,2181550,1788,159863,2292032,,,3219,,,67.994,,6316,,2901,null,10.07,136219774,bitcoin gold,btg
707,2019/10/20,704,2240668,1665,163389,876599,,,1245,,,37.305,,6519,,2604,2,10.141,134309917,bitcoin gold,btg
708,2019/10/21,841,1981422,1853,147290,1372886,,,1632,,,93.921,,6602,,2873,null,10.36,136732501,bitcoin gold,btg
709,2019/10/22,624,2000533,1623,148885,2444827,,,3918,,,56.36,,6544,,2903,3,10,136675666,bitcoin gold,btg
710,2019/10/23,583,2264891,1692,162560,1140606,,,1956,,,83.61,,6993,,2753,5,10,129256941,bitcoin gold,btg
711,2019/10/24,528,2152264,1624,157483,1703950,,,3227,,,62.299,,5541,,2677,15,9.73,125778546,bitcoin gold,btg
712,2019/10/25,673,2229892,1707,162066,1023853,,,1521,,,86.124,,7008,,2677,10,10.36,131723808,bitcoin gold,btg
713,2019/10/26,837,2212887,1887,161468,1403304,,,1677,,,97.556,,7047,,3022,7,9.664,140855192,bitcoin gold,btg
714,2019/10/27,806,2288193,1700,166304,1214966,,,1507,,,39.418,,7053,,2688,7,10.213,142013390,bitcoin gold,btg
715,2019/10/28,843,2173539,1642,161551,1088413,,,1291,,,11.541,,8290,,2678,10,10,146026400,bitcoin gold,btg
716,2019/10/29,1407,2342024,1768,169823,1009305,,,717.345,,,0.538,,28663,,2838,4,10.286,146182226,bitcoin gold,btg
717,2019/10/30,800,2128010,1602,159055,670735,,,838.419,,,10.72,,7729,,2577,2,10.435,145602988,bitcoin gold,btg
718,2019/10/31,782,2031669,1578,150567,918699,,,1175,,,10.819,,9886,,2621,3,9.73,145380749,bitcoin gold,btg
719,2019/11/01,819,2227291,1562,160734,659812,,,805.631,,,8.707,,13256,,2769,5,10.435,145914148,bitcoin gold,btg
720,2019/11/02,753,2193222,1569,160023,1530690,,,2033,,,9.758,,7444,,2506,20,9.863,148872155,bitcoin gold,btg
721,2019/11/03,516,2146587,1603,158414,502778,,,974.376,,,46.467,,5605,,2620,26,10.435,148644508,bitcoin gold,btg
722,2019/11/04,507,2020721,1561,151077,1825130,,,3600,,,73.318,,6669,,2653,24,10,149633740,bitcoin gold,btg
723,2019/11/05,524,2145083,1655,155293,1020919,,,1948,,,55.204,,5661,,2711,20,9.664,149916267,bitcoin gold,btg
724,2019/11/06,545,2120868,1650,154977,2024935,,,3715,,,76.839,,6653,,2848,45,10.511,152289906,bitcoin gold,btg
725,2019/11/07,711,2127939,1799,156705,4325883,,,6084,,,111.635,,7090,,2627,47,10,161372676,bitcoin gold,btg
726,2019/11/08,523,2252494,1555,164359,972259,,,1859,,,66.923,,8428,,6193,30,10.141,155152474,bitcoin gold,btg
727,2019/11/09,481,2081572,1567,155297,658921,,,1370,,,67.172,,5565,,2606,11,10.213,152730291,bitcoin gold,btg
728,2019/11/10,549,2146891,1664,156751,918957,,,1674,,,55.26,,6785,,2770,7,9.931,156287861,bitcoin gold,btg
729,2019/11/11,501,2093827,1583,152969,1321412,,,2638,,,79.894,,5255,,2565,13,9.931,156477748,bitcoin gold,btg
730,2019/11/12,456,2174526,1559,157730,734889,,,1612,,,83.813,,6132,,2508,11,9.931,154581103,bitcoin gold,btg
731,2019/11/13,534,2261435,1686,163842,967852,,,1812,,,60.882,,6577,,2715,6,10,153543309,bitcoin gold,btg
732,2019/11/14,496,1990284,1575,149575,1267609,,,2556,,,88.919,,6413,,2707,18,10.36,149715909,bitcoin gold,btg
733,2019/11/15,531,2005759,1699,147939,1380995,,,2601,,,76.461,,6279,,2692,15,10.07,146097976,bitcoin gold,btg
734,2019/11/16,652,1912870,1548,142547,1525228,,,2339,,,13.401,,7139,,2598,6,10.213,142851430,bitcoin gold,btg
735,2019/11/17,800,2099214,1585,151941,547524,,,684.405,,,1.107,,9038,,2607,9,10.141,144652216,bitcoin gold,btg
736,2019/11/18,664,2053373,1644,149862,1823020,,,2746,,,16.441,,7642,,2608,9,9.931,141819509,bitcoin gold,btg
737,2019/11/19,518,2171643,1650,157611,2858449,,,5518,,,74.982,,5484,,2640,9,9.931,135909965,bitcoin gold,btg
738,2019/11/20,428,2097576,1604,153631,1146920,,,2680,,,41.897,,5806,,2365,5,9.796,134715912,bitcoin gold,btg
739,2019/11/21,500,2138989,1621,155592,756443,,,1513,,,71.743,,7051,,2754,33,10.435,130751674,bitcoin gold,btg
740,2019/11/22,814,2045646,1666,150334,1274769,,,1566,,,112.049,,8112,,2903,44,9.796,121098435,bitcoin gold,btg
741,2019/11/23,626,2165866,1719,156834,2082938,,,3327,,,81.984,,9273,,2627,37,10.286,118698662,bitcoin gold,btg
742,2019/11/24,496,2116814,1623,155363,1234963,,,2490,,,32.316,,6105,,2760,33,9.931,116746851,bitcoin gold,btg
743,2019/11/25,707,2004345,1782,147224,4624414,,,6541,,,91.616,,11132,,2913,13,10,111438641,bitcoin gold,btg
744,2019/11/26,678,1890404,1768,138753,2085256,,,3076,,,84.41,,5449,,2662,19,10,112142620,bitcoin gold,btg
745,2019/11/27,588,1802244,1626,132318,2626841,,,4467,,,78.927,,5179,,2662,28,10.286,114318480,bitcoin gold,btg
746,2019/11/28,482,1976311,1371,141759,1165581,,,2418,,,34.607,,5192,,2258,62,9.73,120002968,bitcoin gold,btg
747,2019/11/29,439,1857001,1529,136518,240307,,,547.396,,,33.588,,5487,,2507,26,10.213,121403329,bitcoin gold,btg
748,2019/11/30,501,1793575,1581,131365,272818,,,544.547,,,32.862,,6623,,2519,42,10.141,118791782,bitcoin gold,btg
749,2019/12/01,447,1805529,1485,131343,1100767,,,2463,,,31.766,,5696,,2445,17,9.664,114840410,bitcoin gold,btg
750,2019/12/02,521,1956112,1531,140651,6551407,,,12575,,,69.429,,6532,,2483,1,10.511,112914155,bitcoin gold,btg
751,2019/12/03,645,1695961,1745,125695,7526863,,,11670,,,75.484,,6114,,2666,14,9.796,109395744,bitcoin gold,btg
752,2019/12/04,660,1717644,1718,125061,1453678,,,2203,,,73.985,,6096,,2845,4,10.07,108219479,bitcoin gold,btg
753,2019/12/05,493,1885283,1550,135536,267545,,,542.689,,,36.453,,5665,,2472,4,9.6,106978259,bitcoin gold,btg
754,2019/12/06,443,1722066,1481,127815,370779,,,836.972,,,37.134,,6186,,2445,5,10.588,109125328,bitcoin gold,btg
755,2019/12/07,407,1720783,1468,126907,129691,,,318.652,,,30.424,,6381,,2362,3,10,110057290,bitcoin gold,btg
756,2019/12/08,501,1708208,1565,124939,209423,,,418.01,,,39.799,,6492,,2507,1,9.796,109628206,bitcoin gold,btg
757,2019/12/09,486,1648277,1535,124784,487494,,,1003,,,47.501,,7635,,2471,2,10.286,107995075,bitcoin gold,btg
758,2019/12/10,642,1753599,1598,127137,919575,,,1432,,,71.428,,5569,,2581,1,10.07,104540064,bitcoin gold,btg
759,2019/12/11,543,1749898,1565,127515,257796,,,474.763,,,58.26,,5990,,2449,9,10.07,104131054,bitcoin gold,btg
760,2019/12/12,447,1695368,1466,124209,269955,,,603.925,,,50.548,,5558,,2384,2,10.36,103264984,bitcoin gold,btg
761,2019/12/13,566,1608189,1489,117888,336945,,,595.309,,,28.577,,6860,,2437,2,9.931,103436402,bitcoin gold,btg
762,2019/12/14,437,1626861,1424,119411,310285,,,710.034,,,56.95,,4899,,2205,2,10,103175549,bitcoin gold,btg
763,2019/12/15,512,1788934,1488,128525,462459,,,903.24,,,57.067,,5771,,2515,3,9.931,100049347,bitcoin gold,btg
764,2019/12/16,510,1816570,1583,131653,400396,,,785.09,,,54.508,,6246,,2492,1,9.796,99620599,bitcoin gold,btg
765,2019/12/17,476,1690752,1493,125425,315353,,,662.506,,,51.734,,5279,,2492,null,10.511,93182250,bitcoin gold,btg
766,2019/12/18,537,1634638,1488,122951,438510,,,816.593,,,46.88,,6294,,2419,1,10.588,92396133,bitcoin gold,btg
767,2019/12/19,543,1733167,1471,130493,433165,,,797.726,,,46.145,,6892,,2468,null,10.36,95537957,bitcoin gold,btg
768,2019/12/20,519,1443900,1490,110577,217784,,,419.623,,,45.95,,6064,,2449,7,10.141,97653018,bitcoin gold,btg
769,2019/12/21,522,1645632,1529,118659,196730,,,376.877,,,39.46,,5716,,2482,6,9.931,97156586,bitcoin gold,btg
770,2019/12/22,527,1578273,1530,115491,404855,,,768.226,,,34.667,,6515,,2511,12,9.863,97269653,bitcoin gold,btg
771,2019/12/23,510,1635868,1521,118514,258572,,,507.004,,,27.104,,7289,,2412,1,10.07,98199814,bitcoin gold,btg
772,2019/12/24,552,1660718,1446,120717,193442,,,350.439,,,49.949,,3879,,2183,7,10.141,95532861,bitcoin gold,btg
773,2019/12/25,434,1731933,1488,126902,302841,,,697.791,,,25.936,,6027,,2261,2,9.931,93987100,bitcoin gold,btg
774,2019/12/26,816,1638848,1893,120746,1793397,,,2198,,,10.478,,7979,,2713,null,10,93315953,bitcoin gold,btg
775,2019/12/27,863,1753057,1829,126607,814512,,,943.814,,,6.703,,6631,,2721,1,9.796,94817531,bitcoin gold,btg
776,2019/12/28,995,1882644,2092,135577,2305122,,,2317,,,3.162,,7182,,2903,3,10.141,97916201,bitcoin gold,btg
777,2019/12/29,1057,1846564,1903,134642,2076707,,,1965,,,1.315,,7182,,2779,1,10,98778909,bitcoin gold,btg
778,2019/12/30,1035,1871445,2199,136128,1536530,,,1485,,,16.499,,6517,,3011,2,10.07,100516140,bitcoin gold,btg
779,2019/12/31,926,1943311,1964,140820,2148239,,,2320,,,7.264,,6715,,2877,3,9.73,99564865,bitcoin gold,btg
780,2020/01/01,1041,1930979,1938,140915,1080073,,,1038,,,0.797,,8100,,2852,2,10.141,97214395,bitcoin gold,btg
781,2020/01/02,818,1771552,1901,132509,1705608,,,2085,,,16.449,,7026,,2842,1,10.511,94860117,bitcoin gold,btg
782,2020/01/03,996,1787392,2119,132115,1820931,,,1828,,,13.379,,7248,,2946,4,10.141,96615800,bitcoin gold,btg
783,2020/01/04,912,1858320,2005,135404,875179,,,959.626,,,9.666,,7184,,2797,4,9.73,97746892,bitcoin gold,btg
784,2020/01/05,733,1931494,1808,143974,468875,,,639.665,,,23.203,,7688,,2807,8,10.07,99519096,bitcoin gold,btg
785,2020/01/06,1013,1968090,2145,144036,1189803,,,1175,,,21.313,,15788,,2945,2,10.36,101234175,bitcoin gold,btg
786,2020/01/07,964,1820253,2028,134719,582094,,,603.832,,,14.717,,7352,,2996,null,9.931,106671859,bitcoin gold,btg
787,2020/01/08,1287,2241569,2309,159080,1645953,,,1279,,,11.335,,9858,,3446,5,10,112257203,bitcoin gold,btg
788,2020/01/09,1045,1890640,2134,140608,488063,,,467.046,,,23.791,,11485,,3003,6,10.07,107871746,bitcoin gold,btg
789,2020/01/10,700,1908651,1799,138920,873713,,,1248,,,29.648,,6146,,2672,10,10,107609025,bitcoin gold,btg
790,2020/01/11,878,2103142,2078,151028,1933957,,,2203,,,77.116,,7385,,2922,11,10.07,119988281,bitcoin gold,btg
791,2020/01/12,839,2166235,2225,156589,6236953,,,7434,,,49.046,,6163,,2854,2,9.863,120586562,bitcoin gold,btg
792,2020/01/13,787,2094851,1905,153338,603547,,,766.895,,,33.828,,5601,,2661,5,9.664,123088183,bitcoin gold,btg
793,2020/01/14,1953,2217114,2945,160030,4147261,,,2124,,,97.749,,16633,,4200,20,10.435,151487001,bitcoin gold,btg
794,2020/01/15,3960,3369542,4969,232334,343702841,,,86794,,,375.039,,33099,,7606,53,9.351,269453542,bitcoin gold,btg
795,2020/01/16,1614,3123191,3072,228106,54907297,,,34019,,,208.404,,11754,,4081,14,9.931,237533139,bitcoin gold,btg
796,2020/01/17,1436,3375861,2594,242897,44626365,,,31077,,,158.969,,18508,,3805,15,10.07,231411775,bitcoin gold,btg
797,2020/01/18,1559,3120905,2694,229698,25045266,,,16065,,,123.319,,10633,,3914,14,10.213,218094667,bitcoin gold,btg
798,2020/01/19,1467,2883627,2603,212443,11618732,,,7920,,,107.077,,25049,,3828,18,10.07,197437875,bitcoin gold,btg
799,2020/01/20,1095,2992627,2096,217153,9304495,,,8497,,,55.745,,8593,,3571,21,9.664,196395440,bitcoin gold,btg
800,2020/01/21,999,2938968,2208,218856,11171574,,,11183,,,140.436,,7749,,3132,11,10.909,204516918,bitcoin gold,btg
801,2020/01/22,1096,2865704,2219,217182,8442771,,,7703,,,55.32,,7571,,3094,16,10.435,200983048,bitcoin gold,btg
802,2020/01/23,964,2578042,2175,191736,3485431,,,4586,,,68.545,,7638,,3291,10,10.141,184305699,bitcoin gold,btg
803,2020/01/24,1222,2434403,2173,187916,2424979,,,1984,,,35.24,,20516,,6959,8,10.36,176804605,bitcoin gold,btg
804,2020/01/25,919,2604985,2159,194639,2505797,,,2727,,,60.316,,6036,,2920,6,11.25,182550207,bitcoin gold,btg
805,2020/01/26,1253,2606974,2286,196883,2826168,,,2256,,,86.352,,8158,,3376,26,9.6,195393605,bitcoin gold,btg
806,2020/01/27,1282,2741426,2424,199400,20019339,,,15616,,,118.725,,8672,,3263,76,10.07,214884481,bitcoin gold,btg
807,2020/01/28,1054,2704494,2317,197841,15823028,,,15012,,,82.549,,8591,,3675,26,9.73,212272443,bitcoin gold,btg
808,2020/01/29,1200,2665265,2265,194909,10206010,,,8505,,,58.398,,14309,,3424,23,10.511,212352317,bitcoin gold,btg
809,2020/01/30,693,2683912,1790,195082,4152802,,,6538,,,114.905,,5857,,2656,15,9.412,209197786,bitcoin gold,btg
810,2020/01/31,974,2468557,2135,181940,4166621,,,5057,,,112.197,,7416,,2984,7,10.588,203321796,bitcoin gold,btg
811,2020/02/01,914,2484228,1961,182729,2603293,,,3226,,,55.667,,6382,,2736,6,10.141,202479574,bitcoin gold,btg
812,2020/02/02,904,2544508,2056,184641,2103209,,,2327,,,55.325,,6521,,2989,54,10.435,201257720,bitcoin gold,btg
813,2020/02/03,1048,2463170,2182,181464,5884248,,,5615,,,42.033,,10746,,3195,20,9.536,202991538,bitcoin gold,btg
814,2020/02/04,1117,2312995,2378,170978,6536527,,,5852,,,57.805,,8351,,3286,4,10.435,206976534,bitcoin gold,btg
815,2020/02/05,1450,2523231,2616,182615,8773504,,,6620,,,115.444,,7415,,3538,4,9.931,210434246,bitcoin gold,btg
816,2020/02/06,1591,2122042,2516,157994,13558171,,,8682,,,65.869,,11407,,7022,10,10.511,212366290,bitcoin gold,btg
817,2020/02/07,1314,2223264,2547,163591,5596911,,,4259,,,115.628,,12157,,3394,6,9.863,210926452,bitcoin gold,btg
818,2020/02/08,1387,2438759,2654,177885,29589014,,,21965,,,162.349,,12887,,3870,14,10.141,219939191,bitcoin gold,btg
819,2020/02/09,1284,2411500,2580,176588,8993416,,,8922,,,140.39,,10246,,3657,20,10.07,239986059,bitcoin gold,btg
820,2020/02/10,1397,2396492,2648,176046,87132526,,,62432,,,133.239,,12755,,4304,22,9.6,243014796,bitcoin gold,btg
821,2020/02/11,1168,2547281,2451,186600,24743483,,,24350,,,101.347,,9358,,3342,4,10.286,248427918,bitcoin gold,btg
822,2020/02/12,1525,2471729,2702,181101,72248223,,,47376,,,170.485,,12987,,4005,7,10.435,251106253,bitcoin gold,btg
823,2020/02/13,1608,2158480,2709,162413,58584468,,,36433,,,164.288,,8885,,3791,5,10.36,242003289,bitcoin gold,btg
824,2020/02/14,1498,2171700,2592,159678,71521036,,,47744,,,142.329,,6904,,3623,3,10.07,235892188,bitcoin gold,btg
825,2020/02/15,1225,2193723,2322,160211,9051454,,,7389,,,149.443,,7449,,3480,1,10.141,228377547,bitcoin gold,btg
826,2020/02/16,1317,2240622,2427,162728,9052644,,,6874,,,125.14,,7755,,3435,1,9.412,204528030,bitcoin gold,btg
827,2020/02/17,1322,2238539,2485,163133,6373013,,,4821,,,73.439,,10582,,3388,5,10.588,191942527,bitcoin gold,btg
828,2020/02/18,1077,2231484,2262,162545,3492200,,,3243,,,137.324,,7078,,3238,6,9.796,200528057,bitcoin gold,btg
829,2020/02/19,1161,2094208,2377,153994,4971044,,,4282,,,112.884,,6907,,3253,15,10,201069267,bitcoin gold,btg
830,2020/02/20,1217,2168981,2381,158359,3998705,,,3286,,,89.31,,7855,,3251,8,10.07,185899153,bitcoin gold,btg
831,2020/02/21,1296,2031460,2193,149238,2839237,,,2191,,,31.267,,7458,,3360,4,9.536,190338157,bitcoin gold,btg
832,2020/02/22,728,2441899,1859,173946,1428492,,,1962,,,28.899,,6771,,2871,6,10.667,186969878,bitcoin gold,btg
833,2020/02/23,1029,2088386,1979,154440,1706006,,,1658,,,4.367,,6519,,3207,2,10.07,190410324,bitcoin gold,btg
834,2020/02/24,1060,2102703,2124,152888,4095507,,,3864,,,101.537,,7621,,3454,1,9.796,185263435,bitcoin gold,btg
835,2020/02/25,1025,2072055,2086,151157,2183548,,,2130,,,118.929,,6720,,2925,9,10.213,173787921,bitcoin gold,btg
836,2020/02/26,1004,1929677,2183,142169,2545842,,,2536,,,105.39,,10251,,3686,4,10,154018869,bitcoin gold,btg
