,av_transaction_size,hashrate,date,difficulty,median_transaction_value,sent_addresses,market_cap,av_transaction_value,transactions,confirmation_time,block_size,top_100_percent,active_addresses,median_transaction_size,google_trends,fee_reward,mining_profitability,tweets,send_usd,full_name,coin
2193,,,2015/01/05,,,,,,,,,,,,,,,,,namecoin,nmc
2194,,,2015/01/06,,,,,,,,,,,,,,,,,namecoin,nmc
2195,,,2015/01/07,,,,,,,,,,,,,,,,,namecoin,nmc
2196,,,2015/01/08,,,,,,,,,,,,,,,,,namecoin,nmc
2197,,,2015/01/09,,,,,,,,,,,,,,,,,namecoin,nmc
2198,,,2015/01/10,,,,,,,,,,,,,,,,,namecoin,nmc
2199,,,2015/01/11,,,,,,,,,,,,,,,,,namecoin,nmc
2200,,,2015/01/12,,,,,,,,,,,,,,,,,namecoin,nmc
2201,,,2015/01/13,,,,,,,,,,,,,,,,,namecoin,nmc
2202,,,2015/01/14,,,,,,,,,,,,,,,,,namecoin,nmc
2203,,,2015/01/15,,,,,,,,,,,,,,,,,namecoin,nmc
2204,,,2015/01/16,,,,,,,,,,,,,,,,,namecoin,nmc
2205,,,2015/01/17,,,,,,,,,,,,,,,,,namecoin,nmc
2206,,,2015/01/18,,,,,,,,,,,,,,,,,namecoin,nmc
2207,,,2015/01/19,,,,,,,,,,,,,,,,,namecoin,nmc
2208,,,2015/01/20,,,,,,,,,,,,,,,,,namecoin,nmc
2209,,,2015/01/21,,,,,,,,,,,,,,,,,namecoin,nmc
2210,,,2015/01/22,,,,,,,,,,,,,,,,,namecoin,nmc
2211,,,2015/01/23,,,,,,,,,,,,,,,,,namecoin,nmc
2212,,,2015/01/24,,,,,,,,,,,,,,,,,namecoin,nmc
2213,,,2015/01/25,,,,,,,,,,,,,,,,,namecoin,nmc
2214,,,2015/01/26,,,,,,,,,,,,,,,,,namecoin,nmc
2215,,,2015/01/27,,,,,,,,,,,,,,,,,namecoin,nmc
2216,,,2015/01/28,,,,,,,,,,,,,,,,,namecoin,nmc
2217,,,2015/01/29,,,,,,,,,,,,,,,,,namecoin,nmc
2218,,,2015/01/30,,,,,,,,,,,,,,,,,namecoin,nmc
2219,,,2015/01/31,,,,,,,,,,,,,,,,,namecoin,nmc
2220,,,2015/02/01,,,,,,,,,,,,,,,,,namecoin,nmc
2221,,,2015/02/02,,,,,,,,,,,,,,,,,namecoin,nmc
2222,,,2015/02/03,,,,,,,,,,,,,,,,,namecoin,nmc
2223,,,2015/02/04,,,,,,,,,,,,,,,,,namecoin,nmc
2224,,,2015/02/05,,,,,,,,,,,,,,,,,namecoin,nmc
2225,,,2015/02/06,,,,,,,,,,,,,,,,,namecoin,nmc
2226,,,2015/02/07,,,,,,,,,,,,,,,,,namecoin,nmc
2227,,,2015/02/08,,,,,,,,,,,,,,,,,namecoin,nmc
2228,,,2015/02/09,,,,,,,,,,,,,,,,,namecoin,nmc
2229,,,2015/02/10,,,,,,,,,,,,,,,,,namecoin,nmc
2230,,,2015/02/11,,,,,,,,,,,,,,,,,namecoin,nmc
2231,,,2015/02/12,,,,,,,,,,,,,,,,,namecoin,nmc
2232,,,2015/02/13,,,,,,,,,,,,,,,,,namecoin,nmc
2233,,,2015/02/14,,,,,,,,,,,,,,,,,namecoin,nmc
2234,,,2015/02/15,,,,,,,,,,,,,,,,,namecoin,nmc
2235,,,2015/02/16,,,,,,,,,,,,,,,,,namecoin,nmc
2236,,,2015/02/17,,,,,,,,,,,,,,,,,namecoin,nmc
2237,,,2015/02/18,,,,,,,,,,,,,,,,,namecoin,nmc
2238,,,2015/02/19,,,,,,,,,,,,,,,,,namecoin,nmc
2239,,,2015/02/20,,,,,,,,,,,,,,,,,namecoin,nmc
2240,,,2015/02/21,,,,,,,,,,,,,,,,,namecoin,nmc
2241,,,2015/02/22,,,,,,,,,,,,,,,,,namecoin,nmc
2242,,,2015/02/23,,,,,,,,,,,,,,,,,namecoin,nmc
2243,,,2015/02/24,,,,,,,,,,,,,,,,,namecoin,nmc
2244,,,2015/02/25,,,,,,,,,,,,,,,,,namecoin,nmc
2245,,,2015/02/26,,,,,,,,,,,,,,,,,namecoin,nmc
2246,,,2015/02/27,,,,,,,,,,,,,,,,,namecoin,nmc
2247,,,2015/02/28,,,,,,,,,,,,,,,,,namecoin,nmc
2248,,,2015/03/01,,,,,,,,,,,,,,,,,namecoin,nmc
2249,,,2015/03/02,,,,,,,,,,,,,,,,,namecoin,nmc
2250,,,2015/03/03,,,,,,,,,,,,,,,,,namecoin,nmc
2251,,,2015/03/04,,,,,,,,,,,,,,,,,namecoin,nmc
2252,,,2015/03/05,,,,,,,,,,,,,,,,,namecoin,nmc
2253,,,2015/03/06,,,,,,,,,,,,,,,,,namecoin,nmc
2254,,,2015/03/07,,,,,,,,,,,,,,,,,namecoin,nmc
2255,,,2015/03/08,,,,,,,,,,,,,,,,,namecoin,nmc
2256,,,2015/03/09,,,,,,,,,,,,,,,,,namecoin,nmc
2257,,,2015/03/10,,,,,,,,,,,,,,,,,namecoin,nmc
2258,,,2015/03/11,,,,,,,,,,,,,,,,,namecoin,nmc
2259,,,2015/03/12,,,,,,,,,,,,,,,,,namecoin,nmc
2260,,,2015/03/13,,,,,,,,,,,,,,,,,namecoin,nmc
2261,,,2015/03/14,,,,,,,,,,,,,,,,,namecoin,nmc
2262,,,2015/03/15,,,,,,,,,,,,,,,,,namecoin,nmc
2263,,,2015/03/16,,,,,,,,,,,,,,,,,namecoin,nmc
2264,,,2015/03/17,,,,,,,,,,,,,,,,,namecoin,nmc
2265,,,2015/03/18,,,,,,,,,,,,,,,,,namecoin,nmc
2266,,,2015/03/19,,,,,,,,,,,,,,,,,namecoin,nmc
2267,,,2015/03/20,,,,,,,,,,,,,,,,,namecoin,nmc
2268,,,2015/03/21,,,,,,,,,,,,,,,,,namecoin,nmc
2269,,,2015/03/22,,,,,,,,,,,,,,,,,namecoin,nmc
2270,,,2015/03/23,,,,,,,,,,,,,,,,,namecoin,nmc
2271,,,2015/03/24,,,,,,,,,,,,,,,,,namecoin,nmc
2272,,,2015/03/25,,,,,,,,,,,,,,,,,namecoin,nmc
2273,,,2015/03/26,,,,,,,,,,,,,,,,,namecoin,nmc
2274,,,2015/03/27,,,,,,,,,,,,,,,,,namecoin,nmc
2275,,,2015/03/28,,,,,,,,,,,,,,,,,namecoin,nmc
2276,,,2015/03/29,,,,,,,,,,,,,,,,,namecoin,nmc
2277,,,2015/03/30,,,,,,,,,,,,,,,,,namecoin,nmc
2278,,,2015/03/31,,,,,,,,,,,,,,,,,namecoin,nmc
2279,,,2015/04/01,,,,,,,,,,,,,,,,,namecoin,nmc
2280,,,2015/04/02,,,,,,,,,,,,,,,,,namecoin,nmc
2281,,,2015/04/03,,,,,,,,,,,,,,,,,namecoin,nmc
2282,,,2015/04/04,,,,,,,,,,,,,,,,,namecoin,nmc
2283,,,2015/04/05,,,,,,,,,,,,,,,,,namecoin,nmc
2284,,,2015/04/06,,,,,,,,,,,,,,,,,namecoin,nmc
2285,,,2015/04/07,,,,,,,,,,,,,,,,,namecoin,nmc
2286,,,2015/04/08,,,,,,,,,,,,,,,,,namecoin,nmc
2287,,,2015/04/09,,,,,,,,,,,,,,,,,namecoin,nmc
2288,,,2015/04/10,,,,,,,,,,,,,,,,,namecoin,nmc
2289,,,2015/04/11,,,,,,,,,,,,,,,,,namecoin,nmc
2290,,,2015/04/12,,,,,,,,,,,,,,,,,namecoin,nmc
2291,,,2015/04/13,,,,,,,,,,,,,,,,,namecoin,nmc
2292,,,2015/04/14,,,,,,,,,,,,,,,,,namecoin,nmc
2293,,,2015/04/15,,,,,,,,,,,,,,,,,namecoin,nmc
2294,,,2015/04/16,,,,,,,,,,,,,,,,,namecoin,nmc
2295,,,2015/04/17,,,,,,,,,,,,,,,,,namecoin,nmc
2296,,,2015/04/18,,,,,,,,,,,,,,,,,namecoin,nmc
2297,,,2015/04/19,,,,,,,,,,,,,,,,,namecoin,nmc
2298,,,2015/04/20,,,,,,,,,,,,,,,,,namecoin,nmc
2299,,,2015/04/21,,,,,,,,,,,,,,,,,namecoin,nmc
2300,,,2015/04/22,,,,,,,,,,,,,,,,,namecoin,nmc
2301,,,2015/04/23,,,,,,,,,,,,,,,,,namecoin,nmc
2302,,,2015/04/24,,,,,,,,,,,,,,,,,namecoin,nmc
2303,,,2015/04/25,,,,,,,,,,,,,,,,,namecoin,nmc
2304,,,2015/04/26,,,,,,,,,,,,,,,,,namecoin,nmc
2305,,,2015/04/27,,,,,,,,,,,,,,,,,namecoin,nmc
2306,,,2015/04/28,,,,,,,,,,,,,,,,,namecoin,nmc
2307,,,2015/04/29,,,,,,,,,,,,,,,,,namecoin,nmc
2308,,,2015/04/30,,,,,,,,,,,,,,,,,namecoin,nmc
2309,,,2015/05/01,,,,,,,,,,,,,,,,,namecoin,nmc
2310,,,2015/05/02,,,,,,,,,,,,,,,,,namecoin,nmc
2311,,,2015/05/03,,,,,,,,,,,,,,,,,namecoin,nmc
2312,,,2015/05/04,,,,,,,,,,,,,,,,,namecoin,nmc
2313,,,2015/05/05,,,,,,,,,,,,,,,,,namecoin,nmc
2314,,,2015/05/06,,,,,,,,,,,,,,,,,namecoin,nmc
2315,,,2015/05/07,,,,,,,,,,,,,,,,,namecoin,nmc
2316,,,2015/05/08,,,,,,,,,,,,,,,,,namecoin,nmc
2317,,,2015/05/09,,,,,,,,,,,,,,,,,namecoin,nmc
2318,,,2015/05/10,,,,,,,,,,,,,,,,,namecoin,nmc
2319,,,2015/05/11,,,,,,,,,,,,,,,,,namecoin,nmc
2320,,,2015/05/12,,,,,,,,,,,,,,,,,namecoin,nmc
2321,,,2015/05/13,,,,,,,,,,,,,,,,,namecoin,nmc
2322,,,2015/05/14,,,,,,,,,,,,,,,,,namecoin,nmc
2323,,,2015/05/15,,,,,,,,,,,,,,,,,namecoin,nmc
2324,,,2015/05/16,,,,,,,,,,,,,,,,,namecoin,nmc
2325,,,2015/05/17,,,,,,,,,,,,,,,,,namecoin,nmc
2326,,,2015/05/18,,,,,,,,,,,,,,,,,namecoin,nmc
2327,,,2015/05/19,,,,,,,,,,,,,,,,,namecoin,nmc
2328,,,2015/05/20,,,,,,,,,,,,,,,,,namecoin,nmc
2329,,,2015/05/21,,,,,,,,,,,,,,,,,namecoin,nmc
2330,,,2015/05/22,,,,,,,,,,,,,,,,,namecoin,nmc
2331,,,2015/05/23,,,,,,,,,,,,,,,,,namecoin,nmc
2332,,,2015/05/24,,,,,,,,,,,,,,,,,namecoin,nmc
2333,,,2015/05/25,,,,,,,,,,,,,,,,,namecoin,nmc
2334,,,2015/05/26,,,,,,,,,,,,,,,,,namecoin,nmc
2335,,,2015/05/27,,,,,,,,,,,,,,,,,namecoin,nmc
2336,,,2015/05/28,,,,,,,,,,,,,,,,,namecoin,nmc
2337,,,2015/05/29,,,,,,,,,,,,,,,,,namecoin,nmc
2338,,,2015/05/30,,,,,,,,,,,,,,,,,namecoin,nmc
2339,,,2015/05/31,,,,,,,,,,,,,,,,,namecoin,nmc
2340,,,2015/06/01,,,,,,,,,,,,,,,,,namecoin,nmc
2341,,,2015/06/02,,,,,,,,,,,,,,,,,namecoin,nmc
2342,,,2015/06/03,,,,,,,,,,,,,,,,,namecoin,nmc
2343,,,2015/06/04,,,,,,,,,,,,,,,,,namecoin,nmc
2344,,,2015/06/05,,,,,,,,,,,,,,,,,namecoin,nmc
2345,,,2015/06/06,,,,,,,,,,,,,,,,,namecoin,nmc
2346,,,2015/06/07,,,,,,,,,,,,,,,,,namecoin,nmc
2347,,,2015/06/08,,,,,,,,,,,,,,,,,namecoin,nmc
2348,,,2015/06/09,,,,,,,,,,,,,,,,,namecoin,nmc
2349,,,2015/06/10,,,,,,,,,,,,,,,,,namecoin,nmc
2350,,,2015/06/11,,,,,,,,,,,,,,,,,namecoin,nmc
2351,,,2015/06/12,,,,,,,,,,,,,,,,,namecoin,nmc
2352,,,2015/06/13,,,,,,,,,,,,,,,,,namecoin,nmc
2353,,,2015/06/14,,,,,,,,,,,,,,,,,namecoin,nmc
2354,,,2015/06/15,,,,,,,,,,,,,,,,,namecoin,nmc
2355,,,2015/06/16,,,,,,,,,,,,,,,,,namecoin,nmc
2356,,,2015/06/17,,,,,,,,,,,,,,,,,namecoin,nmc
2357,,,2015/06/18,,,,,,,,,,,,,,,,,namecoin,nmc
2358,,,2015/06/19,,,,,,,,,,,,,,,,,namecoin,nmc
2359,,,2015/06/20,,,,,,,,,,,,,,,,,namecoin,nmc
2360,,,2015/06/21,,,,,,,,,,,,,,,,,namecoin,nmc
2361,,,2015/06/22,,,,,,,,,,,,,,,,,namecoin,nmc
2362,,,2015/06/23,,,,,,,,,,,,,,,,,namecoin,nmc
2363,,,2015/06/24,,,,,,,,,,,,,,,,,namecoin,nmc
2364,,,2015/06/25,,,,,,,,,,,,,,,,,namecoin,nmc
2365,,,2015/06/26,,,,,,,,,,,,,,,,,namecoin,nmc
2366,,,2015/06/27,,,,,,,,,,,,,,,,,namecoin,nmc
2367,,,2015/06/28,,,,,,,,,,,,,,,,,namecoin,nmc
2368,,,2015/06/29,,,,,,,,,,,,,,,,,namecoin,nmc
2369,,,2015/06/30,,,,,,,,,,,,,,,,,namecoin,nmc
2370,,,2015/07/01,,,,,,,,,,,,,,,,,namecoin,nmc
2371,,,2015/07/02,,,,,,,,,,,,,,,,,namecoin,nmc
2372,,,2015/07/03,,,,,,,,,,,,,,,,,namecoin,nmc
2373,,,2015/07/04,,,,,,,,,,,,,,,,,namecoin,nmc
2374,,,2015/07/05,,,,,,,,,,,,,,,,,namecoin,nmc
2375,,,2015/07/06,,,,,,,,,,,,,,,,,namecoin,nmc
2376,,,2015/07/07,,,,,,,,,,,,,,,,,namecoin,nmc
2377,,,2015/07/08,,,,,,,,,,,,,,,,,namecoin,nmc
2378,,,2015/07/09,,,,,,,,,,,,,,,,,namecoin,nmc
2379,,,2015/07/10,,,,,,,,,,,,,,,,,namecoin,nmc
2380,,,2015/07/11,,,,,,,,,,,,,,,,,namecoin,nmc
2381,,,2015/07/12,,,,,,,,,,,,,,,,,namecoin,nmc
2382,,,2015/07/13,,,,,,,,,,,,,,,,,namecoin,nmc
2383,,,2015/07/14,,,,,,,,,,,,,,,,,namecoin,nmc
2384,,,2015/07/15,,,,,,,,,,,,,,,,,namecoin,nmc
2385,,,2015/07/16,,,,,,,,,,,,,,,,,namecoin,nmc
2386,,,2015/07/17,,,,,,,,,,,,,,,,,namecoin,nmc
2387,,,2015/07/18,,,,,,,,,,,,,,,,,namecoin,nmc
2388,,,2015/07/19,,,,,,,,,,,,,,,,,namecoin,nmc
2389,,,2015/07/20,,,,,,,,,,,,,,,,,namecoin,nmc
2390,,,2015/07/21,,,,,,,,,,,,,,,,,namecoin,nmc
2391,,,2015/07/22,,,,,,,,,,,,,,,,,namecoin,nmc
2392,,,2015/07/23,,,,,,,,,,,,,,,,,namecoin,nmc
2393,,,2015/07/24,,,,,,,,,,,,,,,,,namecoin,nmc
2394,,,2015/07/25,,,,,,,,,,,,,,,,,namecoin,nmc
2395,,,2015/07/26,,,,,,,,,,,,,,,,,namecoin,nmc
2396,,,2015/07/27,,,,,,,,,,,,,,,,,namecoin,nmc
2397,,,2015/07/28,,,,,,,,,,,,,,,,,namecoin,nmc
2398,,,2015/07/29,,,,,,,,,,,,,,,,,namecoin,nmc
2399,,,2015/07/30,,,,,,,,,,,,,,,,,namecoin,nmc
2400,,,2015/07/31,,,,,,,,,,,,,,,,,namecoin,nmc
2401,,,2015/08/01,,,,,,,,,,,,,,,,,namecoin,nmc
2402,,,2015/08/02,,,,,,,,,,,,,,,,,namecoin,nmc
2403,,,2015/08/03,,,,,,,,,,,,,,,,,namecoin,nmc
2404,,,2015/08/04,,,,,,,,,,,,,,,,,namecoin,nmc
2405,,,2015/08/05,,,,,,,,,,,,,,,,,namecoin,nmc
2406,,,2015/08/06,,,,,,,,,,,,,,,,,namecoin,nmc
2407,,,2015/08/07,,,,,,,,,,,,,,,,,namecoin,nmc
2408,,,2015/08/08,,,,,,,,,,,,,,,,,namecoin,nmc
2409,,,2015/08/09,,,,,,,,,,,,,,,,,namecoin,nmc
2410,,,2015/08/10,,,,,,,,,,,,,,,,,namecoin,nmc
2411,,,2015/08/11,,,,,,,,,,,,,,,,,namecoin,nmc
2412,,,2015/08/12,,,,,,,,,,,,,,,,,namecoin,nmc
2413,,,2015/08/13,,,,,,,,,,,,,,,,,namecoin,nmc
2414,,,2015/08/14,,,,,,,,,,,,,,,,,namecoin,nmc
2415,,,2015/08/15,,,,,,,,,,,,,,,,,namecoin,nmc
2416,,,2015/08/16,,,,,,,,,,,,,,,,,namecoin,nmc
2417,,,2015/08/17,,,,,,,,,,,,,,,,,namecoin,nmc
2418,,,2015/08/18,,,,,,,,,,,,,,,,,namecoin,nmc
2419,,,2015/08/19,,,,,,,,,,,,,,,,,namecoin,nmc
2420,,,2015/08/20,,,,,,,,,,,,,,,,,namecoin,nmc
2421,,,2015/08/21,,,,,,,,,,,,,,,,,namecoin,nmc
2422,,,2015/08/22,,,,,,,,,,,,,,,,,namecoin,nmc
2423,,,2015/08/23,,,,,,,,,,,,,,,,,namecoin,nmc
2424,,,2015/08/24,,,,,,,,,,,,,,,,,namecoin,nmc
2425,,,2015/08/25,,,,,,,,,,,,,,,,,namecoin,nmc
2426,,,2015/08/26,,,,,,,,,,,,,,,,,namecoin,nmc
2427,,,2015/08/27,,,,,,,,,,,,,,,,,namecoin,nmc
2428,,,2015/08/28,,,,,,,,,,,,,,,,,namecoin,nmc
2429,,,2015/08/29,,,,,,,,,,,,,,,,,namecoin,nmc
2430,,,2015/08/30,,,,,,,,,,,,,,,,,namecoin,nmc
2431,,,2015/08/31,,,,,,,,,,,,,,,,,namecoin,nmc
2432,,,2015/09/01,,,,,,,,,,,,,,,,,namecoin,nmc
2433,,,2015/09/02,,,,,,,,,,,,,,,,,namecoin,nmc
2434,,,2015/09/03,,,,,,,,,,,,,,,,,namecoin,nmc
2435,,,2015/09/04,,,,,,,,,,,,,,,,,namecoin,nmc
2436,,,2015/09/05,,,,,,,,,,,,,,,,,namecoin,nmc
2437,,,2015/09/06,,,,,,,,,,,,,,,,,namecoin,nmc
2438,,,2015/09/07,,,,,,,,,,,,,,,,,namecoin,nmc
2439,,,2015/09/08,,,,,,,,,,,,,,,,,namecoin,nmc
2440,,,2015/09/09,,,,,,,,,,,,,,,,,namecoin,nmc
2441,,,2015/09/10,,,,,,,,,,,,,,,,,namecoin,nmc
2442,,,2015/09/11,,,,,,,,,,,,,,,,,namecoin,nmc
2443,,,2015/09/12,,,,,,,,,,,,,,,,,namecoin,nmc
2444,,,2015/09/13,,,,,,,,,,,,,,,,,namecoin,nmc
2445,,,2015/09/14,,,,,,,,,,,,,,,,,namecoin,nmc
2446,,,2015/09/15,,,,,,,,,,,,,,,,,namecoin,nmc
2447,,,2015/09/16,,,,,,,,,,,,,,,,,namecoin,nmc
2448,,,2015/09/17,,,,,,,,,,,,,,,,,namecoin,nmc
2449,,,2015/09/18,,,,,,,,,,,,,,,,,namecoin,nmc
2450,,,2015/09/19,,,,,,,,,,,,,,,,,namecoin,nmc
2451,,,2015/09/20,,,,,,,,,,,,,,,,,namecoin,nmc
2452,,,2015/09/21,,,,,,,,,,,,,,,,,namecoin,nmc
2453,,,2015/09/22,,,,,,,,,,,,,,,,,namecoin,nmc
2454,,,2015/09/23,,,,,,,,,,,,,,,,,namecoin,nmc
2455,,,2015/09/24,,,,,,,,,,,,,,,,,namecoin,nmc
2456,,,2015/09/25,,,,,,,,,,,,,,,,,namecoin,nmc
2457,,,2015/09/26,,,,,,,,,,,,,,,,,namecoin,nmc
2458,,,2015/09/27,,,,,,,,,,,,,,,,,namecoin,nmc
2459,,,2015/09/28,,,,,,,,,,,,,,,,,namecoin,nmc
2460,,,2015/09/29,,,,,,,,,,,,,,,,,namecoin,nmc
2461,,,2015/09/30,,,,,,,,,,,,,,,,,namecoin,nmc
2462,,,2015/10/01,,,,,,,,,,,,,,,,,namecoin,nmc
2463,,,2015/10/02,,,,,,,,,,,,,,,,,namecoin,nmc
2464,,,2015/10/03,,,,,,,,,,,,,,,,,namecoin,nmc
2465,,,2015/10/04,,,,,,,,,,,,,,,,,namecoin,nmc
2466,,,2015/10/05,,,,,,,,,,,,,,,,,namecoin,nmc
2467,,,2015/10/06,,,,,,,,,,,,,,,,,namecoin,nmc
2468,,,2015/10/07,,,,,,,,,,,,,,,,,namecoin,nmc
2469,,,2015/10/08,,,,,,,,,,,,,,,,,namecoin,nmc
2470,,,2015/10/09,,,,,,,,,,,,,,,,,namecoin,nmc
2471,,,2015/10/10,,,,,,,,,,,,,,,,,namecoin,nmc
2472,,,2015/10/11,,,,,,,,,,,,,,,,,namecoin,nmc
2473,,,2015/10/12,,,,,,,,,,,,,,,,,namecoin,nmc
2474,,,2015/10/13,,,,,,,,,,,,,,,,,namecoin,nmc
2475,,,2015/10/14,,,,,,,,,,,,,,,,,namecoin,nmc
2476,,,2015/10/15,,,,,,,,,,,,,,,,,namecoin,nmc
2477,,,2015/10/16,,,,,,,,,,,,,,,,,namecoin,nmc
2478,,,2015/10/17,,,,,,,,,,,,,,,,,namecoin,nmc
2479,,,2015/10/18,,,,,,,,,,,,,,,,,namecoin,nmc
2480,,,2015/10/19,,,,,,,,,,,,,,,,,namecoin,nmc
2481,,,2015/10/20,,,,,,,,,,,,,,,,,namecoin,nmc
2482,,,2015/10/21,,,,,,,,,,,,,,,,,namecoin,nmc
2483,,,2015/10/22,,,,,,,,,,,,,,,,,namecoin,nmc
2484,,,2015/10/23,,,,,,,,,,,,,,,,,namecoin,nmc
2485,,,2015/10/24,,,,,,,,,,,,,,,,,namecoin,nmc
2486,,,2015/10/25,,,,,,,,,,,,,,,,,namecoin,nmc
2487,,,2015/10/26,,,,,,,,,,,,,,,,,namecoin,nmc
2488,,,2015/10/27,,,,,,,,,,,,,,,,,namecoin,nmc
2489,,,2015/10/28,,,,,,,,,,,,,,,,,namecoin,nmc
2490,,,2015/10/29,,,,,,,,,,,,,,,,,namecoin,nmc
2491,,,2015/10/30,,,,,,,,,,,,,,,,,namecoin,nmc
2492,,,2015/10/31,,,,,,,,,,,,,,,,,namecoin,nmc
2493,,,2015/11/01,,,,,,,,,,,,,,,,,namecoin,nmc
2494,,,2015/11/02,,,,,,,,,,,,,,,,,namecoin,nmc
2495,,,2015/11/03,,,,,,,,,,,,,,,,,namecoin,nmc
2496,,,2015/11/04,,,,,,,,,,,,,,,,,namecoin,nmc
2497,,,2015/11/05,,,,,,,,,,,,,,,,,namecoin,nmc
2498,,,2015/11/06,,,,,,,,,,,,,,,,,namecoin,nmc
2499,,,2015/11/07,,,,,,,,,,,,,,,,,namecoin,nmc
2500,,,2015/11/08,,,,,,,,,,,,,,,,,namecoin,nmc
2501,,,2015/11/09,,,,,,,,,,,,,,,,,namecoin,nmc
2502,,,2015/11/10,,,,,,,,,,,,,,,,,namecoin,nmc
2503,,,2015/11/11,,,,,,,,,,,,,,,,,namecoin,nmc
2504,,,2015/11/12,,,,,,,,,,,,,,,,,namecoin,nmc
2505,,,2015/11/13,,,,,,,,,,,,,,,,,namecoin,nmc
2506,,,2015/11/14,,,,,,,,,,,,,,,,,namecoin,nmc
2507,,,2015/11/15,,,,,,,,,,,,,,,,,namecoin,nmc
2508,,,2015/11/16,,,,,,,,,,,,,,,,,namecoin,nmc
2509,,,2015/11/17,,,,,,,,,,,,,,,,,namecoin,nmc
2510,,,2015/11/18,,,,,,,,,,,,,,,,,namecoin,nmc
2511,,,2015/11/19,,,,,,,,,,,,,,,,,namecoin,nmc
2512,,,2015/11/20,,,,,,,,,,,,,,,,,namecoin,nmc
2513,,,2015/11/21,,,,,,,,,,,,,,,,,namecoin,nmc
2514,,,2015/11/22,,,,,,,,,,,,,,,,,namecoin,nmc
2515,,,2015/11/23,,,,,,,,,,,,,,,,,namecoin,nmc
2516,,,2015/11/24,,,,,,,,,,,,,,,,,namecoin,nmc
2517,,,2015/11/25,,,,,,,,,,,,,,,,,namecoin,nmc
2518,,,2015/11/26,,,,,,,,,,,,,,,,,namecoin,nmc
2519,,,2015/11/27,,,,,,,,,,,,,,,,,namecoin,nmc
2520,,,2015/11/28,,,,,,,,,,,,,,,,,namecoin,nmc
2521,,,2015/11/29,,,,,,,,,,,,,,,,,namecoin,nmc
2522,,,2015/11/30,,,,,,,,,,,,,,,,,namecoin,nmc
2523,,,2015/12/01,,,,,,,,,,,,,,,,,namecoin,nmc
2524,,,2015/12/02,,,,,,,,,,,,,,,,,namecoin,nmc
2525,,,2015/12/03,,,,,,,,,,,,,,,,,namecoin,nmc
2526,,,2015/12/04,,,,,,,,,,,,,,,,,namecoin,nmc
2527,,,2015/12/05,,,,,,,,,,,,,,,,,namecoin,nmc
2528,,,2015/12/06,,,,,,,,,,,,,,,,,namecoin,nmc
2529,,,2015/12/07,,,,,,,,,,,,,,,,,namecoin,nmc
2530,,,2015/12/08,,,,,,,,,,,,,,,,,namecoin,nmc
2531,,,2015/12/09,,,,,,,,,,,,,,,,,namecoin,nmc
2532,,,2015/12/10,,,,,,,,,,,,,,,,,namecoin,nmc
2533,,,2015/12/11,,,,,,,,,,,,,,,,,namecoin,nmc
2534,,,2015/12/12,,,,,,,,,,,,,,,,,namecoin,nmc
2535,,,2015/12/13,,,,,,,,,,,,,,,,,namecoin,nmc
2536,,,2015/12/14,,,,,,,,,,,,,,,,,namecoin,nmc
2537,,,2015/12/15,,,,,,,,,,,,,,,,,namecoin,nmc
2538,,,2015/12/16,,,,,,,,,,,,,,,,,namecoin,nmc
2539,,,2015/12/17,,,,,,,,,,,,,,,,,namecoin,nmc
2540,,,2015/12/18,,,,,,,,,,,,,,,,,namecoin,nmc
2541,,,2015/12/19,,,,,,,,,,,,,,,,,namecoin,nmc
2542,,,2015/12/20,,,,,,,,,,,,,,,,,namecoin,nmc
2543,,,2015/12/21,,,,,,,,,,,,,,,,,namecoin,nmc
2544,,,2015/12/22,,,,,,,,,,,,,,,,,namecoin,nmc
2545,,,2015/12/23,,,,,,,,,,,,,,,,,namecoin,nmc
2546,,,2015/12/24,,,,,,,,,,,,,,,,,namecoin,nmc
2547,,,2015/12/25,,,,,,,,,,,,,,,,,namecoin,nmc
2548,,,2015/12/26,,,,,,,,,,,,,,,,,namecoin,nmc
2549,,,2015/12/27,,,,,,,,,,,,,,,,,namecoin,nmc
2550,,,2015/12/28,,,,,,,,,,,,,,,,,namecoin,nmc
2551,,,2015/12/29,,,,,,,,,,,,,,,,,namecoin,nmc
2552,,,2015/12/30,,,,,,,,,,,,,,,,,namecoin,nmc
2553,,,2015/12/31,,,,,,,,,,,,,,,,,namecoin,nmc
2554,,,2016/01/01,,,,,,,,,,,,,,,,,namecoin,nmc
2555,,,2016/01/02,,,,,,,,,,,,,,,,,namecoin,nmc
2556,,,2016/01/03,,,,,,,,,,,,,,,,,namecoin,nmc
2557,,,2016/01/04,,,,,,,,,,,,,,,,,namecoin,nmc
2558,,,2016/01/05,,,,,,,,,,,,,,,,,namecoin,nmc
2559,,,2016/01/06,,,,,,,,,,,,,,,,,namecoin,nmc
2560,,,2016/01/07,,,,,,,,,,,,,,,,,namecoin,nmc
2561,,,2016/01/08,,,,,,,,,,,,,,,,,namecoin,nmc
2562,,,2016/01/09,,,,,,,,,,,,,,,,,namecoin,nmc
2563,,,2016/01/10,,,,,,,,,,,,,,,,,namecoin,nmc
2564,,,2016/01/11,,,,,,,,,,,,,,,,,namecoin,nmc
2565,,,2016/01/12,,,,,,,,,,,,,,,,,namecoin,nmc
2566,,,2016/01/13,,,,,,,,,,,,,,,,,namecoin,nmc
2567,,,2016/01/14,,,,,,,,,,,,,,,,,namecoin,nmc
