,date,sent_addresses,transactions,market_cap,active_addresses,send_usd,block_size,difficulty,fee_reward,google_trends,mining_profitability,median_transaction_value,av_transaction_value,confirmation_time,median_transaction_size,tweets,top_100_percent,av_transaction_size,hashrate,full_name,coin
2108,2014/10/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2109,2014/10/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2110,2014/10/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2111,2014/10/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2112,2014/10/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2113,2014/10/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2114,2014/10/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2115,2014/10/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2116,2014/10/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2117,2014/10/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2118,2014/10/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2119,2014/10/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2120,2014/10/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2121,2014/10/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2122,2014/11/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2123,2014/11/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2124,2014/11/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2125,2014/11/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2126,2014/11/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2127,2014/11/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2128,2014/11/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2129,2014/11/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2130,2014/11/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2131,2014/11/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2132,2014/11/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2133,2014/11/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2134,2014/11/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2135,2014/11/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2136,2014/11/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2137,2014/11/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2138,2014/11/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2139,2014/11/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2140,2014/11/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2141,2014/11/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2142,2014/11/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2143,2014/11/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2144,2014/11/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2145,2014/11/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2146,2014/11/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2147,2014/11/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2148,2014/11/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2149,2014/11/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2150,2014/11/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2151,2014/11/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2152,2014/12/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2153,2014/12/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2154,2014/12/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2155,2014/12/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2156,2014/12/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2157,2014/12/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2158,2014/12/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2159,2014/12/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2160,2014/12/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2161,2014/12/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2162,2014/12/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2163,2014/12/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2164,2014/12/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2165,2014/12/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2166,2014/12/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2167,2014/12/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2168,2014/12/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2169,2014/12/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2170,2014/12/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2171,2014/12/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2172,2014/12/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2173,2014/12/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2174,2014/12/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2175,2014/12/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2176,2014/12/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2177,2014/12/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2178,2014/12/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2179,2014/12/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2180,2014/12/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2181,2014/12/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2182,2014/12/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2183,2015/01/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2184,2015/01/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2185,2015/01/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2186,2015/01/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2187,2015/01/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2188,2015/01/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2189,2015/01/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2190,2015/01/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2191,2015/01/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2192,2015/01/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2193,2015/01/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2194,2015/01/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2195,2015/01/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2196,2015/01/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2197,2015/01/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2198,2015/01/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2199,2015/01/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2200,2015/01/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2201,2015/01/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2202,2015/01/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2203,2015/01/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2204,2015/01/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2205,2015/01/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2206,2015/01/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2207,2015/01/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2208,2015/01/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2209,2015/01/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2210,2015/01/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2211,2015/01/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2212,2015/01/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2213,2015/01/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2214,2015/02/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2215,2015/02/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2216,2015/02/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2217,2015/02/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2218,2015/02/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2219,2015/02/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2220,2015/02/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2221,2015/02/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2222,2015/02/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2223,2015/02/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2224,2015/02/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2225,2015/02/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2226,2015/02/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2227,2015/02/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2228,2015/02/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2229,2015/02/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2230,2015/02/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2231,2015/02/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2232,2015/02/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2233,2015/02/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2234,2015/02/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2235,2015/02/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2236,2015/02/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2237,2015/02/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2238,2015/02/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2239,2015/02/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2240,2015/02/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2241,2015/02/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2242,2015/03/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2243,2015/03/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2244,2015/03/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2245,2015/03/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2246,2015/03/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2247,2015/03/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2248,2015/03/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2249,2015/03/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2250,2015/03/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2251,2015/03/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2252,2015/03/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2253,2015/03/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2254,2015/03/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2255,2015/03/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2256,2015/03/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2257,2015/03/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2258,2015/03/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2259,2015/03/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2260,2015/03/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2261,2015/03/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2262,2015/03/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2263,2015/03/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2264,2015/03/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2265,2015/03/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2266,2015/03/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2267,2015/03/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2268,2015/03/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2269,2015/03/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2270,2015/03/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2271,2015/03/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2272,2015/03/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2273,2015/04/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2274,2015/04/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2275,2015/04/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2276,2015/04/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2277,2015/04/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2278,2015/04/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2279,2015/04/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2280,2015/04/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2281,2015/04/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2282,2015/04/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2283,2015/04/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2284,2015/04/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2285,2015/04/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2286,2015/04/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2287,2015/04/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2288,2015/04/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2289,2015/04/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2290,2015/04/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2291,2015/04/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2292,2015/04/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2293,2015/04/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2294,2015/04/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2295,2015/04/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2296,2015/04/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2297,2015/04/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2298,2015/04/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2299,2015/04/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2300,2015/04/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2301,2015/04/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2302,2015/04/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2303,2015/05/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2304,2015/05/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2305,2015/05/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2306,2015/05/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2307,2015/05/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2308,2015/05/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2309,2015/05/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2310,2015/05/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2311,2015/05/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2312,2015/05/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2313,2015/05/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2314,2015/05/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2315,2015/05/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2316,2015/05/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2317,2015/05/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2318,2015/05/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2319,2015/05/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2320,2015/05/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2321,2015/05/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2322,2015/05/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2323,2015/05/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2324,2015/05/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2325,2015/05/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2326,2015/05/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2327,2015/05/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2328,2015/05/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2329,2015/05/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2330,2015/05/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2331,2015/05/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2332,2015/05/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2333,2015/05/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2334,2015/06/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2335,2015/06/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2336,2015/06/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2337,2015/06/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2338,2015/06/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2339,2015/06/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2340,2015/06/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2341,2015/06/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2342,2015/06/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2343,2015/06/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2344,2015/06/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2345,2015/06/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2346,2015/06/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2347,2015/06/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2348,2015/06/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2349,2015/06/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2350,2015/06/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2351,2015/06/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2352,2015/06/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2353,2015/06/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2354,2015/06/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2355,2015/06/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2356,2015/06/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2357,2015/06/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2358,2015/06/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2359,2015/06/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2360,2015/06/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2361,2015/06/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2362,2015/06/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2363,2015/06/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2364,2015/07/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2365,2015/07/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2366,2015/07/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2367,2015/07/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2368,2015/07/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2369,2015/07/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2370,2015/07/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2371,2015/07/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2372,2015/07/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2373,2015/07/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2374,2015/07/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2375,2015/07/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2376,2015/07/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2377,2015/07/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2378,2015/07/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2379,2015/07/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2380,2015/07/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2381,2015/07/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2382,2015/07/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2383,2015/07/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2384,2015/07/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2385,2015/07/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2386,2015/07/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2387,2015/07/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2388,2015/07/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2389,2015/07/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2390,2015/07/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2391,2015/07/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2392,2015/07/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2393,2015/07/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2394,2015/07/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2395,2015/08/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2396,2015/08/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2397,2015/08/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2398,2015/08/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2399,2015/08/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2400,2015/08/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2401,2015/08/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2402,2015/08/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2403,2015/08/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2404,2015/08/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2405,2015/08/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2406,2015/08/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2407,2015/08/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2408,2015/08/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2409,2015/08/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2410,2015/08/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2411,2015/08/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2412,2015/08/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2413,2015/08/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2414,2015/08/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2415,2015/08/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2416,2015/08/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2417,2015/08/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2418,2015/08/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2419,2015/08/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2420,2015/08/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2421,2015/08/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2422,2015/08/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2423,2015/08/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2424,2015/08/30,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2425,2015/08/31,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2426,2015/09/01,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2427,2015/09/02,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2428,2015/09/03,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2429,2015/09/04,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2430,2015/09/05,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2431,2015/09/06,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2432,2015/09/07,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2433,2015/09/08,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2434,2015/09/09,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2435,2015/09/10,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2436,2015/09/11,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2437,2015/09/12,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2438,2015/09/13,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2439,2015/09/14,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2440,2015/09/15,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2441,2015/09/16,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2442,2015/09/17,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2443,2015/09/18,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2444,2015/09/19,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2445,2015/09/20,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2446,2015/09/21,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2447,2015/09/22,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2448,2015/09/23,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2449,2015/09/24,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2450,2015/09/25,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2451,2015/09/26,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2452,2015/09/27,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2453,2015/09/28,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
2454,2015/09/29,,,,,,,,,,,,,,,,,,,hotcoin,hotcoin
