,date,active_addresses,sent_addresses,block_size,transactions,median_transaction_size,mining_profitability,google_trends,difficulty,send_usd,hashrate,fee_reward,av_transaction_value,top_100_percent,median_transaction_value,av_transaction_size,market_cap,tweets,confirmation_time,full_name,coin
2745,2016/07/10,3489271074724906,23370961787462,58573143421407,162452337139358,,,,2133989253314902858464106349394,981568372500996347210233,,,604214862183.196,,,,10155909026191532785888538357,20364319961,,zetacoin,zetacoin
2746,2016/07/11,4291801152724698,28581978157842,79320439741421,217946370638582,,,,2133989253314387259261327451818,1436577688333212468510454,,,65918991220.581,,,,10172943711191048020864178440,226993611236,,zetacoin,zetacoin
2747,2016/07/12,3921871283725484,28911964667855,77574344501567,218891391140811,,,,2133989253314247859736577470535,1511418603438893089103053,,,690511222223.054,,,,10289039251192632715861189731,222233561087,,zetacoin,zetacoin
2748,2016/07/13,362818891122479,28282662587644,81994040011357,216374323435740,,,,2133989253314247859851040240448,1485339187300720779829372,,,68659299275.024,,,,10383763482193456307854812143,22998295934,,zetacoin,zetacoin
2749,2016/07/14,3981751127925898,28168263038201,79835539771536,217554337142809,,,,2133989253314748459835050330498,13739995823762368710279154,,,631611161240.117,,,,10323646101193239495906276965,215443031023,,zetacoin,zetacoin
2750,2016/07/15,3918891189125304,28203373838093,79013451641457,215946492241110,,,,2133989253314936058712475117659,22057826892518623746446051,,,1021551171130,,,,10375223239193168905975174794,204342991280,,zetacoin,zetacoin
2751,2016/07/16,4101031215324379,25071083766947,68839644751349,182035405738062,,,,2133989253314936058591318439182,1297591896245923019188474,,,71286064241.408,,,,10404883846192981616964196778,189872251102,,zetacoin,zetacoin
2752,2016/07/17,371105840321024,23361960916395,70927336511264,170864330733914,,,,2133989253315023659611231131587,1370600859325413778611782,,,80229840253.93,,,,10512671584194058911924879463,194563081330,,zetacoin,zetacoin
2753,2016/07/18,424993959823407,28551372277364,81901338781397,222687342339198,,,,2134020866755170759773542463192,15214530192741820732395600,,,68918033826.461,,,,10634722743194723189929986022,213303881377,,zetacoin,zetacoin
2754,2016/07/19,395388644830423,282138634717576,86070636581502,222018336344184,,,,2134925011085170760392956399108,169749246135777888109860926,,,7646107092486,,,,10538561679193237682925442463,232263861904,,zetacoin,zetacoin
2755,2016/07/20,397145960531032,289388657910739,79870147221718,227279371950631,,,,2134925011085170758929113774391,163852810934398236169755092,,,720992503353,,,,10515412802193155974993034946,226213773555,,zetacoin,zetacoin
2756,2016/07/21,4131551087028585,27758067619739,80919047821522,217473384544882,,,,2134925011085062959762632002726,14612761042971856221800549,,,67197729485.73,,,,104391596471927133131018734736,208373982207,,zetacoin,zetacoin
2757,2016/07/22,406649935231300,285242689310693,86390644331641,221275367148458,,,,2134925011085041759595509484017,15958377303477229040936850,,,72129748844.79,,,,103933912221912889141107653007,207123882045,,zetacoin,zetacoin
2758,2016/07/23,395233774528644,25480157759679,82621937721496,195665294545006,,,,2134925011085041760796529061177,11981534252473899537917462,,,61238418842.498,,,,103021817461893009341186241439,183512881362,,zetacoin,zetacoin
2759,2016/07/24,3731501489136104,247608822514526,79146949631797,183766342858215,,,,2134925011085002560911953245187,121095970443170761171387385,,,6616125972944,,,,103448635581894936481100467538,187663352808,,zetacoin,zetacoin
2760,2016/07/25,442602897733009,304986739811796,90991250921737,239584358054856,,,,2134925011084806658041221653187,126382852636791461130660273,,,5283102832382,,,,103429295941890248191096409393,226643322338,,zetacoin,zetacoin
2761,2016/07/26,4459101012441218,306672620217544,92296458521946,237544471761930,,,,2134925011084806657484752193098,150531466162664649266822152,,,6337132854308,,,,102781678041865897531056867401,234993502943,,zetacoin,zetacoin
2762,2016/07/27,427092675937655,298171502413810,92170536511706,235475356853035,,,,2134925011084806651386968380958,164150455044968718157566739,,,6971128392971,,,,102955625301853747511041085920,219023292343,,zetacoin,zetacoin
2763,2016/07/28,4229431034533408,300770693312498,87516138021610,234727307448555,,,,2134925011084803655687364932491,16101597502935771397214542,,,693595502002,,,,103257263581858017481048770798,237273151948,,zetacoin,zetacoin
2764,2016/07/29,113337303330001,285739662810422,82228938851598,231267323547243,,,,2134925011084802255145824712935,14008835333205795367720705,,,6057101701433,,,,103330252421880604841045737019,203543092028,,zetacoin,zetacoin
2765,2016/07/30,3064601123527381,25902684648869,87007847801460,199365317742011,,,,2134925011084802254679107435443,12299371443077333347610616,,,616996861133,,,,103347656821907949481043222045,173102741618,,zetacoin,zetacoin
2766,2016/07/31,420832965229113,25368864689959,79448938651585,192100323548749,,,,2134925011084861454482543366798,11809808183307095044047258,,,614810230903.552,,,,100334078721867330521003152775,175903071574,,zetacoin,zetacoin
2767,2016/08/01,447337999629313,297435640510417,81410047701561,224896412245978,,,,2134925011084995354442484651247,10702156754768349663005838,,,4759115681370,,,,9787886474184117518955700497,220215601862,,zetacoin,zetacoin
2768,2016/08/02,4706801524028376,3220321068612767,85925963711687,250944505549041,,,,2108562987774995350796904183649,209535088963898207103575511,,,8385126922112,,,,9391485032175612544841904406,279475253703,,zetacoin,zetacoin
2769,2016/08/03,4478021203429687,313210713210646,79097054611665,241616481349475,,,,2018932108534995348632916886891,13672160057791669583965219,,,5732161891697,,,,8713151821171886650792184886,334374551734,,zetacoin,zetacoin
2770,2016/08/04,4373251078129430,300089629210180,78066046301617,231682385446761,,,,2018932108535219251089912313125,17200488025322898039435122,,,742413811843.334,,,,9040006079175730410884895808,251504471466,,zetacoin,zetacoin
2771,2016/08/05,4187071103727389,29909861598872,70096338881527,228075345643212,,,,2018932108535233253305074165704,13119169453557680545865582,,,5752102941061,,,,9044317298175024810904147637,251153341850,,zetacoin,zetacoin
2772,2016/08/06,387108878626179,26299051648603,61916239851465,195503339141487,,,,2018932108535233253004484865260,8716449322584272319385307,,,44727621467.262,,,,9083680326175586049884813943,204843311036,,zetacoin,zetacoin
2773,2016/08/07,3905871231526714,24842880108686,76823851131473,192266364542955,,,,2018932108535270053577776788041,11044675814141296622887341,,,574411362532.821,,,,9305154715177143445902254055,20769700970,,zetacoin,zetacoin
2774,2016/08/08,4695411889027268,303025111359553,83916355441504,235147347642984,,,,2018932108535308454810196442943,11600377401668718823302297,,,49334803542.116,,,,9300512555177403900906764394,242323871441,,zetacoin,zetacoin
2775,2016/08/09,4306391331130137,306931719510442,88045243801592,231276286147057,,,,2018932108535308456754741398786,13015923432047103236965724,,,56787160785.552,,,,9255504750176614795966164871,244354581517,,zetacoin,zetacoin
2776,2016/08/10,488493840827931,31937977699383,83453941071607,244589287946290,,,,2018932108535308458859667311533,12788549093684231458708375,,,5238127971268,,,,93113885361766271841008675053,302243941293,,zetacoin,zetacoin
2777,2016/08/11,4631921447330628,330506725110899,86039048651621,254365341348171,,,,2018932108535287160119489659431,13341932335213190646109267,,,524515275957.2,,,,9353505372175827846981696932,234974431467,,zetacoin,zetacoin
2778,2016/08/12,437955941626696,30757276218698,80519141961559,232824350644400,,,,2018932108535286560031378269376,11285595592235141227109625,,,48476537610.577,,,,9272427365175422145978730719,250083561586,,zetacoin,zetacoin
2779,2016/08/13,410826872925824,27499273018018,66503240431431,214406329541088,,,,2018932108535286559674470740231,12010887462906050423293565,,,56028821566.919,,,,9269606268175152850967641467,210263871400,,zetacoin,zetacoin
2780,2016/08/14,3945631655926225,27019091018625,63967047511406,200011282040577,,,,2018932108535408959899407846695,9880361931425904918446432,,,49445088454.603,,,,9105400877173064586950237130,245663441219,,zetacoin,zetacoin
2781,2016/08/15,4617791158827096,27674054698765,80968750321467,202750327342302,,,,2034838552275498459513861569381,11808539622485535915998439,,,58247622378.196,,,,8991704085170437590927021382,251803751396,,zetacoin,zetacoin
2782,2016/08/16,4935901404729894,336091100609739,91999256991621,254296341448949,,,,2173754827575498461567314128600,15617049532423065310400560,,,62217097212.477,,,,9040057860169667567924911223,235494031516,,zetacoin,zetacoin
2783,2016/08/17,4667821300327032,32256869348748,94971855531532,237880328944867,,,,2173754827575498461462888119907,11480253202550219519379498,,,48267754431.932,,,,9080745735170371675911962157,226434081285,,zetacoin,zetacoin
2784,2016/08/18,429466709526717,32059682378694,79877636181663,239387321447799,,,,2173754827575138061110173225302,13347492121584979812889345,,,55764932269.657,,,,9071543869170457605903443263,208493741372,,zetacoin,zetacoin
2785,2016/08/19,425432812027144,31896443528731,79071934181491,245941318642948,,,,2173754827575056762459105280758,13647273181313178211021085,,,55494122256.615,,,,9084044659170175724893350975,185623541246,,zetacoin,zetacoin
2786,2016/08/20,4532351329227006,28794477169032,71396647531453,208069272541318,,,,2173754827575056763447188528481,12104636251368729817185955,,,58565023415.944,,,,9134415715170182069922358675,14687297978,,zetacoin,zetacoin
2787,2016/08/21,3857561613727218,26297376178761,61482743131480,184741276442543,,,,2173754827575167263102927461073,7766526641478994739377810,,,42045351925.6,,,,9186763094170184722922282737,14412287938,,zetacoin,zetacoin
2788,2016/08/22,4599031307326570,31191889568207,78479646101526,228215364244250,,,,2173754827575295864445867907625,11552162281849590425026031,,,50625079565.56,,,,9214533964170872238932074072,18821343968,,zetacoin,zetacoin
2789,2016/08/23,4521551142629133,31549270819997,82888962262023,238874571748430,,,,2173754827575295865758103112503,12202982705887577849607682,,,5109102981024,,,,9240042736180268371921383989,188127351294,,zetacoin,zetacoin
2790,2016/08/24,4662461069027016,31117569359029,75620656181590,234978437646821,,,,2173754827575310365492730197364,12177030963533849511058422,,,52628176236.185,,,,9186878275184242522920450985,193025661296,,zetacoin,zetacoin
2791,2016/08/25,401522872829248,305390617010088,86797340791663,233879372149868,,,,2173754827575482867337962999723,12268339793411718910334627,,,52469175207.24,,,,9107605032180400554931502412,201273851485,,zetacoin,zetacoin
2792,2016/08/26,414477692027470,30317758559270,84432939891610,226635332547292,,,,2173754827575482870034672663922,12092654202486935322134173,,,53367480468.032,,,,9150048406180596588942663999,196063261590,,zetacoin,zetacoin
2793,2016/08/27,4107031345627774,27042577479602,68682040471586,190954329447938,,,,2173754827575482869019820278748,8398943211823920310813546,,,43985537225.574,,,,9086137177178939700935699989,159563061103,,zetacoin,zetacoin
2794,2016/08/28,354909887127454,24760557829020,60844542581451,174337310442607,,,,2173754827575424368797829802067,744004850204566509163032,,,42686590215.059,,,,9055294466177323765921323481,171125161288,,zetacoin,zetacoin
2795,2016/08/29,449032996128727,29654970229858,80883936551572,225133345145510,,,,2184417914955359468147882283450,9844194202073758213071635,,,43736012287.226,,,,9099453426178304358915037080,221103734367,,zetacoin,zetacoin
2796,2016/08/30,4713681189127636,33940770369348,78314559331616,251838355946979,,,,2207559083305359468219697735023,1045432656218225419534986,,,41866133202.963,,,,9129861311179184128928248352,183223721240,,zetacoin,zetacoin
2797,2016/08/31,447987892329759,309550520710071,83466341601538,225226358145846,,,,2207559083305360369058725654724,10201771502270547612389939,,,45456341270.251,,,,9094908334179328313947236193,174563851228,,zetacoin,zetacoin
2798,2016/09/01,426749734530185,316754471511066,84916234811583,237326335647491,,,,2207559083305392070595857020692,10211671642384653724107962,,,43147106507.632,,,,90738098351810845781016337011,183734071287,,zetacoin,zetacoin
2799,2016/09/02,433829909429619,306405811410322,72656851431850,225703359455413,,,,2207559083305392070130151569579,9131933112169913721168380,,,40466038382.011,,,,90764806661807453531008215787,206053511191,,zetacoin,zetacoin
2800,2016/09/03,407118945427635,27568355509134,76985935761513,182078322944792,,,,2207559083305392068510100107468,7576758281778139714887316,,,41615576332.366,,,,9182082014181585800995453008,16664364943,,zetacoin,zetacoin
2801,2016/09/04,380235985127461,26037881368927,57927348561719,183065336548128,,,,2207559083305433565871410022757,6999115732977936317312833,,,38238850359.725,,,,9570024376187187187976186360,16972423884,,zetacoin,zetacoin
2802,2016/09/05,4658961055227504,31436656568977,88021644281512,227543344142667,,,,2207559083305462367661361367207,1036797176212808409511360,,,45566184222.921,,,,9593904837187734177978719947,231832901012,,zetacoin,zetacoin
2803,2016/09/06,4612721011628140,32059166099099,86686745521722,231982355949102,,,,2207559083305462368158019829501,9703796692814182911190326,,,41837907227.9,,,,9613392071186929671968742916,350656141872,,zetacoin,zetacoin
2804,2016/09/07,476591842726515,32862155749238,80924939651692,250657324848701,,,,2207559083305462368604908925659,9771570811457006310213342,,,38984486209.715,,,,9665570335187193666970651916,230603581645,,zetacoin,zetacoin
2805,2016/09/08,432427903530658,314918588210872,81402434711900,226862342155970,,,,2207559083305303168487010668140,10096381291603006817366229,,,44504686310.277,,,,9845222854189114046959702784,197316211492,,zetacoin,zetacoin
2806,2016/09/09,428543734527669,30644353569202,81295132571853,220392300153918,,,,2207559083305298268267961806404,1089025355127646438020233,,,49724253148.749,,,,9867233787188558022966951725,190913191618,,zetacoin,zetacoin
2807,2016/09/10,404099795027146,28153865828857,64652135691508,193165253842875,,,,2207559083305298269729338832157,92093987591718797811560,,,47683614182.194,,,,9888919407188805151979058593,187013451882,,zetacoin,zetacoin
2808,2016/09/11,3984871126928036,26806452539270,59163444051460,180227280943345,,,,2207559083305437671177645474007,9332936471352092310043099,,,51784825231.701,,,,9833125845187759898996574235,161242981272,,zetacoin,zetacoin
2809,2016/09/12,4595181042428530,30189767769447,69074545851585,208486343345123,,,,2245869914805534471225398356075,10141992201757016210949274,,,48655118242.654,,,,9627004512181895023988485586,188213061291,,zetacoin,zetacoin
2810,2016/09/13,4731801020027901,32636364389440,78078840631497,239721297342591,,,,2258328721795534471654132181855,12059759051674788111481561,,,50595633269.577,,,,96583976901819672671007077825,208683351453,,zetacoin,zetacoin
2811,2016/09/14,432043827227929,31497852629651,76412433191758,231644292253859,,,,2258328721795528572546107767733,1157203105127971948986298,,,49964380166.849,,,,96805886381825092541002132665,205542652093,,zetacoin,zetacoin
2812,2016/09/15,427832871828560,31656147899393,75289632751743,233334256152622,,,,2258328721795422273116164184274,95273580898689177407832,,,40833854140.774,,,,96700336531822857571008976832,218202721963,,zetacoin,zetacoin
2813,2016/09/16,428124710429385,290462478310321,77454432022020,210989329557532,,,,2258328721795422272645356475325,1143217221975869827709767,,,54772962481.641,,,,96496736961818517151026089873,205882621498,,zetacoin,zetacoin
2814,2016/09/17,4558461080228853,30813650959726,75430162551588,215366243946882,,,,2258328721795422275420715213751,895050763756041510088486,,,41563100215.189,,,,96363724081817319991060737482,172012721691,,zetacoin,zetacoin
2815,2016/09/18,360162732626390,27026275668454,67822438001433,191458243137893,,,,2258328721795429172224104055816,987742608849507620011694,,,51593497528.111,,,,96459818131818902661074655297,137171811310,,zetacoin,zetacoin
2816,2016/09/19,4250061125427470,30839763727844,83495837101341,223407322940505,,,,2258328721795434462900571466767,1264404757996917711881718,,,56603087293.34,,,,96781084521827042731084343989,139131761818,,zetacoin,zetacoin
2817,2016/09/20,468695995935577,327454528713687,78257440301689,244164291954067,,,,2258328721795434474757688262877,1379730769597784750437601,,,57392048932.872,,,,96596831021821520931151689788,264272062688,,zetacoin,zetacoin
2818,2016/09/21,459657947428936,321723580412322,71126948761598,239050401544549,,,,2258328721795440177929117021432,11153647731367549255817461,,,466634061253,,,,94896618041798121921161906635,186063282490,,zetacoin,zetacoin
2819,2016/09/22,431972802024022,31034352278355,76249934871876,231086303352657,,,,2258328721795495471323356954973,1389946105900459524764817,,,60152969470.304,,,,94898348431799327881105624339,182604052824,,zetacoin,zetacoin
2820,2016/09/23,422012813925230,31052348518833,80517828401280,223051251135219,,,,2258328721795495472669784730826,1349789596795551327226116,,,60513168773.052,,,,95164558081807733441121172557,197263503588,,zetacoin,zetacoin
2821,2016/09/24,424429784025547,29026948509221,63580430901526,208484236343418,,,,2258328721795495474210960201205,1217060246573748817441920,,,58742428401.721,,,,95795333081823364161097943282,177483202011,,zetacoin,zetacoin
2822,2016/09/25,399415891325001,28605375688998,57082336661387,195457298338713,,,,2347366186745614175467953969813,11145268351033892432306016,,,57313466834.5,,,,95686681671819594111095217272,179842411739,,zetacoin,zetacoin
2823,2016/09/26,4797151006224748,33584653728939,77075243701545,230616300243514,,,,2412272002305670775443249396427,13763189871107832418726321,,,59683690430.352,,,,96024555281830752741088478871,202104172414,,zetacoin,zetacoin
2824,2016/09/27,489447806024656,34693250929146,76415736461661,240168293446817,,,,2412272002305670771521862268249,10515525321261634814779949,,,44734300315.696,,,,96233167291840256211101004705,209123992841,,zetacoin,zetacoin
2825,2016/09/28,462481860925780,34397952219047,78222335041561,234847277542797,,,,2412272002305661781378594783267,1538516490822689633066490,,,65512965772.636,,,,96073528711834675211119434253,197503452583,,zetacoin,zetacoin
2826,2016/09/29,4608051055125752,354073641910178,83273346051442,242587312840416,,,,2412272002305430283711044710375,1110781772689001227728307,,,45792203686.073,,,,96060789241833810171109130170,212303192935,,zetacoin,zetacoin
2827,2016/09/30,499898946525214,360842563010391,84327436471437,250801306835836,,,,2412272002305430283323439950598,1489574149982501212018828,,,59393202335.384,,,,96110302401827608651112441611,176763101915,,zetacoin,zetacoin
2828,2016/10/01,445128925126462,31547450728676,71119439231810,213773292353076,,,,2412272002305430276304363076684,938229903910298510807070,,,43893114203.615,,,,97180091951833274481109268541,172852751485,,zetacoin,zetacoin
2829,2016/10/02,404625765127941,284203760710504,71844931851687,192542245751105,,,,2412272002305477676005234648819,866441661785405523706250,,,45003197463.873,,,,97064889401831450501114300572,168692571556,,zetacoin,zetacoin
2830,2016/10/03,567947895425765,37805842389178,86447136561719,258654246347672,,,,2412272002305511181560785541695,121584708882398888085372,,,47013345169.604,,,,97069676131831589281120594230,227702491836,,zetacoin,zetacoin
2831,2016/10/04,522537857320677,38194253687145,82385635282192,264504302856662,,,,2412272002305511186513687351611,116067453394350989385913,,,43883126165.647,,,,96861216591827789311131276580,201912881996,,zetacoin,zetacoin
2832,2016/10/05,508775770021740,37820467527168,78882941101802,266644307541719,,,,2412272002305508280800228891788,1404561530988299613738100,,,52683214329.301,,,,97054734821831152701117966794,191024331738,,zetacoin,zetacoin
2833,2016/10/06,535241959921668,39639758868004,82731848401938,274325422836826,,,,2412272002305472583821398443637,1399178955813910911996092,,,51001925325.751,,,,97161858231827602831090662070,191742931940,,zetacoin,zetacoin
2834,2016/10/07,504849875626509,37776457089406,86741339954119,266181380443708,,,,2412272002305472569907877300574,1452395291846029111876992,,,54742224271.735,,,,97602059131834102041075163692,212472901830,,zetacoin,zetacoin
2835,2016/10/08,486564712125008,35779850139640,76115936435429,250503287537690,,,,2505401877095472576211065299684,14658524921093777312896895,,,58523804342.183,,,,98165508511837786661039689911,182652521573,,zetacoin,zetacoin
2836,2016/10/09,445996798927831,298718808910654,68217039655683,210388297443940,,,,2585227484055365684950653919291,16624331262035255231552248,,,79026843718.076,,,,98074271161827289691034676507,175974981403,,zetacoin,zetacoin
2837,2016/10/10,430931949028796,310848569610621,858339481812725,222872344744940,,,,2585227484055227486426737611393,15927364411400191230548670,,,71884062679.766,,,,98041340961816374271002572203,190792921398,,zetacoin,zetacoin
2838,2016/10/11,531545810524515,36311557559349,92300641442762,263426339741053,,,,2585227484055227489686038468289,18078889451931142727443774,,,68635685668.496,,,,100488928211827829941012555435,206053421669,,zetacoin,zetacoin
2839,2016/10/12,463491986715412,33360865905413,86446338681248,233296338530002,,,,2585227484055227484156427637320,17139552331292027931063809,,,745238171035,,,,101405512731823748021003414742,192548101481,,zetacoin,zetacoin
2840,2016/10/13,448239674811798,32911048993686,91195735531306,229575346332244,,,,2585227484055306582197610286997,13265607301520835312167141,,,57784392377.346,,,,101170627001857701421012901509,172892951713,,zetacoin,zetacoin
2841,2016/10/14,4632791153522052,34511866278047,85861251521400,239588338242006,,,,2585227484055309891991159868762,12855864811661965531430055,,,53664915748.228,,,,101301196781860730091013735039,174792701833,,zetacoin,zetacoin
2842,2016/10/15,413503814616901,31383348926442,78156942731236,210306304933662,,,,2585227484055309895454493863866,21773644831352545313751868,,,103534436408.528,,,,101740252381862583351007715416,205932681615,,zetacoin,zetacoin
2843,2016/10/16,402396658920354,29377799767603,75881543941297,197746305234990,,,,2585227484055231795167930108961,15735655411960775319089138,,,79586447545.56,,,,101844249731862019891015155228,184982741224,,zetacoin,zetacoin
2844,2016/10/17,4735401010123366,34310250318437,92959048561377,237107421438136,,,,2585227484054891392157415719447,12043029461153747921827353,,,50792753572.356,,,,101683037261851876211012153414,186892541483,,zetacoin,zetacoin
2845,2016/10/18,474941823728816,359490488711698,84176642161747,251366363951898,,,,2585227484054891392931573004157,15971535501139748035647019,,,63543132686.867,,,,101425357621844226081059507543,179402672008,,zetacoin,zetacoin
2846,2016/10/19,425182885019255,28481560106927,80731950761638,198958504538497,,,,2585227484054891392357987224808,12250453171098823112997307,,,61572178337.619,,,,100740014031833090321042854644,205222891892,,zetacoin,zetacoin
2847,2016/10/20,545527768028547,389056507411255,97734944251466,270246400443438,,,,2585227484055125392824518156324,1549744643110389708775562,,,57352757202.025,,,,100162246421822925311028654299,172812531537,,zetacoin,zetacoin
2848,2016/10/21,515509718034600,374469473312002,79100335711724,265191352757780,,,,258522748405517111.0215571832721E+14,2001209785136577447476388,,,75463872129.394,,,,100534818351824777871027228827,151452461251,,zetacoin,zetacoin
2849,2016/10/22,447836812125264,314919475410044,79379039811357,216559312737772,,,,257535264828517111.0379360774949E+14,865820640226215916048760,,,39987234160.139,,,,102186582521847787821027368970,137702041205,,zetacoin,zetacoin
2850,2016/10/23,4092011122824085,280274102119598,79225446191292,191434308635364,,,,253618246641513541.0234054572111E+14,1226336730197548225188022,,,64066421146.703,,,,104132484671862625911021956305,148322561050,,zetacoin,zetacoin
2851,2016/10/24,5314081100925873,32325654628964,88628746401791,226837402652547,,,,253618246641487041.0169123993939E+14,2429929423148363407783147,,,107123685148.118,,,,103649163661860033601018795031,188012091345,,zetacoin,zetacoin
2852,2016/10/25,562438904125593,34063667889037,94384543481675,236891486647610,,,,253618246641487041.0466884192695E+14,20334883851362049812732586,,,85842828267.435,,,,10431146588186444392982780994,157562451437,,zetacoin,zetacoin
2853,2016/10/26,561011728025801,31907258209163,97431547531550,223178458245158,,,,253618246641487041.0478360972777E+14,14361722551736204810717495,,,65743806237.333,,,,10598494713188111956981960558,179952601657,,zetacoin,zetacoin
2854,2016/10/27,643112889825605,42805757689360,97754346821518,326226486444353,,,,253618246641508241.0465882547537E+14,23812199331549378910562805,,,72993187238.153,,,,10873852215192220461973848210,192472851561,,zetacoin,zetacoin
2855,2016/10/28,4997031002625698,34981760809551,81643143061472,250724432441522,,,,253618246641513701.0173527114764E+14,10711661951873531717326008,,,42724334417.273,,,,10924347446190939309960482986,197982491652,,zetacoin,zetacoin
2856,2016/10/29,460352839623686,31986988448789,77295751291461,229540421240011,,,,2536182466415137085036314589228,10589638613554882319892306,,,46138451497.171,,,,11244144286193747716909812310,184632841608,,zetacoin,zetacoin
2857,2016/10/30,408766828221283,27972544608222,62632140371422,207814367039435,,,,2536182466415148476369898449176,9445080901628433225825159,,,45454439654.879,,,,11236696231194106483909209394,198123391420,,zetacoin,zetacoin
2858,2016/10/31,5151811110828389,343489663710638,81090143301536,241631428045031,,,,2536182466415169981664327622896,12609405221530881713840450,,,52183577307.354,,,,11143227735192308185952447324,230523171636,,zetacoin,zetacoin
2859,2016/11/01,539566981726954,343481721311620,85696951911689,246506442749025,,,,2536182466415169973350829771605,13283705642281282730847584,,,53895153629.221,,,,11484023198195014291912831414,214993381685,,zetacoin,zetacoin
2860,2016/11/02,509816701727322,36575143448578,90362634761497,268285368243519,,,,2536182466415224364719068491400,34645385021604278046879217,,,1291443571077,,,,11560386234196469761930763687,209593791686,,zetacoin,zetacoin
2861,2016/11/03,513862865825663,37184967499927,83253045921471,271843439642346,,,,2536182466415622561514730699690,493514202234392894108484003,,,1816078242562,,,,11549968500194453443933056564,202534491929,,zetacoin,zetacoin
2862,2016/11/04,474308807818010,34533455466858,95602543111262,247927373932572,,,,2536182466415622557159503514602,41154927861515267413128506,,,166004053403.061,,,,11147657507187021770938074683,185173431621,,zetacoin,zetacoin
2863,2016/11/05,478145760222961,33759647168247,79237138091358,238068340537690,,,,2539658587085622553005065702772,4076797927134994569551384,,,171253965253.42,,,,11210734022187627367946382864,176532671455,,zetacoin,zetacoin
2864,2016/11/06,4642411921920214,313657112527169,73070649521289,225633346334391,,,,2546201873045605551646857812065,3824593196120973825653185,,,171483493164.38,,,,11307589997188262199941002328,2012122163091,,zetacoin,zetacoin
2865,2016/11/07,5314941017524613,37888855568895,88663651291399,274135370341941,,,,2546201873045593858599219756578,3145350792136720156975786,,,114743692166.324,,,,11232358091186642286932346785,227342791377,,zetacoin,zetacoin
2866,2016/11/08,583441894723333,39713054908586,86618346541476,295891364441569,,,,2546201873045593867264445718750,246708084582189957316250,,,83382255176.003,,,,11263790548185819587928332540,229543201496,,zetacoin,zetacoin
2867,2016/11/09,544983912724032,36896550738954,89171640191484,269948365440517,,,,2546201873045593868500747666720,19504262251313860221573593,,,72253596532.458,,,,11561297172187447936908830514,243703231656,,zetacoin,zetacoin
2868,2016/11/10,525704982521511,37542361447455,80445431091492,271206297540164,,,,2546201873045391462531737964001,12554891871474377110783372,,,46294956268.484,,,,11401861000184584474905799889,209723231548,,zetacoin,zetacoin
2869,2016/11/11,500894696124168,34938643968728,75473030131462,254456317441070,,,,2546201873045382860581959748739,995621287743419039112628,,,39132342952.341,,,,11406627309184385761891702307,199232612105,,zetacoin,zetacoin
2870,2016/11/12,5066751000022669,33562556638326,71032041121426,228718318140882,,,,2546201873045382860465042409040,6716769581281598212563416,,,29374030307.309,,,,11313914256182616594867993653,175402971525,,zetacoin,zetacoin
2871,2016/11/13,469471774924664,31142194589463,77331644641468,219515381543673,,,,2546201873045712264651085122085,7780003422647972912749185,,,35826947291.924,,,,11117266275182100895864978985,195733241948,,zetacoin,zetacoin
2872,2016/11/14,5614871037821585,37607976277635,79014545351576,270334339543876,,,,2546201873045857868109469050598,1084159940152415555349189,,,40104489121.916,,,,11206984164187340540860473614,227005382687,,zetacoin,zetacoin
2873,2016/11/15,569386937523425,38965959998371,85432945251577,280196382345330,,,,2546201873045857869609625808758,12478140382022633610398878,,,44535308229.404,,,,11340512720188486022864195953,231293723038,,zetacoin,zetacoin
2874,2016/11/16,548689842821711,37865053297837,79126642791481,289618380141684,,,,2546201873045856167942982634482,14103473762583851410975056,,,48706798263.292,,,,11529005989189435712872753018,230163342341,,zetacoin,zetacoin
2875,2016/11/17,550422905621669,38384962237807,89831642051476,277301352040738,,,,2546201873045851066530412520219,11896739162431379232028368,,,42906907786.204,,,,11864743829189502706857682317,229433202645,,zetacoin,zetacoin
2876,2016/11/18,549150763622699,38270045898083,93231034401514,275777320943785,,,,2724345845965851066438055411680,11910590481618211010463829,,,43195043238.982,,,,11865482697189117912832742589,221053042802,,zetacoin,zetacoin
2877,2016/11/19,524407905721762,35294988647433,85279143751375,249618289339289,,,,2818009171935851071949014865557,835574589134447828271309,,,33474648210.525,,,,11948746236190071428827354346,209952502282,,zetacoin,zetacoin
2878,2016/11/20,517241982022563,34333047807764,90222348691473,243463341742125,,,,2818009171935879278335266346297,858784187176936526117340,,,35745178145.219,,,,11833058084189688846823865782,178942941957,,zetacoin,zetacoin
2879,2016/11/21,548221950822238,39338360047980,92241046641537,285654346542735,,,,2818009171935887584449596012008,1144615887188109056325051,,,40225429148.006,,,,11739893456189863876823924242,227703274974,,zetacoin,zetacoin
2880,2016/11/22,515430761236215,396496497421813,95880241901708,285501359253585,,,,2818009171935887581077735124448,12687039732523098425563390,,,44447024477.062,,,,11860196434189978555851257443,225003983026,,zetacoin,zetacoin
2881,2016/11/23,572136750645712,386411508630063,95099434411950,276777300964289,,,,2818009171935980875589241102578,12781972831711238823914882,,,46185687371.99,,,,11870683433188984754846097757,218273132440,,zetacoin,zetacoin
2882,2016/11/24,627191773819894,44091451195263,95163130641424,328376316136861,,,,2818009171936142268111219919407,1379893321174366687961874,,,42715518215.997,,,,11808807066188884422817886950,210612333073,,zetacoin,zetacoin
