,date,sent_addresses,block_size,transactions,difficulty,median_transaction_value,top_100_percent,send_usd,active_addresses,fee_reward,market_cap,hashrate,median_transaction_size,av_transaction_value,mining_profitability,google_trends,av_transaction_size,confirmation_time,tweets,full_name,coin
2343,2015/06/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2344,2015/06/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2345,2015/06/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2346,2015/06/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2347,2015/06/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2348,2015/06/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2349,2015/06/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2350,2015/06/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2351,2015/06/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2352,2015/06/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2353,2015/06/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2354,2015/06/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2355,2015/06/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2356,2015/06/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2357,2015/06/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2358,2015/06/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2359,2015/06/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2360,2015/06/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2361,2015/06/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2362,2015/06/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2363,2015/06/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2364,2015/07/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2365,2015/07/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2366,2015/07/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2367,2015/07/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2368,2015/07/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2369,2015/07/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2370,2015/07/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2371,2015/07/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2372,2015/07/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2373,2015/07/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2374,2015/07/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2375,2015/07/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2376,2015/07/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2377,2015/07/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2378,2015/07/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2379,2015/07/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2380,2015/07/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2381,2015/07/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2382,2015/07/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2383,2015/07/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2384,2015/07/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2385,2015/07/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2386,2015/07/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2387,2015/07/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2388,2015/07/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2389,2015/07/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2390,2015/07/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2391,2015/07/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2392,2015/07/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2393,2015/07/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2394,2015/07/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2395,2015/08/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2396,2015/08/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2397,2015/08/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2398,2015/08/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2399,2015/08/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2400,2015/08/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2401,2015/08/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2402,2015/08/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2403,2015/08/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2404,2015/08/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2405,2015/08/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2406,2015/08/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2407,2015/08/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2408,2015/08/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2409,2015/08/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2410,2015/08/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2411,2015/08/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2412,2015/08/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2413,2015/08/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2414,2015/08/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2415,2015/08/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2416,2015/08/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2417,2015/08/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2418,2015/08/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2419,2015/08/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2420,2015/08/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2421,2015/08/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2422,2015/08/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2423,2015/08/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2424,2015/08/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2425,2015/08/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2426,2015/09/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2427,2015/09/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2428,2015/09/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2429,2015/09/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2430,2015/09/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2431,2015/09/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2432,2015/09/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2433,2015/09/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2434,2015/09/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2435,2015/09/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2436,2015/09/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2437,2015/09/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2438,2015/09/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2439,2015/09/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2440,2015/09/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2441,2015/09/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2442,2015/09/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2443,2015/09/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2444,2015/09/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2445,2015/09/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2446,2015/09/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2447,2015/09/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2448,2015/09/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2449,2015/09/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2450,2015/09/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2451,2015/09/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2452,2015/09/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2453,2015/09/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2454,2015/09/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2455,2015/09/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2456,2015/10/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2457,2015/10/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2458,2015/10/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2459,2015/10/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2460,2015/10/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2461,2015/10/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2462,2015/10/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2463,2015/10/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2464,2015/10/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2465,2015/10/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2466,2015/10/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2467,2015/10/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2468,2015/10/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2469,2015/10/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2470,2015/10/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2471,2015/10/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2472,2015/10/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2473,2015/10/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2474,2015/10/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2475,2015/10/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2476,2015/10/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2477,2015/10/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2478,2015/10/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2479,2015/10/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2480,2015/10/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2481,2015/10/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2482,2015/10/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2483,2015/10/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2484,2015/10/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2485,2015/10/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2486,2015/10/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2487,2015/11/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2488,2015/11/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2489,2015/11/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2490,2015/11/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2491,2015/11/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2492,2015/11/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2493,2015/11/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2494,2015/11/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2495,2015/11/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2496,2015/11/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2497,2015/11/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2498,2015/11/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2499,2015/11/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2500,2015/11/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2501,2015/11/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2502,2015/11/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2503,2015/11/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2504,2015/11/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2505,2015/11/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2506,2015/11/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2507,2015/11/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2508,2015/11/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2509,2015/11/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2510,2015/11/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2511,2015/11/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2512,2015/11/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2513,2015/11/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2514,2015/11/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2515,2015/11/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2516,2015/11/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2517,2015/12/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2518,2015/12/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2519,2015/12/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2520,2015/12/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2521,2015/12/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2522,2015/12/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2523,2015/12/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2524,2015/12/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2525,2015/12/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2526,2015/12/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2527,2015/12/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2528,2015/12/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2529,2015/12/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2530,2015/12/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2531,2015/12/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2532,2015/12/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2533,2015/12/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2534,2015/12/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2535,2015/12/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2536,2015/12/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2537,2015/12/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2538,2015/12/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2539,2015/12/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2540,2015/12/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2541,2015/12/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2542,2015/12/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2543,2015/12/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2544,2015/12/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2545,2015/12/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2546,2015/12/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2547,2015/12/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2548,2016/01/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2549,2016/01/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2550,2016/01/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2551,2016/01/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2552,2016/01/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2553,2016/01/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2554,2016/01/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2555,2016/01/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2556,2016/01/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2557,2016/01/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2558,2016/01/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2559,2016/01/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2560,2016/01/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2561,2016/01/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2562,2016/01/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2563,2016/01/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2564,2016/01/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2565,2016/01/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2566,2016/01/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2567,2016/01/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2568,2016/01/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2569,2016/01/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2570,2016/01/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2571,2016/01/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2572,2016/01/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2573,2016/01/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2574,2016/01/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2575,2016/01/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2576,2016/01/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2577,2016/01/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2578,2016/01/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2579,2016/02/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2580,2016/02/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2581,2016/02/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2582,2016/02/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2583,2016/02/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2584,2016/02/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2585,2016/02/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2586,2016/02/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2587,2016/02/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2588,2016/02/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2589,2016/02/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2590,2016/02/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2591,2016/02/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2592,2016/02/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2593,2016/02/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2594,2016/02/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2595,2016/02/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2596,2016/02/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2597,2016/02/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2598,2016/02/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2599,2016/02/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2600,2016/02/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2601,2016/02/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2602,2016/02/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2603,2016/02/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2604,2016/02/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2605,2016/02/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2606,2016/02/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2607,2016/02/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2608,2016/03/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2609,2016/03/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2610,2016/03/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2611,2016/03/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2612,2016/03/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2613,2016/03/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2614,2016/03/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2615,2016/03/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2616,2016/03/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2617,2016/03/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2618,2016/03/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2619,2016/03/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2620,2016/03/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2621,2016/03/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2622,2016/03/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2623,2016/03/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2624,2016/03/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2625,2016/03/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2626,2016/03/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2627,2016/03/20,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2628,2016/03/21,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2629,2016/03/22,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2630,2016/03/23,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2631,2016/03/24,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2632,2016/03/25,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2633,2016/03/26,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2634,2016/03/27,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2635,2016/03/28,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2636,2016/03/29,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2637,2016/03/30,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2638,2016/03/31,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2639,2016/04/01,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2640,2016/04/02,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2641,2016/04/03,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2642,2016/04/04,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2643,2016/04/05,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2644,2016/04/06,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2645,2016/04/07,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2646,2016/04/08,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2647,2016/04/09,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2648,2016/04/10,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2649,2016/04/11,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2650,2016/04/12,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2651,2016/04/13,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2652,2016/04/14,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2653,2016/04/15,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2654,2016/04/16,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2655,2016/04/17,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2656,2016/04/18,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
2657,2016/04/19,,,,,,,,,,,,,,,,,,,phoenixcoin,phoenixcoin
