,date,block_size,active_addresses,sent_addresses,fee_reward,transactions,av_transaction_value,hashrate,median_transaction_size,mining_profitability,google_trends,difficulty,market_cap,top_100_percent,median_transaction_value,confirmation_time,av_transaction_size,tweets,send_usd,full_name,coin
2607,2016/02/23,88310762721117,461062112258263,376797105772987,,244612405218482,69715543476.578,,,,,1634916549095182613783585059878,6510180411152388997440760933,,,,,28499391null,1692689237224600288808118,betacoin,betacoin
2608,2016/02/24,91808254981109,410824113508188,33218454622886,,224809468419540,69502922623.085,,,,,1634916549095217913623470026221,6415299573149622874451051433,,,,,27169358null,15442681071320107912175073,betacoin,betacoin
2609,2016/02/25,79894253931114,475481135538891,345734100693283,,216135382219503,60562866296.873,,,,,1634916549095301813573804476023,6448697649149462065487103964,,,,,28753423null,1308830512106946835789909,betacoin,betacoin
2610,2016/02/26,76515255911289,424471142118116,324908108072993,,203495391921068,692031081140,,,,,1634916549095301814049401938205,6464988024149724745464975282,,,,,30726373null,13926713041211329524020684,betacoin,betacoin
2611,2016/02/27,67381657371102,415896204038209,300181146373068,,182030358418981,60002570712.221,,,,,1634916549095301814564934405736,6588312769152104273483346743,,,,,24902321null,1092245900920984313518657,betacoin,betacoin
2612,2016/02/28,77648452641091,431474131088758,33206492693407,,233302382119063,156035837263.492,,,,,1634916549095438914737238949086,6542206952151249722500841924,,,,,28161353null,3640261779223046325022946,betacoin,betacoin
2613,2016/02/29,91321673941175,491300137509320,391910113394015,,265187470020358,163413342224.382,,,,,1634916549095451614936560617533,6660111794153519155499060668,,,,,28270422null,4333312837156973744567959,betacoin,betacoin
2614,2016/03/01,90495365551157,4775311168210168,403197108754322,,276953472521778,172653603403.954,,,,,1634916549095451614453452049416,6629706127152906396524734298,,,,,25668264null,4781478436167120828797310,betacoin,betacoin
2615,2016/03/02,90019872101199,4985621348411164,39976270974494,,270049656523562,912917211219,,,,,1634916549095390314989908705152,6583928785151965490620900569,,,,,27957429null,24652799951126105028725793,betacoin,betacoin
2616,2016/03/03,92075067671248,4844251677711856,337358108914818,,221517428324837,67054151781.207,,,,,1634916549095193215598739569340,6429183134148165438719455391,,,,,31442421null,14852629351758025019402840,betacoin,betacoin
2617,2016/03/04,78648951021249,4672611206011688,30156283594846,,207330364624287,150914573576.064,,,,,1633282855175193216140974830922,6403654227147621118720654853,,,,,30294392null,31288652741665959813990865,betacoin,betacoin
2618,2016/03/05,77995466211314,4693482125813513,326374151415758,,234842444327115,3356528831177,,,,,1584272037675193216473095997037,6167597659142318713867421364,,,,,28045437null,78824144121281019831902335,betacoin,betacoin
2619,2016/03/06,62877464141366,3538771422813014,249922127425361,,161591382727661,50261920647.895,,,,,1584272037675238917342300214193,6175701433142991741865358352,,,,,24747291null,812078345734855917921431,betacoin,betacoin
2620,2016/03/07,70825852131218,3679881260010724,26152585374490,,183122368523271,64823433656.546,,,,,1584272037675253717164269285635,6259124198144021329804923637,,,,,29486318null,11870322851265119915278493,betacoin,betacoin
2621,2016/03/08,68028442981242,416467924112471,29350760965372,,200144312724105,48002372855.044,,,,,1584272037675253717491910018497,6304557193144994432748223345,,,,,27850319null,952123557741797320610831,betacoin,betacoin
2622,2016/03/09,74404444041279,4576511001212075,27404554454937,,190220295424557,44643125484.028,,,,,1584272037675267117866774613765,6295032797145397914823930467,,,,,28142309null,849103700923188411886272,betacoin,betacoin
2623,2016/03/10,67690471601222,3857981494913186,276461115815459,,188571378924814,54531921401.919,,,,,1584272037675299718006278290287,6325197065146026508907319194,,,,,30719346null,100796144972798579973219,betacoin,betacoin
2624,2016/03/11,61423870181211,3864041552812304,27033398855184,,189656471423124,52213939451.38,,,,,1584272037675299718682021537567,6415110082149839279865867125,,,,,29704393null,9902788171856894210437709,betacoin,betacoin
2625,2016/03/12,57396750811385,3418961191613638,24136062795114,,167869326127887,44973515706.838,,,,,1584272037675299719654913106689,63214855511475838691007336729,,,,,28068341null,7548931751140742719711592,betacoin,betacoin
2626,2016/03/13,63788258431392,3674211489113426,243564149995033,,149670408128127,446223471010,,,,,1584272037675146520149570959697,63140719771466597361118523279,,,,,28299309null,667825244947418928405166,betacoin,betacoin
2627,2016/03/14,72613857901501,4022141722914060,282748111915044,,191189415828528,52452361770.159,,,,,1584272037675053420065505230856,63347649961474247381051032856,,,,,28751322null,998909490958997321971082,betacoin,betacoin
2628,2016/03/15,66411562611318,4000441330913864,28939492994864,,202265344629273,65713533562.543,,,,,1584272037675053417572301377575,6363138186147934121992843397,,,,,30661290null,13196514841180479416467323,betacoin,betacoin
2629,2016/03/16,66879843651316,3883981123513619,30602464994550,,211840358327596,262552719534.581,,,,,1584272037675067617777795755128,63596898031476937151034350358,,,,,331132591185,5542069880974335614752290,betacoin,betacoin
2630,2016/03/17,74667950651421,4304841574413944,306174116735014,,208178448033531,160342503603.49,,,,,1584272037675135918038767959468,6404007385147963955907294186,,,,,300333741211,33380149691098624320235622,betacoin,betacoin
2631,2016/03/18,73951652171403,3901221309115238,29407588025359,,205886444331821,105053586755.711,,,,,1623778801115135918300379671848,6326489028144841823798534139,,,,,259763421123,21628887091576832424047475,betacoin,betacoin
2632,2016/03/19,64000862741494,3592191619813730,263916171744440,,177342436234779,50252503240.714,,,,,1654968351185135918651701693615,6242939372142424754827076523,,,,,27011373943,891182100109035598371783,betacoin,betacoin
2633,2016/03/20,66062162201446,3582451746213938,269904114824571,,177997460132447,40792549175.207,,,,,1654968351185492819423415211247,6286306476142995565800919717,,,,,220643481304,726097195117229815684950,betacoin,betacoin
2634,2016/03/21,75419646601498,3839881189613846,28091168125090,,198867427232511,41991839301.001,,,,,1654968351185522519268502008579,6279846322142967857859732317,,,,,253534412233,83511617178550909785835,betacoin,betacoin
2635,2016/03/22,71396557751514,4150301806713792,298520135844498,,205060486432890,45192090241.853,,,,,1654968351185522519567681020918,6366132948144625384909201737,,,,,25184310859,926644836101656977954556,betacoin,betacoin
2636,2016/03/23,67471164261529,3405781484214648,273491114324591,,186659424931786,46092995213.679,,,,,1654968351185637318765991442708,6393782222145470007928689466,,,,,23845254944,860298494127239506791986,betacoin,betacoin
2637,2016/03/24,67403766261862,3835521532813930,275884115354445,,189947712636947,49981513294.24,,,,,1654968351185721919801092917697,6377403250145123492893408861,,,,,227102611982,9493180551077956810871283,betacoin,betacoin
2638,2016/03/25,62393362431621,3594811546014216,257576111124275,,172163416036762,50942729162.578,,,,,1654968351185721920871590725202,6371859431144852403845885813,,,,,22593259927,876239761110790155976700,betacoin,betacoin
2639,2016/03/26,62521270811538,4186832218313740,239914157144094,,158896501036646,3933198898.614,,,,,1654968351185721921414194355380,6387015602145187569850472898,,,,,20187224712,62491839099608203613820,betacoin,betacoin
2640,2016/03/27,62937471521261,3480692201614834,243666132984678,,160125458129974,45872292418.216,,,,,1654968351185572121976992064253,6437540816146263577838803949,,,,,19044237716,7271090121049951412535619,betacoin,betacoin
2641,2016/03/28,67445061181568,4586111246915017,27880584324772,,195910525533613,45013810264.113,,,,,1654968351185564921768012224480,6500713094147623462878929194,,,,,230452741298,881707209200195138877638,betacoin,betacoin
2642,2016/03/29,83636777021389,5284521454916724,28970591226025,,197252520533915,45132067440.588,,,,,1654968351185564922513734563842,6417874899145746930908076440,,,,,316992771589,8828706121076046114942548,betacoin,betacoin
2643,2016/03/30,74882452561572,4363451078717646,28487667896119,,200881492336767,41691184438.349,,,,,1654968351185539722822470238901,6341308846144687234927489228,,,,,356723941745,837456770582868616116775,betacoin,betacoin
2644,2016/03/31,84510967711405,3740891284115602,27928966134856,,206352497032259,43961446327.259,,,,,1654968351185506723889368498740,6375548337145938817924364010,,,,,24191315988,907076104718819610557035,betacoin,betacoin
2645,2016/04/01,76834460291493,4048321016815170,298728100894607,,211769558733320,42691779133.316,,,,,1665239113745506723749184001916,6379492204146109535913257928,,,,,24472258830,90406984999246314442095,betacoin,betacoin
2646,2016/04/02,79877695901235,4176202997514901,269808212724354,,183364547429358,40032149146.773,,,,,1668515132835506723519625245384,6426917772146862821901646098,,,,,21507187743,733953480117557584308961,betacoin,betacoin
2647,2016/04/03,72697045821245,4002791086615360,27048174974315,,178287387229588,3653221684.828,,,,,1668515132835412224295726637777,6425916996146663688904784965,,,,,21378261846,65124293285807922509895,betacoin,betacoin
2648,2016/04/04,66960458741502,4171701409916157,30062895944934,,208763416134907,42671998141.886,,,,,1668515132835397525245856096051,6436410031146294395888061513,,,,,245162091000,89068840583141864952825,betacoin,betacoin
2649,2016/04/05,74159660051528,4110031205816760,29583076704977,,216021580939173,43921948188.515,,,,,1668515132835397525705810157077,6475195813146434176844360040,,,,,269142341067,948818090109872087384690,betacoin,betacoin
2650,2016/04/06,70635464561337,4180911938015735,303425128114939,,219133499432078,46022282194.372,,,,,1668515132835477625667142451062,6481739247146309202834615913,,,,,23270265967,1008344908110970716235075,betacoin,betacoin
2651,2016/04/07,75816067091404,3878671301816920,292183109954808,,218324582231893,53082173235.707,,,,,1668515132835575224640313534812,6463604511146022183818727211,,,,,234072372284,1149273664126527147517412,betacoin,betacoin
2652,2016/04/08,71797365431541,3740811054915234,28595794134650,,214047531334010,53501758159.7,,,,,1668515132835575226139886978680,6469804979145617603779153802,,,,,24554199862,114512763493421215431395,betacoin,betacoin
2653,2016/04/09,63518284951318,3798482232616488,268706121404944,,196279603031923,47692312393.4,,,,,1668515132835575226843451780219,6419251016145783727758299770,,,,,19399236759,9359939501394113612558510,betacoin,betacoin
2654,2016/04/10,55321762661281,348807938917023,26756164175396,,186781468932237,45062199315.763,,,,,1668515132835290227083828046070,6451074567145683147680732552,,,,,191933321073,8380846171031162810179246,betacoin,betacoin
2655,2016/04/11,77088861281262,4230782000616237,295286125834779,,229887522230327,46911375174.373,,,,,1668515132835166627012246684283,6471073449145867122669818165,,,,,23919234891,107849335171818915288219,betacoin,betacoin
2656,2016/04/12,83559756251451,4678421878616839,31802481445043,,240058404834673,62122187247.555,,,,,1668515132835166626095428773645,6529643226147164967621986332,,,,,232522231150,147974292288524058583463,betacoin,betacoin
2657,2016/04/13,70718246521477,432307835417507,30620375015412,,223342383936051,60971867245.871,,,,,1668515132835171627243186215275,6528865616146874704615709670,,,,,23243162907,136179919271204828863891,betacoin,betacoin
2658,2016/04/14,71418950681406,4214281466916936,30531062785026,,227764389834781,55021971227.304,,,,,1744956608765192527545262683293,6524674584146649381662335131,,,,,24938188978,125307406676825347905850,betacoin,betacoin
2659,2016/04/15,79249667931412,3793381530916342,286025119774603,,212039438834959,76902876140.877,,,,,1786783076725192528306534530571,6576377192147626117658282991,,,,,275932331139,1628581013126214134924922,betacoin,betacoin
2660,2016/04/16,67464949751215,3777081281816352,25972968614514,,181866352630483,72031805117.728,,,,,1786783076725192528880936928078,6628263203148508790655214637,,,,,20857211701,130993829463633073588713,betacoin,betacoin
2661,2016/04/17,65920858951917,4025571825217163,282922133115092,,192270425240203,58611436189.691,,,,,1786783076725043328221429752159,6600240192148011063732043558,,,,,19395241781,111889818261052597626140,betacoin,betacoin
2662,2016/04/18,83754656381351,4267921666717204,29895485235037,,220261444433513,76811832172.662,,,,,1786783076724897329523844031978,6594053523147475113717728498,,,,,219892811014,169178725881396935786431,betacoin,betacoin
2663,2016/04/19,74978458901317,4162181303417085,30877187984905,,226361435732622,70121930113.178,,,,,1786783076724897330029498659251,6617118749147344694715961433,,,,,22642213962,158721655083933203692097,betacoin,betacoin
2664,2016/04/20,69684363691359,4119081441017471,29805158215024,,216615424532944,82093449175.825,,,,,1786783076724933830156012963421,6739842686148552732680525248,,,,,22973248984,1778229119146146895792383,betacoin,betacoin
2665,2016/04/21,73170853241504,4155431529217311,302938109644975,,212644460537181,104832932107.72,,,,,1786783076725170730871752725768,6844381753150201508670997853,,,,,23282220883,2229111901134519504005124,betacoin,betacoin
2666,2016/04/22,77482952821291,3913271069417082,28830657075084,,210833397631678,111722762190.309,,,,,1786783076725170729740314823373,6880953660151057784634069672,,,,,24241244924,2355360487109697796028601,betacoin,betacoin
2667,2016/04/23,65457967991270,3994102387716953,266608161454906,,185072475531845,82451633254.858,,,,,1786783076725170730869146732545,6888382990150817377635122578,,,,,25236179607,152599677777182398115953,betacoin,betacoin
2668,2016/04/24,72795778551433,4023571978417602,269400105605054,,183023633634046,5491740290.142,,,,,1786783076725021230604025165805,6994324237158157663649284238,,,,,30727392543,1005038252468995143068979,betacoin,betacoin
2669,2016/04/25,87440271941399,4441972104917510,304689114155296,,217437686035430,57149584156.798,,,,,1786783076724811431524069461265,7069582671167680235619007332,,,,,28861365923,1242330005657494535555361,betacoin,betacoin
2670,2016/04/26,81309788771344,4467721268817707,338124117025401,,250593646932582,511212782261.222,,,,,1786783076724811431493382681039,7159667369178184159581228733,,,,,26206331894,1281127419823454238511150,betacoin,betacoin
2671,2016/04/27,87526068551314,4246501350017742,31169282065356,,239306695533847,47578157175.541,,,,,1786783076724859131083174173488,7093422562184175627604144169,,,,,28009457735,1138444022539615795941537,betacoin,betacoin
2672,2016/04/28,89739778641408,4185281429917276,297571125115127,,247822573134343,484015250168.205,,,,,1786661721805187132024006272664,6871834139172774190590068591,,,,,26142355935,1196309739873475935776672,betacoin,betacoin
2673,2016/04/29,81276566731423,4643151232419878,32242085097572,,261726565437332,43235019121.495,,,,,1786592577735187132660935988733,6950178394172772908593335952,,,,,26067298916,1131451829283678824535664,betacoin,betacoin
2674,2016/04/30,75746658171588,3827261194525949,28474895158108,,215566506345769,39744174488.655,,,,,1786592577735187133709009937442,6991735540170888779657293297,,,,,22785232951,8567187812111060322365273,betacoin,betacoin
2675,2016/05/01,62563583951681,3756552025320509,258379162577003,,191275589439578,44123407388.534,,,,,1786592577735126734484421796505,6964371929168120096693521626,,,,,22113262773,8439487112008261815377382,betacoin,betacoin
2676,2016/05/02,75100365431480,4230251106823778,286365104748040,,223628569141748,48823397440.074,,,,,1786592577735078632280889382512,6908561835168617591762632719,,,,,440923241114,10918341231933302118372215,betacoin,betacoin
2677,2016/05/03,77814779941446,4219031290320632,28840963337336,,235458533737821,43034197359.053,,,,,1786592577735078634161609204975,6912105048169371935767214032,,,,,3490219792628,10132567722239772813579741,betacoin,betacoin
2678,2016/05/04,70696770801498,4124651045120054,28803265676873,,233524589137484,44002538279.95,,,,,1786592577735078634166289192929,6923640850170832870760552661,,,,,285675741261,10157782541495095710493648,betacoin,betacoin
2679,2016/05/05,70444288031486,3967942039220390,285108171986954,,229418690538707,42193200272.617,,,,,1786592577734725333872427102189,6920378736169849996761693627,,,,,275082761181,9637724452209691810552199,betacoin,betacoin
2680,2016/05/06,685806125791625,3920601147720257,287516105826964,,233070623841271,44883375480.248,,,,,1786592577734611534080544388464,6996604354170915327772197203,,,,,247382831085,10461342642094539219820303,betacoin,betacoin
2681,2016/05/07,64644069671375,3716321686719690,25583877006651,,201912574335864,42875184395.312,,,,,1786592577734611534085336706042,7099576897178927995743822735,,,,,21334308703,8655704502973729314177462,betacoin,betacoin
2682,2016/05/08,57807253931530,357682955921669,25471276087108,,188857526140063,39242509329.998,,,,,1786592577734693134463404033410,7095197765179409341741313300,,,,,20478265856,7411354561298593613220725,betacoin,betacoin
2683,2016/05/09,638160158301460,4160181882922316,298442143707431,,226278643438560,42235312496.278,,,,,1786592577734833634882607577232,7104983971181602124753131019,,,,,230923231110,9427892363417763519136488,betacoin,betacoin
2684,2016/05/10,72682677281481,4257571495021424,30475568507553,,245563683740684,40894855474.105,,,,,1786592577734833635703011453120,7054897110181235794745214752,,,,,23402284970,10040652573304157219288484,betacoin,betacoin
2685,2016/05/11,81293372361559,4098811790623774,293713117538714,,234279676340811,48434503724.511,,,,,1905025044914833634839727897735,7023112006176892776774018649,,,,,215972261078,11345589133041174329567998,betacoin,betacoin
2686,2016/05/12,77991188511679,4133471599923985,28638096928878,,228270705445002,45294490735.097,,,,,1942548202834783934608512198166,7000424286175376952809860603,,,,,22343270905,10337216383166968533080816,betacoin,betacoin
2687,2016/05/13,76261185241674,3936961684526238,2906691137710443,,231994719947739,504038041799,,,,,1942548202834776036814650249264,7052007375178112556845342659,,,,,23638268946,11692220372732027985905937,betacoin,betacoin
2688,2016/05/14,81226097201683,4018331838823816,270237151429197,,211136630945745,411053631318,,,,,1942548202834776036846069041979,7065827064182676234815693170,,,,,19355278764,8677119043222381960287549,betacoin,betacoin
2689,2016/05/15,77761459241540,3793611229422726,25765177607912,,200032622043073,46494321352.003,,,,,1942548202834756637114899680922,7082209847184316234811373219,,,,,195272941009,9298792212633380415161844,betacoin,betacoin
2690,2016/05/16,90668186401491,4472102017721239,306878128027676,,239668745437424,51075034418.368,,,,,1942548202834709237376623466503,7081222511186434304840333360,,,,,214193321588,12239449883693947715656991,betacoin,betacoin
2691,2016/05/17,86785068501515,4357991199423340,29757873268305,,238485699040309,51346855384.792,,,,,1942548202834709236463139572998,7046302964183069621939084236,,,,,212422531346,12244717284680333215510590,betacoin,betacoin
2692,2016/05/18,87364978241689,4597242036726290,303354148798916,,234930663046033,43413893513.16,,,,,1942548202834716837900960505087,70555297991833781761040174862,,,,,211302971636,10197368142563730123622280,betacoin,betacoin
2693,2016/05/19,95540092731576,4009462115725162,286434107309178,,219025667644523,52284295832.337,,,,,1942548202835042139517401677764,69879958871811484301116432598,,,,,210552781929,11423570432854731637058161,betacoin,betacoin
2694,2016/05/20,78157580451677,3972981385423902,27448365608604,,209247557445177,44964720718.028,,,,,1942548202835042140047746083290,68654943871778654811150019309,,,,,210153481638,9408422412630692732438345,betacoin,betacoin
2695,2016/05/21,89121581671673,4153122035122980,260801141987746,,191320586443621,36393611311.51,,,,,1942548202835042140654525787850,68755206571800814511092940616,,,,,18208254977,6962259672108808813588388,betacoin,betacoin
2696,2016/05/22,60349976871494,3933001209921121,25210775376923,,184164578638895,36133851242.831,,,,,1942548202834964640058981490723,68646431171811629381127953425,,,,,208462811162,665335170221815119444911,betacoin,betacoin
2697,2016/05/23,646188100481568,4376892216225406,300753158369050,,222574625943806,42303496401.834,,,,,1942548202834844940332255283091,68729158751810229101129087960,,,,,250253751236,9415562742179037817602748,betacoin,betacoin
2698,2016/05/24,84988465121528,4623831450624043,31287092378614,,246370542742911,45363679534.167,,,,,1947708659214844941104663045275,69281256751816828841044738196,,,,,255582211407,11176289931996406122921619,betacoin,betacoin
2699,2016/05/25,87045671571670,4504381360824570,31288668128385,,247703622546443,60384744458.412,,,,,1993120675314844941015841728828,6976604850183863541996852994,,,,,255142861470,14955639302942937621290036,betacoin,betacoin
2700,2016/05/26,82039661851733,4137981009631202,291764640415526,,219956585151147,74316374311.733,,,,,1993120675314959841950285242071,7020943606186318701999903390,,,,,250962611380,16144181623716965215944212,betacoin,betacoin
2701,2016/05/27,94804899021727,4565572191928248,3067281648010181,,215157899349006,904213430603.467,,,,,1993120675314964741742234718648,7353714541201770382909743806,,,,,224185431171,194540115911756746629573517,betacoin,betacoin
2702,2016/05/28,863282105312436,4363342357838554,2814941579815936,,192921810470148,94339468357.71,,,,,1993120675314964742703696493831,7741680588207682498912581401,,,,,207853291714,18197774707648477025092657,betacoin,betacoin
2703,2016/05/29,67999677581675,3690091269825505,252561114328730,,178595650945890,80067406264.157,,,,,1993120675314956843618542041733,8140045217208709706970808917,,,,,211793301409,14298124754820799612122160,betacoin,betacoin
2704,2016/05/30,89166094811543,4927831448023838,29726084998560,,211224683442927,566610490293.51,,,,,1993120675314947643392447615367,83098221082096074821002228365,,,,,231163133305,11967858957169200012599505,betacoin,betacoin
2705,2016/05/31,866937106321594,4357751690424904,292466120649019,,215122810844386,636710404305.152,,,,,1993120675314947643586142396051,83472981902124387021068695532,,,,,221683951465,13697257258435086213544461,betacoin,betacoin
2706,2016/06/01,83922990881562,4509171416123595,307193110238269,,234241714942221,53546735259.077,,,,,1993120675314947642000407824271,82988569342153039871119030150,,,,,243223982023,12498157654722472810938509,betacoin,betacoin
2707,2016/06/02,826756111401453,4394061939823244,29696980807750,,230961702939666,54143414174.03,,,,,1993120675314777442903044759328,83380939982163712061114320706,,,,,256643291294,1250500873239410306903093,betacoin,betacoin
2708,2016/06/03,832476111411429,4430891938422951,304099106797788,,234527952539834,45552752214.473,,,,,1993120675314007744992049996386,86111419892195619511100122197,,,,,259892951188,1068321605260666528543326,betacoin,betacoin
2709,2016/06/04,84047348381409,4109801507422148,26248686217140,,196546414137875,43325615167.382,,,,,1993120675314007744999428189553,89123908862221269561099787275,,,,,22507306844,851380982232079946339604,betacoin,betacoin
2710,2016/06/05,61114346981396,4102511077222303,26265764857142,,189632351537896,55318345164.804,,,,,1993120675314007744880971424897,89564833882211337091108046222,,,,,242562541091,1048893456293175586245415,betacoin,betacoin
2711,2016/06/06,70537454821426,4462211600923422,30939265307645,,221001431438957,51486651170.601,,,,,1993120675314089345278057471814,90629126162263914741117794437,,,,,251683181072,1137821239286918646646107,betacoin,betacoin
2712,2016/06/07,80352076701693,4427251561123362,31817082777946,,230876423046141,53758051304.441,,,,,1993120675314120846207450596924,90507468872236676281133578837,,,,,254793311500,12280990283356050414047226,betacoin,betacoin
2713,2016/06/08,80215742911437,432718888023875,30983152037920,,229789389140433,50029622770.079,,,,,1964226065614120845850620155155,89735048022168130701169477323,,,,,252133001673,11493811413743784231136611,betacoin,betacoin
2714,2016/06/09,72053846901477,4648601154423121,32948874357516,,236188366939854,50849366166.695,,,,,1960614239404252248157817866211,89717601752176925611162215223,,,,,234552721573,1200867066343071426643458,betacoin,betacoin
2715,2016/06/10,82257049411437,4560511437823738,316057100417726,,228223373440145,57718715313.33,,,,,1960614239404427046862157371591,89548650272199054041136687541,,,,,234363421324,13169839733241415312578638,betacoin,betacoin
2716,2016/06/11,69603850511382,4145771474119912,29001285846860,,213003368136901,51448757197.127,,,,,1960614239404427046817185510805,90585544742253628231116897969,,,,,205462641086,1095739760322324877274184,betacoin,betacoin
2717,2016/06/12,82996565601463,4437021213424696,29469977208032,,210565517542581,857414031379.116,,,,,1960614239404427047367807453292,99817750222419473031188116647,,,,,259173811200,18054816337178970316143119,betacoin,betacoin
2718,2016/06/13,91552084281599,5014601740128395,340273141789846,,251193544046185,752910305424.246,,,,,1960614239404459249146195319201,107414379402454473181343639426,,,,,272423951766,18912153515587621619593784,betacoin,betacoin
2719,2016/06/14,95511765391713,4740581407828618,328933782410026,,246697509050335,655911072510.368,,,,,1960614239404459249640268914919,107280392972396675731471338883,,,,,239703822136,16141460775625166625689352,betacoin,betacoin
2720,2016/06/15,91706770351523,4973801578425658,355138109358709,,259050514143251,611310297388.891,,,,,1960614239404459249733793897128,106805377172389637381484904260,,,,,245612791780,15674510385293854216819918,betacoin,betacoin
2721,2016/06/16,95762172381604,5035511228724328,35825595149481,,267721631443392,766710635664.823,,,,,1960614239404442449684925896551,115018727982485015271578223201,,,,,267953762106,20525110296714350428847993,betacoin,betacoin
2722,2016/06/17,93067178452138,5093631599734962,3511301424914035,,253603658566558,8138206241095,,,,,1960614239404424848374588782332,116585193722569028101405300094,,,,,267245006219,206370959713568384072877236,betacoin,betacoin
2723,2016/06/18,86764556562044,4959331217332664,320932917412578,,235159433263083,7450122701049,,,,,1960614239404424845684736911911,117136170092562697071044258367,,,,,208623484386,17478143885314118466188322,betacoin,betacoin
2724,2016/06/19,72302551501624,4438931147128961,30207889149786,,218121389451035,69326120432.904,,,,,1960614239404491349439350923956,11796923421256040919988463650,,,,,207993243235,15119179142383183422093268,betacoin,betacoin
2725,2016/06/20,78021077661709,4692121415727348,341587114139011,,249170484047118,79327084650.176,,,,,1960614239404752951170755663800,11712326841251353018951451207,,,,,271983742649,19764740963425117930635007,betacoin,betacoin
2726,2016/06/21,91482764171629,5182591331527433,344972105459567,,248015526947323,78258919451.675,,,,,2063074491124752949998634763390,10685379671226634550971751563,,,,,270643822523,19406976604662509221374632,betacoin,betacoin
2727,2016/06/22,94556162281614,4615091183529957,327199955010424,,235512558248615,747610369602.1,,,,,2094531585954752951003976141944,101862759032124003031153126933,,,,,251193782402,17607089065781698929271071,betacoin,betacoin
2728,2016/06/23,91971373651513,4961891200425584,34017581268468,,241160673441908,770712660551.277,,,,,2094531585954720253456647788164,92319496371731118181057264001,,,,,241834581877,18585577358525347823102896,betacoin,betacoin
2729,2016/06/24,94259458491638,4699001311825704,33548679558086,,237496529445331,767212052343.241,,,,,2094531585954704452791881070021,102303189891937787611126745533,,,,,264034051896,18220197186349688415559451,betacoin,betacoin
2730,2016/06/25,79251551681415,4911431424623387,30066996257431,,206757450136684,70248823485.591,,,,,2094531585954704453445634197051,104961789791972995281152869799,,,,,202053371315,14172377233962864417813419,betacoin,betacoin
2731,2016/06/26,76214972161453,4532121148927036,27726253837304,,181202400441613,642610077208.251,,,,,2094531585954704453892495389683,100493828731911977671133039891,,,,,205004451175,1145302469403491778665947,betacoin,betacoin
2732,2016/06/27,77712546001410,4042571298824436,28839687667521,,216882419639663,63728667228.038,,,,,2094531585954415555306308815143,100085074231900250731128650062,,,,,239134331425,1381908987363004189044677,betacoin,betacoin
2733,2016/06/28,75995065821482,4314941804426811,306081117948614,,212459427443089,56819547473.57,,,,,2094531585954390555833352404452,101628499531915715841066280010,,,,,238164731512,12058015424079437520405642,betacoin,betacoin
2734,2016/06/29,76447654831792,410086944925581,29407852468361,,223966481249897,56176035308.686,,,,,2094531585954390554938285777453,9948974840187812750990166197,,,,,238723161945,12580018172898630615402527,betacoin,betacoin
2735,2016/06/30,79742861632367,4420831683625155,308116102357569,,231810447163952,58466270168.896,,,,,2094531585954534254998811559619,102235741181905345001013722060,,,,,231323711303,13550807482796399610801247,betacoin,betacoin
2736,2016/07/01,74926857771380,4498551586724605,28220283627672,,205646425140085,67129493260.143,,,,,2094531585954631555250198968443,10589176604196872459989290440,,,,,230273341241,13537870383987870510427823,betacoin,betacoin
2737,2016/07/02,69473453221382,4084491190825015,26187353457835,,198726395339257,739110937141.369,,,,,2094531585954631556611950439754,10742208270203771693978416609,,,,,235953541326,1468706509432075795549730,betacoin,betacoin
2738,2016/07/03,61456643431404,3839631145124629,24674473037822,,176973350539757,659621114153.323,,,,,2094531585954662457748654813312,10581703695203269401968080718,,,,,202874151061,1167246259728540766095662,betacoin,betacoin
2739,2016/07/04,73924445231415,4412601287025796,28973389188322,,213749395039950,812013123337.963,,,,,2095576822184785257434077769050,10508455195203678667942191234,,,,,21181415933,17356091345183518113501633,betacoin,betacoin
2740,2016/07/05,78907748631470,4262641310025645,28556477118508,,214814383539270,639513438958.644,,,,,2133989253314785258422132175057,10528996251205452351854376074,,,,,220464221128,13737773165153285137645965,betacoin,betacoin
2741,2016/07/06,79746546611409,391335995125019,28227253638198,,214551392237900,636511562296.119,,,,,2133989253314785257054356483459,10546232361206684859863933629,,,,,237703851020,13656604754534682911222910,betacoin,betacoin
2742,2016/07/07,82141856341414,3908841073525143,28184982328159,,215411422540433,846512969244.879,,,,,2133989253314875457701438555504,10080075893194498396821120714,,,,,239094421186,1811956679547947789901211,betacoin,betacoin
2743,2016/07/08,77976277191581,398382898125776,27141555338147,,210556378342506,700211143169.298,,,,,2133989253314902857863292797925,10140878193192301133853029814,,,,,234693681122,1474353475421556577196201,betacoin,betacoin
2744,2016/07/09,65797048041417,3963521351024880,25018284187870,,185256364140410,662111881160.395,,,,,2133989253314902856397382202774,10221044765192007343895684096,,,,,25041367817,1226498197432587996481576,betacoin,betacoin
2745,2016/07/10,58573143421407,3489271074724906,23370961787462,,162452337139358,604214862183.196,,,,,2133989253314902858464106349394,10155909026191532785888538357,,,,,20364319961,981568372500996347210233,betacoin,betacoin
2746,2016/07/11,79320439741421,4291801152724698,28581978157842,,217946370638582,65918991220.581,,,,,2133989253314387259261327451818,10172943711191048020864178440,,,,,226993611236,1436577688333212468510454,betacoin,betacoin
