,date,transactions,median_transaction_size,block_size,av_transaction_size,hashrate,market_cap,av_transaction_value,difficulty,send_usd,median_transaction_value,confirmation_time,mining_profitability,active_addresses,fee_reward,sent_addresses,top_100_percent,google_trends,tweets,full_name,coin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2315,2015/05/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2316,2015/05/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2317,2015/05/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2318,2015/05/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2319,2015/05/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2320,2015/05/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2321,2015/05/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2322,2015/05/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2323,2015/05/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2324,2015/05/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2325,2015/05/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2326,2015/05/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2327,2015/05/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2328,2015/05/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2329,2015/05/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2330,2015/05/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2331,2015/05/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2332,2015/05/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2333,2015/05/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2334,2015/05/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2335,2015/05/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2336,2015/05/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2337,2015/05/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2338,2015/05/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2339,2015/05/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2340,2015/06/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2341,2015/06/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2342,2015/06/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2343,2015/06/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2344,2015/06/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2345,2015/06/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2346,2015/06/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2347,2015/06/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2348,2015/06/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2349,2015/06/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2350,2015/06/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2351,2015/06/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2352,2015/06/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2353,2015/06/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2354,2015/06/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2355,2015/06/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2356,2015/06/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2357,2015/06/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2358,2015/06/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2359,2015/06/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2360,2015/06/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2361,2015/06/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2362,2015/06/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2363,2015/06/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2364,2015/06/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2365,2015/06/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2366,2015/06/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2367,2015/06/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2368,2015/06/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2369,2015/06/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2370,2015/07/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2371,2015/07/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2372,2015/07/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2373,2015/07/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2374,2015/07/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2375,2015/07/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2376,2015/07/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2377,2015/07/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2378,2015/07/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2379,2015/07/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2380,2015/07/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2381,2015/07/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2382,2015/07/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2383,2015/07/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2384,2015/07/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2385,2015/07/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2386,2015/07/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2387,2015/07/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2388,2015/07/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2389,2015/07/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2390,2015/07/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2391,2015/07/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2392,2015/07/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2393,2015/07/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2394,2015/07/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2395,2015/07/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2396,2015/07/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2397,2015/07/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2398,2015/07/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2399,2015/07/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2400,2015/07/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2401,2015/08/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2402,2015/08/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2403,2015/08/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2404,2015/08/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2405,2015/08/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2406,2015/08/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2407,2015/08/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2408,2015/08/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2409,2015/08/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2410,2015/08/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2411,2015/08/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2412,2015/08/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2413,2015/08/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2414,2015/08/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2415,2015/08/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2416,2015/08/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2417,2015/08/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2418,2015/08/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2419,2015/08/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2420,2015/08/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2421,2015/08/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2422,2015/08/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2423,2015/08/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2424,2015/08/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2425,2015/08/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2426,2015/08/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2427,2015/08/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2428,2015/08/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2429,2015/08/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2430,2015/08/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2431,2015/08/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2432,2015/09/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2433,2015/09/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2434,2015/09/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2435,2015/09/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2436,2015/09/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2437,2015/09/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2438,2015/09/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2439,2015/09/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2440,2015/09/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2441,2015/09/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2442,2015/09/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2443,2015/09/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2444,2015/09/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2445,2015/09/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2446,2015/09/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2447,2015/09/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2448,2015/09/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2449,2015/09/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2450,2015/09/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2451,2015/09/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2452,2015/09/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2453,2015/09/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2454,2015/09/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2455,2015/09/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2456,2015/09/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2457,2015/09/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2458,2015/09/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2459,2015/09/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2460,2015/09/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2461,2015/09/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2462,2015/10/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2463,2015/10/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2464,2015/10/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2465,2015/10/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2466,2015/10/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2467,2015/10/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2468,2015/10/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2469,2015/10/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2470,2015/10/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2471,2015/10/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2472,2015/10/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2473,2015/10/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2474,2015/10/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2475,2015/10/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2476,2015/10/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2477,2015/10/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2478,2015/10/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2479,2015/10/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2480,2015/10/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2481,2015/10/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2482,2015/10/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2483,2015/10/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2484,2015/10/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2485,2015/10/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2486,2015/10/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2487,2015/10/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2488,2015/10/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2489,2015/10/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2490,2015/10/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2491,2015/10/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2492,2015/10/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2493,2015/11/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2494,2015/11/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2495,2015/11/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2496,2015/11/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2497,2015/11/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2498,2015/11/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2499,2015/11/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2500,2015/11/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2501,2015/11/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2502,2015/11/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2503,2015/11/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2504,2015/11/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2505,2015/11/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2506,2015/11/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2507,2015/11/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2508,2015/11/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2509,2015/11/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2510,2015/11/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2511,2015/11/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2512,2015/11/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2513,2015/11/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2514,2015/11/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2515,2015/11/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2516,2015/11/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2517,2015/11/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2518,2015/11/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2519,2015/11/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2520,2015/11/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2521,2015/11/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2522,2015/11/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2523,2015/12/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2524,2015/12/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2525,2015/12/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2526,2015/12/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2527,2015/12/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2528,2015/12/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2529,2015/12/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2530,2015/12/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2531,2015/12/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2532,2015/12/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2533,2015/12/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2534,2015/12/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2535,2015/12/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2536,2015/12/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2537,2015/12/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2538,2015/12/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2539,2015/12/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2540,2015/12/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2541,2015/12/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2542,2015/12/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2543,2015/12/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2544,2015/12/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2545,2015/12/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2546,2015/12/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2547,2015/12/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2548,2015/12/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2549,2015/12/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2550,2015/12/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2551,2015/12/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2552,2015/12/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2553,2015/12/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2554,2016/01/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2555,2016/01/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2556,2016/01/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2557,2016/01/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2558,2016/01/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2559,2016/01/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2560,2016/01/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2561,2016/01/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2562,2016/01/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2563,2016/01/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2564,2016/01/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2565,2016/01/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2566,2016/01/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2567,2016/01/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2568,2016/01/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2569,2016/01/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2570,2016/01/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2571,2016/01/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2572,2016/01/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2573,2016/01/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2574,2016/01/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2575,2016/01/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2576,2016/01/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2577,2016/01/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2578,2016/01/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2579,2016/01/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2580,2016/01/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2581,2016/01/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2582,2016/01/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2583,2016/01/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2584,2016/01/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2585,2016/02/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2586,2016/02/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2587,2016/02/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2588,2016/02/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2589,2016/02/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2590,2016/02/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2591,2016/02/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2592,2016/02/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2593,2016/02/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2594,2016/02/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2595,2016/02/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2596,2016/02/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2597,2016/02/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2598,2016/02/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2599,2016/02/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2600,2016/02/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2601,2016/02/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2602,2016/02/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2603,2016/02/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2604,2016/02/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2605,2016/02/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2606,2016/02/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2607,2016/02/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2608,2016/02/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2609,2016/02/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2610,2016/02/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2611,2016/02/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2612,2016/02/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2613,2016/02/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2614,2016/03/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2615,2016/03/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2616,2016/03/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2617,2016/03/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2618,2016/03/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2619,2016/03/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2620,2016/03/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2621,2016/03/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2622,2016/03/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2623,2016/03/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2624,2016/03/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2625,2016/03/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2626,2016/03/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2627,2016/03/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2628,2016/03/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2629,2016/03/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2630,2016/03/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2631,2016/03/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2632,2016/03/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2633,2016/03/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2634,2016/03/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2635,2016/03/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2636,2016/03/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2637,2016/03/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2638,2016/03/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2639,2016/03/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2640,2016/03/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2641,2016/03/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2642,2016/03/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2643,2016/03/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2644,2016/03/31,,,,,,,,,,,,,,,,,,,minerals,minerals
2645,2016/04/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2646,2016/04/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2647,2016/04/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2648,2016/04/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2649,2016/04/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2650,2016/04/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2651,2016/04/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2652,2016/04/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2653,2016/04/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2654,2016/04/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2655,2016/04/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2656,2016/04/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2657,2016/04/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2658,2016/04/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2659,2016/04/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2660,2016/04/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2661,2016/04/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2662,2016/04/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2663,2016/04/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2664,2016/04/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2665,2016/04/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2666,2016/04/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2667,2016/04/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2668,2016/04/24,,,,,,,,,,,,,,,,,,,minerals,minerals
2669,2016/04/25,,,,,,,,,,,,,,,,,,,minerals,minerals
2670,2016/04/26,,,,,,,,,,,,,,,,,,,minerals,minerals
2671,2016/04/27,,,,,,,,,,,,,,,,,,,minerals,minerals
2672,2016/04/28,,,,,,,,,,,,,,,,,,,minerals,minerals
2673,2016/04/29,,,,,,,,,,,,,,,,,,,minerals,minerals
2674,2016/04/30,,,,,,,,,,,,,,,,,,,minerals,minerals
2675,2016/05/01,,,,,,,,,,,,,,,,,,,minerals,minerals
2676,2016/05/02,,,,,,,,,,,,,,,,,,,minerals,minerals
2677,2016/05/03,,,,,,,,,,,,,,,,,,,minerals,minerals
2678,2016/05/04,,,,,,,,,,,,,,,,,,,minerals,minerals
2679,2016/05/05,,,,,,,,,,,,,,,,,,,minerals,minerals
2680,2016/05/06,,,,,,,,,,,,,,,,,,,minerals,minerals
2681,2016/05/07,,,,,,,,,,,,,,,,,,,minerals,minerals
2682,2016/05/08,,,,,,,,,,,,,,,,,,,minerals,minerals
2683,2016/05/09,,,,,,,,,,,,,,,,,,,minerals,minerals
2684,2016/05/10,,,,,,,,,,,,,,,,,,,minerals,minerals
2685,2016/05/11,,,,,,,,,,,,,,,,,,,minerals,minerals
2686,2016/05/12,,,,,,,,,,,,,,,,,,,minerals,minerals
2687,2016/05/13,,,,,,,,,,,,,,,,,,,minerals,minerals
2688,2016/05/14,,,,,,,,,,,,,,,,,,,minerals,minerals
2689,2016/05/15,,,,,,,,,,,,,,,,,,,minerals,minerals
2690,2016/05/16,,,,,,,,,,,,,,,,,,,minerals,minerals
2691,2016/05/17,,,,,,,,,,,,,,,,,,,minerals,minerals
2692,2016/05/18,,,,,,,,,,,,,,,,,,,minerals,minerals
2693,2016/05/19,,,,,,,,,,,,,,,,,,,minerals,minerals
2694,2016/05/20,,,,,,,,,,,,,,,,,,,minerals,minerals
2695,2016/05/21,,,,,,,,,,,,,,,,,,,minerals,minerals
2696,2016/05/22,,,,,,,,,,,,,,,,,,,minerals,minerals
2697,2016/05/23,,,,,,,,,,,,,,,,,,,minerals,minerals
2698,2016/05/24,,,,,,,,,,,,,,,,,,,minerals,minerals
