,date,send_usd,sent_addresses,difficulty,active_addresses,fee_reward,median_transaction_size,transactions,market_cap,av_transaction_value,mining_profitability,block_size,av_transaction_size,top_100_percent,confirmation_time,tweets,google_trends,hashrate,median_transaction_value,full_name,coin
2507,2017/05/28,6010013032762802311660289132,4297282291537142,5959219170852409404.6917710843693E+14,7228683165893265,,,3079789833155271,35274188001122834063515433142129,19514775810693,,977899125335379,,,,339925087542,,,,novacoin,nvc
2508,2017/05/29,5571721658387755841844399338,4492492026641825,5959219170852409404.8771308039488E+14,28727112042100458,,,3214878862158547,36092060460126367518116269455635,17331437511633,,97781896964922,,,,410463757110,,,,novacoin,nvc
2509,2017/05/30,8634021915672040952484796709,4933182353450693,5959219170852409945.1321655399924E+14,73989129202111080,,,34778211084193618,36906648463130693141119090607564,24826606312834,,980520105367069,,,,416247917591,,,,novacoin,nvc
2510,2017/05/31,74414395073826284295212428078,4691222399367708,5959219170852414585.1972379025137E+14,72333126968122273,,,32147011714214126,36552502334127355544620840754401,231483266424343,,976614113706843,,,,477495918564,,,,novacoin,nvc
2511,2017/06/01,799850606824091079793717937193,4679962922062824,5959219170852414585.6100117769043E+14,71904334743138481,,,31953915795199160,38978437018140258067120661192902,2503115252318668,,977664140496541,,,,3940975314322,,,,novacoin,nvc
2512,2017/06/02,70642203675545713923629630935,4114152605049256,5959219170852414585.7450582945112E+14,66612435688116633,,,27139313871194911,39468035546141993295520514374886,260293998118622,,981906124107542,,,,3599763911204,,,,novacoin,nvc
2513,2017/06/03,80774191042805435943413774782,4497103381048993,5959219170852547085.7575066085562E+14,80229138759116133,,,30512813426175644,40880599308140425853020374027431,264722089619436,,980970133956636,,,,308575496962,,,,novacoin,nvc
2514,2017/06/04,87508185881365246843293393640,3934662122048682,6283368621712577305.9767840242118E+14,63107732261117272,,,26588311704180136,41081995988139998309821996627071,329121166518283,,982276104616458,,,,38571404514085,,,,novacoin,nvc
2515,2017/06/05,84491348472878740274201437338,4478472725356116,6787601100832577305.9965627491101E+14,64136735307126193,,,28976615647190305,42432422922150691539222678901452,291581839822077,,964347143176439,,,,386327469714,,,,novacoin,nvc
2516,2017/06/06,71794739382092044035211282450,4778112716755596,678760110083256227615096733616105,70778738754138037,,,29726515331200523,46177767302154748318223660754766,241521364625988,,989961150487374,,,,5173641609192,,,,novacoin,nvc
2517,2017/06/07,73532207914757140984657550460,5080832644454607,6787601100832523116.3253410230551E+14,77265033456132932,,,33955514840207180,45772083927152416850423979711998,216553205622481,,992040155707388,,,,438216789017,,,,novacoin,nvc
2518,2017/06/08,65609233913873308533969765606,4589042491149390,6787601100832523116.4065477842092E+14,71435131704125280,,,30721213606187700,44859364333150182464923622920573,215332846821150,,969731184566932,,,,379108179147,,,,novacoin,nvc
2519,2017/06/09,72941074683303816794270347374,4411922482760241,6787601100832523116.3998832701178E+14,63771235836143383,,,28203314219215831,46010879826154412474324582894055,258632323519786,,973457164797482,,,,3882472410141,,,,novacoin,nvc
2520,2017/06/10,69637335533110718243351506893,3934283048459854,6787601100832523116.622332244813E+14,62183638513149385,,,25485214880213356,46577504179152248008827587689096,273252090515709,,966372186436592,,,,3484974510560,,,,novacoin,nvc
2521,2017/06/11,66550902734169462884130182765,3500092977668811,6787601100832050876.828573460346E+14,55201842454168033,,,22274616975240490,47376068199158424127631337628293,298772456217174,,945392159878658,,,,3640481410853,,,,novacoin,nvc
2522,2017/06/12,80934426183586609309622212117,4246572812194846,6787601100831973096.7633145442402E+14,62399240768211704,,,26895116046292941,45825397416155620459433967829251,300932235232847,,967512120369451,,,,4220673514709,,,,novacoin,nvc
2523,2017/06/13,90322491102608980988240169874,4781182891785554,6787601100831973096.9461733754353E+14,66760740860201364,,,29163515540280054,44400500887151311574335593277835,309711684729424,,977065117098807,,,,43501101820977,,,,novacoin,nvc
2524,2017/06/14,86663073423892297754966383683,4409982995375601,6787601100832239307.1318954477743E+14,63020339839181748,,,28750416893250337,43466667002154908515034508567371,301432304119839,,969273145127942,,,,4104582113279,,,,novacoin,nvc
2525,2017/06/15,72439384264061927546761745363,4450593032078059,6787601100832303157.282504813407E+14,70194741540188827,,,29075317072261617,38935167772144723313630130773767,249142379325846,,994277155328192,,,,45335116713598,,,,novacoin,nvc
2526,2017/06/16,84641169814247034256364402210,4114213067268726,6787601100832303157.3712477338692E+14,64951236941168008,,,26978917421248003,40224122041158630829932252539513,313732437925663,,983005163948034,,,,41470129614424,,,,novacoin,nvc
2527,2017/06/17,59785609829869608623673321585,3630614789169795,6796687194102297617.6152952510238E+14,59055258904164366,,,23640927528242022,41920113501210176189633146606966,257343590115178,,985622238047958,,,,35393248513221,,,,novacoin,nvc
2528,2017/06/18,58039222575605777553441356263,3216623238972037,7116971981742283647.6992264886976E+14,54370245652170301,,,20921418565245957,42047488397222638693233612661555,277423019513992,,936554159807931,,,,33617139312296,,,,novacoin,nvc
2529,2017/06/19,786277837212047163323971101275,4183073648678328,7116971981742283647.7546602058309E+14,61392450217191616,,,26962323393286209,41968025923237770987133156576807,294535149913875,,986233161308956,,,,38427168712833,,,,novacoin,nvc
2530,2017/06/20,799188842414411383735227895458,4562803636592064,7116971981742405258.4718481438941E+14,64924162374191122,,,26792622471308417,43546604296239495668333427071045,300236413316951,,965356201659258,,,,41414100814042,,,,novacoin,nvc
2531,2017/06/21,98087329865864378601921728111,4303513168990089,7116971981742711888.7430876231761E+14,61613849024157201,,,28006319453221289,44361471259228859872130847231354,35391301468684,,982975193286195,,,,4021594513789,,,,novacoin,nvc
2532,2017/06/22,874044353219016935792731970142,4109592983889360,7116971981742711888.7241931920418E+14,60973249452206732,,,26954619403284225,43873283729234937137130018614957,32427980109612,,992495179628691,,,,37617125712631,,,,novacoin,nvc
2533,2017/06/23,650228415217161157253330750492,3875562856982559,7116971981742711888.8153242253962E+14,60855136006202672,,,25977816713276012,44417204342237492547830392440565,2503010268112067,,948797156859123,,,,42760183314903,,,,novacoin,nvc
2534,2017/06/24,59783258673650391423627575265,3567442655677939,711697198174261416888679962204642,56289340687180583,,,22698114472250570,43515995716228417668229699835293,263382522414477,,949756138228935,,,,nullnullnull,,,,novacoin,nvc
2535,2017/06/25,47920798128725381331207162076,2926932561968879,7116971981742552069.0465351865722E+14,45578037093155887,,,18059714998231135,42087743668219139067127568736913,26535581775223,,927642140098979,,,,nullnullnull,,,,novacoin,nvc
2536,2017/06/26,93381813518538508362759723329,40771331207102449,7116971981742552069.2385322918468E+14,58764242802237497,,,26176418802316788,40535475897200267874524186686634,36022454138712,,987141189809544,,,,nullnullnull,,,,novacoin,nvc
2537,2017/06/27,66708251045538470502855159102,4358352975282094,7116971981742552069.3035919933239E+14,58541942089182501,,,25960617785252995,39515260814192577016222704977700,257843114111285,,989866169897911,,,,nullnullnull,,,,novacoin,nvc
2538,2017/06/28,71235540644284777723051771161,43592727434null,7116971981742439709.5006133746053E+14,63236440171188476,,,27965416077274241,41402209041209001074626863541743,254732665211128,,9725041416510005,,,,nullnullnull,,,,novacoin,nvc
2539,2017/06/29,81046967733267842993417165510,3780112524477162,7116971981742432629.627490409015E+14,51974134298182877,,,23093414234263791,41739305928211643125228425917058,350952295812954,,966754105689460,,,,nullnullnull,,,,novacoin,nvc
2540,2017/06/30,87273054142728231512907912862,4158682435675721,7116971981742432629.7200900038764E+14,60806533014177613,,,26720613569252652,41222833121208227165827124206784,328232010611510,,956231116888800,,,,nullnullnull,,,,novacoin,nvc
2541,2017/07/01,56640152682815394962422848007,3347992233372178,7116971981742484349.9263646950280E+14,55386931490170690,,,22169212068240465,40152801092200437636324918415863,255492332910076,,882650110718106,,,,nullnullnull,,,,novacoin,nvc
2542,2017/07/02,43690871953209537711888814758,3046642839470247,7087079406762527301.0022083831095E+15,52258938719172941,,,19635113600248617,39889234300201315588824806296294,22251236007597,,779501155438503,,,,nullnullnull,,,,novacoin,nvc
2543,2017/07/03,71247527357089979476873441390,3896273224587207,7086594662302527301.012941506663E+15,56956543008201259,,,25307419840302032,41318131632231462488425894448752,281533573622757,,8156871864210143,,,,nullnullnull,,,,novacoin,nvc
2544,2017/07/04,591142287210625740555563654768,4181223531386377,7086594662302526621.0272541076136E+15,59953244411193388,,,25533022723281465,42473073712260668429125690674556,231524676219767,,8969471753310132,,,,nullnullnull,,,,novacoin,nvc
2545,2017/07/05,644555130813514466391855112851,3664733455075556,7086594662302500001.0229560302637E+15,54298644746179920,,,23685922501271606,42118135974270347456324491546045,27231600626830,,9094571663310094,,,,nullnullnull,,,,novacoin,nvc
2546,2017/07/06,57316626977182469202212895279,3594322982872799,7086594662302500001.0372168085721E+15,53562138790176814,,,22496418221258791,42499920543263991595924714737601,25478394198551,,956222137718830,,,,nullnullnull,,,,novacoin,nvc
2547,2017/07/07,62317156308604790322317560495,4129393193491070,7086594662302500001.0381861237043E+15,65940139846203470,,,24346619363295389,41730438843247954623923666776749,25596444397846,,936977144669709,,,,nullnullnull,,,,novacoin,nvc
2548,2017/07/08,67799250856600102191806603924,3316333081063489,7086594662302715841.0559628920622E+15,54020336529159924,,,22067017123248142,41269622121248009813122447567208,30724385457281,,858812154018884,,,,nullnullnull,,,,novacoin,nvc
2549,2017/07/09,6009212390403570743836228565,2797542571460670,7086594662302757211.0711075271466E+15,45647139071150347,,,18798615017225189,41713501524260218738322695829428,31966268743713,,749534140456980,,,,nullnullnull,,,,novacoin,nvc
2550,2017/07/10,80191834147019405112417869417,3794023000882854,7086594662302757211.1987349485193E+15,65313642460200363,,,25152518445302633,40320637503246455822921101114403,31882380567989,,7465751557210586,,,,nullnullnull,,,,novacoin,nvc
2551,2017/07/11,677565948416795051012518113539,4266303366579359,7086594662302755701.2142027920762E+15,68679447719193472,,,26558620525291677,38455258715229878795818259702196,25512818278633,,8900251839610484,,,,nullnullnull,,,,novacoin,nvc
2552,2017/07/12,61537980186909688852616155875,3906313136676878,7086594662302752641.185958514379E+15,62943245251186946,,,25696118478283828,38453156675236854162418976657680,23948373959217,,8814811660710735,,,,41059113916775,,,,novacoin,nvc
2553,2017/07/13,59455601175794601874536228407,3754153037664635,7086594662302752641.2079446034126E+15,57748536145163613,,,24573816756260745,38854877693237007711019496878168,241953458217397,,8552531457210676,,,,37788101115409,,,,novacoin,nvc
2554,2017/07/14,59179485255267609234929881208,3664033358462948,7617649416402752641.1825557149918E+15,55461650861164214,,,22776418712249381,37403791314225886564218325978530,259832829319768,,9001261745010040,,,,36999105715372,,,,novacoin,nvc
2555,2017/07/15,40685651097118962274520866294,3458153336363100,8045251945682789011.2079449989948E+15,56389949686156589,,,22172418159231961,34168634870207086345217194862931,183503920319490,,974904161868747,,,,35882113314878,,,,novacoin,nvc
2556,2017/07/16,39460309569874551803999009787,3147023470161232,8045251945682793511.2437819554643E+15,52616147218162239,,,20300220230249138,31899934857201350737214596423890,194384881116051,,840187153569225,,,,35044104211940,,,,novacoin,nvc
2557,2017/07/17,54548922183655313633930114508,3738163498466678,8045251945682793511.2044940953681E+15,58871538693164942,,,23016719427248473,33759628385216645397116000714000,237001881615817,,945205131009814,,,,42841103417557,,,,novacoin,nvc
2558,2017/07/18,60153510665181659315325234608,4405713544671930,8045251945682991061.2138973555541E+15,66889747366178185,,,26041020873271055,37295345418224223233618747483796,231002482519646,,9593451726811286,,,,3886997317924,,,,novacoin,nvc
2559,2017/07/19,57891901033871412075163583953,4075563392374626,8045251945683069831.233998957754E+15,62874446375180460,,,25361919058270122,37962040479219677590320665927464,228262031419116,,9392171483710282,,,,4077499419618,,,,novacoin,nvc
2560,2017/07/20,60319980875904045734465763779,3807783399670092,8045251945683069831.2714183080862E+15,56965556935174451,,,23003719610250065,40633363193222430619020262826370,262223010717858,,929373396869370,,,,42878121516516,,,,novacoin,nvc
2561,2017/07/21,61121594988959930584686008226,4219793476961959,8045251945683352811.3049709010232E+15,61796244866164400,,,26828919278232560,44433539105237033127120844212577,227824647720150,,976434170088661,,,,4188898315196,,,,novacoin,nvc
2562,2017/07/22,495463057317644357701023132151,3384623023753556,8045251945683505601.2782599088022E+15,56032947600140347,,,22319816352205574,45501010111238133658020912816807,221981079034977,,925671177337992,,,,36424108615260,,,,novacoin,nvc
2563,2017/07/23,44103359253086762071579208695,2757652728986303,8045251945683505601.3150278493074E+15,45236543483183421,,,18085917133260490,45397010787235298824821252953253,24385180166062,,683269134159282,,,,3610885615441,,,,novacoin,nvc
2564,2017/07/24,65636597552460288284716695940,3708302756467537,8045251945683699351.3025084997785E+15,59860636671168894,,,23989417043263095,45160517769233449913021112760303,273611443617928,,8943411309910560,,,,44080113416151,,,,novacoin,nvc
2565,2017/07/25,192504338436861365434881892620,4002653035863230,8045251945683914871.3283803256027E+15,57393140579162500,,,24388819513242922,43188746009223048379319720924452,789313516320097,,934171177689767,,,,44885135516428,,,,novacoin,nvc
2566,2017/07/26,92698862624404899953797824274,3650772745858899,8045251945683914871.3314577705543E+15,55606135977150792,,,23770616598222948,41195885367217612141618755918460,389972653917035,,967256124458403,,,,47880118417958,,,,novacoin,nvc
2567,2017/07/27,63732711176812652054259201550,3476312861462728,8363519316363915611.3217205894776E+15,57858942265157988,,,22521516257225435,42307778181217611464718920730875,282994190618893,,923524138538346,,,,49367134315510,,,,novacoin,nvc
2568,2017/07/28,115230309382250851354820364464,3781593334263849,8602219844363941471.3323678990976E+15,58160540988164906,,,24705718711246494,45139227577213142446518463395762,466411203019556,,916780147789258,,,,46138139516163,,,,novacoin,nvc
2569,2017/07/29,112599596935513900094158942432,3167542839052403,8602219844363941471.3321783385552E+15,56634442143139067,,,21097715458198773,44854727851206563223717588379449,533713567020923,,872120121057452,,,,35823108917486,,,,novacoin,nvc
2570,2017/07/30,2387021032323401983002823408558,2996262462052838,8602219844363941471.3599014818476E+15,46643235385147893,,,18399814256206624,44335540955211477880018609571350,12973116415513664,,810254106067621,,,,37073101513824,,,,novacoin,nvc
2571,2017/07/31,81626682587223639211717821255,3524623474079658,8602219844364316091.4265512812223E+15,60454148489185624,,,23086718436250088,45630229248213523494718403456891,35357391826869,,926639166709293,,,,45510132920653,,,,novacoin,nvc
2572,2017/08/01,73310652084951238822070520794,2179932851860164,8602219844364378531.6067300041268E+15,40979737294151371,,,13172616693218582,45870392996222343119420335122138,55654296619473,,725209152029503,,,,52376120218520,,,,novacoin,nvc
2573,2017/08/02,76595346763435445551984540597,3118623061964945,8602219844364378531.6065244347956E+15,51433141799160267,,,20916918365231068,44757902209221874242620767624021,36619187068589,,878001141239426,,,,50050106016533,,,,novacoin,nvc
2574,2017/08/03,58562893447172500301684373994,3337843156264518,8602219844364398331.5558752061486E+15,47603342666156600,,,21287918659236335,45256047758221479516320857881608,27590384407127,,868772164689597,,,,47758114915957,,,,novacoin,nvc
2575,2017/08/04,658862861610318810151740569602,3554783598871796,8602219844364425921.5906679106123E+15,59753550430173894,,,23561318595257160,46633139992224068436120941950414,27964555096768,,9240651920710507,,,,4750395115293,,,,novacoin,nvc
2576,2017/08/05,61673364869814787902169363020,3559253535574476,8602219844364425921.5856889519678E+15,58419948100173591,,,23959421275261400,51938149048238784233122325415711,25741461338299,,8811491787710427,,,,48992109914741,,,,novacoin,nvc
2577,2017/08/06,56918645825922356112259793685,3110253613269967,8602219844364425921.5989320226454E+15,46043651595171221,,,19948718828265127,53347430447239355719624475147445,28533317718523,,7863511964010463,,,,36187118014575,,,,novacoin,nvc
2578,2017/08/07,779667947615243658062603309369,3956953389579241,8602219844364427871.6199675006101E+15,60091452065185921,,,24884919102281172,54489564250238666501124968228034,31331798019259,,9436151890211867,,,,46630123316000,,,,novacoin,nvc
2579,2017/08/08,923360344223194664653075000594,4454064153990294,8602219844364428051.6362562746649E+15,70794855769215067,,,27541021047318866,56407445934242957722526360290878,335271102049644,,9791651987013278,,,,53994158117226,,,,novacoin,nvc
2580,2017/08/09,81181760525805962853321979739,4091063488783024,8880747099784428051.6613348200931E+15,61109844836191871,,,26081720641280308,55263199078253601520928079231392,314252812811851,,9540831701911373,,,,48611176715975,,,,novacoin,nvc
2581,2017/08/10,96307659039022960716984109142,4228013946296726,9232330684494492621.6501267158589E+15,62162652515226474,,,25783120216338241,56034624619250723505928288232003,373534463320648,,9811991826513581,,,,45181109614397,,,,novacoin,nvc
2582,2017/08/11,11343973578132333313914010554452,4540504035697324,9232330684494557641.6401514869074E+15,64366054795230190,,,28385725842356682,57935873697246151310128305479327,399645120939280,,9670882070014429,,,,49242114114491,,,,novacoin,nvc
2583,2017/08/12,912067328615080610228679449142,3995413848991122,9232330684494557641.6925271311126E+15,57878254286214593,,,26038620097338654,62328930619246087196829439109933,350287503925629,,9798321967613642,,,,4438797516170,,,,novacoin,nvc
2584,2017/08/13,905742208627230989288988114313,3925713152083222,9232330684494570451.6908511395037E+15,60093945254210973,,,26316219976333005,66630859519240792821427797511386,3441813631926991,,9832371642212996,,,,47827162617483,,,,novacoin,nvc
2585,2017/08/14,1180346114720008312887271976106,41642439302109739,9232330684494686831.7288550467516E+15,57282756591272787,,,25523220104410061,69017151769239160455228262225179,462469952417734,,9551802066915655,,,,5753190520849,,,,novacoin,nvc
2586,2017/08/15,112139504473564008505576174616,48433337804110943,9232330684494686831.7343486023996E+15,73265351521266856,,,31085021660413246,69088046183227194403827115488357,360751645413494,,9749872631016403,,,,65447130619526,,,,novacoin,nvc
2587,2017/08/16,123369481902177321374528070764,42184334272111148,9232330684494686831.7135308110326E+15,57069347969267896,,,27473620056413624,68907646304227844542427623917608,449051085610947,,9666451917917360,,,,53779119720372,,,,novacoin,nvc
2588,2017/08/17,121404012261672403284608966396,47463635341112519,9232330684494590891.7384252941237E+15,75376345029275636,,,34714019879428007,71822252410231086258528612294054,34973841310768,,9785991711517330,,,,71870188723809,,,,novacoin,nvc
2589,2017/08/18,113090025233931623434693349331,43643038630121847,9232330684494458611.7454455563113E+15,60523956483288736,,,31210122554443356,69953793855238959928028213260389,362351743210586,,9599041946317335,,,,61067120019178,,,,novacoin,nvc
2590,2017/08/19,96144679641853705113433066707,3896163648494861,9232330684494458611.7958535316299E+15,62122654196235852,,,26668119537377418,67492330602235352226727487522063,3605294889096,,9663722024516348,,,,51709122517123,,,,novacoin,nvc
2591,2017/08/20,73083762211501510872957459546,3228183059085369,9232330684494458611.7925930743712E+15,49821039430200396,,,21072216429309926,67687086280237597043827598435730,3468391399542,,9613661404512825,,,,58268149620442,,,,novacoin,nvc
2592,2017/08/21,100940611352626974873972638261,37538032185107023,9232330684494398051.7850872306624E+15,50326242286251898,,,23665720001392880,66733463932244309015530123275013,426531313410112,,9764041573115179,,,,53402141919256,,,,novacoin,nvc
2593,2017/08/22,72597882022440939553545409954,3217763509399008,9232330684494390251.8043975495427E+15,39588542989225672,,,19619418246364727,65052897473243125742329414417094,37003133789721,,9980921343114259,,,,59244160225436,,,,novacoin,nvc
2594,2017/08/23,98161571814001974494160059810,47760841003106001,9232330684494390251.8430569580424E+15,72400549878249356,,,31557526066374711,68608645839252641416830077211069,311061535311102,,9864282021314352,,,,59293163919335,,,,novacoin,nvc
2595,2017/08/24,69226782456536877043813433937,3356514216291010,8916432634054620431.8281888937158E+15,49210259410226174,,,20370426375352465,69375700952271699917230304179245,339842478410819,,9382322126513796,,,,63067188918117,,,,novacoin,nvc
2596,2017/08/25,61926055333186569593430786734,3634183753899520,8881718562574760342.1546730625186E+15,51365455697236897,,,20806820531352621,72095678169267587508031271836077,29762155219729,,9280001571615772,,,,58723135322563,,,,novacoin,nvc
2597,2017/08/26,60591565242253427921767934019,3668243085274622,8881718562574760342.2000063786783E+15,51178343404190428,,,22638018880306268,71383740971267980675431124042850,26765119365773,,9977061382014625,,,,50258185019902,,,,novacoin,nvc
2598,2017/08/27,55811689867247587926592170022,3697564122579514,8881718562574962702.1801330851943E+15,65308959388198690,,,26173628107324173,71823409627303539630531763664434,213242578620335,,9893411845514945,,,,47358304219658,,,,novacoin,nvc
2599,2017/08/28,74186577246126677609659902082,3861994496593867,8881718562575216982.1332783803725E+15,56998865558231284,,,22364226564363674,71281851393326297129632433607997,331722306426562,,9799741931017757,,,,53173226019258,,,,novacoin,nvc
2600,2017/08/29,87511089185098436647590502975,45910944153109274,8881718562575216982.2040966275701E+15,64522368413260747,,,28096726515394649,73880033253328546803534114134822,311461922819234,,9962191750218455,,,,60452270920341,,,,novacoin,nvc
2601,2017/08/30,7505202844141667257613560567595,43524641666110221,8881718562575872762.2311504047372E+15,69625763572267363,,,27129824919400220,75754273283332196367635900586350,276645685133883,,9809271665418827,,,,57072202919004,,,,novacoin,nvc
2602,2017/08/31,836000166912022427586381582116,45693448973117304,8881718562576369112.2155372017315E+15,66373270647275187,,,28056130563384421,77275458691359538104836433795883,297973933716601,,9784322296917436,,,,58244334118299,,,,novacoin,nvc
2603,2017/09/01,865622021922425200676090407234,45764566334110887,8881718562576369112.2335689650634E+15,65700483889259420,,,28349644067390997,79447876110418853298437079199507,305345088915577,,9688513084318436,,,,67953656216469,,,,novacoin,nvc
2604,2017/09/02,740791208312243401674939618734,4048305061690131,8881718562576544322.2312601759945E+15,62053968370222254,,,23664732475331797,77565077979428207729934087683144,313043803514887,,8056822389715334,,,,53177465114470,,,,novacoin,nvc
2605,2017/09/03,65470936536291234323709255509,3280823902979133,8881718562576882702.2502892399862E+15,50353352052198641,,,19513521931302525,76039057835419652593333175331683,335522868612261,,7610281786013871,,,,49077246816968,,,,novacoin,nvc
2606,2017/09/04,1064621318213725871395150672528,44153652938131747,8881718562576882702.2439627584974E+15,65734380370300004,,,26910532986442592,72759466778378060344330034417563,395624161111638,,9230233257419760,,,,77422364822034,,,,novacoin,nvc
2607,2017/09/05,278463199107378912014780632735,46678749382122120,8881718562576882702.2310414934142E+15,66975166439290883,,,27775130852444572,70922959655364933090928654703457,1002562391710753,,7589392474919704,,,,61290267722933,,,,novacoin,nvc
2608,2017/09/06,1149294299810025182215388534326,45509246060127322,9033153864206820412.23259998532E+15,70122367704309467,,,27606329107496376,75453123090414219660531535257383,416323444310856,,8976632010822603,,,,57051429320095,,,,novacoin,nvc
2609,2017/09/07,102911611424663298353806592653,41093842813116155,9227246997266807602.2538415808351E+15,65203861769271987,,,25619825690448347,76279792884424211284631501091009,40169181528490,,8030852135421135,,,,51603292217425,,,,novacoin,nvc
2610,2017/09/08,97681933439422541484237696400,46025447527114649,9227246997266807602.351173566317E+15,70093161305279820,,,27931328624463670,74578472320408989736830392810741,34972329189139,,9055022001220975,,,,57797280617831,,,,novacoin,nvc
2611,2017/09/09,79954472657945146465973772823,34573538446101916,9227246997267468302.3214051187895E+15,53425960149244385,,,21772122738383654,71576355915377970425828730099913,367233494215571,,7202452440217147,,,,54796209615866,,,,novacoin,nvc
2612,2017/09/10,68489793019643183165007553759,3131763838180432,9227246997267763222.2898963627448E+15,48660752742209653,,,19310223481325128,69872861147357047670027920917910,354684106815402,,7756113725914680,,,,52629205118503,,,,novacoin,nvc
2613,2017/09/11,114012204465712027544442341279,40319140572102914,9227246997267763222.3127464073167E+15,62729652206241672,,,25331822840365384,70124538265361784633728222393340,450082500912158,,8177451870416764,,,,61659299418312,,,,novacoin,nvc
2614,2017/09/12,103736116955569886304584290694,41650841376125664,9227246997267731432.3752899370749E+15,63303561972280464,,,25604224390404898,70676678003366569838328753037536,405152283711322,,6987552082918037,,,,64321265717549,,,,novacoin,nvc
2615,2017/09/13,111903191313275635672674114295,41227042674108807,9227246997267531332.3241379531772E+15,62771167036242531,,,26313024893365679,65463129716329009572426231513226,42528131597313,,7009892133216933,,,,73211268819233,,,,novacoin,nvc
2616,2017/09/14,116675205509573212503790822885,42370555198123989,9227246997267531332.3219757940507E+15,60427577231267273,,,26789434548380251,60384969785292474296124163487615,43553277109969,,7844272596617288,,,,81128522125674,,,,novacoin,nvc
2617,2017/09/15,1211452249518476846274205846763,48259266374132991,9227246997267531332.366097201603E+15,71016383039307291,,,29189943144441767,56770507977253632130122562965649,41502428269521,,8278113077119312,,,,78373382922983,,,,novacoin,nvc
2618,2017/09/16,835718239013535798172566210548,3593884678590924,9227246997267760672.3501158333897E+15,57673467895231469,,,22808827542373764,61806888393280418650424442255738,36640491466866,,6876132245116698,,,,64396272319503,,,,novacoin,nvc
2619,2017/09/17,63724360557682182813003707424,3224653814568603,9227246997267827782.3908810469163E+15,47374655206191051,,,19750722012289517,60755157088270759708524006957424,322643490010375,,5690021758714350,,,,52831270719258,,,,novacoin,nvc
2620,2017/09/18,924032512315242673945305576010,3665404869599542,10521856227557827782.3516528607463E+15,55709574913251517,,,21807729051362764,65606025553291055665427373024710,423725246914625,,8924492390117536,,,,73426273221316,,,,novacoin,nvc
2621,2017/09/19,76426890549051203724236518545,4304394389998521,11034009329647940492.3807744587276E+15,24670045730228238,,,28276125992337752,65877741544287052682727281074237,270293506512543,,9299312256216596,,,,71751220021384,,,,novacoin,nvc
2622,2017/09/20,767180907717025939552742609334,3709743703894595,11034009329648110612.3809567760883E+15,53176953168218210,,,23560624168324984,65563600279280625323227200279771,32562704488439,,9224501675716028,,,,59979180619832,,,,novacoin,nvc
2623,2017/09/21,735678007613336686232557760995,4050384329387011,11034009329648110612.4053834750014E+15,61220663409208641,,,25508125888317074,63124326141265767278926269244207,28841515178067,,7478062069316104,,,,61443227922931,,,,novacoin,nvc
2624,2017/09/22,682951140410374821032201324404,3878793972173201,11034009329648138252.9382369405456E+15,54533661005177046,,,22747622860271470,60388737870249723344324930717007,30023453848109,,7801091879216972,,,,63652252721675,,,,novacoin,nvc
2625,2017/09/23,49024653817408627092049779361,3192343397076864,11034009329648549272.9608024021899E+15,47710543711171077,,,20369518540260107,61890726732257880159026111075710,24068399607881,,6028381562715951,,,,56876229018618,,,,novacoin,nvc
2626,2017/09/24,41485979023823734881865291071,2909363079782678,11034009329648549272.9456122223197E+15,46181744102181358,,,18513216531280929,61519135073255639227927081670509,22409231416640,,6364031404417983,,,,55081295621095,,,,novacoin,nvc
2627,2017/09/25,76418777475619376202411936447,3793413777690409,11034009329648549272.9124213626908E+15,56513759507200414,,,22647821181306614,63509452740265809477127651217699,33742265307866,,8882442159319577,,,,72699346023143,,,,novacoin,nvc
2628,2017/09/26,82165131355052740922492921774,4093243676683226,11034009329648805812.8871164632048E+15,62704452042191663,,,26351021480306075,65106289093279669451627748229858,31181235238145,,9295591764218527,,,,61973249322899,,,,novacoin,nvc
2629,2017/09/27,87659860106635776272679521026,4096753864983120,11034009329648915322.9160430952392E+15,57723358806198637,,,25781421831309047,67048432603287629754828178426778,34001303968670,,8175062130218893,,,,65959461723949,,,,novacoin,nvc
2630,2017/09/28,966270598711945552052923900274,4165623878294611,11034009329648915322.8960718149185E+15,66147160641213391,,,27579922614329208,69626529247295556415028897938266,35035528248882,,8156061853520553,,,,70657309323235,,,,novacoin,nvc
2631,2017/09/29,81395226884550438552393037194,4181813621294935,11034009329648947352.8029709233638E+15,66432152570217504,,,25426920473326502,68903634001282334783927795999694,32011222277329,,7944991708621540,,,,76874470032569,,,,novacoin,nvc
2632,2017/09/30,71181951677218154161924391092,3449393401684594,11034009329649044532.773894950879E+15,52435352422190044,,,21254018333295798,71138492643291425561928583523662,33491393726506,,7525771527221998,,,,56280243021553,,,,novacoin,nvc
2633,2017/10/01,62142619684786496901345791828,3157713083573202,11034009329649044532.8656492574745E+15,52673449631176276,,,20352317501283871,71691771306289234550328510765310,30533273504741,,8784311535321781,,,,58917231824371,,,,novacoin,nvc
2634,2017/10/02,89601844354383881642104904770,4553053561384804,11235904537719044532.8611709637455E+15,71719545615200836,,,29485220685306095,73320193730288047174428438868936,30389211946877,,9551081718821143,,,,66945195928804,,,,novacoin,nvc
2635,2017/10/03,70092616215680893486597556235,4453143375388539,11238632851339630232.8388255951579E+15,67437845389208468,,,28194919392327906,71750089639278188467427872230379,248602929520120,,8402521661520918,,,,70772161826739,,,,novacoin,nvc
