,date,block_size,median_transaction_size,median_transaction_value,market_cap,hashrate,top_100_percent,transactions,active_addresses,fee_reward,sent_addresses,tweets,difficulty,confirmation_time,send_usd,av_transaction_value,google_trends,mining_profitability,av_transaction_size,full_name,coin
2174,2014/12/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2175,2014/12/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2176,2014/12/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2177,2014/12/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2178,2014/12/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2179,2014/12/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2180,2014/12/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2181,2014/12/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2182,2014/12/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2183,2014/12/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2184,2014/12/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2185,2014/12/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2186,2014/12/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2187,2014/12/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2188,2014/12/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2189,2015/01/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2190,2015/01/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2191,2015/01/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2192,2015/01/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2193,2015/01/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2194,2015/01/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2195,2015/01/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2196,2015/01/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2197,2015/01/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2198,2015/01/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2199,2015/01/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2200,2015/01/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2201,2015/01/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2202,2015/01/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2203,2015/01/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2204,2015/01/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2205,2015/01/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2206,2015/01/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2207,2015/01/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2208,2015/01/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2209,2015/01/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2210,2015/01/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2211,2015/01/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2212,2015/01/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2213,2015/01/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2214,2015/01/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2215,2015/01/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2216,2015/01/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2217,2015/01/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2218,2015/01/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2219,2015/01/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2220,2015/02/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2221,2015/02/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2222,2015/02/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2223,2015/02/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2224,2015/02/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2225,2015/02/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2226,2015/02/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2227,2015/02/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2228,2015/02/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2229,2015/02/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2230,2015/02/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2231,2015/02/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2232,2015/02/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2233,2015/02/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2234,2015/02/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2235,2015/02/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2236,2015/02/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2237,2015/02/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2238,2015/02/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2239,2015/02/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2240,2015/02/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2241,2015/02/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2242,2015/02/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2243,2015/02/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2244,2015/02/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2245,2015/02/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2246,2015/02/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2247,2015/02/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2248,2015/03/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2249,2015/03/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2250,2015/03/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2251,2015/03/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2252,2015/03/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2253,2015/03/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2254,2015/03/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2255,2015/03/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2256,2015/03/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2257,2015/03/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2258,2015/03/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2259,2015/03/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2260,2015/03/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2261,2015/03/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2262,2015/03/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2263,2015/03/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2264,2015/03/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2265,2015/03/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2266,2015/03/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2267,2015/03/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2268,2015/03/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2269,2015/03/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2270,2015/03/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2271,2015/03/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2272,2015/03/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2273,2015/03/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2274,2015/03/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2275,2015/03/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2276,2015/03/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2277,2015/03/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2278,2015/03/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2279,2015/04/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2280,2015/04/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2281,2015/04/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2282,2015/04/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2283,2015/04/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2284,2015/04/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2285,2015/04/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2286,2015/04/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2287,2015/04/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2288,2015/04/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2289,2015/04/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2290,2015/04/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2291,2015/04/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2292,2015/04/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2293,2015/04/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2294,2015/04/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2295,2015/04/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2296,2015/04/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2297,2015/04/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2298,2015/04/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2299,2015/04/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2300,2015/04/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2301,2015/04/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2302,2015/04/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2303,2015/04/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2304,2015/04/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2305,2015/04/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2306,2015/04/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2307,2015/04/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2308,2015/04/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2309,2015/05/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2310,2015/05/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2311,2015/05/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2312,2015/05/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2313,2015/05/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2314,2015/05/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2315,2015/05/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2316,2015/05/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2317,2015/05/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2318,2015/05/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2319,2015/05/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2320,2015/05/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2321,2015/05/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2322,2015/05/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2323,2015/05/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2324,2015/05/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2325,2015/05/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2326,2015/05/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2327,2015/05/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2328,2015/05/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2329,2015/05/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2330,2015/05/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2331,2015/05/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2332,2015/05/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2333,2015/05/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2334,2015/05/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2335,2015/05/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2336,2015/05/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2337,2015/05/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2338,2015/05/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2339,2015/05/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2340,2015/06/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2341,2015/06/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2342,2015/06/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2343,2015/06/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2344,2015/06/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2345,2015/06/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2346,2015/06/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2347,2015/06/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2348,2015/06/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2349,2015/06/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2350,2015/06/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2351,2015/06/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2352,2015/06/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2353,2015/06/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2354,2015/06/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2355,2015/06/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2356,2015/06/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2357,2015/06/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2358,2015/06/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2359,2015/06/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2360,2015/06/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2361,2015/06/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2362,2015/06/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2363,2015/06/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2364,2015/06/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2365,2015/06/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2366,2015/06/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2367,2015/06/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2368,2015/06/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2369,2015/06/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2370,2015/07/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2371,2015/07/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2372,2015/07/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2373,2015/07/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2374,2015/07/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2375,2015/07/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2376,2015/07/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2377,2015/07/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2378,2015/07/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2379,2015/07/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2380,2015/07/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2381,2015/07/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2382,2015/07/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2383,2015/07/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2384,2015/07/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2385,2015/07/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2386,2015/07/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2387,2015/07/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2388,2015/07/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2389,2015/07/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2390,2015/07/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2391,2015/07/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2392,2015/07/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2393,2015/07/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2394,2015/07/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2395,2015/07/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2396,2015/07/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2397,2015/07/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2398,2015/07/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2399,2015/07/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2400,2015/07/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2401,2015/08/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2402,2015/08/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2403,2015/08/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2404,2015/08/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2405,2015/08/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2406,2015/08/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2407,2015/08/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2408,2015/08/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2409,2015/08/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2410,2015/08/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2411,2015/08/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2412,2015/08/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2413,2015/08/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2414,2015/08/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2415,2015/08/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2416,2015/08/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2417,2015/08/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2418,2015/08/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2419,2015/08/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2420,2015/08/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2421,2015/08/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2422,2015/08/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2423,2015/08/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2424,2015/08/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2425,2015/08/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2426,2015/08/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2427,2015/08/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2428,2015/08/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2429,2015/08/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2430,2015/08/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2431,2015/08/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2432,2015/09/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2433,2015/09/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2434,2015/09/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2435,2015/09/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2436,2015/09/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2437,2015/09/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2438,2015/09/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2439,2015/09/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2440,2015/09/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2441,2015/09/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2442,2015/09/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2443,2015/09/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2444,2015/09/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2445,2015/09/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2446,2015/09/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2447,2015/09/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2448,2015/09/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2449,2015/09/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2450,2015/09/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2451,2015/09/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2452,2015/09/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2453,2015/09/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2454,2015/09/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2455,2015/09/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2456,2015/09/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2457,2015/09/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2458,2015/09/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2459,2015/09/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2460,2015/09/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2461,2015/09/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2462,2015/10/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2463,2015/10/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2464,2015/10/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2465,2015/10/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2466,2015/10/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2467,2015/10/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2468,2015/10/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2469,2015/10/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2470,2015/10/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2471,2015/10/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2472,2015/10/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2473,2015/10/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2474,2015/10/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2475,2015/10/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2476,2015/10/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2477,2015/10/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2478,2015/10/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2479,2015/10/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2480,2015/10/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2481,2015/10/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2482,2015/10/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2483,2015/10/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2484,2015/10/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2485,2015/10/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2486,2015/10/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2487,2015/10/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2488,2015/10/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2489,2015/10/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2490,2015/10/29,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2491,2015/10/30,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2492,2015/10/31,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2493,2015/11/01,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2494,2015/11/02,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2495,2015/11/03,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2496,2015/11/04,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2497,2015/11/05,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2498,2015/11/06,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2499,2015/11/07,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2500,2015/11/08,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2501,2015/11/09,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2502,2015/11/10,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2503,2015/11/11,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2504,2015/11/12,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2505,2015/11/13,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2506,2015/11/14,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2507,2015/11/15,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2508,2015/11/16,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2509,2015/11/17,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2510,2015/11/18,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2511,2015/11/19,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2512,2015/11/20,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2513,2015/11/21,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2514,2015/11/22,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2515,2015/11/23,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2516,2015/11/24,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2517,2015/11/25,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2518,2015/11/26,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2519,2015/11/27,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
2520,2015/11/28,,,,,,,,,,,,,,,,,,,worldcoin,worldcoin
