,top_100_percent,send_usd,mining_profitability,date,market_cap,av_transaction_size,median_transaction_size,tweets,median_transaction_value,av_transaction_value,sent_addresses,transactions,confirmation_time,block_size,hashrate,active_addresses,google_trends,fee_reward,difficulty,full_name,coin
2303,,,,2019/11/24,9892102810,,,4465,,,,3414026,,,,,,,,xrp,xrp
2304,,,,2019/11/25,9545898885,,,6253,,,,2585646,,,,,,,,xrp,xrp
2305,,,,2019/11/26,9546522060,,,5303,,,,2958465,,,,,,,,xrp,xrp
2306,,,,2019/11/27,9778684875,,,4663,,,,3213740,,,,,,,,xrp,xrp
2307,,,,2019/11/28,9976892398,,,4292,,,,4524200,,,,,,,,xrp,xrp
2308,,,,2019/11/29,9966091121,,,4863,,,,4470241,,,,,,,,xrp,xrp
2309,,,,2019/11/30,9779615895,,,4626,,,,4378556,,,,,,,,xrp,xrp
2310,,,,2019/12/01,9616773941,,,4922,,,,4100018,,,,,,,,xrp,xrp
2311,,,,2019/12/02,9486034510,,,5233,,,,3748712,,,,,,,,xrp,xrp
2312,,,,2019/12/03,9632631262,,,4441,,,,3329013,,,,,,,,xrp,xrp
2313,,,,2019/12/04,9507482888,,,5000,,,,2694654,,,,,,,,xrp,xrp
2314,,,,2019/12/05,9411454752,,,5432,,,,2104516,,,,,,,,xrp,xrp
2315,,,,2019/12/06,9716936156,,,5114,,,,2145549,,,,,,,,xrp,xrp
2316,,,,2019/12/07,9872479519,,,4305,,,,1725885,,,,,,,,xrp,xrp
2317,,,,2019/12/08,9990411534,,,4709,,,,1533306,,,,,,,,xrp,xrp
2318,,,,2019/12/09,9786049243,,,4895,,,,1388080,,,,,,,,xrp,xrp
2319,,,,2019/12/10,9629096913,,,5975,,,,1307264,,,,,,,,xrp,xrp
2320,,,,2019/12/11,null,,,9729,,,,1214384,,,,,,,,xrp,xrp
2321,,,,2019/12/12,null,,,7712,,,,1134691,,,,,,,,xrp,xrp
2322,,,,2019/12/13,null,,,5960,,,,1084666,,,,,,,,xrp,xrp
2323,,,,2019/12/14,null,,,5169,,,,1265524,,,,,,,,xrp,xrp
2324,,,,2019/12/15,null,,,4974,,,,1507435,,,,,,,,xrp,xrp
2325,,,,2019/12/16,8947591669,,,5458,,,,1976556,,,,,,,,xrp,xrp
2326,,,,2019/12/17,7887659953,,,6195,,,,2252104,,,,,,,,xrp,xrp
2327,,,,2019/12/18,8488542347,,,7409,,,,2391313,,,,,,,,xrp,xrp
2328,,,,2019/12/19,8217694417,,,4691,,,,2094590,,,,,,,,xrp,xrp
2329,,,,2019/12/20,8527315665,,,5201,,,,2061391,,,,,,,,xrp,xrp
2330,,,,2019/12/21,8336094547,,,4196,,,,1720554,,,,,,,,xrp,xrp
2331,,,,2019/12/22,8511296484,,,4471,,,,1238144,,,,,,,,xrp,xrp
2332,,,,2019/12/23,8227626485,,,4824,,,,1547715,,,,,,,,xrp,xrp
2333,,,,2019/12/24,8275072486,,,3617,,,,1630164,,,,,,,,xrp,xrp
2334,,,,2019/12/25,8222484577,,,3337,,,,1493561,,,,,,,,xrp,xrp
2335,,,,2019/12/26,8218669219,,,4033,,,,1365654,,,,,,,,xrp,xrp
2336,,,,2019/12/27,8245411067,,,5136,,,,1062464,,,,,,,,xrp,xrp
2337,,,,2019/12/28,8387472507,,,4284,,,,1147052,,,,,,,,xrp,xrp
2338,,,,2019/12/29,8556854774,,,5629,,,,1188354,,,,,,,,xrp,xrp
2339,,,,2019/12/30,8416996255,,,6595,,,,1140554,,,,,,,,xrp,xrp
2340,,,,2019/12/31,8366040174,,,5349,,,,1068635,,,,,,,,xrp,xrp
2341,,,,2020/01/01,8356993151,,,4495,,,,966483,,,,,,,,xrp,xrp
2342,,,,2020/01/02,8135734214,,,5146,,,,946340,,,,,,,,xrp,xrp
2343,,,,2020/01/03,8394062581,,,5304,,,,906016,,,,,,,,xrp,xrp
2344,,,,2020/01/04,8402923996,,,3982,,,,1066546,,,,,,,,xrp,xrp
2345,,,,2020/01/05,8483619688,,,4047,,,,1677839,,,,,,,,xrp,xrp
2346,,,,2020/01/06,9599708096,,,6919,,,,2718592,,,,,,,,xrp,xrp
2347,,,,2020/01/07,9316188471,,,6096,,,,2996525,,,,,,,,xrp,xrp
2348,,,,2020/01/08,9049496698,,,5531,,,,1439675,,,,,,,,xrp,xrp
2349,,,,2020/01/09,8850758476,,,5165,,,,1656530,,,,,,,,xrp,xrp
2350,,,,2020/01/10,9163491173,,,4847,,,,1129579,,,,,,,,xrp,xrp
2351,,,,2020/01/11,9198986009,,,4208,,,,836659,,,,,,,,xrp,xrp
2352,,,,2020/01/12,9345033012,,,3721,,,,822417,,,,,,,,xrp,xrp
2353,,,,2020/01/13,9197246956,,,5378,,,,822022,,,,,,,,xrp,xrp
2354,,,,2020/01/14,10299279647,,,6729,,,,938725,,,,,,,,xrp,xrp
2355,,,,2020/01/15,10140179660,,,5420,,,,962556,,,,,,,,xrp,xrp
2356,,,,2020/01/16,9978782452,,,4232,,,,863197,,,,,,,,xrp,xrp
2357,,,,2020/01/17,10458861276,,,4351,,,,930524,,,,,,,,xrp,xrp
2358,,,,2020/01/18,10663579440,,,4828,,,,1065129,,,,,,,,xrp,xrp
2359,,,,2020/01/19,10277819441,,,4287,,,,1008329,,,,,,,,xrp,xrp
2360,,,,2020/01/20,10217102141,,,4501,,,,892857,,,,,,,,xrp,xrp
2361,,,,2020/01/21,10366193086,,,6592,,,,879979,,,,,,,,xrp,xrp
2362,,,,2020/01/22,10302933736,,,5917,,,,853354,,,,,,,,xrp,xrp
2363,,,,2020/01/23,9839251561,,,5185,,,,915869,,,,,,,,xrp,xrp
2364,,,,2020/01/24,9684658040,,,5573,,,,880160,,,,,,,,xrp,xrp
2365,,,,2020/01/25,9638660337,,,4160,,,,849540,,,,,,,,xrp,xrp
2366,,,,2020/01/26,10032397479,,,3135,,,,835171,,,,,,,,xrp,xrp
2367,,,,2020/01/27,10105993169,,,4851,,,,864650,,,,,,,,xrp,xrp
2368,,,,2020/01/28,10390996816,,,5064,,,,930312,,,,,,,,xrp,xrp
2369,,,,2020/01/29,10340423039,,,4356,,,,768230,,,,,,,,xrp,xrp
2370,,,,2020/01/30,10675249519,,,6032,,,,885929,,,,,,,,xrp,xrp
2371,,,,2020/01/31,10467849459,,,5177,,,,926993,,,,,,,,xrp,xrp
2372,,,,2020/02/01,10540370010,,,4249,,,,875421,,,,,,,,xrp,xrp
2373,,,,2020/02/02,10987619288,,,6832,,,,930276,,,,,,,,xrp,xrp
2374,,,,2020/02/03,11082826703,,,5795,,,,1011197,,,,,,,,xrp,xrp
2375,,,,2020/02/04,11595665129,,,6904,,,,1037430,,,,,,,,xrp,xrp
2376,,,,2020/02/05,12166409465,,,7683,,,,1001700,,,,,,,,xrp,xrp
2377,,,,2020/02/06,12388309576,,,7012,,,,941620,,,,,,,,xrp,xrp
2378,,,,2020/02/07,12231023978,,,5567,,,,967219,,,,,,,,xrp,xrp
2379,,,,2020/02/08,12154321443,,,4338,,,,777436,,,,,,,,xrp,xrp
2380,,,,2020/02/09,12365928520,,,4905,,,,811667,,,,,,,,xrp,xrp
2381,,,,2020/02/10,11989919409,,,5752,,,,852163,,,,,,,,xrp,xrp
2382,,,,2020/02/11,12317971097,,,5832,,,,881425,,,,,,,,xrp,xrp
2383,,,,2020/02/12,13355647088,,,8565,,,,866249,,,,,,,,xrp,xrp
2384,,,,2020/02/13,14314785376,,,10773,,,,923846,,,,,,,,xrp,xrp
2385,,,,2020/02/14,14655520824,,,7816,,,,867720,,,,,,,,xrp,xrp
2386,,,,2020/02/15,13491895841,,,6481,,,,999414,,,,,,,,xrp,xrp
2387,,,,2020/02/16,12876258166,,,5220,,,,890594,,,,,,,,xrp,xrp
2388,,,,2020/02/17,12528698981,,,5631,,,,929793,,,,,,,,xrp,xrp
2389,,,,2020/02/18,13108169917,,,6381,,,,927370,,,,,,,,xrp,xrp
2390,,,,2020/02/19,12210562238,,,12799,,,,1043313,,,,,,,,xrp,xrp
2391,,,,2020/02/20,11896704714,,,8869,,,,885116,,,,,,,,xrp,xrp
2392,,,,2020/02/21,12087489780,,,6191,,,,828082,,,,,,,,xrp,xrp
2393,,,,2020/02/22,12031376071,,,4693,,,,823616,,,,,,,,xrp,xrp
2394,,,,2020/02/23,12378308725,,,3917,,,,867145,,,,,,,,xrp,xrp
2395,,,,2020/02/24,11734640917,,,5175,,,,887244,,,,,,,,xrp,xrp
2396,,,,2020/02/25,11083843703,,,4932,,,,857715,,,,,,,,xrp,xrp
2397,,,,2020/02/26,10188516055,,,5971,,,,966706,,,,,,,,xrp,xrp
2398,,,,2020/02/27,10377249430,,,5794,,,,969216,,,,,,,,xrp,xrp
2399,,,,2020/02/28,10440958139,,,5240,,,,924968,,,,,,,,xrp,xrp
2400,,,,2020/02/29,10125595007,,,4438,,,,853022,,,,,,,,xrp,xrp
2401,,,,2020/03/01,9998694109,,,5048,,,,876212,,,,,,,,xrp,xrp
2402,,,,2020/03/02,10485615071,,,5124,,,,836673,,,,,,,,xrp,xrp
2403,,,,2020/03/03,10287430255,,,3231,,,,853071,,,,,,,,xrp,xrp
2404,,,,2020/03/04,10236935353,,,3531,,,,829501,,,,,,,,xrp,xrp
2405,,,,2020/03/05,10473205891,,,3637,,,,844264,,,,,,,,xrp,xrp
2406,,,,2020/03/06,10693409386,,,3546,,,,846112,,,,,,,,xrp,xrp
2407,,,,2020/03/07,10375062882,,,2984,,,,901199,,,,,,,,xrp,xrp
2408,,,,2020/03/08,9083314220,,,4189,,,,969029,,,,,,,,xrp,xrp
2409,,,,2020/03/09,9133769661,,,4754,,,,971171,,,,,,,,xrp,xrp
2410,,,,2020/03/10,9291127789,,,4428,,,,884190,,,,,,,,xrp,xrp
2411,,,,2020/03/11,9156102327,,,3355,,,,906483,,,,,,,,xrp,xrp
2412,,,,2020/03/12,6111621070,,,4285,,,,1248005,,,,,,,,xrp,xrp
2413,,,,2020/03/13,7078155642,,,3948,,,,1931360,,,,,,,,xrp,xrp
2414,,,,2020/03/14,6385760193,,,3006,,,,855538,,,,,,,,xrp,xrp
2415,,,,2020/03/15,6706272395,,,4354,,,,1005696,,,,,,,,xrp,xrp
2416,,,,2020/03/16,6164730943,,,4123,,,,1089757,,,,,,,,xrp,xrp
2417,,,,2020/03/17,6459947869,,,2979,,,,931780,,,,,,,,xrp,xrp
2418,,,,2020/03/18,6375052510,,,2686,,,,925181,,,,,,,,xrp,xrp
2419,,,,2020/03/19,7265871493,,,2950,,,,1026660,,,,,,,,xrp,xrp
2420,,,,2020/03/20,6800800914,,,2993,,,,1100629,,,,,,,,xrp,xrp
2421,,,,2020/03/21,6932703519,,,2542,,,,1008525,,,,,,,,xrp,xrp
2422,,,,2020/03/22,6480153433,,,2666,,,,1000423,,,,,,,,xrp,xrp
2423,,,,2020/03/23,6960074957,,,2992,,,,988269,,,,,,,,xrp,xrp
2424,,,,2020/03/24,7148109579,,,3473,,,,941419,,,,,,,,xrp,xrp
2425,,,,2020/03/25,7092378766,,,2703,,,,889117,,,,,,,,xrp,xrp
2426,,,,2020/03/26,7710942500,,,2924,,,,959859,,,,,,,,xrp,xrp
2427,,,,2020/03/27,7939119849,,,3945,,,,1005602,,,,,,,,xrp,xrp
2428,,,,2020/03/28,7696174665,,,3477,,,,933819,,,,,,,,xrp,xrp
2429,,,,2020/03/29,7194511850,,,3064,,,,954085,,,,,,,,xrp,xrp
2430,,,,2020/03/30,7556780929,,,2923,,,,901864,,,,,,,,xrp,xrp
2431,,,,2020/03/31,7688682440,,,3595,,,,899087,,,,,,,,xrp,xrp
2432,,,,2020/04/01,7707415833,,,3966,,,,933797,,,,,,,,xrp,xrp
2433,,,,2020/04/02,7820041369,,,4288,,,,928220,,,,,,,,xrp,xrp
2434,,,,2020/04/03,7879028526,,,4405,,,,883075,,,,,,,,xrp,xrp
2435,,,,2020/04/04,7957418620,,,3982,,,,888736,,,,,,,,xrp,xrp
2436,,,,2020/04/05,7881986656,,,4697,,,,880811,,,,,,,,xrp,xrp
2437,,,,2020/04/06,8679498297,,,5687,,,,961497,,,,,,,,xrp,xrp
2438,,,,2020/04/07,8447199149,,,5611,,,,1030360,,,,,,,,xrp,xrp
2439,,,,2020/04/08,8885544537,,,5254,,,,994842,,,,,,,,xrp,xrp
2440,,,,2020/04/09,8747580735,,,4635,,,,959588,,,,,,,,xrp,xrp
2441,,,,2020/04/10,8254137520,,,4389,,,,1028186,,,,,,,,xrp,xrp
2442,,,,2020/04/11,8229466724,,,3215,,,,1021885,,,,,,,,xrp,xrp
2443,,,,2020/04/12,8434854561,,,3915,,,,1001683,,,,,,,,xrp,xrp
2444,,,,2020/04/13,8291936200,,,6129,,,,1045902,,,,,,,,xrp,xrp
2445,,,,2020/04/14,8192095725,,,4400,,,,968328,,,,,,,,xrp,xrp
2446,,,,2020/04/15,7963315124,,,4191,,,,993281,,,,,,,,xrp,xrp
2447,,,,2020/04/16,8415801315,,,4185,,,,1005273,,,,,,,,xrp,xrp
2448,,,,2020/04/17,8440859763,,,3222,,,,975305,,,,,,,,xrp,xrp
2449,,,,2020/04/18,8588912102,,,3211,,,,934079,,,,,,,,xrp,xrp
2450,,,,2020/04/19,8439347747,,,3696,,,,929407,,,,,,,,xrp,xrp
2451,,,,2020/04/20,8039278048,,,4075,,,,950744,,,,,,,,xrp,xrp
2452,,,,2020/04/21,8127776464,,,4041,,,,902512,,,,,,,,xrp,xrp
2453,,,,2020/04/22,8299637808,,,4203,,,,964012,,,,,,,,xrp,xrp
2454,,,,2020/04/23,8516566791,,,4514,,,,986506,,,,,,,,xrp,xrp
2455,,,,2020/04/24,8508075373,,,3976,,,,991738,,,,,,,,xrp,xrp
2456,,,,2020/04/25,8552050201,,,3143,,,,1000573,,,,,,,,xrp,xrp
2457,,,,2020/04/26,8666966126,,,3194,,,,988561,,,,,,,,xrp,xrp
2458,,,,2020/04/27,8705398678,,,3770,,,,993677,,,,,,,,xrp,xrp
2459,,,,2020/04/28,9576265961,,,5949,,,,994634,,,,,,,,xrp,xrp
2460,,,,2020/04/29,9973192339,,,6507,,,,1042078,,,,,,,,xrp,xrp
2461,,,,2020/04/30,9406477254,,,6502,,,,1092922,,,,,,,,xrp,xrp
2462,,,,2020/05/01,9616326936,,,5478,,,,915398,,,,,,,,xrp,xrp
2463,,,,2020/05/02,9847803813,,,3975,,,,1023094,,,,,,,,xrp,xrp
2464,,,,2020/05/03,9671546494,,,4073,,,,921467,,,,,,,,xrp,xrp
2465,,,,2020/05/04,9602602153,,,4286,,,,970282,,,,,,,,xrp,xrp
2466,,,,2020/05/05,9532440488,,,4522,,,,962772,,,,,,,,xrp,xrp
2467,,,,2020/05/06,9557915527,,,4800,,,,943083,,,,,,,,xrp,xrp
2468,,,,2020/05/07,9652651661,,,4952,,,,961479,,,,,,,,xrp,xrp
2469,,,,2020/05/08,9689232961,,,4332,,,,916584,,,,,,,,xrp,xrp
2470,,,,2020/05/09,9627430700,,,4617,,,,1100614,,,,,,,,xrp,xrp
2471,,,,2020/05/10,8645662409,,,4577,,,,1147287,,,,,,,,xrp,xrp
2472,,,,2020/05/11,8457628940,,,4173,,,,1040179,,,,,,,,xrp,xrp
2473,,,,2020/05/12,8716146510,,,4941,,,,1039791,,,,,,,,xrp,xrp
2474,,,,2020/05/13,8903329141,,,5898,,,,997922,,,,,,,,xrp,xrp
2475,,,,2020/05/14,8991133593,,,6305,,,,1004812,,,,,,,,xrp,xrp
2476,,,,2020/05/15,8786693059,,,4776,,,,986488,,,,,,,,xrp,xrp
2477,,,,2020/05/16,8823730622,,,10008,,,,920467,,,,,,,,xrp,xrp
2478,,,,2020/05/17,8899050124,,,10074,,,,907598,,,,,,,,xrp,xrp
2479,,,,2020/05/18,9057702108,,,13155,,,,927034,,,,,,,,xrp,xrp
2480,,,,2020/05/19,9022928240,,,10788,,,,922535,,,,,,,,xrp,xrp
2481,,,,2020/05/20,8897162153,,,10513,,,,886763,,,,,,,,xrp,xrp
2482,,,,2020/05/21,8601050178,,,5428,,,,896365,,,,,,,,xrp,xrp
2483,,,,2020/05/22,8831840790,,,6615,,,,890696,,,,,,,,xrp,xrp
2484,,,,2020/05/23,8798772887,,,6313,,,,851412,,,,,,,,xrp,xrp
2485,,,,2020/05/24,8562566377,,,7014,,,,848278,,,,,,,,xrp,xrp
2486,,,,2020/05/25,8673433356,,,8519,,,,837758,,,,,,,,xrp,xrp
2487,,,,2020/05/26,8555296050,,,8076,,,,807625,,,,,,,,xrp,xrp
2488,,,,2020/05/27,8712245754,,,10891,,,,872258,,,,,,,,xrp,xrp
2489,,,,2020/05/28,8846748036,,,10619,,,,851543,,,,,,,,xrp,xrp
2490,,,,2020/05/29,8727843255,,,8215,,,,858967,,,,,,,,xrp,xrp
2491,,,,2020/05/30,9111746894,,,8925,,,,888856,,,,,,,,xrp,xrp
2492,,,,2020/05/31,8930740342,,,8675,,,,920846,,,,,,,,xrp,xrp
2493,,,,2020/06/01,9299194805,,,7325,,,,918536,,,,,,,,xrp,xrp
2494,,,,2020/06/02,8914648925,,,7349,,,,926183,,,,,,,,xrp,xrp
2495,,,,2020/06/03,9001864086,,,5991,,,,851754,,,,,,,,xrp,xrp
2496,,,,2020/06/04,9037344571,,,8764,,,,849954,,,,,,,,xrp,xrp
2497,,,,2020/06/05,8983495419,,,6620,,,,897598,,,,,,,,xrp,xrp
2498,,,,2020/06/06,8991709013,,,10496,,,,903754,,,,,,,,xrp,xrp
2499,,,,2020/06/07,8961100741,,,11584,,,,939853,,,,,,,,xrp,xrp
2500,,,,2020/06/08,8981627076,,,11359,,,,896156,,,,,,,,xrp,xrp
2501,,,,2020/06/09,8910078157,,,10006,,,,947364,,,,,,,,xrp,xrp
2502,,,,2020/06/10,8948531367,,,8237,,,,927453,,,,,,,,xrp,xrp
2503,,,,2020/06/11,8308412340,,,6472,,,,919418,,,,,,,,xrp,xrp
2504,,,,2020/06/12,8498678031,,,10257,,,,883405,,,,,,,,xrp,xrp
2505,,,,2020/06/13,8495789327,,,23637,,,,834617,,,,,,,,xrp,xrp
2506,,,,2020/06/14,8419955004,,,22394,,,,887832,,,,,,,,xrp,xrp
2507,,,,2020/06/15,8507723457,,,16213,,,,945924,,,,,,,,xrp,xrp
2508,,,,2020/06/16,8485542973,,,9614,,,,944982,,,,,,,,xrp,xrp
2509,,,,2020/06/17,8531909525,,,6234,,,,967788,,,,,,,,xrp,xrp
2510,,,,2020/06/18,8406429459,,,19296,,,,886288,,,,,,,,xrp,xrp
2511,,,,2020/06/19,8270730478,,,26548,,,,935582,,,,,,,,xrp,xrp
2512,,,,2020/06/20,8314373317,,,13194,,,,942938,,,,,,,,xrp,xrp
2513,,,,2020/06/21,8223777657,,,12339,,,,877787,,,,,,,,xrp,xrp
2514,,,,2020/06/22,8374809374,,,20783,,,,895860,,,,,,,,xrp,xrp
2515,,,,2020/06/23,8338863273,,,8843,,,,825897,,,,,,,,xrp,xrp
2516,,,,2020/06/24,8117175950,,,12621,,,,812545,,,,,,,,xrp,xrp
2517,,,,2020/06/25,8028900888,,,13934,,,,791299,,,,,,,,xrp,xrp
2518,,,,2020/06/26,8087269879,,,9879,,,,806205,,,,,,,,xrp,xrp
2519,,,,2020/06/27,7749380711,,,13081,,,,806706,,,,,,,,xrp,xrp
2520,,,,2020/06/28,7798225706,,,14112,,,,790909,,,,,,,,xrp,xrp
2521,,,,2020/06/29,7837920409,,,19086,,,,799609,,,,,,,,xrp,xrp
2522,,,,2020/06/30,7744363264,,,12029,,,,763751,,,,,,,,xrp,xrp
2523,,,,2020/07/01,7816278992,,,9044,,,,767518,,,,,,,,xrp,xrp
2524,,,,2020/07/02,7735316823,,,7508,,,,814712,,,,,,,,xrp,xrp
2525,,,,2020/07/03,7784121957,,,8557,,,,802766,,,,,,,,xrp,xrp
2526,,,,2020/07/04,7864957085,,,5470,,,,802269,,,,,,,,xrp,xrp
2527,,,,2020/07/05,7811718514,,,4802,,,,812849,,,,,,,,xrp,xrp
2528,,,,2020/07/06,8319112339,,,16379,,,,794970,,,,,,,,xrp,xrp
2529,,,,2020/07/07,8168540004,,,5940,,,,800445,,,,,,,,xrp,xrp
2530,,,,2020/07/08,9007455968,,,16597,,,,937324,,,,,,,,xrp,xrp
2531,,,,2020/07/09,8922693646,,,29143,,,,958448,,,,,,,,xrp,xrp
2532,,,,2020/07/10,8797074104,,,10076,,,,883117,,,,,,,,xrp,xrp
2533,,,,2020/07/11,8904224353,,,10355,,,,905293,,,,,,,,xrp,xrp
2534,,,,2020/07/12,8860094823,,,7714,,,,890796,,,,,,,,xrp,xrp
2535,,,,2020/07/13,8775625027,,,8609,,,,912523,,,,,,,,xrp,xrp
2536,,,,2020/07/14,8813882207,,,10566,,,,890350,,,,,,,,xrp,xrp
2537,,,,2020/07/15,8720640267,,,11175,,,,850444,,,,,,,,xrp,xrp
2538,,,,2020/07/16,8553370714,,,7751,,,,866758,,,,,,,,xrp,xrp
2539,,,,2020/07/17,8598863912,,,7329,,,,948795,,,,,,,,xrp,xrp
2540,,,,2020/07/18,8847197024,,,null,,,,892252,,,,,,,,xrp,xrp
2541,,,,2020/07/19,8831446242,,,4743,,,,888460,,,,,,,,xrp,xrp
2542,,,,2020/07/20,8619298387,,,5563,,,,934620,,,,,,,,xrp,xrp
2543,,,,2020/07/21,8770005487,,,6660,,,,944898,,,,,,,,xrp,xrp
2544,,,,2020/07/22,9008291749,,,6215,,,,916039,,,,,,,,xrp,xrp
2545,,,,2020/07/23,9163999238,,,8311,,,,915728,,,,,,,,xrp,xrp
2546,,,,2020/07/24,9042265344,,,6466,,,,865162,,,,,,,,xrp,xrp
2547,,,,2020/07/25,9447823865,,,6477,,,,909126,,,,,,,,xrp,xrp
2548,,,,2020/07/26,9501475923,,,7457,,,,888982,,,,,,,,xrp,xrp
2549,,,,2020/07/27,9917491997,,,7952,,,,961835,,,,,,,,xrp,xrp
2550,,,,2020/07/28,10212254926,,,8669,,,,874023,,,,,,,,xrp,xrp
2551,,,,2020/07/29,10765495018,,,6953,,,,915727,,,,,,,,xrp,xrp
2552,,,,2020/07/30,10846716748,,,8582,,,,880570,,,,,,,,xrp,xrp
2553,,,,2020/07/31,11419975751,,,8315,,,,907727,,,,,,,,xrp,xrp
2554,,,,2020/08/01,12886904789,,,11810,,,,982726,,,,,,,,xrp,xrp
2555,,,,2020/08/02,12729065383,,,8841,,,,1174145,,,,,,,,xrp,xrp
2556,,,,2020/08/03,13587042440,,,10571,,,,1321620,,,,,,,,xrp,xrp
2557,,,,2020/08/04,13290327900,,,7235,,,,1266460,,,,,,,,xrp,xrp
2558,,,,2020/08/05,13339533038,,,5464,,,,1259290,,,,,,,,xrp,xrp
2559,,,,2020/08/06,13345350587,,,9629,,,,1210623,,,,,,,,xrp,xrp
2560,,,,2020/08/07,13054145142,,,10831,,,,1306844,,,,,,,,xrp,xrp
2561,,,,2020/08/08,12934000849,,,4376,,,,1249758,,,,,,,,xrp,xrp
2562,,,,2020/08/09,12708253964,,,5335,,,,1278731,,,,,,,,xrp,xrp
2563,,,,2020/08/10,12983861246,,,7213,,,,1275115,,,,,,,,xrp,xrp
2564,,,,2020/08/11,12514775431,,,5972,,,,1345418,,,,,,,,xrp,xrp
2565,,,,2020/08/12,12449253285,,,5927,,,,1296149,,,,,,,,xrp,xrp
2566,,,,2020/08/13,12908594493,,,6296,,,,1287485,,,,,,,,xrp,xrp
2567,,,,2020/08/14,13240024960,,,7550,,,,1314142,,,,,,,,xrp,xrp
2568,,,,2020/08/15,13234701292,,,6821,,,,1294226,,,,,,,,xrp,xrp
2569,,,,2020/08/16,13288904475,,,8015,,,,1270863,,,,,,,,xrp,xrp
2570,,,,2020/08/17,14019930158,,,9010,,,,1299354,,,,,,,,xrp,xrp
2571,,,,2020/08/18,13354953219,,,6834,,,,1273785,,,,,,,,xrp,xrp
2572,,,,2020/08/19,12859990922,,,6846,,,,1254795,,,,,,,,xrp,xrp
2573,,,,2020/08/20,12876696166,,,7408,,,,1305472,,,,,,,,xrp,xrp
2574,,,,2020/08/21,12341594801,,,6712,,,,1273156,,,,,,,,xrp,xrp
2575,,,,2020/08/22,12568547939,,,5073,,,,1334514,,,,,,,,xrp,xrp
2576,,,,2020/08/23,12617096366,,,4796,,,,1283294,,,,,,,,xrp,xrp
2577,,,,2020/08/24,12778860534,,,4529,,,,1255223,,,,,,,,xrp,xrp
2578,,,,2020/08/25,12260639163,,,4244,,,,958125,,,,,,,,xrp,xrp
2579,,,,2020/08/26,12215286761,,,4702,,,,1282839,,,,,,,,xrp,xrp
2580,,,,2020/08/27,11634072713,,,7043,,,,1305602,,,,,,,,xrp,xrp
2581,,,,2020/08/28,11972854067,,,4895,,,,1170438,,,,,,,,xrp,xrp
2582,,,,2020/08/29,12132079455,,,3942,,,,1308679,,,,,,,,xrp,xrp
2583,,,,2020/08/30,12461011963,,,4315,,,,1248458,,,,,,,,xrp,xrp
2584,,,,2020/08/31,12480142354,,,4202,,,,1255187,,,,,,,,xrp,xrp
2585,,,,2020/09/01,13124106051,,,5771,,,,1266872,,,,,,,,xrp,xrp
2586,,,,2020/09/02,12229924086,,,5101,,,,1155609,,,,,,,,xrp,xrp
2587,,,,2020/09/03,11303568995,,,7095,,,,1158623,,,,,,,,xrp,xrp
2588,,,,2020/09/04,11211479828,,,4329,,,,1334935,,,,,,,,xrp,xrp
2589,,,,2020/09/05,10347389642,,,3063,,,,1443342,,,,,,,,xrp,xrp
2590,,,,2020/09/06,10567807205,,,2901,,,,1338969,,,,,,,,xrp,xrp
2591,,,,2020/09/07,10695796176,,,3895,,,,1331243,,,,,,,,xrp,xrp
2592,,,,2020/09/08,10398243793,,,4422,,,,1307482,,,,,,,,xrp,xrp
2593,,,,2020/09/09,10505115502,,,3724,,,,1084436,,,,,,,,xrp,xrp
2594,,,,2020/09/10,10708995809,,,4006,,,,1008312,,,,,,,,xrp,xrp
2595,,,,2020/09/11,10731286583,,,3589,,,,985473,,,,,,,,xrp,xrp
2596,,,,2020/09/12,10910546248,,,2942,,,,962128,,,,,,,,xrp,xrp
2597,,,,2020/09/13,10674807849,,,3296,,,,977495,,,,,,,,xrp,xrp
2598,,,,2020/09/14,10815713331,,,3775,,,,991115,,,,,,,,xrp,xrp
2599,,,,2020/09/15,10708723593,,,4656,,,,991448,,,,,,,,xrp,xrp
2600,,,,2020/09/16,10915114813,,,6100,,,,1001351,,,,,,,,xrp,xrp
2601,,,,2020/09/17,11143401188,,,4529,,,,1019487,,,,,,,,xrp,xrp
2602,,,,2020/09/18,10975872888,,,4476,,,,968611,,,,,,,,xrp,xrp
2603,,,,2020/09/19,11079450996,,,3677,,,,966249,,,,,,,,xrp,xrp
2604,,,,2020/09/20,10873138816,,,2812,,,,956220,,,,,,,,xrp,xrp
2605,,,,2020/09/21,10249420575,,,3087,,,,977144,,,,,,,,xrp,xrp
2606,,,,2020/09/22,10258426842,,,3472,,,,966235,,,,,,,,xrp,xrp
2607,,,,2020/09/23,9794801331,,,3704,,,,883652,,,,,,,,xrp,xrp
2608,,,,2020/09/24,10279977003,,,4034,,,,951755,,,,,,,,xrp,xrp
2609,,,,2020/09/25,10685095572,,,4084,,,,976506,,,,,,,,xrp,xrp
2610,,,,2020/09/26,10660167478,,,3153,,,,984349,,,,,,,,xrp,xrp
2611,,,,2020/09/27,10652087526,,,2462,,,,900592,,,,,,,,xrp,xrp
2612,,,,2020/09/28,10708225181,,,3231,,,,942336,,,,,,,,xrp,xrp
2613,,,,2020/09/29,10734045989,,,3551,,,,954659,,,,,,,,xrp,xrp
2614,,,,2020/09/30,10666847069,,,3684,,,,946437,,,,,,,,xrp,xrp
2615,,,,2020/10/01,10501060076,,,3526,,,,926901,,,,,,,,xrp,xrp
