,date,transactions,block_size,sent_addresses,difficulty,active_addresses,hashrate,av_transaction_size,send_usd,median_transaction_size,av_transaction_value,median_transaction_value,mining_profitability,confirmation_time,google_trends,top_100_percent,tweets,market_cap,fee_reward,full_name,coin
209,2009/07/31,nullnullnull,134.706nullnull,17nullnull,1nullnull,17nullnull,,,,,,,,,,,,,,isracoin,isracoin
210,2009/08/01,nullnullnull,134.821nullnull,28nullnull,1nullnull,28nullnull,,,,,,,,,,,,,,isracoin,isracoin
211,2009/08/02,nullnullnull,134.609nullnull,23nullnull,1nullnull,23nullnull,,,,,,,,,,,,,,isracoin,isracoin
212,2009/08/03,nullnullnull,134.833nullnull,12nullnull,1nullnull,12nullnull,,,,,,,,,,,,,,isracoin,isracoin
213,2009/08/04,nullnullnull,134.63nullnull,26nullnull,1nullnull,81nullnull,,,,,,,,,,,,,,isracoin,isracoin
214,2009/08/05,nullnullnull,134.724nullnull,27nullnull,1nullnull,87nullnull,,,,,,,,,,,,,,isracoin,isracoin
215,2009/08/06,nullnullnull,134.922nullnull,33nullnull,1nullnull,90nullnull,,,,,,,,,,,,,,isracoin,isracoin
216,2009/08/07,1nullnull,294.525nullnull,34nullnull,1nullnull,192nullnull,,,,,,,,,,,,,,isracoin,isracoin
217,2009/08/08,nullnullnull,134.875nullnull,30nullnull,1nullnull,80nullnull,,,,,,,,,,,,,,isracoin,isracoin
218,2009/08/09,nullnullnull,135nullnull,42nullnull,1nullnull,101nullnull,,,,,,,,,,,,,,isracoin,isracoin
219,2009/08/10,nullnullnull,134.987nullnull,19nullnull,1nullnull,75nullnull,,,,,,,,,,,,,,isracoin,isracoin
220,2009/08/11,nullnullnull,134.914nullnull,18nullnull,1nullnull,70nullnull,,,,,,,,,,,,,,isracoin,isracoin
221,2009/08/12,nullnullnull,134.524nullnull,12nullnull,1nullnull,63nullnull,,,,,,,,,,,,,,isracoin,isracoin
222,2009/08/13,nullnullnull,134.765nullnull,28nullnull,1nullnull,85nullnull,,,,,,,,,,,,,,isracoin,isracoin
223,2009/08/14,nullnullnull,134.825nullnull,16nullnull,1nullnull,63nullnull,,,,,,,,,,,,,,isracoin,isracoin
224,2009/08/15,nullnullnull,134.385nullnull,26nullnull,1nullnull,26nullnull,,,,,,,,,,,,,,isracoin,isracoin
225,2009/08/16,nullnullnull,134.526nullnull,19nullnull,1nullnull,19nullnull,,,,,,,,,,,,,,isracoin,isracoin
226,2009/08/17,nullnullnull,134.824nullnull,17nullnull,1nullnull,17nullnull,,,,,,,,,,,,,,isracoin,isracoin
227,2009/08/18,nullnullnull,135nullnull,10nullnull,1nullnull,10nullnull,,,,,,,,,,,,,,isracoin,isracoin
228,2009/08/19,nullnullnull,134.389nullnull,16nullnull,1nullnull,18nullnull,,,,,,,,,,,,,,isracoin,isracoin
229,2009/08/20,nullnullnull,134.182nullnull,15nullnull,1nullnull,22nullnull,,,,,,,,,,,,,,isracoin,isracoin
230,2009/08/21,nullnullnull,134nullnull,9nullnull,1nullnull,14nullnull,,,,,,,,,,,,,,isracoin,isracoin
231,2009/08/22,nullnullnull,134nullnull,7nullnull,1nullnull,7nullnull,,,,,,,,,,,,,,isracoin,isracoin
232,2009/08/23,nullnullnull,134.533nullnull,14nullnull,1nullnull,15nullnull,,,,,,,,,,,,,,isracoin,isracoin
233,2009/08/24,nullnullnull,134nullnull,6nullnull,1nullnull,15nullnull,,,,,,,,,,,,,,isracoin,isracoin
234,2009/08/25,nullnullnull,134.66nullnull,9nullnull,1nullnull,50nullnull,,,,,,,,,,,,,,isracoin,isracoin
235,2009/08/26,3nullnull,254.833nullnull,9nullnull,1nullnull,96nullnull,,,,,,,,,,,,,,isracoin,isracoin
236,2009/08/27,nullnullnull,134.345nullnull,19nullnull,1nullnull,29nullnull,,,,,,,,,,,,,,isracoin,isracoin
237,2009/08/28,nullnullnull,134.733nullnull,24nullnull,1nullnull,75nullnull,,,,,,,,,,,,,,isracoin,isracoin
238,2009/08/29,nullnullnull,134.808nullnull,24nullnull,1nullnull,78nullnull,,,,,,,,,,,,,,isracoin,isracoin
239,2009/08/30,1nullnull,136.381nullnull,43nullnull,1nullnull,99nullnull,,,,,,,,,,,,,,isracoin,isracoin
240,2009/08/31,1nullnull,143.349nullnull,37nullnull,1nullnull,93nullnull,,,,,,,,,,,,,,isracoin,isracoin
241,2009/09/01,nullnullnull,134.795nullnull,30nullnull,1nullnull,78nullnull,,,,,,,,,,,,,,isracoin,isracoin
242,2009/09/02,nullnullnull,134.848nullnull,18nullnull,1nullnull,66nullnull,,,,,,,,,,,,,,isracoin,isracoin
243,2009/09/03,1nullnull,161.902nullnull,12nullnull,1nullnull,76nullnull,,,,,,,,,,,,,,isracoin,isracoin
244,2009/09/04,nullnullnull,134.672nullnull,24nullnull,1nullnull,64nullnull,,,,,,,,,,,,,,isracoin,isracoin
245,2009/09/05,nullnullnull,134.842nullnull,22nullnull,1nullnull,76nullnull,,,,,,,,,,,,,,isracoin,isracoin
246,2009/09/06,nullnullnull,134.853nullnull,11nullnull,1nullnull,68nullnull,,,,,,,,,,,,,,isracoin,isracoin
247,2009/09/07,1nullnull,154.436nullnull,21nullnull,1nullnull,92nullnull,,,,,,,,,,,,,,isracoin,isracoin
248,2009/09/08,nullnullnull,134.768nullnull,18nullnull,1nullnull,69nullnull,,,,,,,,,,,,,,isracoin,isracoin
249,2009/09/09,nullnullnull,134.796nullnull,7nullnull,1nullnull,54nullnull,,,,,,,,,,,,,,isracoin,isracoin
250,2009/09/10,nullnullnull,134.806nullnull,13nullnull,1nullnull,67nullnull,,,,,,,,,,,,,,isracoin,isracoin
251,2009/09/11,nullnullnull,134.821nullnull,17nullnull,1nullnull,67nullnull,,,,,,,,,,,,,,isracoin,isracoin
252,2009/09/12,nullnullnull,134.884nullnull,20nullnull,1nullnull,69nullnull,,,,,,,,,,,,,,isracoin,isracoin
253,2009/09/13,nullnullnull,134.84nullnull,20nullnull,1nullnull,75nullnull,,,,,,,,,,,,,,isracoin,isracoin
254,2009/09/14,nullnullnull,134.851nullnull,18nullnull,1nullnull,74nullnull,,,,,,,,,,,,,,isracoin,isracoin
255,2009/09/15,nullnullnull,134.864nullnull,13nullnull,1nullnull,44nullnull,,,,,,,,,,,,,,isracoin,isracoin
256,2009/09/16,1nullnull,137.875nullnull,24nullnull,1nullnull,74nullnull,,,,,,,,,,,,,,isracoin,isracoin
257,2009/09/17,1nullnull,273.226nullnull,24nullnull,1nullnull,186nullnull,,,,,,,,,,,,,,isracoin,isracoin
258,2009/09/18,nullnullnull,134.808nullnull,25nullnull,1nullnull,78nullnull,,,,,,,,,,,,,,isracoin,isracoin
259,2009/09/19,nullnullnull,134.959nullnull,19nullnull,1nullnull,74nullnull,,,,,,,,,,,,,,isracoin,isracoin
260,2009/09/20,nullnullnull,134.987nullnull,21nullnull,1nullnull,78nullnull,,,,,,,,,,,,,,isracoin,isracoin
261,2009/09/21,1nullnull,148.754nullnull,21nullnull,1nullnull,78nullnull,,,,,,,,,,,,,,isracoin,isracoin
262,2009/09/22,1nullnull,318.84nullnull,21nullnull,1nullnull,66nullnull,,,,,,,,,,,,,,isracoin,isracoin
263,2009/09/23,nullnullnull,134.722nullnull,13nullnull,1nullnull,36nullnull,,,,,,,,,,,,,,isracoin,isracoin
264,2009/09/24,nullnullnull,134.505nullnull,40nullnull,1nullnull,97nullnull,,,,,,,,,,,,,,isracoin,isracoin
265,2009/09/25,2nullnull,168.319nullnull,36nullnull,1nullnull,119nullnull,,,,,,,,,,,,,,isracoin,isracoin
266,2009/09/26,nullnullnull,134.46nullnull,40nullnull,1nullnull,100nullnull,,,,,,,,,,,,,,isracoin,isracoin
267,2009/09/27,1nullnull,156.379nullnull,27nullnull,1nullnull,104nullnull,,,,,,,,,,,,,,isracoin,isracoin
268,2009/09/28,nullnullnull,134.929nullnull,28nullnull,1nullnull,85nullnull,,,,,,,,,,,,,,isracoin,isracoin
269,2009/09/29,2nullnull,191.614nullnull,34nullnull,1nullnull,133nullnull,,,,,,,,,,,,,,isracoin,isracoin
270,2009/09/30,nullnullnull,134.765nullnull,31nullnull,1nullnull,85nullnull,,,,,,,,,,,,,,isracoin,isracoin
271,2009/10/01,nullnullnull,134.89nullnull,27nullnull,1nullnull,82nullnull,,,,,,,,,,,,,,isracoin,isracoin
272,2009/10/02,1nullnull,151.222nullnull,35nullnull,1nullnull,83nullnull,,,,,,,,,,,,,,isracoin,isracoin
273,2009/10/03,nullnullnull,134.414nullnull,36nullnull,1nullnull,58nullnull,,,,,,,,,,,,,,isracoin,isracoin
274,2009/10/04,nullnullnull,134.679nullnull,31nullnull,1nullnull,53nullnull,,,,,,,,,,,,,,isracoin,isracoin
275,2009/10/05,nullnullnull,134.764nullnull,34nullnull,1nullnull,55nullnull,,,,,,,,,,,,,,isracoin,isracoin
276,2009/10/06,2nullnull,178.116nullnull,25nullnull,1nullnull,58nullnull,,,,,,,,,,,,,,isracoin,isracoin
277,2009/10/07,nullnullnull,134.717nullnull,36nullnull,1nullnull,60nullnull,,,,,,,,,,,,,,isracoin,isracoin
278,2009/10/08,nullnullnull,134.471nullnull,32nullnull,1nullnull,70nullnull,,,,,,,,,,,,,,isracoin,isracoin
279,2009/10/09,nullnullnull,134.658nullnull,38nullnull,1nullnull,80nullnull,,,,,,,,,,,,,,isracoin,isracoin
280,2009/10/10,nullnullnull,134.818nullnull,38nullnull,1nullnull,76nullnull,,,,,,,,,,,,,,isracoin,isracoin
281,2009/10/11,nullnullnull,134.757nullnull,44nullnull,1nullnull,74nullnull,,,,,,,,,,,,,,isracoin,isracoin
282,2009/10/12,1nullnull,283.379nullnull,29nullnull,1nullnull,132nullnull,,,,,,,,,,,,,,isracoin,isracoin
283,2009/10/13,nullnullnull,134.807nullnull,32nullnull,1nullnull,57nullnull,,,,,,,,,,,,,,isracoin,isracoin
284,2009/10/14,nullnullnull,134.623nullnull,42nullnull,1nullnull,69nullnull,,,,,,,,,,,,,,isracoin,isracoin
285,2009/10/15,nullnullnull,134.366nullnull,35nullnull,1nullnull,71nullnull,,,,,,,,,,,,,,isracoin,isracoin
286,2009/10/16,1nullnull,291.517nullnull,28nullnull,1nullnull,141nullnull,,,,,,,,,,,,,,isracoin,isracoin
287,2009/10/17,nullnullnull,134.842nullnull,31nullnull,1nullnull,57nullnull,,,,,,,,,,,,,,isracoin,isracoin
288,2009/10/18,1nullnull,146nullnull,39nullnull,1nullnull,82nullnull,,,,,,,,,,,,,,isracoin,isracoin
289,2009/10/19,nullnullnull,134.446nullnull,37nullnull,1nullnull,112nullnull,,,,,,,,,,,,,,isracoin,isracoin
290,2009/10/20,1nullnull,257nullnull,43nullnull,1nullnull,197nullnull,,,,,,,,,,,,,,isracoin,isracoin
291,2009/10/21,1nullnull,160.663nullnull,41nullnull,1nullnull,99nullnull,,,,,,,,,,,,,,isracoin,isracoin
292,2009/10/22,1nullnull,187.122nullnull,49nullnull,1nullnull,130nullnull,,,,,,,,,,,,,,isracoin,isracoin
293,2009/10/23,nullnullnull,134.427nullnull,51nullnull,1nullnull,89nullnull,,,,,,,,,,,,,,isracoin,isracoin
294,2009/10/24,1nullnull,149.194nullnull,49nullnull,1nullnull,70nullnull,,,,,,,,,,,,,,isracoin,isracoin
295,2009/10/25,nullnullnull,134.579nullnull,51nullnull,1nullnull,76nullnull,,,,,,,,,,,,,,isracoin,isracoin
296,2009/10/26,nullnullnull,134.803nullnull,45nullnull,1nullnull,71nullnull,,,,,,,,,,,,,,isracoin,isracoin
297,2009/10/27,1nullnull,164.781nullnull,40nullnull,1nullnull,81nullnull,,,,,,,,,,,,,,isracoin,isracoin
298,2009/10/28,nullnullnull,134.682nullnull,43nullnull,1nullnull,66nullnull,,,,,,,,,,,,,,isracoin,isracoin
299,2009/10/29,2nullnull,238.391nullnull,28nullnull,1nullnull,89nullnull,,,,,,,,,,,,,,isracoin,isracoin
300,2009/10/30,nullnullnull,134.467nullnull,32nullnull,1nullnull,60nullnull,,,,,,,,,,,,,,isracoin,isracoin
301,2009/10/31,nullnullnull,134.304nullnull,41nullnull,1nullnull,46nullnull,,,,,,,,,,,,,,isracoin,isracoin
302,2009/11/01,nullnullnull,134.28nullnull,24nullnull,1nullnull,25nullnull,,,,,,,,,,,,,,isracoin,isracoin
303,2009/11/02,nullnullnull,134.394nullnull,13nullnull,1nullnull,33nullnull,,,,,,,,,,,,,,isracoin,isracoin
304,2009/11/03,nullnullnull,134.532nullnull,40nullnull,1nullnull,62nullnull,,,,,,,,,,,,,,isracoin,isracoin
305,2009/11/04,1nullnull,213.111nullnull,34nullnull,1nullnull,105nullnull,,,,,,,,,,,,,,isracoin,isracoin
306,2009/11/05,nullnullnull,134.474nullnull,34nullnull,1nullnull,57nullnull,,,,,,,,,,,,,,isracoin,isracoin
307,2009/11/06,nullnullnull,134.548nullnull,35nullnull,1nullnull,62nullnull,,,,,,,,,,,,,,isracoin,isracoin
308,2009/11/07,nullnullnull,134.667nullnull,44nullnull,1nullnull,69nullnull,,,,,,,,,,,,,,isracoin,isracoin
309,2009/11/08,nullnullnull,134.548nullnull,41nullnull,1nullnull,73nullnull,,,,,,,,,,,,,,isracoin,isracoin
310,2009/11/09,nullnullnull,134.688nullnull,29nullnull,1nullnull,64nullnull,,,,,,,,,,,,,,isracoin,isracoin
311,2009/11/10,nullnullnull,134.385nullnull,47nullnull,1nullnull,78nullnull,,,,,,,,,,,,,,isracoin,isracoin
312,2009/11/11,9nullnull,250.453nullnull,38nullnull,1nullnull,116nullnull,,,,,,,,,,,,,,isracoin,isracoin
313,2009/11/12,nullnullnull,134.424nullnull,32nullnull,1nullnull,66nullnull,,,,,,,,,,,,,,isracoin,isracoin
314,2009/11/13,3nullnull,157.45nullnull,49nullnull,1nullnull,93nullnull,,,,,,,,,,,,,,isracoin,isracoin
315,2009/11/14,nullnullnull,134.633nullnull,44nullnull,1nullnull,79nullnull,,,,,,,,,,,,,,isracoin,isracoin
316,2009/11/15,nullnullnull,134.625nullnull,49nullnull,1nullnull,96nullnull,,,,,,,,,,,,,,isracoin,isracoin
317,2009/11/16,nullnullnull,134.68nullnull,56nullnull,1nullnull,97nullnull,,,,,,,,,,,,,,isracoin,isracoin
318,2009/11/17,nullnullnull,134.663nullnull,55nullnull,1nullnull,92nullnull,,,,,,,,,,,,,,isracoin,isracoin
319,2009/11/18,nullnullnull,134.43nullnull,44nullnull,1nullnull,79nullnull,,,,,,,,,,,,,,isracoin,isracoin
320,2009/11/19,2nullnull,294.2nullnull,42nullnull,1nullnull,153nullnull,,,,,,,,,,,,,,isracoin,isracoin
321,2009/11/20,nullnullnull,134.616nullnull,49nullnull,1nullnull,86nullnull,,,,,,,,,,,,,,isracoin,isracoin
322,2009/11/21,nullnullnull,134.712nullnull,50nullnull,1nullnull,73nullnull,,,,,,,,,,,,,,isracoin,isracoin
323,2009/11/22,nullnullnull,134.708nullnull,62nullnull,1nullnull,106nullnull,,,,,,,,,,,,,,isracoin,isracoin
324,2009/11/23,nullnullnull,134.854nullnull,49nullnull,1nullnull,96nullnull,,,,,,,,,,,,,,isracoin,isracoin
325,2009/11/24,nullnullnull,134.57nullnull,58nullnull,1nullnull,93nullnull,,,,,,,,,,,,,,isracoin,isracoin
326,2009/11/25,nullnullnull,134.644nullnull,52nullnull,1nullnull,90nullnull,,,,,,,,,,,,,,isracoin,isracoin
327,2009/11/26,nullnullnull,134.512nullnull,50nullnull,1nullnull,84nullnull,,,,,,,,,,,,,,isracoin,isracoin
328,2009/11/27,nullnullnull,134.473nullnull,45nullnull,1nullnull,74nullnull,,,,,,,,,,,,,,isracoin,isracoin
329,2009/11/28,nullnullnull,134.563nullnull,33nullnull,1nullnull,71nullnull,,,,,,,,,,,,,,isracoin,isracoin
330,2009/11/29,nullnullnull,134.683nullnull,21nullnull,1nullnull,60nullnull,,,,,,,,,,,,,,isracoin,isracoin
331,2009/11/30,nullnullnull,134.76nullnull,43nullnull,1nullnull,75nullnull,,,,,,,,,,,,,,isracoin,isracoin
332,2009/12/01,1nullnull,402.781nullnull,31nullnull,1nullnull,240nullnull,,,,,,,,,,,,,,isracoin,isracoin
333,2009/12/02,nullnullnull,134.649nullnull,47nullnull,1nullnull,94nullnull,,,,,,,,,,,,,,isracoin,isracoin
334,2009/12/03,nullnullnull,134.784nullnull,48nullnull,1nullnull,88nullnull,,,,,,,,,,,,,,isracoin,isracoin
335,2009/12/04,nullnullnull,134.444nullnull,33nullnull,1nullnull,36nullnull,,,,,,,,,,,,,,isracoin,isracoin
336,2009/12/05,1nullnull,168.016nullnull,57nullnull,1nullnull,84nullnull,,,,,,,,,,,,,,isracoin,isracoin
337,2009/12/06,2nullnull,139.359nullnull,72nullnull,1nullnull,107nullnull,,,,,,,,,,,,,,isracoin,isracoin
338,2009/12/07,nullnullnull,134.643nullnull,75nullnull,1nullnull,112nullnull,,,,,,,,,,,,,,isracoin,isracoin
339,2009/12/08,2nullnull,168.21nullnull,72nullnull,1nullnull,136nullnull,,,,,,,,,,,,,,isracoin,isracoin
340,2009/12/09,13nullnull,182.208nullnull,72nullnull,1nullnull,119nullnull,,,,,,,,,,,,,,isracoin,isracoin
341,2009/12/10,nullnullnull,134.644nullnull,67nullnull,1nullnull,104nullnull,,,,,,,,,,,,,,isracoin,isracoin
342,2009/12/11,nullnullnull,134.348nullnull,61nullnull,1nullnull,112nullnull,,,,,,,,,,,,,,isracoin,isracoin
343,2009/12/12,2nullnull,205.445nullnull,71nullnull,1nullnull,178nullnull,,,,,,,,,,,,,,isracoin,isracoin
344,2009/12/13,nullnullnull,134.754nullnull,70nullnull,1nullnull,114nullnull,,,,,,,,,,,,,,isracoin,isracoin
345,2009/12/14,5nullnull,510.471nullnull,62nullnull,1nullnull,437nullnull,,,,,,,,,,,,,,isracoin,isracoin
346,2009/12/15,2nullnull,145.945nullnull,69nullnull,1nullnull,119nullnull,,,,,,,,,,,,,,isracoin,isracoin
347,2009/12/16,1nullnull,149.213nullnull,84nullnull,1nullnull,154nullnull,,,,,,,,,,,,,,isracoin,isracoin
348,2009/12/17,3nullnull,143.964nullnull,106nullnull,1nullnull,179nullnull,,,,,,,,,,,,,,isracoin,isracoin
349,2009/12/18,nullnullnull,134.542nullnull,146nullnull,1nullnull,225nullnull,,,,,,,,,,,,,,isracoin,isracoin
350,2009/12/19,1nullnull,135.717nullnull,139nullnull,1nullnull,200nullnull,,,,,,,,,,,,,,isracoin,isracoin
351,2009/12/20,nullnullnull,134.914nullnull,114nullnull,1nullnull,175nullnull,,,,,,,,,,,,,,isracoin,isracoin
352,2009/12/21,1nullnull,135.577nullnull,110nullnull,1nullnull,177nullnull,,,,,,,,,,,,,,isracoin,isracoin
353,2009/12/22,nullnullnull,134.722nullnull,117nullnull,1nullnull,162nullnull,,,,,,,,,,,,,,isracoin,isracoin
354,2009/12/23,nullnullnull,134.675nullnull,105nullnull,1nullnull,154nullnull,,,,,,,,,,,,,,isracoin,isracoin
355,2009/12/24,nullnullnull,134.688nullnull,99nullnull,1nullnull,154nullnull,,,,,,,,,,,,,,isracoin,isracoin
356,2009/12/25,1nullnull,136.302nullnull,100nullnull,1nullnull,151nullnull,,,,,,,,,,,,,,isracoin,isracoin
357,2009/12/26,nullnullnull,134.718nullnull,111nullnull,1nullnull,174nullnull,,,,,,,,,,,,,,isracoin,isracoin
358,2009/12/27,1nullnull,138.796nullnull,102nullnull,1nullnull,173nullnull,,,,,,,,,,,,,,isracoin,isracoin
359,2009/12/28,nullnullnull,134.752nullnull,79nullnull,1nullnull,137nullnull,,,,,,,,,,,,,,isracoin,isracoin
360,2009/12/29,nullnullnull,134.649nullnull,121nullnull,1nullnull,171nullnull,,,,,,,,,,,,,,isracoin,isracoin
361,2009/12/30,nullnullnull,134.688nullnull,95nullnull,1.125nullnull,141nullnull,,,,,,,,,,,,,,isracoin,isracoin
362,2009/12/31,nullnullnull,134.696nullnull,98nullnull,1.183nullnull,138nullnull,,,,,,,,,,,,,,isracoin,isracoin
363,2010/01/01,2nullnull,136.955nullnull,90nullnull,1.183nullnull,137nullnull,,,,,,,,,,,,,,isracoin,isracoin
364,2010/01/02,nullnullnull,134.627nullnull,92nullnull,1.183nullnull,125nullnull,,,,,,,,,,,,,,isracoin,isracoin
365,2010/01/03,nullnullnull,134.763nullnull,135nullnull,1.183nullnull,186nullnull,,,,,,,,,,,,,,isracoin,isracoin
366,2010/01/04,2nullnull,188.044nullnull,130nullnull,1.183nullnull,266nullnull,,,,,,,,,,,,,,isracoin,isracoin
367,2010/01/05,nullnullnull,134.631nullnull,135nullnull,1.183nullnull,198nullnull,,,,,,,,,,,,,,isracoin,isracoin
368,2010/01/06,nullnullnull,134.742nullnull,108nullnull,1.183nullnull,163nullnull,,,,,,,,,,,,,,isracoin,isracoin
369,2010/01/07,nullnullnull,134.636nullnull,96nullnull,1.183nullnull,154nullnull,,,,,,,,,,,,,,isracoin,isracoin
370,2010/01/08,nullnullnull,134.758nullnull,94nullnull,1.183nullnull,153nullnull,,,,,,,,,,,,,,isracoin,isracoin
371,2010/01/09,nullnullnull,134.828nullnull,91nullnull,1.183nullnull,151nullnull,,,,,,,,,,,,,,isracoin,isracoin
372,2010/01/10,nullnullnull,134.8nullnull,133nullnull,1.183nullnull,190nullnull,,,,,,,,,,,,,,isracoin,isracoin
373,2010/01/11,nullnullnull,134.698nullnull,103nullnull,1.191nullnull,159nullnull,,,,,,,,,,,,,,isracoin,isracoin
374,2010/01/12,2nullnull,291.013nullnull,118nullnull,1.305nullnull,375nullnull,,,,,,,,,,,,,,isracoin,isracoin
375,2010/01/13,2nullnull,137.506nullnull,99nullnull,1.305nullnull,168nullnull,,,,,,,,,,,,,,isracoin,isracoin
376,2010/01/14,2nullnull,143.573nullnull,88nullnull,1.305nullnull,155nullnull,,,,,,,,,,,,,,isracoin,isracoin
377,2010/01/15,1nullnull,138.901nullnull,92nullnull,1.305nullnull,147nullnull,,,,,,,,,,,,,,isracoin,isracoin
378,2010/01/16,1nullnull,141.28nullnull,87nullnull,1.305nullnull,132nullnull,,,,,,,,,,,,,,isracoin,isracoin
379,2010/01/17,nullnullnull,134.565nullnull,95nullnull,1.305nullnull,131nullnull,,,,,,,,,,,,,,isracoin,isracoin
380,2010/01/18,1nullnull,136.328nullnull,98nullnull,1.305nullnull,128nullnull,,,,,,,,,,,,,,isracoin,isracoin
381,2010/01/19,nullnullnull,134.387nullnull,93nullnull,1.305nullnull,124nullnull,,,,,,,,,,,,,,isracoin,isracoin
382,2010/01/20,nullnullnull,134.449nullnull,133nullnull,1.305nullnull,158nullnull,,,,,,,,,,,,,,isracoin,isracoin
383,2010/01/21,9nullnull,154.234nullnull,123nullnull,1.305nullnull,187nullnull,,,,,,,,,,,,,,isracoin,isracoin
384,2010/01/22,3nullnull,140.406nullnull,90nullnull,1.305nullnull,141nullnull,,,,,,,,,,,,,,isracoin,isracoin
385,2010/01/23,2nullnull,137.463nullnull,113nullnull,1.305nullnull,164nullnull,,,,,,,,,,,,,,isracoin,isracoin
386,2010/01/24,1nullnull,135.701nullnull,91nullnull,1.305nullnull,156nullnull,,,,,,,,,,,,,,isracoin,isracoin
387,2010/01/25,4nullnull,170.256nullnull,158nullnull,1.323nullnull,272nullnull,,,,,,,,,,,,,,isracoin,isracoin
388,2010/01/26,6nullnull,149.128nullnull,138nullnull,1.344nullnull,215nullnull,,,,,,,,,,,,,,isracoin,isracoin
389,2010/01/27,2nullnull,149.055nullnull,118nullnull,1.344nullnull,181nullnull,,,,,,,,,,,,,,isracoin,isracoin
390,2010/01/28,2nullnull,148.565nullnull,129nullnull,1.344nullnull,199nullnull,,,,,,,,,,,,,,isracoin,isracoin
391,2010/01/29,4nullnull,146.756nullnull,145nullnull,1.344nullnull,213nullnull,,,,,,,,,,,,,,isracoin,isracoin
392,2010/01/30,4nullnull,154.41nullnull,156nullnull,1.344nullnull,248nullnull,,,,,,,,,,,,,,isracoin,isracoin
393,2010/01/31,2nullnull,148.042nullnull,147nullnull,1.344nullnull,184nullnull,,,,,,,,,,,,,,isracoin,isracoin
394,2010/02/01,9nullnull,152.918nullnull,169nullnull,1.344nullnull,203nullnull,,,,,,,,,,,,,,isracoin,isracoin
395,2010/02/02,1nullnull,151.172nullnull,121nullnull,1.344nullnull,167nullnull,,,,,,,,,,,,,,isracoin,isracoin
396,2010/02/03,2nullnull,137.437nullnull,211nullnull,1.344nullnull,277nullnull,,,,,,,,,,,,,,isracoin,isracoin
397,2010/02/04,5nullnull,156.9nullnull,169nullnull,1.382nullnull,269nullnull,,,,,,,,,,,,,,isracoin,isracoin
398,2010/02/05,4nullnull,261.731nullnull,173nullnull,1.819nullnull,472nullnull,,,,,,,,,,,,,,isracoin,isracoin
399,2010/02/06,14nullnull,156.182nullnull,147nullnull,1.819nullnull,224nullnull,,,,,,,,,,,,,,isracoin,isracoin
400,2010/02/07,5nullnull,141.908nullnull,189nullnull,1.819nullnull,230nullnull,,,,,,,,,,,,,,isracoin,isracoin
401,2010/02/08,8nullnull,209.79nullnull,158nullnull,1.819nullnull,329nullnull,,,,,,,,,,,,,,isracoin,isracoin
402,2010/02/09,3nullnull,365.836nullnull,159nullnull,1.819nullnull,623nullnull,,,,,,,,,,,,,,isracoin,isracoin
403,2010/02/10,5nullnull,547.601nullnull,122nullnull,1.819nullnull,777nullnull,,,,,,,,,,,,,,isracoin,isracoin
404,2010/02/11,5nullnull,185.769nullnull,128nullnull,1.819nullnull,245nullnull,,,,,,,,,,,,,,isracoin,isracoin
405,2010/02/12,5nullnull,174.973nullnull,145nullnull,1.819nullnull,225nullnull,,,,,,,,,,,,,,isracoin,isracoin
406,2010/02/13,3nullnull,177.733nullnull,195nullnull,1.819nullnull,318nullnull,,,,,,,,,,,,,,isracoin,isracoin
407,2010/02/14,11nullnull,171.813nullnull,160nullnull,1.822nullnull,263nullnull,,,,,,,,,,,,,,isracoin,isracoin
408,2010/02/15,9nullnull,197.801nullnull,130nullnull,2.528nullnull,271nullnull,,,,,,,,,,,,,,isracoin,isracoin
409,2010/02/16,6nullnull,146.528nullnull,155nullnull,2.528nullnull,217nullnull,,,,,,,,,,,,,,isracoin,isracoin
410,2010/02/17,11nullnull,153.021nullnull,177nullnull,2.528nullnull,267nullnull,,,,,,,,,,,,,,isracoin,isracoin
411,2010/02/18,7nullnull,168.399nullnull,149nullnull,2.528nullnull,267nullnull,,,,,,,,,,,,,,isracoin,isracoin
412,2010/02/19,3nullnull,139.229nullnull,143nullnull,2.528nullnull,198nullnull,,,,,,,,,,,,,,isracoin,isracoin
413,2010/02/20,2nullnull,142.385nullnull,164nullnull,2.528nullnull,221nullnull,,,,,,,,,,,,,,isracoin,isracoin
414,2010/02/21,4nullnull,200.229nullnull,157nullnull,2.528nullnull,344nullnull,,,,,,,,,,,,,,isracoin,isracoin
415,2010/02/22,5nullnull,253.077nullnull,182nullnull,2.528nullnull,531nullnull,,,,,,,,,,,,,,isracoin,isracoin
416,2010/02/23,1nullnull,135.336nullnull,188nullnull,2.528nullnull,252nullnull,,,,,,,,,,,,,,isracoin,isracoin
417,2010/02/24,6nullnull,208.035nullnull,116nullnull,3.312nullnull,283nullnull,,,,,,,,,,,,,,isracoin,isracoin
418,2010/02/25,4nullnull,241.883nullnull,103nullnull,3.781nullnull,300nullnull,,,,,,,,,,,,,,isracoin,isracoin
419,2010/02/26,4nullnull,150.169nullnull,120nullnull,3.781nullnull,196nullnull,,,,,,,,,,,,,,isracoin,isracoin
420,2010/02/27,3nullnull,142.453nullnull,131nullnull,3.781nullnull,184nullnull,,,,,,,,,,,,,,isracoin,isracoin
