,date,transactions,block_size,sent_addresses,difficulty,active_addresses,hashrate,av_transaction_size,send_usd,median_transaction_size,av_transaction_value,median_transaction_value,mining_profitability,confirmation_time,google_trends,top_100_percent,tweets,market_cap,fee_reward,full_name,coin
2920,2017/01/01,180346274738730,69845751071390,259213111756511,3176884003547701079895312719887,423375821519246,,,10509883952030751514974010,,58287589386.626,,,,,,210712961791,15596414034215635324720372078,,isracoin,isracoin
2921,2017/01/02,290792411239652,94479553911458,39654563577688,3176884003547701080590621394785,6007081088921119,,,15873595284666517823378127,,555211349589.583,,,,,,264612201751,16221390111223072632716123995,,isracoin,isracoin
2922,2017/01/03,301500360445883,90649145101627,40263158788512,3176884003547691280544805734306,545102929621256,,,19818448122778800144648459,,65737873973.094,,,,,,272692852639,16341508214222428905771464928,,isracoin,isracoin
2923,2017/01/04,328489505950673,98598061201717,430480857910889,3176884003547595987318226210638,5844141371526548,,,26653850896252886882102331,,8114123601620,,,,,,316113043452,17268680621225446531914403483,,isracoin,isracoin
2924,2017/01/05,288361472749596,98411456301676,389602756610244,3176884003547595990095806751431,5492101164026954,,,31304834567769037484707366,,10856165271708,,,,,,334077742896,16789072075216627977918150659,,isracoin,isracoin
2925,2017/01/06,346244416943804,98424846861593,440939657810350,3176884003547595991836668487686,6360091031024955,,,28754890223983478374238324,,830595571695,,,,,,290655162283,14914627607197316777877128248,,isracoin,isracoin
2926,2017/01/07,281922411243622,98716366701570,379193115438745,3176884003547560993445343692936,5758181871323381,,,18616403132788029043037241,,66326817986.595,,,,,,227172631653,13910322895187129078857242615,,isracoin,isracoin
2927,2017/01/08,259934327442727,81033737381557,34316854857912,3176884003547535794533533369415,517117892822002,,,15248565582240146924986593,,58666844584.796,,,,,,195952491734,14609443558193901452875844088,,isracoin,isracoin
2928,2017/01/09,269811353646188,92292045301595,367296666210006,3176884003547535797381935320019,513475985224688,,,18648987243054014846010639,,69128692996.16,,,,,,232773071968,14321031800196728255914661449,,isracoin,isracoin
2929,2017/01/10,323728461348179,95963866411686,40759784298381,3194894815207533498721760527686,5897391255123014,,,211944478111214209447725554,,654724328990.588,,,,,,229183281847,14456981527218756648912636288,,isracoin,isracoin
2930,2017/01/11,302905475845221,92293350911591,38078471769143,3368999327967496499095850029332,5252871288823870,,,33552311105840504246318155,,11077123411024,,,,,,292282471661,13562544471205034569881198050,,isracoin,isracoin
2931,2017/01/12,294953373450589,80159637411697,37780965209360,3368999327967496499976126609117,5257781008424063,,,27498144093213028843254375,,95028687855.015,,,,,,303872231611,12565911783192900604834793210,,isracoin,isracoin
2932,2017/01/13,272597397150833,84040541511729,36599959218588,336899932796749641.0135572174708E+14,513655900122346,,,19001565092288806123913392,,70455764470.43,,,,,,287852031739,12952126834193904212842033547,,isracoin,isracoin
2933,2017/01/14,242097307542044,74268454691499,334497130487887,336899932796827241.0251731609855E+14,4872201323621258,,,1236862491179685349009453,,51095879214.286,,,,,,223672431446,13281564520193763193844561491,,isracoin,isracoin
2934,2017/01/15,235832357841748,67698592691498,31406357767294,336899932796836321.0364129259949E+14,4757291800721621,,,1406243872136130655692781,,59633815136.361,,,,,,222322111820,13131466252192147088855495657,,isracoin,isracoin
2935,2017/01/16,267471310845375,75825234551575,36794857279257,336899932796836321.0413386475642E+14,513070885924202,,,1722603291138099707727945,,64404443170.313,,,,,,241032831817,13289558721191152391844944612,,isracoin,isracoin
2936,2017/01/17,292539369246671,90015941271642,39395771468454,336899932796866491.0381676706914E+14,551064929724018,,,20159269312040532015536456,,68915527332.893,,,,,,256483411821,14052570217192503087877813270,,isracoin,isracoin
2937,2017/01/18,296950332644994,89376038021583,39102758697951,336899932796886171.0205258998206E+14,574624974822465,,,1707025393433338988883453,,576213047197.436,,,,,,264913182604,14212417051191177940895935602,,isracoin,isracoin
2938,2017/01/19,300431483543628,83428648441552,40616365048829,336899932796886171.0718357959237E+14,6208811046623087,,,23161456061011301210257475,,77092092235.112,,,,,,278482811887,14330784424190467440901098724,,isracoin,isracoin
2939,2017/01/20,298188430145775,72219042421609,40563669059280,336899932796909951.0685688629655E+14,5872821029824250,,,23076138115206987428365899,,773912132619.681,,,,,,233654381648,14366443695191507222925973295,,isracoin,isracoin
2940,2017/01/21,263381327643302,69300649691504,368564127198307,336899932796953191.0835796084258E+14,552658883022677,,,14008207261796110410131579,,53195483233.975,,,,,,208332581416,14731178984192206634943896034,,isracoin,isracoin
2941,2017/01/22,236712339347432,67447754401616,32477460237853,339477557143953191.0881066454634E+14,4952221458022552,,,10438642813831215010555028,,441011292222.53,,,,,,208162491596,14830326382190817118949615555,,isracoin,isracoin
2942,2017/01/23,235392325646076,90860144381612,33096962048372,392963262344953191.1110918238257E+14,550007873722709,,,1396488287209203409435227,,59626473204.775,,,,,,248092881924,14787301874189081922942964991,,isracoin,isracoin
2943,2017/01/24,278028278750414,97357533801754,39692955448517,392963262344962261.0988457476756E+14,603034878424008,,,1770864417117619708363837,,63694220165.903,,,,,,283044201831,14597120437187495630934890346,,isracoin,isracoin
2944,2017/01/25,304578280646256,98775833271644,40630054607811,392963262344963111.1002119402993E+14,614252826422116,,,1724662585167284709927054,,56625974214.611,,,,,,272782851851,14405123941184532560924742828,,isracoin,isracoin
2945,2017/01/26,313600250546856,99305532471673,41266159338284,392963262344963111.1165382950181E+14,627055901722307,,,19085512521181955411224495,,61214718239.553,,,,,,243662891771,14565329736185916271926625018,,isracoin,isracoin
2946,2017/01/27,263162243646680,83759732381658,37131655297909,392963262344976731.1270672597133E+14,605182787722160,,,16446510831490577810714776,,62506129229.537,,,,,,231782971834,14738669922188978243922987279,,isracoin,isracoin
2947,2017/01/28,246243240245189,87738350801628,356486122327763,392963262344991141.1159725169047E+14,555265783021705,,,114375435190749866291142,,46453786139.218,,,,,,213003031470,14776395334190252944925421299,,isracoin,isracoin
2948,2017/01/29,241460238242509,86240949721523,33810452487392,392963262344991141.106772292114E+14,5661271263721303,,,125775709475923799096845,,52093187213.998,,,,,,207892421466,14756965572190080895922660656,,isracoin,isracoin
2949,2017/01/30,247264376745369,95502944451579,35688864718414,392963262344991141.109653613824E+14,545227980522720,,,13372754071461262887287725,,546938828160.632,,,,,,271703091479,14761332072192939764924763578,,isracoin,isracoin
2950,2017/01/31,307538332043649,95946340221539,42672767168260,392963262344987181.1273665584762E+14,5697311045222257,,,16782155563798946013499660,,545711444309.278,,,,,,237113941472,15115565716200910983933965946,,isracoin,isracoin
2951,2017/02/01,350368264144541,96220742001607,47319854748375,392963262344987111.1155652919217E+14,6752441021122955,,,20123012721575769513488867,,57436002302.842,,,,,,226003011673,15624956141200153299939886606,,isracoin,isracoin
2952,2017/02/02,259402249143709,91387452211578,36419260648833,392963262344987111.1388956967048E+14,5838921157123244,,,1829443427786770213066322,,70533160298.939,,,,,,235473113207,15949416372199760037940003113,,isracoin,isracoin
2953,2017/02/03,323414269342778,97073641651568,45122662428164,3929632623441009421.1232107156907E+14,606928901422550,,,24580462001645916017582696,,76006113411.022,,,,,,266943672049,16271270696199136735949823548,,isracoin,isracoin
2954,2017/02/04,284634303245410,95207352171560,399400134418986,3935717478561023991.1266498285916E+14,5921081937123919,,,21459255681663730619839905,,75635487436.906,,,,,,271123661494,16349937403197197490993179802,,isracoin,isracoin
2955,2017/02/05,291942384946542,95786268161614,39857062059134,4221705668841023991.1816252160951E+14,5712321462424468,,,1827815638106450918329992,,62612766178.978,,,,,,235303711482,16396973092196059208990296334,,isracoin,isracoin
2956,2017/02/06,229902279747306,97911847151606,33908667369152,4221705668841023991.1923355391749E+14,5568201086323745,,,17064250921218901715402165,,74224358325.586,,,,,,290267841659,16408701572195847380993402122,,isracoin,isracoin
2957,2017/02/07,325117342951866,94559843501827,44141362538813,422170566884968931.1940817405368E+14,6290621135023652,,,2113920193958608914494964,,65022799279.469,,,,,,301388671910,167445588431963145831007013693,,isracoin,isracoin
2958,2017/02/08,308170437651089,96104647601764,40690992439030,422170566884961281.2024044207809E+14,5947091234424246,,,20542354591583057213515250,,66663620264.543,,,,,,264453381987,169304170431960804731003344092,,isracoin,isracoin
2959,2017/02/09,346375403047873,95594758461630,45165669058973,422170566884961281.211126295995E+14,6418331117224215,,,32574185642038599514826718,,94045076309.709,,,,,,278863041837,16454887273190829192983422528,,isracoin,isracoin
2960,2017/02/10,301642323152222,96746242371735,404053647410069,422170566884971781.2442088194501E+14,5742351073525248,,,26688668122832208418085067,,88488790346.311,,,,,,260962872241,15709348933186024056976211603,,isracoin,isracoin
2961,2017/02/11,262547235646560,96357841141594,362813106958362,422170566884986741.2472919935136E+14,546267935522583,,,14209549871528587010532944,,54126488226.223,,,,,,267592651893,161949144851892186771002242023,,isracoin,isracoin
2962,2017/02/12,237604248745319,87237651551571,32538274289018,422170566884986741.2645968806787E+14,4766011554823638,,,953167116313306813684505,,40181261301.96,,,,,,272112891637,161433972371872635661003451108,,isracoin,isracoin
2963,2017/02/13,288127232355990,91037941821823,395619598411165,422170566884986741.2752269874344E+14,557770971127472,,,1580541928369193013583525,,54861589242.606,,,,,,246213791735,16060221962186271741997917241,,isracoin,isracoin
2964,2017/02/14,314915253658298,88465036151914,420532516711010,422170566884942201.2997624297687E+14,591792977427776,,,1928076132420863242780048,,61231660733.817,,,,,,275684672320,161907245801871589161089428726,,isracoin,isracoin
2965,2017/02/15,294647334755320,94000539471818,397096574510848,422170566884927621.2959121207436E+14,564627930328087,,,1759433734387542953666663,,59711233970.113,,,,,,269453473673,162506632381901012931137124660,,isracoin,isracoin
2966,2017/02/16,283052216149674,97386533921661,39030650769865,422170566884927621.2999383899871E+14,556662879126624,,,3053259624349784130364498,,108241619611.275,,,,,,2435729118078,165240481851926237571130841274,,isracoin,isracoin
2967,2017/02/17,319616273149406,96899277851661,43101758659838,422170566884935221.3327788090209E+14,605463938926234,,,2607719966239911632891219,,8159878.488665.733,,,,,,263552624287,168499816751926640521131574894,,isracoin,isracoin
2968,2017/02/18,285992230249398,96189644771773,3947041163010723,432892501851951841.3501438178409E+14,611856911927343,,,1316727294155934430286364,,4620677.749613.109,,,,,,213442873759,170641215921920592741131471654,,isracoin,isracoin
2969,2017/02/19,251587320448227,93079965811635,35646668339117,440779902287951841.3721854347786E+14,5169611720025300,,,1487658169281939129862443,,5913879.96619.206,,,,,,199462292984,169568665911877692441133941664,,isracoin,isracoin
2970,2017/02/20,282580273850152,95124640361696,399042633210281,440779902287951841.3708728283847E+14,5697951088527193,,,1640880518368220931169105,,58071345621.493,,,,,,261132323469,170038314561876166361132106050,,isracoin,isracoin
2971,2017/02/21,278952257358434,94958548871989,39503070429856,440779902287989071.4024376578706E+14,5884491059826746,,,1918241118504661947650514,,68771963815.459,,,,,,251872503470,176908623031895217861119698579,,isracoin,isracoin
2972,2017/02/22,282056263550372,97707755801790,39507578329709,440779902287990111.4052798590321E+14,5573071136726314,,,2838328408995433234061796,,101083778676.205,,,,,,267512462934,180108569171921797181126333765,,isracoin,isracoin
2973,2017/02/23,325763262047601,96062937441667,44421754509504,440779902287990111.3977121694973E+14,599019915025819,,,3807524558296158233141947,,116881130696.245,,,,,,279292962862,184218369931935225881136513960,,isracoin,isracoin
2974,2017/02/24,343642312554081,97109649121778,467359891310657,440779902287975331.4024420459593E+14,6678901255929119,,,22593700661594222566698955,,657551291233,,,,,,372863353159,190452170931948187061161656051,,isracoin,isracoin
2975,2017/02/25,326354245353245,96624949791761,4288311646610034,440779902287923021.4292179559439E+14,6105321078227288,,,1432210903468978042471044,,43891912797.653,,,,,,240053062565,188099175561940795181188000033,,isracoin,isracoin
2976,2017/02/26,265025294251716,92166860711713,357804961010191,440779902287923021.4740311778642E+14,5922322004627367,,,1305481900570373452817042,,492619391021,,,,,,273262502853,187507780501935018501225067508,,isracoin,isracoin
2977,2017/02/27,284411301952642,94506638761819,390640768611217,440779902287923021.5076313553536E+14,5567941152229497,,,22204477498165388133883632,,780727052543,,,,,,247033743660,191079667401923603671308690615,,isracoin,isracoin
2978,2017/02/28,325261263160277,96815136481935,432265589013620,440779902287986831.5453129815878E+14,604428959334232,,,23239281045852080177380110,,714522242943,,,,,,235014424700,192485043791910518481400401547,,isracoin,isracoin
2979,2017/03/01,315739257359774,97906345862235,421059847814269,440779902287990251.526096458407E+14,5906931199934972,,,29978059739185397187417489,,949535703135,,,,,,252483013865,194602019611916243141419867188,,isracoin,isracoin
2980,2017/03/02,329271320370779,95552952302209,446163878621546,440779902287990251.5275043775672E+14,6101531327943645,,,338937654612945513313141135,,1029440424424,,,,,,282772623593,200128641631949795861615428927,,isracoin,isracoin
2981,2017/03/03,337159288264294,98520751562084,453959895616118,445545600359987571.6021826250382E+14,6414101264938455,,,57860701819737160324944285,,1716133795054,,,,,,318482352841,205472301772025151241763363060,,isracoin,isracoin
2982,2017/03/04,265648253358756,98582159531860,3804131584214069,460769358091983871.5869620266152E+14,529068991234785,,,25065744783844077207275781,,951315183528,,,,,,245352274207,205638068492008473111735144561,,isracoin,isracoin
2983,2017/03/05,280592253357031,98321857701821,390183590813730,460769358091983871.6395707061567E+14,6122201498733275,,,15526612992222922172499655,,5534877.5853025,,,,,,225072932265,204143853321985431081685073972,,isracoin,isracoin
2984,2017/03/06,287589249957020,96545040101808,418081587513793,460769358091983871.6636475687147E+14,5630921029235162,,,24362948163031201298434780,,847112135234,,,,,,294763043238,206073033872006198351743993441,,isracoin,isracoin
2985,2017/03/07,327749245862589,97477935801963,453269560912556,460769358091928361.6593278617002E+14,651489975932277,,,26259828332446717198233562,,8012995.413167,,,,,,312142632307,202617089552014454761711605536,,isracoin,isracoin
2986,2017/03/08,296966254355386,97934453731800,4139861041912871,460769358091898721.7054835345905E+14,6268131476932874,,,30159776778205976201586452,,1015632273640,,,,,,284631992416,193688799691957480981604418753,,isracoin,isracoin
2987,2017/03/09,303484246464266,99171549542403,422613914514958,460769358091898721.7389350162098E+14,6228751315136933,,,66950070846269021256766593,,2206025443995,,,,,,293622172981,190257474621946462291546828645,,isracoin,isracoin
2988,2017/03/10,308326251065126,99173838072190,431769591316030,460769358091898011.7294602090521E+14,649333948936304,,,33051140922802505245421903,,1072011203768,,,,,,369522274173,194640882791939407351627857239,,isracoin,isracoin
2989,2017/03/11,280532301264803,99749356492014,4005261683814851,460769358091884821.7515096485488E+14,6038742384037458,,,19261374184212973314715562,,686613994856,,,,,,301933493670,189127542441911808681772954473,,isracoin,isracoin
2990,2017/03/12,220955288066646,96006453792043,323614668216979,460769358091884821.7774490136197E+14,5073371585240651,,,14333347194666914537729726,,648716208068,,,,,,262261944090,193480172841926587861998717292,,isracoin,isracoin
2991,2017/03/13,272934314681718,98278960082452,398069676323209,460769358091884821.8023456388608E+14,5821641334953372,,,25656504068716980511549233,,940027856260,,,,,,274143205321,199053374612039524082436265992,,isracoin,isracoin
2992,2017/03/14,310239265677155,96236640782433,436205737319439,460769358091879871.7984486867651E+14,6691991168746078,,,334621724415231756223714057,,1078657352900,,,,,,271103504659,200702857802107761702548797159,,isracoin,isracoin
2993,2017/03/15,292292288681205,98390143512456,413491786520112,460769358091875141.841318379096E+14,6205971256548251,,,283571957711839372237423226,,970241032924,,,,,,255603024888,202140722432105510472712726644,,isracoin,isracoin
2994,2017/03/16,3268813653109950,98817744263071,465178741029444,460769358091875141.8585448249922E+14,410410924268136,,,4037753494245545421273831696,,12352678611586,,,,,,264123575545,197411707302172794903621466082,,isracoin,isracoin
2995,2017/03/17,2920423483106635,99546657332880,416777789528826,469886043904887081.9281018159665E+14,6621211470766865,,,352983190322364609739132398,,1208765266931,,,,,,286123834902,183335174452117578774127140370,,isracoin,isracoin
2996,2017/03/18,263373417089920,94196370372513,3862151797223897,475705205062937851.9760056382007E+14,6476931536355112,,,26987247397143381919974698,,10342171310231,,,,,,259643785211,168410615412047904003511292652,,isracoin,isracoin
2997,2017/03/19,269171368984599,88897369442396,382307767120170,475705205062937851.9086706270212E+14,6178582014048212,,,64294836583870530205846216,,2394010512433,,,,,,268593643449,164311078862005194463548886106,,isracoin,isracoin
2998,2017/03/20,276897314680264,97730456462316,395003657720419,475705205062937851.9940845594815E+14,2506341160049384,,,34224389777206355286377325,,1236022933568,,,,,,304804045631,168402910122004076783904993701,,isracoin,isracoin
2999,2017/03/21,287913314884298,98192138302507,421186681720609,475705205062910701.996309544215E+14,6172551144449690,,,67494842636050128564047998,,2344319226691,,,,,,296593405091,176537353912036611683863749601,,isracoin,isracoin
3000,2017/03/22,316434340878821,98201444302368,447372651018964,475705205062890252.0163247816642E+14,6761361154846546,,,55645382527061267471945098,,1758520725988,,,,,,325072962852,172265962621994637993716411000,,isracoin,isracoin
3001,2017/03/23,287723344482434,96500646422513,418503668318984,475705205062890252.1087937931599E+14,5980061399246273,,,24807714853403837483660024,,8622988.3385867,,,,,,399693813089,169217637312010819303754638988,,isracoin,isracoin
3002,2017/03/24,289345381887775,86985557922557,422235987523576,475705205062902052.1099964675984E+14,6452061505254703,,,386535729511576744736046387,,1335930328386,,,,,,302792933773,161834953612054175684156261320,,isracoin,isracoin
3003,2017/03/25,242842364984394,93984262162428,3797551984521673,475705205062943752.1120475217651E+14,5587081344750818,,,31389462606730712612159009,,1292618457254,,,,,,297282953030,151643528532055054094555794660,,isracoin,isracoin
3004,2017/03/26,219338393779534,67471270982375,350315720718709,475705205062943752.2117491228208E+14,5331652078545445,,,17040494814306584485004118,,776910946098,,,,,,239852232745,158003106592056055734548752396,,isracoin,isracoin
3005,2017/03/27,232159329494549,90086749812896,361901728221781,475705205062943752.316571967916E+14,5132151116350455,,,23430871005903218556294095,,1009317925884,,,,,,252163033655,162787947532076421064554362221,,isracoin,isracoin
3006,2017/03/28,293846364184348,98560148062543,437168711220434,475705205062914622.2954864983616E+14,6883701113348795,,,24351778843093278548980935,,8287849.5686509,,,,,,264622436384,169580779682111146424496866419,,isracoin,isracoin
3007,2017/03/29,283793451193064,97308748252744,420144810320753,475705205062891062.3297994481262E+14,5997671157650398,,,18748052926269619693586381,,660613907453,,,,,,245932685187,168065964712134507804714072171,,isracoin,isracoin
3008,2017/03/30,2886241061996209,962467142112853,4105011653425204,482855238677891062.3698247545829E+14,6435142462060391,,,224275458698611361911398144,,777192869473,,,,,,257237015085,168316724813099459044765425757,,isracoin,isracoin
3009,2017/03/31,2592687207103102,96044595082949,4009591161730937,49963592981789106240138785731439,5644481520767506,,,377495856781433900737111043,,14560112997149,,,,,,245424553084,171548030153472905004534721584,,isracoin,isracoin
3010,2017/04/01,255739547780572,96707277582403,3964771995020449,499635929817874742.3904835991216E+14,6055862098747096,,,309492001943249909484893193,,1210278976018,,,,,,216805653314,175810051083593912694539108736,,isracoin,isracoin
3011,2017/04/02,244045746788948,82419189132669,3756771200123267,499635929817874212.4203739967902E+14,5999752495554234,,,438569077066974998756184654,,1797189698501,,,,,,210115353232,176944849163945450604501220532,,isracoin,isracoin
3012,2017/04/03,2879657652100221,87820481662788,4313051255029661,499635929817874212.25777719719E+14,6694061890164879,,,471037607872382601776360680,,1635794797746,,,,,,253156403608,183823233494352660834122868853,,isracoin,isracoin
3013,2017/04/04,255890679486279,97777871912518,3998741010322527,499635929817912222.4058816576257E+14,5878851552353362,,,282767995988413935367295021,,11050130144257,,,,,,269798224682,185546780164543496373936012291,,isracoin,isracoin
3014,2017/04/05,316393962087411,966776111392558,4594131550623591,499635929817929572.462794647322E+14,6684622252753418,,,2588070630193576092559514255,,8180201626401,,,,,,2896725404248,183273216894946196154153265068,,isracoin,isracoin
3015,2017/04/06,290318875495177,97766286942799,4389071451526864,499635929817929572.4861932750594E+14,6350502244762853,,,237806812890555171765053241,,8191103588038,,,,,,2825125464721,189035394135853799294001199387,,isracoin,isracoin
3016,2017/04/07,295301602392846,97750370782776,4340261045019736,499635929817967362.4957461756998E+14,6438281684749165,,,700432704641482735221075546,,2371968872381,,,,,,294459904161,193158406895282250833891692511,,isracoin,isracoin
3017,2017/04/08,226822575972144,97434781842249,3648891547617676,4996359298171021362.5248480772522E+14,5577791844143461,,,1168338074639861116300924297,,5150969224171,,,,,,232725934486,192990536505399177014027424217,,isracoin,isracoin
3018,2017/04/09,238127685874557,92537993642358,3653611072716166,4996359298171021362.5317509994121E+14,5875572113341855,,,180344809331885157297049031,,757346493984,,,,,,226615724161,194029031125063791813963804541,,isracoin,isracoin
3019,2017/04/10,273237592975487,91748373652460,424790911319423,499635929817102136255973416950689,5975741510246285,,,250869229121815090373194399,,923036794944,,,,,,265626584599,196397204834828314963927784976,,isracoin,isracoin
3020,2017/04/11,307726646875891,96274976202377,459567995318808,499635929817952072.6103695577306E+14,6754691535445158,,,245399065619095372374042551,,797529524929,,,,,,284416524450,197209348854931491693969463236,,isracoin,isracoin
3021,2017/04/12,277951822280347,98248495712697,4368761315820161,499635929817918542.6094204485142E+14,6132092004248582,,,251800109973140498351492872,,905989324375,,,,,,2925011115287,198059279195667103554006978733,,isracoin,isracoin
3022,2017/04/13,228552502584124,97289759382589,3654351009021678,517807877352918542.5480615490149E+14,5508951529251074,,,255067981932130632285403374,,1116063943393,,,,,,272786045045,193626721005695690514406149254,,isracoin,isracoin
3023,2017/04/14,290069507081155,99502658542451,435892914219803,520808749422920422.7157549221601E+14,6377061471849082,,,262395144429273973343322704,,904657744230,,,,,,2595315704085,192660192275761642804356930014,,isracoin,isracoin
3024,2017/04/15,270555463174820,99161861022348,4055641743018411,520808749422930162.7239747154856E+14,6168372550345781,,,191100951523062277170808062,,706349802283,,,,,,221357953791,193194159015919647224355526188,,isracoin,isracoin
3025,2017/04/16,211683429270634,92733690582220,329440824215288,520808749422930162.7258132941286E+14,5287262450239803,,,22573976081240507487368283,,1072328901237,,,,,,235624633516,193143005935919416634408207687,,isracoin,isracoin
3026,2017/04/17,245046536172546,93070452052309,3739021032616721,52080874942293016275532146092829,5345421639242930,,,291681586754558111115754938,,11903103001596,,,,,,280157915209,193629832296159566804383996948,,isracoin,isracoin
3027,2017/04/18,302945556083303,95545749882603,4437581150019892,5208087494221018782.8274002997455E+14,305264893550741,,,298925668235431880421938710,,986763735065,,,,,,287705684328,198094668555631965484494177637,,isracoin,isracoin
3028,2017/04/19,309961547785734,98413050022664,4488651258820316,5208087494221022672.887509520236E+14,nullnull50936,,,264607607623535528488506870,,853742985698,,,,,,266297373578,197924543545462164944580833250,,isracoin,isracoin
3029,2017/04/20,267777455685450,97390751032581,397436998221016,5208087494221085252.8397210482426E+14,nullnull54428,,,273851968713684112539440270,,1022730046313,,,,,,299746564579,200607360575445258284452581244,,isracoin,isracoin
3030,2017/04/21,330187647681278,97585676222691,4831461157618218,5208087494221320162.9082299818745E+14,nullnull45639,,,293633115874980013382578373,,8893115794707,,,,,,282069205261,204448968715972089604485982956,,isracoin,isracoin
3031,2017/04/22,268567802873539,97295097262429,4086801866117112,5208087494221320162.9711134784625E+14,5970611939544199,,,2183868102404177678339538424,,8132506764617,,,,,,272039573425,203736529656721675664444898186,,isracoin,isracoin
3032,2017/04/23,244886997377073,947548112492393,3741571626117448,5208087494221320162.9845123979907E+14,5528282719045794,,,1973369799728703345341664873,,8058730684433,,,,,,252038814878,203788748997801862184440499832,,isracoin,isracoin
3033,2017/04/24,222547667580531,96300775432553,3607231267020726,5208087494221317302.9521152266163E+14,5357492009951100,,,2438346737372119715429496283,,10957557485333,,,,,,2964411735366,204667519147609372984563457031,,isracoin,isracoin
3034,2017/04/25,325239724093033,96592770822803,4744911083919908,5208087494221316392.9830805671768E+14,6173381456549806,,,4116273296342462653394040777,,12666473014235,,,,,,330089095161,206499670987557264824565068660,,isracoin,isracoin
3035,2017/04/26,334318779589642,97177274942724,4793471340120665,5208087494221316393.0893076666809E+14,6572831925157181,,,3139149829247979845580570987,,9390318136477,,,,,,2946311775897,210508485557844633744734140309,,isracoin,isracoin
3036,2017/04/27,2977376917104494,96753582003095,4445911233429736,5218397026001388673.1369564558852E+14,5865591901569963,,,347421197556298555879806856,,1166981398420,,,,,,320519877181,214681870147463459615251623701,,isracoin,isracoin
3037,2017/04/28,3051356074106193,99659283403178,4639421183426253,521974519554146318328632682258865,5824961770462433,,,3253094677149899511963431589,,10661246799072,,,,,,282138556870,215981730287471734206045723377,,isracoin,isracoin
3038,2017/04/29,341146599091335,97148791352793,4869631870222754,521974519554146318342092419789233,7116711810058088,,,2781652347330093523982452918,,81545510710757,,,,,,258388364984,217404153357735443086383796926,,isracoin,isracoin
3039,2017/04/30,281338598995202,97181193753064,4021131323025037,5219745195541463183.3258375233735E+14,6006602390861208,,,2385825404392066141165690660,,8564654612244,,,,,,274597535280,217766934528134538376588843357,,isracoin,isracoin
3040,2017/05/01,2946366543112202,97733874733544,4218231305028430,5219745195541340093.3617305913043E+14,5762931930471512,,,3484899224667683211927297270,,118281020517177,,,,,,349367666340,226435554598134496937197662117,,isracoin,isracoin
3041,2017/05/02,3330036522110354,98015562703461,4756481235928032,5219745195541256553.3519997219866E+14,6809261835368327,,,3636167789651967481556740693,,10919999614107,,,,,,3550110876970,234181609918035962967003993163,,isracoin,isracoin
3042,2017/05/03,2950171191497334,99520890793028,4357432166823952,5219745195541256553.3947934881469E+14,5888692477461290,,,38363976383839516671745833640,,130043224617937,,,,,,3117916156506,238237367629322162717064303919,,isracoin,isracoin
3043,2017/05/04,35456914330114877,970964132053351,5211852388530710,5219745195541553203.3642064831947E+14,7532293522377131,,,438593471510030524871948482221,,123707000816961,,,,,,3425516156535,2472821280611382860987761331425,,isracoin,isracoin
3044,2017/05/05,26706412755108514,961163121553171,4146362164530332,5219745195541636693.4978839385431E+14,5647943372275199,,,43902559464477117952147155450,,164393510119787,,,,,,2985710576735,2500339294113026653868423159608,,isracoin,isracoin
3045,2017/05/06,362854955095014,964850108682934,5149222024325424,521974519554163669349259962790711,7848412494863450,,,41478836491943703801407179619,,114312036914810,,,,,,250329144174,2493725459513375977508292289631,,isracoin,isracoin
3046,2017/05/07,31584412455106631,964754117423322,4423652102029273,5219745195541728853.5359323617774E+14,6742553266372097,,,34080941954810644911840922099,,107903862417264,,,,,,267138915567,2512514450715023963998463628417,,isracoin,isracoin
3047,2017/05/08,36491611874117509,968061115273409,5244372022836709,5219745195541790543.5382837275123E+14,7584203066983096,,,62010728592094140811722860313,,169931764414662,,,,,,292447295368,2609079404514595945648087462962,,isracoin,isracoin
3048,2017/05/09,33272412872112933,987704142433376,4921341983232256,5219745195541790543.6556965817993E+14,6721242904677300,,,53744267782382621421631619247,,161531853314448,,,,,,441217615336,2772768690614068084357645436135,,isracoin,isracoin
3049,2017/05/10,31124317635109673,960083169683227,4666312936729323,555092980098182054363678633592458,6190113613873692,,,666471310611907981991620241407,,214136752514773,,,,,,4093416005235,2806356254316899092317945578573,,isracoin,isracoin
3050,2017/05/11,29460812483117189,961160120293352,4456352199331967,5599708928911899793.6926172630412E+14,615560null79416,,,54763316591594537561986124517,,185891277416948,,,,,,3550513154587,2936096111315603388647957188507,,isracoin,isracoin
3051,2017/05/12,31754410242107241,95449890463154,4787761735029061,5599708928911899793.7925062229343E+14,6629802466570272,,,54157063361155885531594663992,,170551128614870,,,,,,3598510215607,2876427248615045537948055156902,,isracoin,isracoin
3052,2017/05/13,3291088557101332,955007102123065,4830082025324739,5599708928911946933.7849108479744E+14,7001553136962004,,,5113153935739352291148797089,,15576864011337,,,,,,331746385044,2772872884813854783477844904168,,isracoin,isracoin
3053,2017/05/14,3689348025101348,97500376863140,5145521448326087,5599708928912136514.0477857299201E+14,7997562219367031,,,4517713414836587811102468367,,122451042510878,,,,,,404745343910,2897788139614697252018052647791,,isracoin,isracoin
3054,2017/05/15,32905910690122792,970629121053831,4870412289732247,5599708928912136514.1404774574902E+14,7012022926377691,,,53420502341778422391521338244,,162771663612390,,,,,,329975493769,2810462649513613923118214405827,,isracoin,isracoin
