,date,block_size,transactions,sent_addresses,av_transaction_size,median_transaction_value,send_usd,mining_profitability,fee_reward,google_trends,confirmation_time,active_addresses,av_transaction_value,difficulty,top_100_percent,median_transaction_size,market_cap,hashrate,tweets,full_name,coin
3519,2018/08/23,5826772240424307,21720325387599557,34883740696180485,,,5635357706126013936401057717,,,,,50187169157365078,259454964668.923,638931688351288274553.451970551527E+15,,,111009420240323424618127764253547,,3381519369521,aircoin,aircoin
3520,2018/08/24,6301632152822859,21970225651596227,37711241693206680,,,4964882622130506654396314236,,,,,57715371790373291,225985088664.704,650503900207787946383.4312313931282E+15,,,113109897066330800337928061256600,,29804163010679,aircoin,aircoin
3521,2018/08/25,5962371831024937,19628523083577239,32932838952194621,,,4432408342117874055301915205,,,,,47878365523369185,225815107523.033,672722546972387524073.5005049851776E+15,,,115973070814335677335928400085929,,26122162710429,aircoin,aircoin
3522,2018/08/26,4509221916924193,17257421534574072,28966537440206678,,,3434937160138425936268875097,,,,,43051162824382285,199046428468.365,672722546972387524073.5697337493326E+15,,,115294851411330005974727808510502,,2384015979649,aircoin,aircoin
3523,2018/08/27,5648302159424866,22347124818645890,36435941121221382,,,6545140505153921985446980705,,,,,59566468478404346,292896202692.038,672722546972387524073.4954141473805E+15,,,116028795884334578558728126487456,,28754174511115,aircoin,aircoin
3524,2018/08/28,7067952947225984,23788627061613844,38634945530192952,,,13267329400241186218419062852,,,,,59783975626396222,557728913682.686,672722546972388062803.4911550169202E+15,,,120596911452355431320829295757268,,33359216212131,aircoin,aircoin
3525,2018/08/29,7149982198324552,23736925522546841,39972042491168646,,,6357402424232599905457737147,,,,,58829470419326723,267839114837.057,672722546972388098433.4560930070506E+15,,,121813526199360410726629703040237,,31756219313346,aircoin,aircoin
3526,2018/08/30,6308482305523668,23123725178592847,36718342970173634,,,5923930001164650604404264863,,,,,54061869975357790,256186539681.904,672722546972388098433.432294223013E+15,,,119764033259348827760028665047497,,31447250514935,aircoin,aircoin
3527,2018/08/31,6337202291622118,23692126726577258,40030245195181733,,,10783562043139493692423236992,,,,,58952773796354184,455155219733.185,672722546972387587613.465883560589E+15,,,120587521866353566284228571955406,,32099209915383,aircoin,aircoin
3528,2018/09/01,6092552196723748,21318028620656254,34542247080208619,,,6260047474244704128340086677,,,,,51346574073401638,293658550518.224,672722546972386866463.4272187793521E+15,,,122656017234376698904329538043942,,30166215910518,aircoin,aircoin
3529,2018/09/02,5121432250823061,18700125248620267,30013841736213620,,,5986563294209497856270297744,,,,,44296069937418691,320148298435.776,672722546972386866463.3859207407658E+15,,,125007930932381593443629957669123,,29111192011483,aircoin,aircoin
3530,2018/09/03,6674764246925005,22275374778631429,35379945961216319,,,6708223191219968957520897234,,,,,52567081248417476,301152942824.95,672722546972386866463.4065373990084E+15,,,125370588612378666143129500075579,,34835184613320,aircoin,aircoin
3531,2018/09/04,7519123147423087,23213928882589521,36821846296202952,,,6857294425291401344842871523,,,,,55233182697380678,29540100891430,672722546972388125553.3947539926665E+15,,,126463423452392998753629261246816,,35005209313959,aircoin,aircoin
3532,2018/09/05,7584942707525414,24634528653626957,39134246162204346,,,6869233926298566750656553596,,,,,54014277420393003,27885104201047,672722546972388198783.4354824549534E+15,,,123254581066372477719926961681243,,35456195313310,aircoin,aircoin
3533,2018/09/06,6955752483523479,25211129506588959,39727146288183003,,,8188882358216877992688513206,,,,,58551375496373399,3248173501169,672722546972388198783.399787826872E+15,,,111140819723324443708523021677273,,37078195412656,aircoin,aircoin
3534,2018/09/07,7028282391825113,23063828434582184,40724944303193753,,,7007158613106962458573157700,,,,,61770472288373126,303823762984.496,697117723093887692013.3996564555527E+15,,,111512372965330204888622689876937,,33033199411959,aircoin,aircoin
3535,2018/09/08,5544562047325208,20427825991543337,32982843033186430,,,4574696184116106857449565576,,,,,48987567278352951,223944467827.416,701919923117786979853.3759195933986E+15,,,110095181867323115426021596143692,,28446194411787,aircoin,aircoin
3536,2018/09/09,4890162131422118,18874925265565631,30456542294187563,,,4528977432103265166430791423,,,,,44619469460353786,239954087761.612,701919923117786979853.2095930435155E+15,,,108848608488317079986520098304383,,30519221113013,aircoin,aircoin
3537,2018/09/10,7116222220023525,22273127868561580,35535944664181261,,,5422257671152798529484772473,,,,,53557971669351390,245385483863.23,701919923117786979853.2209749920071E+15,,,108854770814317580533519993520701,,33868262814458,aircoin,aircoin
3538,2018/09/11,7580942299722317,23743028481557317,37193945918158315,,,5811594431144127924474948537,,,,,54999272321328584,244775060852.205,701919923117787796543.1973401493907E+15,,,108953509827309290326619361703350,,32809207013455,aircoin,aircoin
3539,2018/09/12,5531122372024133,23310728478570673,36460346162161244,,,5497606769150105348666244006,,,,,53481173754330968,2358452711167,701919923117787852763.133091795266E+15,,,108532378216291340972117945527341,,29716212912563,aircoin,aircoin
3540,2018/09/13,6425572304524044,23406126906555724,36870044227171545,,,7218531824124631166462333837,,,,,54169474915343756,308404632831.949,701919923117787852763.049946197635E+15,,,111359630690312530999920107840019,,32269182413371,aircoin,aircoin
3541,2018/09/14,7723762162726309,22311827316514394,36962944053155370,,,4936538868109047487455325157,,,,,52774271982316019,221253992885.168,701919923117787916993.1427434806499E+15,,,112347835212321370669921726690187,,31041257512846,aircoin,aircoin
3542,2018/09/15,6055082078925808,21093124969479695,33450141386126179,,,4691389605109282934314870679,,,,,50209168781272511,222414377656.398,701919923117787995493.1466849140599E+15,,,112646862462334849586422291414935,,27319215510321,aircoin,aircoin
3543,2018/09/16,4919151876727185,17934422179458432,28832539997124426,,,4459912064100886550265671177,,,,,41992362723269590,248684549579.521,701919923117787995493.1294946777158E+15,,,112099541106328240560122242068431,,26995213610279,aircoin,aircoin
3544,2018/09/17,7031112215725919,24001726124553720,37243443616160897,,,6909157266132986071414280848,,,,,56026968849330905,287865091748.178,701919923117787995493.1400865729156E+15,,,110681211912321447068921710178440,,31037227211921,aircoin,aircoin
3545,2018/09/18,6955622147726176,24411726103500513,37484545334140097,,,6476058362122561788369873130,,,,,56882071769292277,265294695738.988,701919923117787059023.1788917971244E+15,,,108947731040308602503320745184172,,30885222613557,aircoin,aircoin
3546,2018/09/19,6173482889420024,25088125047507255,37714643605134325,,,593683220098826748324627730,,,,,54095969709281782,236643946639.97,701919923117786964713.1706600937861E+15,,,109723515400314118814721376087985,,31000216712245,aircoin,aircoin
3547,2018/09/20,6230552353924244,25352027979498146,39505946537145261,,,5824663312157344296398558155,,,,,54289476694302388,229755624800.083,703132960578986964713.176542287149E+15,,,110962757749317167226521499565346,,32268262911252,aircoin,aircoin
3548,2018/09/21,7728893553226244,27290733476544686,44651253857154444,,,7880927271179576270669851382,,,,,620832111378319999,2887853641230,715263335190687246973.1121054397603E+15,,,115192042307340359708323480705377,,34302266611849,aircoin,aircoin
3549,2018/09/22,5581802254925021,22538227046470309,35777545659135525,,,5016470659220078394377970679,,,,,50585373551279045,222588137803.665,715263335190687607763.2780898296255E+15,,,116014491398349864157024582087057,,27695219210075,aircoin,aircoin
3550,2018/09/23,5015122056425761,20016926115468627,31424043281137183,,,3521674915196920247337479592,,,,,45480766942280490,175947541720.145,715263335190687607763.2489822933097E+15,,,116002171765358634042324755513221,,2905739009221,aircoin,aircoin
3551,2018/09/24,6149462675228688,23752227627480337,36673943970135090,,,5226930077210513406446747184,,,,,54336172921280720,220067620930.07,715263335190688004933.2646819852208E+15,,,114858274474344696018724150139523,,32186258911121,aircoin,aircoin
3552,2018/09/25,5828862757428211,25194428344519108,38534045971143008,,,8765971292207419690403556875,,,,,57480469935299869,347937318777.404,715263335190692307653.2225553562254E+15,,,111043237481329193388521901670369,,33771275110803,aircoin,aircoin
3553,2018/09/26,6807802939829742,24378828463493507,37493544780129632,,,6910537405155942643396829406,,,,,54181269366278749,283475479804.101,715263335190692307653.283669089025E+15,,,111848909317336947943821981178608,,32810255612399,aircoin,aircoin
3554,2018/09/27,6630913123429477,24854331736504047,38168847450134904,,,5908404650271000341364646130,,,,,54729973919293407,237728539723.437,715263335190692307653.2767652823963E+15,,,112867119320353427115022371108500,,31898293912058,aircoin,aircoin
3555,2018/09/28,6497843530728071,25408530752500370,41062247338131142,,,7194278754327034445382358675,,,,,60831891872298779,2831410635764.152,715263335190690755783.2856468112527E+15,,,115567264464365702825523102655647,,29550266610250,aircoin,aircoin
3556,2018/09/29,5321402354120428,21818727191434315,34124644958116771,,,4937533982128987716323577618,,,,,49896374798253746,226304744745.03,715263335190689100793.2657627139947E+15,,,113581145865356892727823178206711,,28728276610778,aircoin,aircoin
3557,2018/09/30,4840962717123846,20804725678479351,32035542332146774,,,4225241792299488219314607961,,,,,47477989262296304,2030911663656.321,715263335190689100793.2601607513416E+15,,,114323762441357532386023822010563,,2764626579840,aircoin,aircoin
3558,2018/10/01,6321202299824593,24266228782476308,37653347165127722,,,5430922342259618524289056896,,,,,60375574768280230,223819020606.87,715263335190689232203.2406526014228E+15,,,114341494100355528699423595530093,,31878257711229,aircoin,aircoin
3559,2018/10/02,7869162298624107,24463527095490262,37832746317123841,,,8232960648176499586250936966,,,,,57381672523273546,336546514511.843,715263335190691462233.2119250787356E+15,,,113814885667353567768823388899918,,31648264612271,aircoin,aircoin
3560,2018/10/03,6396402413121423,24215828000559006,37545845102174634,,,5118285233334757633352439359,,,,,58606171211334080,2113611956630.475,715263335190691462233.2260851864234E+15,,,112185476044338026724422514653956,,31711272112321,aircoin,aircoin
3561,2018/10/04,6085902330422655,24300724039559181,38702241227172500,,,5543196384174571736357782503,,,,,55782370376343326,228117262639.833,736426805935691462233.2617534589266E+15,,,113901983581343446689122905761954,,34224230612111,aircoin,aircoin
3562,2018/10/05,7120572088820849,24458926361595361,41078143248197049,,,4856505150201959611330820514,,,,,56289571135365199,198567661555.664,745496864826389164593.2770012757854E+15,,,113938071333340855331122833403793,,34221259814693,aircoin,aircoin
3563,2018/10/06,6942252002517610,21471825146596865,35016542032196658,,,4044813652189058903244818458,,,,,51506068765387904,188387518410.174,745496864826384789813.2526085061287E+15,,,114189323447340504949423126763322,,29246235810697,aircoin,aircoin
3564,2018/10/07,5842772087015402,21958921492497767,35235938514150725,,,3282521832218716409218909840,,,,,52585458268306167,1494810177439.784,745496864826384789813.2752891145655E+15,,,113887360237338910446322960808986,,2850319708532,aircoin,aircoin
3565,2018/10/08,7285212064217036,24790623160542842,37126340725163811,,,5491365025201676171370645199,,,,,56143570941327077,221518708682.787,745496864826384789813.3116020776468E+15,,,114769407887344016924823301581702,,37692269710710,aircoin,aircoin
3566,2018/10/09,7449812136218245,23573222835537028,35946440468172027,,,4969744197222157856325058079,,,,,55459162051330960,210829729605.291,745496864826389699013.289361288764E+15,,,114928732180345866338023416744158,,35538228410318,aircoin,aircoin
3567,2018/10/10,6963482208516867,24480122736516772,37919540809156499,,,6839401109244961024335923718,,,,,55683566838308201,2793910774650.042,745496864826389797203.2949104952578E+15,,,113932990812339863548523124631720,,33842212410689,aircoin,aircoin
3568,2018/10/11,7039282560218166,26230828090570525,39713246077171655,,,6657055957402893590625567026,,,,,60874880304333518,25379143431096,745496864826389797203.2196992843763E+15,,,108816571811308355939220689978893,,32278240211221,aircoin,aircoin
3569,2018/10/12,8004912085220202,24304224858562140,39497843970162181,,,7010837879164265660396539166,,,,,59857067419320823,288466608705.41,745496864826389253243.2372085721716E+15,,,108719826369309696822420132934286,,28937261810146,aircoin,aircoin
3570,2018/10/13,6278721919417319,20495623406541797,32064641009168665,,,4297414836133286736238057397,,,,,51351265726325313,209675695439.385,745496864826388582503.1964331125266E+15,,,108906578216315508718420465566614,,2776027228838,aircoin,aircoin
3571,2018/10/14,7075091587115242,19114520822511719,29668339217149668,,,4188349897116261102232524084,,,,,45171454537316343,219125584454.398,745496864826388582503.2207760395197E+15,,,109727459372314319663020587250556,,2815027518516,aircoin,aircoin
3572,2018/10/15,7257492198217581,26678325061562011,39534145524172454,,,8478976112195518930702055020,,,,,61942471608353859,3178278021249,745496864826388602303.2154623363298E+15,,,114567885234322124695621492647001,,35275190214303,aircoin,aircoin
3573,2018/10/16,7934403316017647,25783226416575421,38555744878180237,,,5486948331178180861473913326,,,,,60360569835362179,212816745823.594,745496864826390545573.2055938533978E+15,,,115059045481323022703021639616097,,35006181514178,aircoin,aircoin
3574,2018/10/17,8088035757317766,26022427262580342,38691243445193326,,,5895612738166497736405940586,,,,,564479103596365549,226566107699.485,745496864826390545573.1898486818619E+15,,,114509420529318273183121586275649,,33145186310744,aircoin,aircoin
3575,2018/10/18,7557957312417769,25331228438565791,37901139792173322,,,6486462670163770474488522346,,,,,58751682111348852,256075759863.433,742736264333290545573.2375783165382E+15,,,114269157890315507090821300196105,,30155159112042,aircoin,aircoin
3576,2018/10/19,7755674564918544,25368426501601119,39288744711175434,,,6251073782113144115341553471,,,,,61991474317344415,246414269568.196,718285231393889748853.2136053127162E+15,,,112877039481313014459920947078295,,2809717439661,aircoin,aircoin
3577,2018/10/20,6687088699515752,22767825055534080,34147140347165410,,,4392299465142493235296329511,,,,,51616292721335037,192925687554.841,718285231393888843043.157205682244E+15,,,113109956314315254318321164113572,,2320417108751,aircoin,aircoin
3578,2018/10/21,6543992283216116,21136721166508014,31158040035157068,,,352981261586300169408460579,,,,,48020462909313741,167004077804.034,718285231393888843043.1283149755298E+15,,,113954176179316707105721353326262,,2229817597883,aircoin,aircoin
3579,2018/10/22,7049543400019571,25516923686577314,37952143515187926,,,5721727105114942907328068878,,,,,56633069204363881,224234853568.268,718285231393888843043.1146185821781E+15,,,113315876423311901908921133676254,,3030014649928,aircoin,aircoin
3580,2018/10/23,7104213845917617,25330924759556231,37442744389177063,,,6615359219122652077348972420,,,,,60640671010348306,261164954627.388,718285231393887395063.0998706964596E+15,,,112879691779310468669920940354950,,30702171511280,aircoin,aircoin
3581,2018/10/24,8719423982420667,25397823624532709,37166342783179530,,,654387174193378241336307669,,,,,54578768454344937,257663953631.316,718285231393887179163.1473345687419E+15,,,113222111710311791154921042373651,,29969130712042,aircoin,aircoin
3582,2018/10/25,7854804001221878,25446223596537198,37108442485171018,,,656055045588169916448546213,,,,,58543270474337488,257823737834.974,718285231393887179163.122245255375E+15,,,112742554081309727896920848354234,,25693137910803,aircoin,aircoin
3583,2018/10/26,7782723244720114,25285925836551218,39048144691176675,,,535403909196940601351276459,,,,,59560666609346122,211743752637.273,718285231393886234233.0647926862841E+15,,,112595517786308779005620895628361,,2549314109886,aircoin,aircoin
3584,2018/10/27,6939781989915214,23361321412499165,33703039788162407,,,373710856165928834202738055,,,,,48758162819314359,159973079406.154,718285231393881874663.1277612851036E+15,,,112581625343307810647820949449237,,2063113948654,aircoin,aircoin
3585,2018/10/28,6580091893515574,21972020398509862,31943738863143445,,,338580359081537057207449256,,,,,48615962572316379,154103997406.873,718285231393881874663.0965230160056E+15,,,112455442321306571338620988941878,,2071112078425,aircoin,aircoin
3586,2018/10/29,7556712356619679,26960823862614695,38748843122192604,,,5177562376129912197398443743,,,,,59011169149379268,192045444648.197,718285231393881874663.0518384618504E+15,,,111126761641298250908020641337313,,26541167510624,aircoin,aircoin
3587,2018/10/30,7361632506819083,28317325187608397,39966743497197381,,,5374002987162171048328083988,,,,,59948967545378099,189786439539.26,718285231393883395583.0994895818516E+15,,,109832961515290317912420225118026,,2529013268707,aircoin,aircoin
3588,2018/10/31,7139812431117867,28812024488585707,40438444104190073,,,5887743249125840179343743217,,,,,61684367837369678,204355139586.886,718285231393883963593.1084310348171E+15,,,109828814106291762256520265556802,,3394413318468,aircoin,aircoin
3589,2018/11/01,7403582949718086,28178723545589096,40093744224170343,,,5884161157120531585321645717,,,,,60140366532348361,208825119545.999,718301362601883963593.0615980247247E+15,,,110385638413295198040320408157781,,3161815147678,aircoin,aircoin
3590,2018/11/02,8350212472717166,29256125610548534,44076244535145802,,,8114695799116712407378220570,,,,,62346971570305582,277374557689.512,718440494270283576383.0045020361472E+15,,,111241046314302217843820669240728,,2228815377999,aircoin,aircoin
3591,2018/11/03,6623722193615802,24940322635505001,36428540256142395,,,380310571388654918219219927,,,,,55967561118294860,152493917434.098,718440494270281014393.0008195947389E+15,,,110815679543302044933520625269642,,1864512916256,aircoin,aircoin
3592,2018/11/04,7832372324915888,22612423125510848,32688042299149941,,,3838614054122009399311587499,,,,,53664368476299439,169765276609.942,718440494270281014393.0334950715355E+15,,,111333257632312669618821025411099,,2420716057597,aircoin,aircoin
3593,2018/11/05,7988332676017562,29613923722582354,42138842475169366,,,5665974967171053157493142763,,,,,61121074312345804,191337216846.809,718440494270281014392.9893876152866E+15,,,111982563789316581450321561293625,,2315818327488,aircoin,aircoin
3594,2018/11/06,8232372618218894,28532325287597166,40940743506164016,,,5721587461264409237398209610,,,,,56199869029331952,2005310456666.832,718440494270282728573.0134250867759E+15,,,112056481316321825826821988475383,,2555019067415,aircoin,aircoin
3595,2018/11/07,8455332148117796,29360424783564602,40833843459145758,,,5740744617281929166468287726,,,,,61197666049314318,1955311376829.412,718440494270283496853.0027383856829E+15,,,113680409666324615315722640574698,,2495117127949,aircoin,aircoin
3596,2018/11/08,8692532308118379,27747624702555392,38969242972143971,,,5126116846136016122372143846,,,,,61251764733307714,184745506670.056,718440494270283496853.0622128404813E+15,,,112926055072316218971222175840345,,2461418118729,aircoin,aircoin
3597,2018/11/09,8522982330617469,28376924704547848,41945942924166806,,,5500094878139748899350687286,,,,,62401763733331369,193825657640.118,718440494270283272503.0031364971031E+15,,,111650038178308995582021804511027,,2501816688879,aircoin,aircoin
3598,2018/11/10,7237262192816375,25236830686489120,35066947045151171,,,377037587878922814235965189,,,,,51369964467304886,149402572482.428,718440494270282083712.9993008851926E+15,,,111574005829309445186121916055237,,2070914658780,aircoin,aircoin
3599,2018/11/11,6936082413317094,24684531761527799,32758949555174648,,,3479837655158452386237204929,,,,,52386271026345470,140974989449.423,718440494270282083713.0823951168714E+15,,,111364281386304724949021833914147,,1863013957069,aircoin,aircoin
3600,2018/11/12,8301664019418419,29986623812571162,39519846893168474,,,5541310744130230268395588328,,,,,59146871809337030,184795469692.603,718440494270282083713.0078473923204E+15,,,111627827202301708428021869407426,,23212111810383,aircoin,aircoin
3601,2018/11/13,8450261990117702,27904024187553590,38218042259157552,,,5688247065147917802357595484,,,,,56464866517323971,203856116645.957,718440494270281218463.0325191781819E+15,,,111278849483299602669821647564906,,2534011537892,aircoin,aircoin
3602,2018/11/14,8239032559818832,29262027472582181,40584247060170439,,,7107900933243530470590845364,,,,,56118869649338350,2429188651015,718440494270280684433.0627993958571E+15,,,106985772429282311552920424935952,,3416913729446,aircoin,aircoin
3603,2018/11/15,9090812419917646,29139825736563051,40652345567162047,,,10600554756478129554566052867,,,,,62105467381328523,36378185781005,718440494270280684433.0697946069567E+15,,,97395553276255251090518465748312,,3069412267922,aircoin,aircoin
3604,2018/11/16,8604242097517101,28299824970552032,41016044577152285,,,6418019484155553453399964930,,,,,62471464187314705,226796230724.532,717597475538080634203.0890232341738E+15,,,97518484653255574972318431784057,,2807713076018,aircoin,aircoin
3605,2018/11/17,7012521985415503,26250423990505581,33466143372138414,,,379401639483524417244450111,,,,,51006262476293718,144533482483.503,665330314140680005743.0139729590922E+15,,,96822469696249035284618067293501,,2396411165891,aircoin,aircoin
3606,2018/11/18,7471561976114681,23968022302484801,30207441863133266,,,326062636495874355336615710,,,,,45555860613279393,136044299694.338,665330314140680005742.9917859210613E+15,,,97915600891252613904418305947938,,2183210664941,aircoin,aircoin
3607,2018/11/19,8417932703019002,26784526482622942,36602245981205686,,,5667663929225406072775923730,,,,,56346568911374950,2116085121246,665330314140680005742.9963085987611E+15,,,91876473627228740868816531834217,,3901014776800,aircoin,aircoin
3608,2018/11/20,8894503123119756,28831829091625752,42662349231179409,,,9792254224211454258790097169,,,,,65360179606358984,3396372691263,665330314140678297502.9253346007177E+15,,,80519311107205205827714443140845,,3665913996639,aircoin,aircoin
3609,2018/11/21,9139292739617952,25483725804579531,36681645375152401,,,5923117373160989020514639857,,,,,54572370229314810,232436239888.028,665330314140674839352.7897028822903E+15,,,78726938509198572472813890832374,,3098413326214,aircoin,aircoin
3610,2018/11/22,9030522117017791,26599423595568895,35478240454151104,,,4611762247124452905352713307,,,,,59532462570304211,173385275619.997,665330314140674839352.7567272188076E+15,,,78959007503202225596813834533137,,2775412415709,aircoin,aircoin
3611,2018/11/23,8729862320217659,27513624058559992,36639943434151266,,,4997475206125243836376409724,,,,,56019763695309709,181645206672.17,665330314140674839352.7645895154245E+15,,,75205987265189762892212757726837,,2634512325971,aircoin,aircoin
3612,2018/11/24,7530332077715620,24987422675497041,31500238865132710,,,389582455092707795279595350,,,,,49498556796270842,155914089562.52,665330314140671396102.7570415238612E+15,,,74946643919189870008912707848758,,2290214135387,aircoin,aircoin
3613,2018/11/25,8067182501316512,23912924047529038,31392842191147337,,,4104081298138579132438319365,,,,,46847668856302775,171635763828.522,665330314140668570572.7070102520638E+15,,,66962119438173030198111441302607,,2685913595090,aircoin,aircoin
3614,2018/11/26,9110632646617257,25695123655557364,35724441011154099,,,5076106221109495176387315524,,,,,52514668712308830,197554629694.906,665330314140668570572.6946956265561E+15,,,68402836685182414253811697819826,,2911513626607,aircoin,aircoin
3615,2018/11/27,8421392789717909,26840222852565825,35200041213148349,,,473764660373869956305177652,,,,,55164270732294510,176513233539.35,665330314140668570572.5162741933033E+15,,,65676241094178428111711092620900,,2997611726232,aircoin,aircoin
3616,2018/11/28,8677532651319897,25433825022622580,35376142131153228,,,559376632396534269395873163,,,,,51575269304327902,219933858635.859,665330314140664161282.3997856356676E+15,,,71633743871198506188312173058034,,2914215096651,aircoin,aircoin
3617,2018/11/29,9118162444717814,24612124147555591,35632741054139939,,,5001806538593671514432746105,,,,,52119465168292239,2032324586778.893,665330314140660843392.4190837948193E+15,,,74307310879203381677612357924956,,2870917166296,aircoin,aircoin
3618,2018/11/30,9146452367118642,25005626265599039,36144943069154881,,,765457150911667593122007350905,,,,,49435668810319375,30611444233351,665330314140660843392.4256332273544E+15,,,71851288563194138533311978975767,,2562616635172,aircoin,aircoin
3619,2018/12/01,8298362007716262,24172322753525648,32649940447133335,,,5152734617698179391806093974,,,,,52039467088278818,2131730693436,665330314140660837132.5127151731576E+15,,,72040425440197628312312076953169,,2634714735182,aircoin,aircoin
3620,2018/12/02,7896651876815282,22255920152492410,28681637279132122,,,408884716371018357166685100,,,,,41450861957268603,183723524338.509,665330314140660101062.4254430867254E+15,,,72950446647202808922012195681696,,2159612614054,aircoin,aircoin
3621,2018/12/03,8410162072418022,24053821575548100,33569438035143838,,,594873623189222306255345961,,,,,49883765836294141,247314135465.875,619401574602660101062.4217926041869E+15,,,69689804833190725164011607159175,,2789414775647,aircoin,aircoin
3622,2018/12/04,8059071944117972,27005121448565202,38916837856137585,,,884594648378854501251846370,,,,,57943563528286462,327573677445.586,564640385153560101062.4668169202146E+15,,,69284733767188085980811490472936,,2533212435846,aircoin,aircoin
3623,2018/12/05,8046892208118963,25637122328595937,34728438489156409,,,667421543277834688310259326,,,,,53391564935311901,260333486520.624,564640385153561897972.3991040100826E+15,,,67884946138182105469111141282534,,2735711766799,aircoin,aircoin
3624,2018/12/06,8407982295819164,27951923111590923,38095539702149322,,,612720403396006492381727622,,,,,56955062724307001,219214155645.985,564640385153562818232.4435114234645E+15,,,65378504883171902458010362701549,,nullnullnull,aircoin,aircoin
3625,2018/12/07,9139302580618403,25377627082572417,38432843569166672,,,4920391074125980594430578083,,,,,58674672251325553,193894652752.211,564640385153562818232.3605144158485E+15,,,5945233364515025026209107119844,,2863812867960,aircoin,aircoin
3626,2018/12/08,7465692192317323,23097723659552589,30468240552184772,,,318245437274917099247807313,,,,,48308163185339155,137783167448.448,564640385153562818232.3091508510569E+15,,,6004634294114874017129487542766,,222709846119,aircoin,aircoin
3627,2018/12/09,7452552015916875,23844121575507555,28860038124153463,,,266466227852744956223084597,,,,,43232660532305118,111752445439.528,564640385153559531202.2890425911137E+15,,,6201358718515389965459772874497,,233639865542,aircoin,aircoin
3628,2018/12/10,8505952800018196,25822922763555379,34738938497158795,,,379940828093912243232592017,,,,,51217566641327674,147134126418.799,564640385153559346822.3595982954421E+15,,,6189782108914963735739625335731,,2281810775193,aircoin,aircoin
3629,2018/12/11,8161012521217723,25136222066536006,34285738634146046,,,425332219776334136231501936,,,,,55106565530294975,169213459431.902,564640385153559346822.3505443922533E+15,,,6023981638414418383159338497189,,2260311535051,aircoin,aircoin
3630,2018/12/12,8544292437816675,26130322057533920,34631938888151945,,,382922065882666343212296035,,,,,54588869225294191,146543748397.618,564640385153558434382.2580982273966E+15,,,6067219425814678618489410079142,,2187610845114,aircoin,aircoin
3631,2018/12/13,8142351948217641,26829122369565689,35027539341148425,,,396666477967397631268876297,,,,,55024469050296552,147853013475.308,564640385153555357542.2190369988263E+15,,,5979686177814367038149314838517,,2179212745936,aircoin,aircoin
3632,2018/12/14,7861612100118675,27565523350567306,37020140233148869,,,382188036255214103232833026,,,,,61287862761297684,138652365410.419,564640385153555357542.2165441789619E+15,,,5751631187113963872228932166389,,2444512115193,aircoin,aircoin
3633,2018/12/15,7119645998516796,26273022674551916,32405138927161896,,,264122202763699863154327327,,,,,53458770020308405,100532809279.621,564640385153555357542.2223015236509E+15,,,5672623938814224536998783175127,,1857712934054,aircoin,aircoin
3634,2018/12/16,7687512079415879,22633821513516697,29116235948161571,,,2787927699100365404154968508,,,,,46148960307326892,123184665299.921,564640385153555908742.2226166422032E+15,,,5746346735015545220139060189253,,1952616574175,aircoin,aircoin
3635,2018/12/17,7637192687618889,29866324849570051,37350341597156778,,,4095720382159562445312555843,,,,,60033871206314185,137146421548.295,564640385153556112992.2414156414339E+15,,,5954967188016714140649390230799,,2494015895563,aircoin,aircoin
3636,2018/12/18,8234132432419672,26611724504556320,36945737337144162,,,4896160579115656410308782760,,,,,53348659244295106,183994720555.045,562109224558756112992.2199534186507E+15,,,6230453402417375716289928031910,,2560011985622,aircoin,aircoin
3637,2018/12/19,8287652597719629,30224326676597725,39381242913166383,,,5822020329187944953453833981,,,,,60739267030323128,192637045759.269,510642292466056081152.2545036112439E+15,,,66460465078182460201410856383855,,2644613186555,aircoin,aircoin
3638,2018/12/20,8581732075719588,28713825363602429,37791640648167251,,,5265231417148709626481881768,,,,,56216067235325116,183375863799.898,510642292466052495392.2413468790223E+15,,,69444172000186098378111339911461,,2463013477404,aircoin,aircoin
3639,2018/12/21,8060642061319662,28044825601606526,38844942955158889,,,5161797730126025617515438132,,,,,58656168192316418,184064923849.82,510642292466052495392.2633650043454E+15,,,70322544864189020664511873058184,,2214312126817,aircoin,aircoin
3640,2018/12/22,6195042030816613,25104122843495551,31242940147128889,,,315421067580033113236128865,,,,,47506264646265277,125653504476.498,510642292466052495392.2674108620864E+15,,,68325378650184720661611653640263,,1773710375356,aircoin,aircoin
3641,2018/12/23,5907932082617293,25056323117543655,29404839658149885,,,3145274088126265643386003123,,,,,45685065505294750,125535462710.015,510642292466059506992.3009516696712E+15,,,70421810239198089412113534069564,,1770112925561,aircoin,aircoin
3642,2018/12/24,7357572398419050,27214523398615551,32842038520161392,,,4596187053189362475578884771,,,,,52326969499331188,168898093940.433,510642292466059906222.3861319832882E+15,,,72807331718210661004715325951983,,2119812765624,aircoin,aircoin
3643,2018/12/25,6728622043816454,26489319501535001,27801535187151206,,,4103060883100667979314423541,,,,,42312958621293361,154905162587.706,510642292466059906222.456450188201E+15,,,66784326506185472245613531599488,,1839410285484,aircoin,aircoin
3644,2018/12/26,7056342272718494,28114821421560047,31192336105160624,,,4280662332122630367282457324,,,,,47901367726305751,152265725504.346,510642292466059735222.5264661714065E+15,,,66853638595184696291513715418564,,1910711545472,aircoin,aircoin
