,date,block_size,sent_addresses,av_transaction_size,confirmation_time,top_100_percent,median_transaction_size,av_transaction_value,median_transaction_value,hashrate,mining_profitability,tweets,active_addresses,transactions,difficulty,market_cap,google_trends,fee_reward,send_usd,full_name,coin
1154,2019/12/26,2988,,,,,,11881,116.046,4663726366,0.0428,130,,3927,42697690,228801541,,,46658134,zcash,zec
1155,2019/12/27,2736,,,,,,9519,138.248,4841211564,0.041,126,,3785,44477050,228828239,,,36027905,zcash,zec
1156,2019/12/28,3230,,,,,,5680,141.405,4781643153,0.0423,149,,3875,44044884,234453962,,,22008822,zcash,zec
1157,2019/12/29,2603,,,,,,9015,145.139,4925262536,0.042,112,,3858,45606785,241062710,,,34778522,zcash,zec
1158,2019/12/30,3079,,,,,,14087,186.654,4996493037,0.0414,119,,3780,46023919,240210131,,,53247640,zcash,zec
1159,2019/12/31,3342,,,,,,29312,76.572,5076227702,0.0399,130,,3955,46676843,235112686,,,115930618,zcash,zec
1160,2020/01/01,2411,,,,,,23983,115.678,5077391776,0.0395,152,,3534,46646878,233310866,,,84757040,zcash,zec
1161,2020/01/02,3191,,,,,,21322,133.149,4881927032,0.0407,141,,4022,44656612,230392480,,,85755518,zcash,zec
1162,2020/01/03,2486,,,,,,22340,139.592,5294416250,0.0379,80,,3924,48556127,233846748,,,87632324,zcash,zec
1163,2020/01/04,2790,,,,,,12667,143.786,4835886184,0.0423,84,,3806,44857948,241288442,,,48209175,zcash,zec
1164,2020/01/05,2972,,,,,,18575,154.368,5186607174,0.043,96,,4358,47361470,259487950,,,80951913,zcash,zec
1165,2020/01/06,2999,,,,,,17503,160.864,5124148312,0.0446,62,,4350,47531884,270863743,,,76092216,zcash,zec
1166,2020/01/07,2994,,,,,,21704,143.88,4918142015,0.0469,98,,4421,44948899,269796620,,,95951604,zcash,zec
1167,2020/01/08,2966,,,,,,18521,158.729,4852548965,0.0469,79,,4240,44659012,268181652,,,78525531,zcash,zec
1168,2020/01/09,2871,,,,,,20558,136.139,5396510600,0.0411,97,,4084,49665203,261700098,,,83959376,zcash,zec
1169,2020/01/10,2968,,,,,,32021,158.688,5123578021,0.0441,91,,4127,47401524,269002494,,,132149773,zcash,zec
1170,2020/01/11,5495,,,,,,43086,237.102,4969891036,0.0503,88,,4305,45421854,294077764,,,185487190,zcash,zec
1171,2020/01/12,3031,,,,,,36667,176.853,5304996128,0.0478,61,,4031,48780411,300818189,,,147551441,zcash,zec
1172,2020/01/13,3671,,,,,,47164,341.636,5178167873,0.0502,185,,4574,47990764,311428403,,,215729039,zcash,zec
1173,2020/01/14,5201,,,,,,58768,253.302,5189866602,0.0588,170,,6075,47391233,360628934,,,356861739,zcash,zec
1174,2020/01/15,10230,,,,,,68995,354.876,5386875575,0.0687,262,,7221,49837459,443989913,,,498211945,zcash,zec
1175,2020/01/16,5970,,,,,,49667,502.703,5407280129,0.0673,130,,4978,49206133,430120893,,,246513138,zcash,zec
1176,2020/01/17,9790,,,,,,52018,479.118,5697200252,0.0694,219,,6085,52478305,474001017,,,316527632,zcash,zec
1177,2020/01/18,4280,,,,,,40446,516.568,5453196832,0.0738,172,,5012,50012335,480688843,,,199444923,zcash,zec
1178,2020/01/19,3593,,,,,,54176,460.691,5632127990,0.0655,177,,4487,51563672,441007935,,,243086487,zcash,zec
1179,2020/01/20,3246,,,,,,39547,259.526,5399278235,0.0681,127,,4444,50216501,447403615,,,175744842,zcash,zec
1180,2020/01/21,4281,,,,,,33744,297.422,5593678801,0.0682,74,,4180,51345371,458552531,,,141050205,zcash,zec
1181,2020/01/22,4233,,,,,,23964,230.704,5657549792,0.0665,65,,3969,52158628,455223107,,,95112144,zcash,zec
1182,2020/01/23,6679,,,,,,23024,250.236,5556870241,0.0647,72,,3991,51007499,433536162,,,91882782,zcash,zec
1183,2020/01/24,5097,,,,,,27321,417.436,5528193360,0.0625,119,,4110,51234767,421468910,,,112287420,zcash,zec
1184,2020/01/25,6827,,,,,,20056,218.194,6021026438,0.0581,55,,3864,55076334,421980541,,,77496797,zcash,zec
1185,2020/01/26,8137,,,,,,26554,173.867,5575204986,0.0665,84,,4775,51534610,452520499,,,126797037,zcash,zec
1186,2020/01/27,3713,,,,,,41891,293.095,5513255033,0.0723,98,,4596,50739626,484915330,,,192529862,zcash,zec
1187,2020/01/28,3993,,,,,,48949,276.928,5636243171,0.0705,137,,4507,51826288,483759970,,,220612425,zcash,zec
1188,2020/01/29,4730,,,,,,50738,434.179,5470301022,0.0792,154,,4996,50212864,527928009,,,253485892,zcash,zec
1189,2020/01/30,5164,,,,,,70177,575.358,5748639167,0.0822,242,,5356,52952121,578641561,,,375721371,zcash,zec
1190,2020/01/31,3641,,,,,,88880,538.282,5576298884,0.085,128,,4795,51096896,578448786,,,426177623,zcash,zec
1191,2020/02/01,3685,,,,,,30143,335.086,5988032644,0.0802,157,,4266,55109103,589166335,,,128590345,zcash,zec
1192,2020/02/02,3433,,,,,,24891,330.517,5348447294,0.0885,125,,4316,49222867,582119976,,,107428003,zcash,zec
1193,2020/02/03,3717,,,,,,18421,288.365,5669657610,0.0839,182,,4169,52133540,585211810,,,76798327,zcash,zec
1194,2020/02/04,3322,,,,,,18880,321.203,5426902024,0.0844,110,,4341,50163766,567546327,,,81959417,zcash,zec
1195,2020/02/05,3524,,,,,,49329,509.447,5840767571,0.0839,96,,4794,53288794,600269350,,,236483790,zcash,zec
1196,2020/02/06,3551,,,,,,60012,357.794,5613926799,0.0894,146,,4674,52120937,626688165,,,280494560,zcash,zec
1197,2020/02/07,3890,,,,,,86083,346.436,5978880738,0.084,80,,4489,54360783,615089260,,,386427302,zcash,zec
1198,2020/02/08,3714,,,,,,70124,353.389,5561375884,0.09,85,,4175,51271972,622233615,,,292769467,zcash,zec
1199,2020/02/09,3465,,,,,,70643,353.376,5588262503,0.0908,126,,4502,51340336,629468659,,,318036971,zcash,zec
1200,2020/02/10,3455,,,,,,56109,347.939,5846678847,0.0849,113,,4550,54043989,620662078,,,255293680,zcash,zec
1201,2020/02/11,10638,,,,,,54733,298.825,5451568036,0.0922,255,,4743,50171908,627256880,,,259597267,zcash,zec
1202,2020/02/12,5061,,,,,,53438,404.612,5497171779,0.0962,294,,4979,50503470,659401074,,,266065786,zcash,zec
1203,2020/02/13,4450,,,,,,80886,361.923,5578329801,0.0936,110,,5248,50982623,648845418,,,424492028,zcash,zec
1204,2020/02/14,3206,,,,,,66980,360.016,5326383321,0.0968,97,,4417,49019807,646219477,,,295848496,zcash,zec
1205,2020/02/15,3627,,,,,,53243,346.037,5624801064,0.0881,144,,4392,51811418,622324107,,,233646134,zcash,zec
1206,2020/02/16,3764,,,,,,49215,312.823,5476430843,0.0808,86,,4841,50934067,562372553,,,238251140,zcash,zec
1207,2020/02/17,3648,,,,,,54104,603.742,5402051007,0.0806,159,,4894,49371540,544201020,,,264786275,zcash,zec
1208,2020/02/18,3458,,,,,,44323,324.316,5412306542,0.0847,159,,4762,49767150,577410438,,,211068259,zcash,zec
1209,2020/02/19,3279,,,,,,31800,409.162,5407012691,0.0874,151,,4685,49718472,596389832,,,148982472,zcash,zec
1210,2020/02/20,2944,,,,,,63500,1372,5633662597,0.0783,78,,3810,51622533,555542787,,,241935410,zcash,zec
1211,2020/02/21,3316,,,,,,34457,309.351,5279423158,0.0835,106,,4203,48843347,561684598,,,144821988,zcash,zec
1212,2020/02/22,2903,,,,,,35461,299.445,5444605423,0.0802,59,,3857,50239346,555624150,,,136600478,zcash,zec
1213,2020/02/23,3231,,,,,,45374,313.454,5515864594,0.0817,74,,3967,50587073,570922841,,,180000372,zcash,zec
1214,2020/02/24,4342,,,,,,36303,307.672,5724638774,0.0773,131,,4018,52501782,561262200,,,145866164,zcash,zec
1215,2020/02/25,2837,,,,,,42519,293.569,5629241047,0.0748,108,,4078,51761902,536366589,,,173382525,zcash,zec
1216,2020/02/26,3522,,,,,,53518,388.849,5710553679,0.0661,97,,4607,52924865,485287850,,,246558282,zcash,zec
1217,2020/02/27,2923,,,,,,20107,262.46,5541948906,0.0683,100,,4341,50694052,481051636,,,86863539,zcash,zec
1218,2020/02/28,3126,,,,,,22473,361.786,5456922768,0.0677,95,,4171,49959620,470761914,,,93736450,zcash,zec
1219,2020/02/29,3548,,,,,,18354,252.514,5381056086,0.0666,92,,4025,50091197,465444218,,,73874366,zcash,zec
1220,2020/03/01,3905,,,,,,28828,248.404,5406465645,0.0658,155,,4102,49800277,457425537,,,118254497,zcash,zec
1221,2020/03/02,2977,,,,,,20712,254.369,5334663850,0.0684,137,,4185,49053211,469139055,,,86680377,zcash,zec
1222,2020/03/03,2982,,,,,,17044,254.635,5387292073,0.0688,95,,4274,48939790,471578972,,,72846626,zcash,zec
1223,2020/03/04,3033,,,,,,17586,252.127,5488616131,0.0658,111,,4015,50556985,466460436,,,70609599,zcash,zec
1224,2020/03/05,3011,,,,,,17926,259.773,5305920625,0.0693,189,,4207,49391775,481316752,,,75413693,zcash,zec
1225,2020/03/06,2955,,,,,,15608,261.204,5281137077,0.0713,110,,4205,48308320,484734485,,,65633256,zcash,zec
1226,2020/03/07,5397,,,,,,11371,160.748,5199192010,0.0715,65,,4118,48101077,484568631,,,46827390,zcash,zec
1227,2020/03/08,2614,,,,,,32004,262.233,5034077244,0.068,57,,4384,45849554,440240018,,,140299234,zcash,zec
1228,2020/03/09,7840,,,,,,25893,210.734,5337993589,0.0555,97,,4543,49559112,388982574,,,117630202,zcash,zec
1229,2020/03/10,3302,,,,,,21548,208.53,5251005198,0.0571,275,,4280,48116156,389383737,,,92225699,zcash,zec
1230,2020/03/11,5364,,,,,,13233,202.447,5240682304,0.0551,225,,4220,48400019,378542824,,,55841373,zcash,zec
1231,2020/03/12,4137,,,,,,27945,309.348,5277297694,0.0442,82,,5766,48525718,304512360,,,161099394,zcash,zec
1232,2020/03/13,11445,,,,,,24056,648.813,5195795258,0.0358,90,,5340,47776289,243407741,,,127213299,zcash,zec
1233,2020/03/14,12840,,,,,,13301,126.604,5174734673,0.0365,64,,4757,47376111,246081369,,,63270945,zcash,zec
1234,2020/03/15,5765,,,,,,16287,127.778,4853971131,0.0376,94,,4483,44789350,240406936,,,72847459,zcash,zec
1235,2020/03/16,11169,,,,,,14494,239.41,5115621430,0.0337,124,,4862,46875604,225566473,,,70445414,zcash,zec
1236,2020/03/17,2844,,,,,,11765,228.114,5267261795,0.0333,108,,4367,48518036,231589411,,,51377020,zcash,zec
1237,2020/03/18,3030,,,,,,10183,208.904,5118518298,0.0361,101,,5045,47147924,244027063,,,51370919,zcash,zec
1238,2020/03/19,3393,,,,,,12002,272.188,5217274597,0.0417,107,,6560,47559156,284528620,,,78489204,zcash,zec
1239,2020/03/20,6660,,,,,,12461,163.695,5275435205,0.0442,68,,5420,48806452,309869162,,,67538291,zcash,zec
1240,2020/03/21,7323,,,,,,8558,166.639,5098155990,0.0461,110,,5111,47625876,316409873,,,43717342,zcash,zec
1241,2020/03/22,4520,,,,,,6200,67.272,5211529856,0.045,92,,5458,47302370,306799206,,,33837578,zcash,zec
1242,2020/03/23,2727,,,,,,7225,59.594,5250307007,0.0422,201,,4670,48277534,294217678,,,33740061,zcash,zec
1243,2020/03/24,3039,,,,,,11850,55.431,5121272505,0.0452,77,,4626,47338669,309444989,,,54820335,zcash,zec
1244,2020/03/25,2826,,,,,,14274,100.484,4990792799,0.046,66,,4228,45771537,305308714,,,60351058,zcash,zec
1245,2020/03/26,3025,,,,,,11000,150.444,4945646605,0.0459,76,,4802,45555560,303510852,,,52820380,zcash,zec
1246,2020/03/27,2992,,,,,,7270,146.214,4961532088,0.0467,99,,5778,45582455,309372840,,,41865109,zcash,zec
1247,2020/03/28,2729,,,,,,7804,133.821,4969170008,0.0432,70,,4949,45652626,288448841,,,38622040,zcash,zec
1248,2020/03/29,2455,,,,,,5917,135.254,4762732686,0.0434,73,,5431,44024493,283861989,,,32137225,zcash,zec
1249,2020/03/30,3004,,,,,,7260,134.061,5096795631,0.0426,82,,4859,46460904,289680977,,,35276816,zcash,zec
1250,2020/03/31,2770,,,,,,8726,126.589,4964924500,0.0442,55,,4667,45853273,296437048,,,40723050,zcash,zec
1251,2020/04/01,3760,,,,,,6495,119.568,4729189072,0.0461,56,,4543,43791191,295696494,,,29508848,zcash,zec
1252,2020/04/02,2946,,,,,,7277,119.298,5094754477,0.0449,92,,4743,46724990,307872896,,,34512500,zcash,zec
1253,2020/04/03,2802,,,,,,6442,112.196,4769231299,0.049,73,,5041,43892222,315634959,,,32475115,zcash,zec
1254,2020/04/04,2576,,,,,,4984,93.157,5246139238,0.0444,89,,4420,48492879,316814772,,,22027387,zcash,zec
1255,2020/04/05,2517,,,,,,4462,105.765,5298061109,0.0449,83,,4924,48253876,319341154,,,21969837,zcash,zec
1256,2020/04/06,3533,,,,,,6581,179.04,4966582640,0.0515,272,,5506,45868587,348159945,,,36236809,zcash,zec
1257,2020/04/07,2861,,,,,,11134,176.708,4888965849,0.0546,171,,5101,44798707,361244588,,,56773594,zcash,zec
1258,2020/04/08,3384,,,,,,10672,138.376,5127949758,0.0516,73,,5482,47441969,361997255,,,58501189,zcash,zec
1259,2020/04/09,3600,,,,,,13190,162.561,5137163968,0.0556,98,,5983,47032141,387225039,,,78786815,zcash,zec
1260,2020/04/10,3286,,,,,,14481,184.136,5033121637,0.0524,110,,5734,46361314,360202136,,,83036448,zcash,zec
1261,2020/04/11,2732,,,,,,7653,94.292,5503821748,0.0473,66,,4702,50520557,354823061,,,35984875,zcash,zec
1262,2020/04/12,3172,,,,,,6145,92.259,5103965241,0.0516,92,,4536,46809464,359209666,,,27875215,zcash,zec
1263,2020/04/13,2595,,,,,,7344,176.618,5216959914,0.0485,94,,4843,48054694,347009616,,,35564662,zcash,zec
1264,2020/04/14,2704,,,,,,5858,85.049,5167931419,0.0494,65,,4613,47769962,352032333,,,27025243,zcash,zec
1265,2020/04/15,2465,,,,,,6380,81.368,5318121603,0.0477,92,,4719,49115205,350245898,,,30106426,zcash,zec
1266,2020/04/16,3080,,,,,,7988,183.458,5101925699,0.053,119,,5202,46628572,370006417,,,41552173,zcash,zec
1267,2020/04/17,3234,,,,,,6362,144.7,5200255924,0.0534,63,,4424,47775653,382153791,,,28142795,zcash,zec
1268,2020/04/18,3775,,,,,,7323,120.2,5192452701,0.0574,127,,5028,47621000,410324350,,,36820955,zcash,zec
1269,2020/04/19,3130,,,,,,10801,223.088,5171412885,0.0614,173,,5872,47886080,442137700,,,63417910,zcash,zec
1270,2020/04/20,3843,,,,,,11479,229.861,4966820031,0.0664,141,,5894,45670820,456116106,,,67659413,zcash,zec
1271,2020/04/21,7301,,,,,,8967,219.972,4953564060,0.0614,172,,5361,45469644,420803733,,,48071373,zcash,zec
1272,2020/04/22,20128,,,,,,7230,101.902,4829692124,0.0655,109,,6037,44140519,436445334,,,43640748,zcash,zec
1273,2020/04/23,22105,,,,,,7740,63.054,4963509805,0.0641,116,,6945,46245157,448447356,,,53750853,zcash,zec
1274,2020/04/24,12821,,,,,,6907,69.257,5132581669,0.0628,81,,5853,46827593,445366159,,,40426259,zcash,zec
1275,2020/04/25,5618,,,,,,5661,99.493,5425712288,0.0588,112,,5116,49977563,445341514,,,28959270,zcash,zec
1276,2020/04/26,5229,,,,,,5494,95.704,5674526112,0.0563,91,,5067,52223837,446581968,,,27838598,zcash,zec
1277,2020/04/27,5820,,,,,,7265,157.883,5460394597,0.0576,70,,5387,50297030,440507117,,,39119780,zcash,zec
1278,2020/04/28,4814,,,,,,5533,164.363,5274747574,0.0601,71,,4905,48249873,441737725,,,27140247,zcash,zec
1279,2020/04/29,6690,,,,,,11707,163.569,5439946572,0.0597,124,,5671,50328453,458281009,,,66392508,zcash,zec
1280,2020/04/30,5805,,,,,,13788,170.759,5714681786,0.0585,109,,6067,52319474,467410318,,,83377569,zcash,zec
1281,2020/05/01,6749,,,,,,11811,99.079,5499652557,0.0595,138,,5354,50570312,459796479,,,63230860,zcash,zec
1282,2020/05/02,5456,,,,,,7026,67.39,5686689571,0.0575,96,,4748,52381488,461428358,,,33358801,zcash,zec
1283,2020/05/03,6113,,,,,,7696,101.461,5555604431,0.0593,162,,5086,50951535,463625739,,,39141369,zcash,zec
1284,2020/05/04,4655,,,,,,11098,218.181,5557150852,0.056,138,,5236,51367726,441790564,,,58110623,zcash,zec
1285,2020/05/05,3760,,,,,,8972,135.758,5544493839,0.0572,123,,5244,50673383,445473437,,,47048001,zcash,zec
1286,2020/05/06,4137,,,,,,9075,201.347,5638295143,0.0552,137,,5234,52301138,444957184,,,47498489,zcash,zec
1287,2020/05/07,4571,,,,,,10662,185.301,5650085832,0.0549,182,,5742,51863141,439192311,,,60339049,zcash,zec
1288,2020/05/08,4257,,,,,,8576,171.259,5442748735,0.0594,179,,5822,49700425,456031037,,,49927574,zcash,zec
1289,2020/05/09,4771,,,,,,6708,119.377,5534654721,0.0591,127,,6732,51204659,468114655,,,45155318,zcash,zec
1290,2020/05/10,4830,,,,,,8729,60.783,5767470490,0.0516,110,,6277,52848645,422007810,,,54791947,zcash,zec
1291,2020/05/11,4317,,,,,,8911,76.131,5893930791,0.049,170,,5623,54290438,412490247,,,50104472,zcash,zec
1292,2020/05/12,4532,,,,,,9701,41.302,5714164870,0.0521,175,,5910,52542792,425053893,,,57333618,zcash,zec
1293,2020/05/13,5883,,,,,,7697,136.627,5989578641,0.0511,141,,5583,54646485,434394295,,,42974726,zcash,zec
1294,2020/05/14,8225,,,,,,9610,134.247,5774797550,0.0526,134,,5657,53567342,439135624,,,54072683,zcash,zec
1295,2020/05/15,8511,,,,,,7252,85.23,5584993801,0.0544,122,,5461,51579887,437454014,,,39604067,zcash,zec
1296,2020/05/16,4994,,,,,,5724,53.437,5423947988,0.0564,110,,5430,49700870,437881881,,,31078619,zcash,zec
1297,2020/05/17,4567,,,,,,11175,149.509,5619582608,0.058,123,,6179,51808597,470332272,,,69051800,zcash,zec
1298,2020/05/18,4920,,,,,,19096,280.96,5424868475,0.0639,205,,5893,49839207,498469945,,,112530653,zcash,zec
1299,2020/05/19,4076,,,,,,10782,168.536,5376107445,0.063,266,,5142,49737836,491534049,,,55436198,zcash,zec
1300,2020/05/20,4346,,,,,,11627,209.704,5768660148,0.061,298,,5759,53043886,508451651,,,66960986,zcash,zec
1301,2020/05/21,4260,,,,,,11149,118.664,5423524798,0.0621,189,,5962,49740207,485470186,,,66469282,zcash,zec
1302,2020/05/22,4294,,,,,,11403,174.852,5495693939,0.0616,100,,5302,50533912,490437425,,,60457046,zcash,zec
1303,2020/05/23,3773,,,,,,6006,77.72,5665495514,0.0603,139,,4841,51869161,493044385,,,29075689,zcash,zec
1304,2020/05/24,3820,,,,,,9951,131.731,5671682951,0.0586,152,,4964,52657158,486579937,,,49396346,zcash,zec
1305,2020/05/25,4787,,,,,,8642,169.689,5286824485,0.0612,201,,5262,48997783,473221876,,,45411907,zcash,zec
1306,2020/05/26,4438,,,,,,10565,225.003,5502019017,0.0593,98,,5717,50328800,470996168,,,60398011,zcash,zec
1307,2020/05/27,4025,,,,,,8638,205.081,5861295132,0.0556,119,,5754,53895682,473788464,,,49703358,zcash,zec
1308,2020/05/28,3706,,,,,,9351,196.999,5587932495,0.0598,181,,5337,51337304,485032527,,,49906227,zcash,zec
1309,2020/05/29,3356,,,,,,7901,185.254,5510763057,0.061,104,,5311,50760986,490038653,,,41962826,zcash,zec
1310,2020/05/30,5028,,,,,,22751,250.94,5643571501,0.0639,150,,6112,51803345,523779522,,,139052856,zcash,zec
1311,2020/05/31,5168,,,,,,21923,250.204,5484399548,0.07,110,,6061,50430058,558935268,,,132875439,zcash,zec
1312,2020/06/01,4510,,,,,,11236,181.777,5654508968,0.0661,83,,5751,52221891,547523760,,,64620157,zcash,zec
1313,2020/06/02,5634,,,,,,12978,211.77,5720728428,0.0676,105,,6370,52013627,557549450,,,82667770,zcash,zec
1314,2020/06/03,4806,,,,,,14249,211.54,5792476390,0.0634,90,,5681,53684116,540118660,,,80637240,zcash,zec
1315,2020/06/04,4746,,,,,,6866,36.141,5661451879,0.0659,91,,7725,52423727,548875111,,,53037025,zcash,zec
1316,2020/06/05,5191,,,,,,9158,11.071,5602252658,0.0684,135,,8941,51245671,557451332,,,81883159,zcash,zec
1317,2020/06/06,4725,,,,,,8172,9.934,5487593921,0.0689,114,,7255,50459431,552586439,,,59286587,zcash,zec
1318,2020/06/07,5164,,,,,,8087,31.16,5320719549,0.0701,78,,7113,49096206,547691607,,,57520746,zcash,zec
1319,2020/06/08,4765,,,,,,8171,19.747,5785142281,0.065,259,,6690,52918623,547803640,,,54667088,zcash,zec
1320,2020/06/09,4517,,,,,,10603,201.735,5487551856,0.0674,321,,5694,50724385,545207857,,,60374184,zcash,zec
1321,2020/06/10,5563,,,,,,10027,190.499,5611936722,0.0687,260,,6655,51692922,566345549,,,66729496,zcash,zec
1322,2020/06/11,8149,,,,,,14857,163.064,5517712388,0.0688,129,,6940,50736376,556722674,,,102796088,zcash,zec
1323,2020/06/12,8553,,,,,,11760,204.74,5543534125,0.0667,100,,6144,50533242,538374794,,,72254263,zcash,zec
1324,2020/06/13,4034,,,,,,11969,155.456,5552528128,0.066,96,,5424,51505559,543641201,,,64907893,zcash,zec
1325,2020/06/14,2740,,,,,,11571,161.107,5155604730,0.0716,144,,5248,47448097,543566526,,,59219320,zcash,zec
1326,2020/06/15,3492,,,,,,14128,208.448,5578224449,0.0657,182,,5909,50981660,536454763,,,83481822,zcash,zec
1327,2020/06/16,3746,,,,,,10857,193.576,5409093032,0.0697,79,,5510,49868032,556269258,,,59820226,zcash,zec
1328,2020/06/17,5048,,,,,,6946,149.724,5353312053,0.0704,88,,5719,49310666,556147212,,,39712137,zcash,zec
1329,2020/06/18,6416,,,,,,8843,262.879,5543652441,0.0678,114,,5139,51153289,555834946,,,45445793,zcash,zec
1330,2020/06/19,4184,,,,,,7933,258.345,5384122003,0.0691,82,,5289,49293109,546642767,,,41957555,zcash,zec
1331,2020/06/20,3396,,,,,,7289,181.761,5651876871,0.0654,82,,5283,51565432,541868958,,,38508507,zcash,zec
1332,2020/06/21,2772,,,,,,10699,261.049,5320990143,0.0687,74,,4959,49401248,545133171,,,53058058,zcash,zec
1333,2020/06/22,3610,,,,,,14428,485.185,5327770892,0.0705,113,,5575,49075401,556335596,,,80436306,zcash,zec
1334,2020/06/23,4586,,,,,,12492,497.412,5466922781,0.0718,174,,6493,50666917,585683943,,,81107850,zcash,zec
1335,2020/06/24,4729,,,,,,26901,503.671,5315990738,0.077,130,,5880,48796423,605328560,,,157623127,zcash,zec
1336,2020/06/25,3294,,,,,,13932,475.408,5543311955,0.0723,104,,5554,50750537,590863688,,,77377426,zcash,zec
1337,2020/06/26,2930,,,,,,14823,279.181,5814373464,0.0693,92,,5320,53093914,593476126,,,78856447,zcash,zec
1338,2020/06/27,3100,,,,,,13812,270.498,5550782788,0.0693,81,,5326,51444123,575443621,,,73565101,zcash,zec
1339,2020/06/28,2773,,,,,,19022,413.551,5730761688,0.0662,79,,4971,52375760,559996193,,,94556368,zcash,zec
1340,2020/06/29,3257,,,,,,20794,408.45,5446581488,0.0686,107,,4655,50434077,558761626,,,96794296,zcash,zec
1341,2020/06/30,3173,,,,,,15243,392.988,5517358615,0.0677,150,,4682,50777392,555475664,,,71367534,zcash,zec
1342,2020/07/01,4189,,,,,,13264,375.853,5741333838,0.0652,123,,4606,52563481,554151133,,,61095060,zcash,zec
1343,2020/07/02,3019,,,,,,12995,364.271,5574692156,0.0664,121,,5180,51620352,554823328,,,67314751,zcash,zec
1344,2020/07/03,2979,,,,,,18358,352.044,5713541798,0.0644,99,,4518,52582907,548562905,,,82940371,zcash,zec
1345,2020/07/04,2808,,,,,,16015,256.958,6359223847,0.0583,92,,4515,58119531,549207070,,,72305587,zcash,zec
1346,2020/07/05,2811,,,,,,11879,338.147,6101547153,0.0599,72,,4675,56251971,546585755,,,55533183,zcash,zec
1347,2020/07/06,3332,,,,,,21012,429.976,6143733919,0.0623,108,,5087,56889547,575148559,,,106886841,zcash,zec
1348,2020/07/07,3019,,,,,,14539,353.663,6104662367,0.0641,95,,4781,56329931,586821824,,,69512054,zcash,zec
1349,2020/07/08,3627,,,,,,20303,367.435,5885588109,0.0701,96,,5189,54071918,616482349,,,105350012,zcash,zec
1350,2020/07/09,3059,,,,,,15168,351.949,6105028435,0.0676,160,,4925,55796336,613287371,,,74703208,zcash,zec
1351,2020/07/10,3285,,,,,,12269,329.768,6100754176,0.0656,201,,4610,55902599,597084512,,,56562069,zcash,zec
1352,2020/07/11,2839,,,,,,13768,315.795,6254990752,0.0634,85,,4122,58072716,599824982,,,56751344,zcash,zec
1353,2020/07/12,3882,,,,,,14806,313.856,6108944977,0.0672,118,,5098,56369448,617760257,,,75365964,zcash,zec
1354,2020/07/13,4324,,,,,,26865,364.786,6187007115,0.0717,133,,5654,56890663,665465585,,,151601609,zcash,zec
1355,2020/07/14,3279,,,,,,21526,315.973,6085976387,0.0718,103,,5220,55961667,655981080,,,112364457,zcash,zec
1356,2020/07/15,3707,,,,,,27849,313.611,6035542170,0.0732,149,,4810,55740901,666381103,,,133953134,zcash,zec
1357,2020/07/16,2736,,,,,,26899,297.618,6004144664,0.0711,145,,4353,55161118,641253209,,,117092767,zcash,zec
1358,2020/07/17,2964,,,,,,19468,296.528,5473267453,0.0777,125,,4253,50327696,639329769,,,82797296,zcash,zec
1359,2020/07/18,2777,,,,,,14762,249.275,5605988867,0.0754,null,,4765,51593075,636536344,,,70338735,zcash,zec
1360,2020/07/19,3330,,,,,,13627,206.981,5555025194,0.075,222,,5515,51213423,628550155,,,74651041,zcash,zec
1361,2020/07/20,3529,,,,,,14818,110.952,5831766721,0.0716,196,,5998,53437806,627319080,,,88863645,zcash,zec
1362,2020/07/21,4318,,,,,,13681,107.958,6019612539,0.0725,177,,6721,55207044,656488944,,,91800186,zcash,zec
1363,2020/07/22,3763,,,,,,14748,98.401,5753145981,0.0767,137,,6933,53507682,673647017,,,102244889,zcash,zec
1364,2020/07/23,3707,,,,,,8876,81.459,5480737993,0.0841,165,,7027,50047323,690807365,,,62371920,zcash,zec
1365,2020/07/24,3456,,,,,,11443,56.76,5850380348,0.0773,122,,6233,53748458,682547037,,,71321840,zcash,zec
1366,2020/07/25,4013,,,,,,8694,154.099,5633432665,0.0811,143,,6406,52072840,694355802,,,55666126,zcash,zec
1367,2020/07/26,4144,,,,,,20601,101.094,6003946078,0.0782,98,,7111,55207383,709862635,,,146495269,zcash,zec
1368,2020/07/27,5535,,,,,,20515,77.509,5808811084,0.0856,125,,7555,53273743,750749122,,,154989130,zcash,zec
1369,2020/07/28,4479,,,,,,20145,168.714,5644041522,0.0899,424,,6848,52170903,772627391,,,137950418,zcash,zec
1370,2020/07/29,4286,,,,,,20252,253.038,5979413115,0.087,146,,7079,54933905,787361367,,,143363193,zcash,zec
1371,2020/07/30,3866,,,,,,17869,206.446,6379730390,0.0801,119,,6361,58458922,772771361,,,113664038,zcash,zec
1372,2020/07/31,4301,,,,,,24598,347.031,6656022004,0.078,167,,5824,61096808,786665847,,,143259353,zcash,zec
1373,2020/08/01,7136,,,,,,41041,414.031,6449623076,0.0919,363,,7660,59409055,901575202,,,314371389,zcash,zec
1374,2020/08/02,5667,,,,,,44568,385.451,6358914530,0.0954,186,,6606,58471383,921553375,,,294414861,zcash,zec
1375,2020/08/03,4258,,,,,,45470,325.553,6375215260,0.0944,129,,5906,58672424,915841362,,,268543729,zcash,zec
1376,2020/08/04,5817,,,,,,25631,184.717,6326769900,0.0934,128,,6809,58533027,904977085,,,174516017,zcash,zec
1377,2020/08/05,7151,,,,,,46738,205.839,6756579331,0.0958,296,,8160,61751124,979360871,,,381384049,zcash,zec
