,transactions,sent_addresses,block_size,hashrate,difficulty,mining_profitability,send_usd,av_transaction_size,median_transaction_size,confirmation_time,av_transaction_value,google_trends,median_transaction_value,active_addresses,top_100_percent,fee_reward,date,tweets,market_cap,full_name,coin
670,,,,,,,,,,,,,,,,,2016/03/31,54,1461292,vericoin,vericoin
671,,,,,,,,,,,,,,,,,2016/04/01,13,1395898,vericoin,vericoin
672,,,,,,,,,,,,,,,,,2016/04/02,12,1336647,vericoin,vericoin
673,,,,,,,,,,,,,,,,,2016/04/03,17,1217745,vericoin,vericoin
674,,,,,,,,,,,,,,,,,2016/04/04,3,1155781,vericoin,vericoin
675,,,,,,,,,,,,,,,,,2016/04/05,null,1131126,vericoin,vericoin
676,,,,,,,,,,,,,,,,,2016/04/06,12,1116736,vericoin,vericoin
677,,,,,,,,,,,,,,,,,2016/04/07,9,1121325,vericoin,vericoin
678,,,,,,,,,,,,,,,,,2016/04/08,4,1144538,vericoin,vericoin
679,,,,,,,,,,,,,,,,,2016/04/09,6,1156490,vericoin,vericoin
680,,,,,,,,,,,,,,,,,2016/04/10,3,1164367,vericoin,vericoin
681,,,,,,,,,,,,,,,,,2016/04/11,2,1253116,vericoin,vericoin
682,,,,,,,,,,,,,,,,,2016/04/12,7,1191596,vericoin,vericoin
683,,,,,,,,,,,,,,,,,2016/04/13,13,1148032,vericoin,vericoin
684,,,,,,,,,,,,,,,,,2016/04/14,13,1162300,vericoin,vericoin
685,,,,,,,,,,,,,,,,,2016/04/15,7,1164639,vericoin,vericoin
686,,,,,,,,,,,,,,,,,2016/04/16,1,1128157,vericoin,vericoin
687,,,,,,,,,,,,,,,,,2016/04/17,6,1124153,vericoin,vericoin
688,,,,,,,,,,,,,,,,,2016/04/18,3,1154446,vericoin,vericoin
689,,,,,,,,,,,,,,,,,2016/04/19,1,null,vericoin,vericoin
690,,,,,,,,,,,,,,,,,2016/04/20,1,1178340,vericoin,vericoin
691,,,,,,,,,,,,,,,,,2016/04/21,null,null,vericoin,vericoin
692,,,,,,,,,,,,,,,,,2016/04/22,10,null,vericoin,vericoin
693,,,,,,,,,,,,,,,,,2016/04/23,5,null,vericoin,vericoin
694,,,,,,,,,,,,,,,,,2016/04/24,null,null,vericoin,vericoin
695,,,,,,,,,,,,,,,,,2016/04/25,35,1195076,vericoin,vericoin
696,,,,,,,,,,,,,,,,,2016/04/26,16,1182756,vericoin,vericoin
697,,,,,,,,,,,,,,,,,2016/04/27,1,1138364,vericoin,vericoin
698,,,,,,,,,,,,,,,,,2016/04/28,3,1075948,vericoin,vericoin
699,,,,,,,,,,,,,,,,,2016/04/29,3,1101719,vericoin,vericoin
700,,,,,,,,,,,,,,,,,2016/04/30,10,1105381,vericoin,vericoin
701,,,,,,,,,,,,,,,,,2016/05/01,6,1078767,vericoin,vericoin
702,,,,,,,,,,,,,,,,,2016/05/02,10,1056050,vericoin,vericoin
703,,,,,,,,,,,,,,,,,2016/05/03,32,1045333,vericoin,vericoin
704,,,,,,,,,,,,,,,,,2016/05/04,40,1065844,vericoin,vericoin
705,,,,,,,,,,,,,,,,,2016/05/05,21,1086100,vericoin,vericoin
706,,,,,,,,,,,,,,,,,2016/05/06,19,1047445,vericoin,vericoin
707,,,,,,,,,,,,,,,,,2016/05/07,15,1056662,vericoin,vericoin
708,,,,,,,,,,,,,,,,,2016/05/08,3,1039557,vericoin,vericoin
709,,,,,,,,,,,,,,,,,2016/05/09,25,1050135,vericoin,vericoin
710,,,,,,,,,,,,,,,,,2016/05/10,94,1033613,vericoin,vericoin
711,,,,,,,,,,,,,,,,,2016/05/11,78,1097983,vericoin,vericoin
712,,,,,,,,,,,,,,,,,2016/05/12,142,1111559,vericoin,vericoin
713,,,,,,,,,,,,,,,,,2016/05/13,86,987557,vericoin,vericoin
714,,,,,,,,,,,,,,,,,2016/05/14,33,870297,vericoin,vericoin
715,,,,,,,,,,,,,,,,,2016/05/15,49,891237,vericoin,vericoin
716,,,,,,,,,,,,,,,,,2016/05/16,14,883856,vericoin,vericoin
717,,,,,,,,,,,,,,,,,2016/05/17,29,844416,vericoin,vericoin
718,,,,,,,,,,,,,,,,,2016/05/18,23,854172,vericoin,vericoin
719,,,,,,,,,,,,,,,,,2016/05/19,13,846725,vericoin,vericoin
720,,,,,,,,,,,,,,,,,2016/05/20,12,788133,vericoin,vericoin
721,,,,,,,,,,,,,,,,,2016/05/21,19,830357,vericoin,vericoin
722,,,,,,,,,,,,,,,,,2016/05/22,18,819078,vericoin,vericoin
723,,,,,,,,,,,,,,,,,2016/05/23,20,791879,vericoin,vericoin
724,,,,,,,,,,,,,,,,,2016/05/24,32,760723,vericoin,vericoin
725,,,,,,,,,,,,,,,,,2016/05/25,48,759888,vericoin,vericoin
726,,,,,,,,,,,,,,,,,2016/05/26,44,727397,vericoin,vericoin
727,,,,,,,,,,,,,,,,,2016/05/27,47,693545,vericoin,vericoin
728,,,,,,,,,,,,,,,,,2016/05/28,13,826326,vericoin,vericoin
729,,,,,,,,,,,,,,,,,2016/05/29,7,846163,vericoin,vericoin
730,,,,,,,,,,,,,,,,,2016/05/30,11,911290,vericoin,vericoin
731,,,,,,,,,,,,,,,,,2016/05/31,22,922192,vericoin,vericoin
732,,,,,,,,,,,,,,,,,2016/06/01,43,896542,vericoin,vericoin
733,,,,,,,,,,,,,,,,,2016/06/02,28,901194,vericoin,vericoin
734,,,,,,,,,,,,,,,,,2016/06/03,14,906767,vericoin,vericoin
735,,,,,,,,,,,,,,,,,2016/06/04,8,886627,vericoin,vericoin
736,,,,,,,,,,,,,,,,,2016/06/05,3,930761,vericoin,vericoin
737,,,,,,,,,,,,,,,,,2016/06/06,13,1018168,vericoin,vericoin
738,,,,,,,,,,,,,,,,,2016/06/07,57,1054447,vericoin,vericoin
739,,,,,,,,,,,,,,,,,2016/06/08,79,1087579,vericoin,vericoin
740,,,,,,,,,,,,,,,,,2016/06/09,242,1547702,vericoin,vericoin
741,,,,,,,,,,,,,,,,,2016/06/10,115,1526927,vericoin,vericoin
742,,,,,,,,,,,,,,,,,2016/06/11,185,1367096,vericoin,vericoin
743,,,,,,,,,,,,,,,,,2016/06/12,121,1326107,vericoin,vericoin
744,,,,,,,,,,,,,,,,,2016/06/13,101,1315819,vericoin,vericoin
745,,,,,,,,,,,,,,,,,2016/06/14,130,1535161,vericoin,vericoin
746,,,,,,,,,,,,,,,,,2016/06/15,144,1537453,vericoin,vericoin
747,,,,,,,,,,,,,,,,,2016/06/16,95,1611250,vericoin,vericoin
748,,,,,,,,,,,,,,,,,2016/06/17,81,1522374,vericoin,vericoin
749,,,,,,,,,,,,,,,,,2016/06/18,78,1562453,vericoin,vericoin
750,,,,,,,,,,,,,,,,,2016/06/19,96,1627967,vericoin,vericoin
751,,,,,,,,,,,,,,,,,2016/06/20,70,1578379,vericoin,vericoin
752,,,,,,,,,,,,,,,,,2016/06/21,34,1419475,vericoin,vericoin
753,,,,,,,,,,,,,,,,,2016/06/22,32,1313791,vericoin,vericoin
754,,,,,,,,,,,,,,,,,2016/06/23,67,1352672,vericoin,vericoin
755,,,,,,,,,,,,,,,,,2016/06/24,35,1483185,vericoin,vericoin
756,,,,,,,,,,,,,,,,,2016/06/25,9,1472037,vericoin,vericoin
757,,,,,,,,,,,,,,,,,2016/06/26,15,1382833,vericoin,vericoin
758,,,,,,,,,,,,,,,,,2016/06/27,32,1376739,vericoin,vericoin
759,,,,,,,,,,,,,,,,,2016/06/28,28,1424901,vericoin,vericoin
760,,,,,,,,,,,,,,,,,2016/06/29,44,1345005,vericoin,vericoin
761,,,,,,,,,,,,,,,,,2016/06/30,30,1453197,vericoin,vericoin
762,,,,,,,,,,,,,,,,,2016/07/01,26,1663594,vericoin,vericoin
763,,,,,,,,,,,,,,,,,2016/07/02,59,1666849,vericoin,vericoin
764,,,,,,,,,,,,,,,,,2016/07/03,34,1624335,vericoin,vericoin
765,,,,,,,,,,,,,,,,,2016/07/04,17,1641822,vericoin,vericoin
766,,,,,,,,,,,,,,,,,2016/07/05,128,1885131,vericoin,vericoin
767,,,,,,,,,,,,,,,,,2016/07/06,87,2748372,vericoin,vericoin
768,,,,,,,,,,,,,,,,,2016/07/07,34,2238742,vericoin,vericoin
769,,,,,,,,,,,,,,,,,2016/07/08,61,2287534,vericoin,vericoin
770,,,,,,,,,,,,,,,,,2016/07/09,54,2231267,vericoin,vericoin
771,,,,,,,,,,,,,,,,,2016/07/10,16,2226430,vericoin,vericoin
772,,,,,,,,,,,,,,,,,2016/07/11,38,2236973,vericoin,vericoin
773,,,,,,,,,,,,,,,,,2016/07/12,143,2611356,vericoin,vericoin
774,,,,,,,,,,,,,,,,,2016/07/13,115,2838992,vericoin,vericoin
775,,,,,,,,,,,,,,,,,2016/07/14,113,2883994,vericoin,vericoin
776,,,,,,,,,,,,,,,,,2016/07/15,96,3243661,vericoin,vericoin
777,,,,,,,,,,,,,,,,,2016/07/16,66,3260186,vericoin,vericoin
778,,,,,,,,,,,,,,,,,2016/07/17,72,3042255,vericoin,vericoin
779,,,,,,,,,,,,,,,,,2016/07/18,117,2954333,vericoin,vericoin
780,,,,,,,,,,,,,,,,,2016/07/19,159,3064112,vericoin,vericoin
781,,,,,,,,,,,,,,,,,2016/07/20,167,2593566,vericoin,vericoin
782,,,,,,,,,,,,,,,,,2016/07/21,62,2382363,vericoin,vericoin
783,,,,,,,,,,,,,,,,,2016/07/22,65,2215827,vericoin,vericoin
784,,,,,,,,,,,,,,,,,2016/07/23,70,2199886,vericoin,vericoin
785,,,,,,,,,,,,,,,,,2016/07/24,13,2084107,vericoin,vericoin
786,,,,,,,,,,,,,,,,,2016/07/25,57,2013406,vericoin,vericoin
787,,,,,,,,,,,,,,,,,2016/07/26,34,2000687,vericoin,vericoin
788,,,,,,,,,,,,,,,,,2016/07/27,22,1940708,vericoin,vericoin
789,,,,,,,,,,,,,,,,,2016/07/28,31,1885498,vericoin,vericoin
790,,,,,,,,,,,,,,,,,2016/07/29,48,2004920,vericoin,vericoin
791,,,,,,,,,,,,,,,,,2016/07/30,12,2178078,vericoin,vericoin
792,,,,,,,,,,,,,,,,,2016/07/31,67,2079673,vericoin,vericoin
793,,,,,,,,,,,,,,,,,2016/08/01,57,1803421,vericoin,vericoin
794,,,,,,,,,,,,,,,,,2016/08/02,36,1624683,vericoin,vericoin
795,,,,,,,,,,,,,,,,,2016/08/03,28,1394272,vericoin,vericoin
796,,,,,,,,,,,,,,,,,2016/08/04,13,1518516,vericoin,vericoin
797,,,,,,,,,,,,,,,,,2016/08/05,25,1470107,vericoin,vericoin
798,,,,,,,,,,,,,,,,,2016/08/06,26,1458473,vericoin,vericoin
799,,,,,,,,,,,,,,,,,2016/08/07,4,1481060,vericoin,vericoin
800,,,,,,,,,,,,,,,,,2016/08/08,16,1533084,vericoin,vericoin
801,,,,,,,,,,,,,,,,,2016/08/09,12,1569322,vericoin,vericoin
802,,,,,,,,,,,,,,,,,2016/08/10,50,1509241,vericoin,vericoin
803,,,,,,,,,,,,,,,,,2016/08/11,9,1488096,vericoin,vericoin
804,,,,,,,,,,,,,,,,,2016/08/12,10,1469745,vericoin,vericoin
805,,,,,,,,,,,,,,,,,2016/08/13,15,1502537,vericoin,vericoin
806,,,,,,,,,,,,,,,,,2016/08/14,67,1704371,vericoin,vericoin
807,,,,,,,,,,,,,,,,,2016/08/15,51,1705723,vericoin,vericoin
808,,,,,,,,,,,,,,,,,2016/08/16,25,1591389,vericoin,vericoin
809,,,,,,,,,,,,,,,,,2016/08/17,14,1638621,vericoin,vericoin
810,,,,,,,,,,,,,,,,,2016/08/18,33,1639701,vericoin,vericoin
811,,,,,,,,,,,,,,,,,2016/08/19,47,1560434,vericoin,vericoin
812,,,,,,,,,,,,,,,,,2016/08/20,25,1565192,vericoin,vericoin
813,,,,,,,,,,,,,,,,,2016/08/21,22,1608972,vericoin,vericoin
814,,,,,,,,,,,,,,,,,2016/08/22,20,1669380,vericoin,vericoin
815,,,,,,,,,,,,,,,,,2016/08/23,16,1500675,vericoin,vericoin
816,,,,,,,,,,,,,,,,,2016/08/24,20,1466559,vericoin,vericoin
817,,,,,,,,,,,,,,,,,2016/08/25,17,1388303,vericoin,vericoin
818,,,,,,,,,,,,,,,,,2016/08/26,28,1344871,vericoin,vericoin
819,,,,,,,,,,,,,,,,,2016/08/27,32,1462931,vericoin,vericoin
820,,,,,,,,,,,,,,,,,2016/08/28,4,1394623,vericoin,vericoin
821,,,,,,,,,,,,,,,,,2016/08/29,40,1315291,vericoin,vericoin
822,,,,,,,,,,,,,,,,,2016/08/30,34,1460310,vericoin,vericoin
823,,,,,,,,,,,,,,,,,2016/08/31,38,1527825,vericoin,vericoin
824,,,,,,,,,,,,,,,,,2016/09/01,68,1556465,vericoin,vericoin
825,,,,,,,,,,,,,,,,,2016/09/02,23,1709322,vericoin,vericoin
826,,,,,,,,,,,,,,,,,2016/09/03,16,1574539,vericoin,vericoin
827,,,,,,,,,,,,,,,,,2016/09/04,11,1608584,vericoin,vericoin
828,,,,,,,,,,,,,,,,,2016/09/05,13,1631150,vericoin,vericoin
829,,,,,,,,,,,,,,,,,2016/09/06,163,1595436,vericoin,vericoin
830,,,,,,,,,,,,,,,,,2016/09/07,182,1527295,vericoin,vericoin
831,,,,,,,,,,,,,,,,,2016/09/08,62,1527866,vericoin,vericoin
832,,,,,,,,,,,,,,,,,2016/09/09,35,1499284,vericoin,vericoin
833,,,,,,,,,,,,,,,,,2016/09/10,167,1505489,vericoin,vericoin
834,,,,,,,,,,,,,,,,,2016/09/11,42,1423002,vericoin,vericoin
835,,,,,,,,,,,,,,,,,2016/09/12,28,1383389,vericoin,vericoin
836,,,,,,,,,,,,,,,,,2016/09/13,14,1460801,vericoin,vericoin
837,,,,,,,,,,,,,,,,,2016/09/14,9,1463750,vericoin,vericoin
838,,,,,,,,,,,,,,,,,2016/09/15,11,1389705,vericoin,vericoin
839,,,,,,,,,,,,,,,,,2016/09/16,37,1409451,vericoin,vericoin
840,,,,,,,,,,,,,,,,,2016/09/17,32,1378176,vericoin,vericoin
841,,,,,,,,,,,,,,,,,2016/09/18,11,1400055,vericoin,vericoin
842,,,,,,,,,,,,,,,,,2016/09/19,9,1435794,vericoin,vericoin
843,,,,,,,,,,,,,,,,,2016/09/20,8,1408573,vericoin,vericoin
844,,,,,,,,,,,,,,,,,2016/09/21,14,1374558,vericoin,vericoin
845,,,,,,,,,,,,,,,,,2016/09/22,14,1325362,vericoin,vericoin
846,,,,,,,,,,,,,,,,,2016/09/23,6,1309462,vericoin,vericoin
847,,,,,,,,,,,,,,,,,2016/09/24,8,1293576,vericoin,vericoin
848,,,,,,,,,,,,,,,,,2016/09/25,4,1298984,vericoin,vericoin
849,,,,,,,,,,,,,,,,,2016/09/26,6,1276918,vericoin,vericoin
850,,,,,,,,,,,,,,,,,2016/09/27,9,1221730,vericoin,vericoin
851,,,,,,,,,,,,,,,,,2016/09/28,10,1192588,vericoin,vericoin
852,,,,,,,,,,,,,,,,,2016/09/29,16,1200511,vericoin,vericoin
853,,,,,,,,,,,,,,,,,2016/09/30,11,1182002,vericoin,vericoin
854,,,,,,,,,,,,,,,,,2016/10/01,11,1187135,vericoin,vericoin
855,,,,,,,,,,,,,,,,,2016/10/02,7,1189576,vericoin,vericoin
856,,,,,,,,,,,,,,,,,2016/10/03,24,1186598,vericoin,vericoin
857,,,,,,,,,,,,,,,,,2016/10/04,15,1190831,vericoin,vericoin
858,,,,,,,,,,,,,,,,,2016/10/05,12,1203958,vericoin,vericoin
859,,,,,,,,,,,,,,,,,2016/10/06,8,1202795,vericoin,vericoin
860,,,,,,,,,,,,,,,,,2016/10/07,16,1204470,vericoin,vericoin
861,,,,,,,,,,,,,,,,,2016/10/08,4,1166128,vericoin,vericoin
862,,,,,,,,,,,,,,,,,2016/10/09,5,1187234,vericoin,vericoin
863,,,,,,,,,,,,,,,,,2016/10/10,18,1197785,vericoin,vericoin
864,,,,,,,,,,,,,,,,,2016/10/11,17,1181207,vericoin,vericoin
865,,,,,,,,,,,,,,,,,2016/10/12,9,1196086,vericoin,vericoin
866,,,,,,,,,,,,,,,,,2016/10/13,13,1220274,vericoin,vericoin
867,,,,,,,,,,,,,,,,,2016/10/14,7,1184512,vericoin,vericoin
868,,,,,,,,,,,,,,,,,2016/10/15,16,1164105,vericoin,vericoin
869,,,,,,,,,,,,,,,,,2016/10/16,15,1123909,vericoin,vericoin
870,,,,,,,,,,,,,,,,,2016/10/17,14,1140985,vericoin,vericoin
871,,,,,,,,,,,,,,,,,2016/10/18,10,1106355,vericoin,vericoin
872,,,,,,,,,,,,,,,,,2016/10/19,14,1061087,vericoin,vericoin
873,,,,,,,,,,,,,,,,,2016/10/20,20,1025044,vericoin,vericoin
874,,,,,,,,,,,,,,,,,2016/10/21,9,1046043,vericoin,vericoin
875,,,,,,,,,,,,,,,,,2016/10/22,8,1061871,vericoin,vericoin
876,,,,,,,,,,,,,,,,,2016/10/23,10,1069139,vericoin,vericoin
877,,,,,,,,,,,,,,,,,2016/10/24,13,1056186,vericoin,vericoin
878,,,,,,,,,,,,,,,,,2016/10/25,9,1093037,vericoin,vericoin
879,,,,,,,,,,,,,,,,,2016/10/26,21,1095623,vericoin,vericoin
880,,,,,,,,,,,,,,,,,2016/10/27,9,1047356,vericoin,vericoin
881,,,,,,,,,,,,,,,,,2016/10/28,7,1008190,vericoin,vericoin
882,,,,,,,,,,,,,,,,,2016/10/29,1,985447,vericoin,vericoin
883,,,,,,,,,,,,,,,,,2016/10/30,3,956874,vericoin,vericoin
884,,,,,,,,,,,,,,,,,2016/10/31,6,914873,vericoin,vericoin
885,,,,,,,,,,,,,,,,,2016/11/01,11,924897,vericoin,vericoin
886,,,,,,,,,,,,,,,,,2016/11/02,9,896302,vericoin,vericoin
887,,,,,,,,,,,,,,,,,2016/11/03,5,945657,vericoin,vericoin
888,,,,,,,,,,,,,,,,,2016/11/04,8,894307,vericoin,vericoin
889,,,,,,,,,,,,,,,,,2016/11/05,9,916446,vericoin,vericoin
890,,,,,,,,,,,,,,,,,2016/11/06,12,941188,vericoin,vericoin
891,,,,,,,,,,,,,,,,,2016/11/07,7,935880,vericoin,vericoin
892,,,,,,,,,,,,,,,,,2016/11/08,7,906507,vericoin,vericoin
893,,,,,,,,,,,,,,,,,2016/11/09,6,855410,vericoin,vericoin
894,,,,,,,,,,,,,,,,,2016/11/10,10,780705,vericoin,vericoin
895,,,,,,,,,,,,,,,,,2016/11/11,24,797870,vericoin,vericoin
896,,,,,,,,,,,,,,,,,2016/11/12,10,801553,vericoin,vericoin
897,,,,,,,,,,,,,,,,,2016/11/13,10,767029,vericoin,vericoin
898,,,,,,,,,,,,,,,,,2016/11/14,10,731487,vericoin,vericoin
899,,,,,,,,,,,,,,,,,2016/11/15,19,764546,vericoin,vericoin
900,,,,,,,,,,,,,,,,,2016/11/16,10,820352,vericoin,vericoin
901,,,,,,,,,,,,,,,,,2016/11/17,7,789448,vericoin,vericoin
902,,,,,,,,,,,,,,,,,2016/11/18,5,741328,vericoin,vericoin
903,,,,,,,,,,,,,,,,,2016/11/19,6,690789,vericoin,vericoin
904,,,,,,,,,,,,,,,,,2016/11/20,11,679106,vericoin,vericoin
905,,,,,,,,,,,,,,,,,2016/11/21,16,697085,vericoin,vericoin
906,,,,,,,,,,,,,,,,,2016/11/22,16,714077,vericoin,vericoin
907,,,,,,,,,,,,,,,,,2016/11/23,26,895535,vericoin,vericoin
908,,,,,,,,,,,,,,,,,2016/11/24,17,872417,vericoin,vericoin
909,,,,,,,,,,,,,,,,,2016/11/25,11,866652,vericoin,vericoin
910,,,,,,,,,,,,,,,,,2016/11/26,13,909282,vericoin,vericoin
911,,,,,,,,,,,,,,,,,2016/11/27,94,895814,vericoin,vericoin
912,,,,,,,,,,,,,,,,,2016/11/28,31,826021,vericoin,vericoin
913,,,,,,,,,,,,,,,,,2016/11/29,8,807617,vericoin,vericoin
914,,,,,,,,,,,,,,,,,2016/11/30,24,745879,vericoin,vericoin
915,,,,,,,,,,,,,,,,,2016/12/01,12,727588,vericoin,vericoin
916,,,,,,,,,,,,,,,,,2016/12/02,11,702445,vericoin,vericoin
917,,,,,,,,,,,,,,,,,2016/12/03,15,679555,vericoin,vericoin
918,,,,,,,,,,,,,,,,,2016/12/04,11,673737,vericoin,vericoin
919,,,,,,,,,,,,,,,,,2016/12/05,11,658580,vericoin,vericoin
920,,,,,,,,,,,,,,,,,2016/12/06,7,636050,vericoin,vericoin
921,,,,,,,,,,,,,,,,,2016/12/07,10,638909,vericoin,vericoin
922,,,,,,,,,,,,,,,,,2016/12/08,8,732373,vericoin,vericoin
923,,,,,,,,,,,,,,,,,2016/12/09,9,699734,vericoin,vericoin
924,,,,,,,,,,,,,,,,,2016/12/10,9,650846,vericoin,vericoin
925,,,,,,,,,,,,,,,,,2016/12/11,10,622283,vericoin,vericoin
926,,,,,,,,,,,,,,,,,2016/12/12,12,616461,vericoin,vericoin
927,,,,,,,,,,,,,,,,,2016/12/13,12,650231,vericoin,vericoin
928,,,,,,,,,,,,,,,,,2016/12/14,11,657892,vericoin,vericoin
929,,,,,,,,,,,,,,,,,2016/12/15,5,656388,vericoin,vericoin
930,,,,,,,,,,,,,,,,,2016/12/16,23,678452,vericoin,vericoin
931,,,,,,,,,,,,,,,,,2016/12/17,9,716000,vericoin,vericoin
932,,,,,,,,,,,,,,,,,2016/12/18,7,715737,vericoin,vericoin
933,,,,,,,,,,,,,,,,,2016/12/19,18,680604,vericoin,vericoin
934,,,,,,,,,,,,,,,,,2016/12/20,10,655891,vericoin,vericoin
935,,,,,,,,,,,,,,,,,2016/12/21,17,null,vericoin,vericoin
936,,,,,,,,,,,,,,,,,2016/12/22,14,646775,vericoin,vericoin
937,,,,,,,,,,,,,,,,,2016/12/23,26,677499,vericoin,vericoin
938,,,,,,,,,,,,,,,,,2016/12/24,51,637009,vericoin,vericoin
939,,,,,,,,,,,,,,,,,2016/12/25,9,613186,vericoin,vericoin
940,,,,,,,,,,,,,,,,,2016/12/26,13,637654,vericoin,vericoin
941,,,,,,,,,,,,,,,,,2016/12/27,12,640214,vericoin,vericoin
942,,,,,,,,,,,,,,,,,2016/12/28,48,686011,vericoin,vericoin
943,,,,,,,,,,,,,,,,,2016/12/29,12,670527,vericoin,vericoin
944,,,,,,,,,,,,,,,,,2016/12/30,7,656132,vericoin,vericoin
945,,,,,,,,,,,,,,,,,2016/12/31,19,666494,vericoin,vericoin
946,,,,,,,,,,,,,,,,,2017/01/01,8,676452,vericoin,vericoin
947,,,,,,,,,,,,,,,,,2017/01/02,11,701984,vericoin,vericoin
948,,,,,,,,,,,,,,,,,2017/01/03,8,693741,vericoin,vericoin
949,,,,,,,,,,,,,,,,,2017/01/04,10,663931,vericoin,vericoin
950,,,,,,,,,,,,,,,,,2017/01/05,14,606335,vericoin,vericoin
951,,,,,,,,,,,,,,,,,2017/01/06,6,623837,vericoin,vericoin
952,,,,,,,,,,,,,,,,,2017/01/07,5,576609,vericoin,vericoin
953,,,,,,,,,,,,,,,,,2017/01/08,31,659335,vericoin,vericoin
954,,,,,,,,,,,,,,,,,2017/01/09,9,593292,vericoin,vericoin
955,,,,,,,,,,,,,,,,,2017/01/10,5,596688,vericoin,vericoin
956,,,,,,,,,,,,,,,,,2017/01/11,2,561659,vericoin,vericoin
957,,,,,,,,,,,,,,,,,2017/01/12,2,529984,vericoin,vericoin
958,,,,,,,,,,,,,,,,,2017/01/13,1,539810,vericoin,vericoin
959,,,,,,,,,,,,,,,,,2017/01/14,7,602932,vericoin,vericoin
960,,,,,,,,,,,,,,,,,2017/01/15,10,759819,vericoin,vericoin
961,,,,,,,,,,,,,,,,,2017/01/16,1,714514,vericoin,vericoin
962,,,,,,,,,,,,,,,,,2017/01/17,1,672573,vericoin,vericoin
963,,,,,,,,,,,,,,,,,2017/01/18,1,652421,vericoin,vericoin
964,,,,,,,,,,,,,,,,,2017/01/19,6,676230,vericoin,vericoin
965,,,,,,,,,,,,,,,,,2017/01/20,2,640304,vericoin,vericoin
966,,,,,,,,,,,,,,,,,2017/01/21,5,673912,vericoin,vericoin
967,,,,,,,,,,,,,,,,,2017/01/22,null,679219,vericoin,vericoin
968,,,,,,,,,,,,,,,,,2017/01/23,4,643445,vericoin,vericoin
969,,,,,,,,,,,,,,,,,2017/01/24,16,602448,vericoin,vericoin
970,,,,,,,,,,,,,,,,,2017/01/25,2,576615,vericoin,vericoin
971,,,,,,,,,,,,,,,,,2017/01/26,8,574324,vericoin,vericoin
972,,,,,,,,,,,,,,,,,2017/01/27,3,600727,vericoin,vericoin
973,,,,,,,,,,,,,,,,,2017/01/28,null,661800,vericoin,vericoin
974,,,,,,,,,,,,,,,,,2017/01/29,9,757247,vericoin,vericoin
975,,,,,,,,,,,,,,,,,2017/01/30,5,820824,vericoin,vericoin
976,,,,,,,,,,,,,,,,,2017/01/31,11,872510,vericoin,vericoin
977,,,,,,,,,,,,,,,,,2017/02/01,1,814099,vericoin,vericoin
978,,,,,,,,,,,,,,,,,2017/02/02,null,853838,vericoin,vericoin
979,,,,,,,,,,,,,,,,,2017/02/03,24,1162100,vericoin,vericoin
980,,,,,,,,,,,,,,,,,2017/02/04,null,1327579,vericoin,vericoin
981,,,,,,,,,,,,,,,,,2017/02/05,1,1321754,vericoin,vericoin
982,,,,,,,,,,,,,,,,,2017/02/06,1,1298558,vericoin,vericoin
983,,,,,,,,,,,,,,,,,2017/02/07,2,1158444,vericoin,vericoin
984,,,,,,,,,,,,,,,,,2017/02/08,1,1076295,vericoin,vericoin
985,,,,,,,,,,,,,,,,,2017/02/09,1,1109231,vericoin,vericoin
986,,,,,,,,,,,,,,,,,2017/02/10,3,990188,vericoin,vericoin
987,,,,,,,,,,,,,,,,,2017/02/11,24,1119747,vericoin,vericoin
988,,,,,,,,,,,,,,,,,2017/02/12,5,1199834,vericoin,vericoin
989,,,,,,,,,,,,,,,,,2017/02/13,1,1094695,vericoin,vericoin
990,,,,,,,,,,,,,,,,,2017/02/14,null,1067072,vericoin,vericoin
991,,,,,,,,,,,,,,,,,2017/02/15,null,1044503,vericoin,vericoin
992,,,,,,,,,,,,,,,,,2017/02/16,1,1048841,vericoin,vericoin
993,,,,,,,,,,,,,,,,,2017/02/17,1,1030500,vericoin,vericoin
994,,,,,,,,,,,,,,,,,2017/02/18,1,956684,vericoin,vericoin
995,,,,,,,,,,,,,,,,,2017/02/19,null,910104,vericoin,vericoin
996,,,,,,,,,,,,,,,,,2017/02/20,10,884008,vericoin,vericoin
997,,,,,,,,,,,,,,,,,2017/02/21,8,870040,vericoin,vericoin
998,,,,,,,,,,,,,,,,,2017/02/22,1,885527,vericoin,vericoin
999,,,,,,,,,,,,,,,,,2017/02/23,3,918920,vericoin,vericoin
1000,,,,,,,,,,,,,,,,,2017/02/24,6,927650,vericoin,vericoin
1001,,,,,,,,,,,,,,,,,2017/02/25,18,1018952,vericoin,vericoin
1002,,,,,,,,,,,,,,,,,2017/02/26,1,1020075,vericoin,vericoin
1003,,,,,,,,,,,,,,,,,2017/02/27,18,1016303,vericoin,vericoin
1004,,,,,,,,,,,,,,,,,2017/02/28,3,993416,vericoin,vericoin
1005,,,,,,,,,,,,,,,,,2017/03/01,null,972452,vericoin,vericoin
1006,,,,,,,,,,,,,,,,,2017/03/02,null,976550,vericoin,vericoin
1007,,,,,,,,,,,,,,,,,2017/03/03,null,947718,vericoin,vericoin
1008,,,,,,,,,,,,,,,,,2017/03/04,13,892799,vericoin,vericoin
1009,,,,,,,,,,,,,,,,,2017/03/05,1,949420,vericoin,vericoin
1010,,,,,,,,,,,,,,,,,2017/03/06,null,1019172,vericoin,vericoin
