,date,send_usd,median_transaction_value,difficulty,transactions,top_100_percent,active_addresses,market_cap,hashrate,av_transaction_size,median_transaction_size,sent_addresses,confirmation_time,av_transaction_value,block_size,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
1713,2015/03/26,2453513534100974null,,4671754964539769null,1010333700null,,19429112666null,347303172963688908null,,,,1535468631null,,24281108null,3679555322null,,370791801null,,,batcoin,batcoin
1714,2015/03/27,2470877425535033null,,4671754964541040null,993203429null,,20587510826null,343384305162768252null,,,,1592057486null,,24881614null,3010235318null,,36691380null,,,batcoin,batcoin
1715,2015/03/28,1581938221972287null,,4671754964541040null,872263699null,,20797323535null,349292103263550859null,,,,14597615779null,,1814533.195null,3418126646null,,31697464null,,,batcoin,batcoin
1716,2015/03/29,1346988643127646null,,4671754964541119null,903633848null,,25532315347null,338415895962185994null,,,,1513048034null,,1527812.798null,3526426299null,,31897435null,,,batcoin,batcoin
1717,2015/03/30,2087832793387780null,,4671754964541342null,1062133565null,,22739013090null,338967117162028799null,,,,1709798318null,,1966950.335null,4153885179null,,38669439null,,,batcoin,batcoin
1718,2015/03/31,2062502513088845null,,4671754964541342null,1149613855null,,22492011334null,339585030861688876null,,,,1827418463null,,1796801.653null,4003387230null,,35388433null,,,batcoin,batcoin
1719,2015/04/01,2593367542980568null,,4671754964541342null,1192113714null,,22969411272null,336583630361540184null,,,,1892466323null,,2207811.724null,4692875843null,,34237434null,,,batcoin,batcoin
1720,2015/04/02,1925148092185697null,,4671754964541080null,1119043523null,,22383312111null,343937560762629095null,,,,1736738268null,,1766621.982null,3671065679null,,29264428null,,,batcoin,batcoin
1721,2015/04/03,1845124882636701null,,4671754964540972null,1044003422null,,20934710800null,349945734962908708null,,,,1576606175null,,1767776.592null,4097584186null,,30317481null,,,batcoin,batcoin
1722,2015/04/04,1152019812385729null,,4671754964540972null,894983456null,,22601224039null,348888137162559198null,,,,15816816589null,,1287690.315null,3399366563null,,278852948null,,,batcoin,batcoin
1723,2015/04/05,1141872702317074null,,4898543780941219null,948753391null,,24555013578null,353138586963211579null,,,,1488697243null,,1204683.301null,3779024797null,,29227397null,,,batcoin,batcoin
1724,2015/04/06,1878440731588513null,,4944639068841886null,1073233721null,,21214212724null,354916508562839375null,,,,1638778044null,,1764426.905null,4688395783null,,29046403null,,,batcoin,batcoin
1725,2015/04/07,1969369352640668null,,4944639068841886null,1085623627null,,22424912200null,347296634962072233null,,,,1767367891null,,1821728.059null,3939194851null,,29994416null,,,batcoin,batcoin
1726,2015/04/08,2247457604261001null,,4944639068841886null,1106265383null,,22650714175null,343041891961508099null,,,,1775539155null,,2045791.566null,4623005885null,,37076439null,,,batcoin,batcoin
1727,2015/04/09,2133538975531557null,,4944639068842212null,1164873968null,,21284410720null,337618656059714969null,,,,1698736546null,,18321394null,4391145340null,,37353502null,,,batcoin,batcoin
1728,2015/04/10,2382598892883740null,,4944639068842294null,1126744963null,,22985815181null,329286408557735900null,,,,17912110363null,,2144581.147null,3752556535null,,28657370null,,,batcoin,batcoin
1729,2015/04/11,1452194733985381null,,4944639068842294null,992894894null,,24278724576null,325618910856355256null,,,,17284317523null,,1463814.346null,3921628041null,,27225407null,,,batcoin,batcoin
1730,2015/04/12,1114688764292278null,,4944639068842099null,868713949null,,22482312258null,326009619055133601null,,,,1462497497null,,12831087null,3712304644null,,25877397null,,,batcoin,batcoin
1731,2015/04/13,2114830704000592null,,4944639068841592null,1152513584null,,23422113901null,319610557553959197null,,,,1793938346null,,18531116null,4139856162null,,29205423null,,,batcoin,batcoin
1732,2015/04/14,2153679908327836null,,4944639068841592null,1100014751null,,22171312001null,305440550651044167null,,,,1713577211null,,19671773null,3962896528null,,30124415null,,,batcoin,batcoin
1733,2015/04/15,1790337966402619null,,4944639068841592null,1074844462null,,19687513294null,308701570652516075null,,,,1536669190null,,16661435null,4483005275null,,28598456null,,,batcoin,batcoin
1734,2015/04/16,2562578413549256null,,4944639068841538null,989083957null,,1979699604null,316049437853259550null,,,,1551345867null,,2681896.956null,3650813956null,,34517400null,,,batcoin,batcoin
1735,2015/04/17,2563725944208312null,,4944639068841521null,1026293885null,,20346211821null,312591764953384017null,,,,1540398043null,,25241085null,4226735688null,,28275363null,,,batcoin,batcoin
1736,2015/04/18,1712449942579734null,,4944639068841521null,975634247null,,22809723911null,310481072753289940null,,,,15975016709null,,1785607.586null,3679647658null,,25659332null,,,batcoin,batcoin
1737,2015/04/19,2244914703333909null,,4887665153141341null,909895386null,,24717814118null,313080273353392384null,,,,1468848720null,,2486618.995null,3676986708null,,26993438null,,,batcoin,batcoin
1738,2015/04/20,2906853283443502null,,4761056451340469null,1165924031null,,21574512006null,312104374253046988null,,,,1668378955null,,2523854.255null,3922646121null,,28470385null,,,batcoin,batcoin
1739,2015/04/21,2827552583093084null,,4761056451340469null,1123494144null,,21928511450null,314563824753716832null,,,,1694296269null,,2558748.696null,3810647950null,,32701401null,,,batcoin,batcoin
1740,2015/04/22,3055513633574053null,,4761056451340469null,1117263752null,,23407210298null,328212457655214329null,,,,1770376418null,,2735952.573null,3931745022null,,30895282null,,,batcoin,batcoin
1741,2015/04/23,2643853543141066null,,4761056451341625null,1097083878null,,22516614655null,326589133155257269null,,,,1751968773null,,2432810.603null,4577278058null,,30202323null,,,batcoin,batcoin
1742,2015/04/24,2871440695256244null,,4761056451341954null,1086523821null,,22880912119null,322917789854390610null,,,,1663328000null,,27701381null,4932646177null,,35266366null,,,batcoin,batcoin
1743,2015/04/25,2124114962079346null,,4761056451341954null,983023392null,,24185722323null,318775951053193196null,,,,17239214946null,,2162613.015null,3286046433null,,25715303null,,,batcoin,batcoin
1744,2015/04/26,2391193083016324null,,4761056451341706null,928553422null,,24023214945null,305694903551546118null,,,,1573097944null,,2575881.451null,3786356206null,,36471330null,,,batcoin,batcoin
1745,2015/04/27,2995613383588571null,,4761056451340434null,1136383410null,,21288310906null,315660357453472180null,,,,1745167828null,,26361054null,4363696686null,,39066388null,,,batcoin,batcoin
1746,2015/04/28,2985615112689553null,,4761056451340434null,1130403428null,,22751610674null,320809568353405653null,,,,1710006301null,,2641784.584null,3860054596null,,31957365null,,,batcoin,batcoin
1747,2015/04/29,2909827163172769null,,4761056451340434null,1171333114null,,2227609353null,320295224453400019null,,,,1783366006null,,24841024null,4949713942null,,30639365null,,,batcoin,batcoin
1748,2015/04/30,2815285933540704null,,4761056451340915null,1128243061null,,21308012603null,330772506255716606null,,,,1707137828null,,25231157null,4383826079null,,29720440null,,,batcoin,batcoin
1749,2015/05/01,2880928652832512null,,4761056451341137null,994122835null,,19202410247null,333171781755362963null,,,,1508596605null,,2898999.315null,3385434643null,,27237311null,,,batcoin,batcoin
1750,2015/05/02,1965506312018535null,,4761056451341137null,949552949null,,24589522204null,330950907655096875null,,,,17263614978null,,2070684.481null,3713177418null,,25012315null,,,batcoin,batcoin
1751,2015/05/03,1951823494186448null,,4761894753640996null,844613410null,,22371515053null,339395547955993105null,,,,1414238215null,,23411228null,3457366622null,,27042278null,,,batcoin,batcoin
1752,2015/05/04,2989223504025934null,,4764339801839731null,1038723438null,,22324610272null,338463839355778798null,,,,1649346086null,,28781171null,4377124914null,,29448507null,,,batcoin,batcoin
1753,2015/05/05,2846522084320107null,,4764339801839731null,1151943197null,,22925411700null,333247769454694441null,,,,1796857617null,,24811351null,3856765488null,,27820380null,,,batcoin,batcoin
1754,2015/05/06,2770303072521542null,,4764339801839731null,1115722998null,,23661210183null,331491373454465671null,,,,1825615936null,,2547841.075null,3632114767null,,29624343null,,,batcoin,batcoin
1755,2015/05/07,3048953133596377null,,4764339801839239null,1109843400null,,22681311633null,330531368155511507null,,,,1793907376null,,27471058null,4208075130null,,275261053null,,,batcoin,batcoin
1756,2015/05/08,2627752744780832null,,4764339801838787null,1089953385null,,25955711998null,340214680556899189null,,,,2010397195null,,24271412null,3996584871null,,25655376null,,,batcoin,batcoin
1757,2015/05/09,2147563664407103null,,4764339801838787null,945873681null,,20868522614null,341667403056946824null,,,,14407514084null,,22701198null,3812456298null,,23791462null,,,batcoin,batcoin
1758,2015/05/10,2321103163914780null,,4764339801839422null,892803167null,,24605811468null,341048179256154820null,,,,1471076820null,,26001236null,4222324967null,,31503216null,,,batcoin,batcoin
1759,2015/05/11,2853393133164416null,,4764339801841466null,1112163592null,,23028815204null,341220167956282333null,,,,1800478754null,,2592880.962null,3933776521null,,32317273null,,,batcoin,batcoin
1760,2015/05/12,2533105113937183null,,4764339801841466null,1099513590null,,23543511612null,341158135155983684null,,,,1847117271null,,23041098null,4026426258null,,30635245null,,,batcoin,batcoin
1761,2015/05/13,2688137744860091null,,4764339801841466null,1086963435null,,21630111163null,341613292257354583null,,,,1695937171null,,24731416null,3551545186null,,30934281null,,,batcoin,batcoin
1762,2015/05/14,2466199123127367null,,4764339801840152null,1014302860null,,2083309837null,334871222456578136null,,,,1645136710null,,24311094null,3391964317null,,31708362null,,,batcoin,batcoin
1763,2015/05/15,2237764943815512null,,4764339801839268null,1050132966null,,2162949244null,335982788856834119null,,,,1672276174null,,21381286null,3699204118null,,42997297null,,,batcoin,batcoin
1764,2015/05/16,1809145463218073null,,4764339801839268null,905543153null,,24098421597null,335331584157013363null,,,,16497914397null,,19981021null,3889377123null,,32407272null,,,batcoin,batcoin
1765,2015/05/17,1469596912392403null,,4822884640139417null,869912978null,,23451312301null,335183548756898880null,,,,1426716813null,,1723803.359null,3117695642null,,32810229null,,,batcoin,batcoin
1766,2015/05/18,2212591393856939null,,4880748724540425null,984343616null,,21770612622null,333501228256772188null,,,,1625297280null,,22481071null,3751738487null,,34624416null,,,batcoin,batcoin
1767,2015/05/19,2785959733964451null,,4880748724540425null,1072163172null,,22529711671null,330404539456727286null,,,,1758867191null,,25981253null,4502675160null,,34750290null,,,batcoin,batcoin
1768,2015/05/20,2557943283659315null,,4880748724540425null,1067433062null,,22777011825null,331193792957359563null,,,,1765697882null,,23961204null,3902664548null,,30108308null,,,batcoin,batcoin
1769,2015/05/21,2232380624151428null,,4880748724540707null,981472846null,,21028410158null,333709351357624354null,,,,1657846434null,,23091463null,3342614878null,,27578863null,,,batcoin,batcoin
1770,2015/05/22,30902290819683703null,,4880748724540837null,1026324498null,,22098512264null,336235921266201816null,,,,1667807505null,,30544376null,4120916349null,,29926432null,,,batcoin,batcoin
1771,2015/05/23,22884938110261389null,,4880748724540837null,861673628null,,19778012362null,341614323171975495null,,,,1431527867null,,26832831null,4335085930null,,27166287null,,,batcoin,batcoin
1772,2015/05/24,1743476617563423null,,4880748724540745null,938983731null,,26452122123null,342108708271801998null,,,,16205614389null,,18572027null,3987986693null,,27968282null,,,batcoin,batcoin
1773,2015/05/25,2253187746557799null,,4880748724539482null,1059453424null,,21935112550null,339599653571396861null,,,,1701767413null,,21271915null,4256875411null,,30637375null,,,batcoin,batcoin
1774,2015/05/26,2406749655165569null,,4880748724539482null,1082403153null,,23465910481null,338351342671305357null,,,,1777016859null,,22381638null,4190285558null,,34578317null,,,batcoin,batcoin
1775,2015/05/27,2753044559255309null,,4880748724539482null,1079513369null,,22633511406null,339170486673405939null,,,,1762736090null,,25502758null,4378256864null,,29218450null,,,batcoin,batcoin
1776,2015/05/28,2410795747422405null,,4880748724539177null,1108483255null,,22443310293null,338894163872983478null,,,,1755116309null,,21752280null,4528254820null,,23591319null,,,batcoin,batcoin
1777,2015/05/29,25688087110599331null,,4880748724538874null,1238983065null,,26183510417null,337958812772104379null,,,,1839346451null,,20863458null,4221725064null,,24045351null,,,batcoin,batcoin
1778,2015/05/30,2135853037057999null,,4880748724538874null,1276653180null,,28749321962null,334334611071590985null,,,,19746713707null,,16732220null,4799826188null,,23844227null,,,batcoin,batcoin
1779,2015/05/31,21796324611634551null,,4853592933238874null,986363597null,,26642612545null,330873648166623517null,,,,1750268256null,,22373235null,3796274851null,,24048326null,,,batcoin,batcoin
1780,2015/06/01,3448063088696156null,,4758959115438901null,1285643986null,,27087012882null,324820025564156496null,,,,2122098034null,,27562182null,5310036057null,,27087449null,,,batcoin,batcoin
1781,2015/06/02,3226243838159285null,,4758959115438901null,1280573612null,,27103010587null,322029720465647798null,,,,2103427076null,,25192276null,4687594928null,,28566457null,,,batcoin,batcoin
1782,2015/06/03,3117091857494713null,,4758959115438901null,1274583879null,,2520429233null,323844594267056610null,,,,2057037237null,,25031932null,4717714749null,,34732322null,,,batcoin,batcoin
1783,2015/06/04,2811387907411338null,,4758959115439170null,1182053064null,,2363578916null,322829291066498579null,,,,1929526403null,,23782439null,4325484114null,,76661367null,,,batcoin,batcoin
1784,2015/06/05,3265031428980659null,,4758959115439384null,1100633319null,,2369707975null,321492051467992290null,,,,1828415274null,,30092707null,4218084860null,,28700601null,,,batcoin,batcoin
1785,2015/06/06,2415380659130645null,,4758959115439384null,925183387null,,23763221887null,323119036270220946null,,,,17133714908null,,26112696null,2874106288null,,279362219null,,,batcoin,batcoin
1786,2015/06/07,2225355907682573null,,4758959115439501null,834783045null,,23567612290null,322431405669471276null,,,,1494596762null,,26662523null,3560717894null,,260861479null,,,batcoin,batcoin
