,date,send_usd,median_transaction_value,difficulty,transactions,top_100_percent,active_addresses,market_cap,hashrate,av_transaction_size,median_transaction_size,sent_addresses,confirmation_time,av_transaction_value,block_size,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
1554,2014/10/18,2286392665973221null,,3500248202636164null,663132627null,,1527467874null,5121038262132047407null,,,,1240395468null,,34482278null,2249642941null,,20572885null,,,batcoin,batcoin
1555,2014/10/19,1727872633515628null,,3500248202636176null,631222625null,,2141419507null,5131539820130415105null,,,,1424405354null,,27371339null,3119234417null,,18259629null,,,batcoin,batcoin
1556,2014/10/20,3124703085347644null,,3500248202636510null,825633006null,,1746198186null,5059685306128815635null,,,,1469195286null,,39031783null,3379853619null,,23312727null,,,batcoin,batcoin
1557,2014/10/21,2196596283187661null,,3500248202636510null,814982502null,,1850297618null,5090686004129161346null,,,,1557945183null,,27191274null,3121093019null,,22499980null,,,batcoin,batcoin
1558,2014/10/22,3258346907659349null,,3500248202636510null,798282430null,,1748097647null,5059980721127073555null,,,,1502285098null,,41123156null,2894653052null,,20348674null,,,batcoin,batcoin
1559,2014/10/23,3916693486688723null,,3564055823436612null,804872802null,,1731167367null,4843161949123110834null,,,,1483294982null,,49172387null,3079482743null,,21036761null,,,batcoin,batcoin
1560,2014/10/24,2501705115376821null,,3598564026536692null,777472694null,,1666418360null,4742233518123454149null,,,,1414675693null,,32321996null,2696132926null,,11147609null,,,batcoin,batcoin
1561,2014/10/25,3144272714153899null,,3598564026536692null,723602548null,,1870257341null,4628367776120731020null,,,,1419714886null,,43791630null,2657622687null,,224491043null,,,batcoin,batcoin
1562,2014/10/26,3060392014188730null,,3598564026536851null,706372153null,,1910366515null,4715554463123409017null,,,,1327084311null,,43521946null,3331482249null,,20090949null,,,batcoin,batcoin
1563,2014/10/27,3745961827221440null,,3598564026537709null,838182991null,,1937927585null,4690766408125852316null,,,,1617744992null,,44692421null,3151843750null,,21632939null,,,batcoin,batcoin
1564,2014/10/28,2953846586927157null,,3598564026537709null,878424016null,,1728687220null,4715923783126844275null,,,,1527454735null,,34281725null,3537223071null,,20173981null,,,batcoin,batcoin
1565,2014/10/29,2709367747411551null,,3598564026537709null,935122769null,,1749237382null,4570099880124372360null,,,,1552414959null,,29222695null,3195152793null,,22081742null,,,batcoin,batcoin
1566,2014/10/30,2398043625405935null,,3598564026539311null,924522498null,,1793357150null,4533464967125493752null,,,,1565894851null,,26372164null,2986102953null,,228551291null,,,batcoin,batcoin
1567,2014/10/31,4357399766601608null,,3598564026539642null,855152589null,,1764907470null,4544026947124790173null,,,,1461925430null,,51132550null,2541393300null,,22906690null,,,batcoin,batcoin
1568,2014/11/01,2250366625303153null,,3598564026539642null,694322863null,,1516497297null,4370096961120206772null,,,,1213655083null,,32651852null,2426543338null,,30263607null,,,batcoin,batcoin
1569,2014/11/02,1774884424546986null,,3598564026539334null,770152404null,,2439967177null,4351869014119617951null,,,,1568284596null,,23261892null,3156112908null,,214081349null,,,batcoin,batcoin
1570,2014/11/03,3498504703649434null,,3598564026537760null,901822364null,,1783867014null,4381398539119727713null,,,,1530784666null,,38791549null,3036762887null,,26060728null,,,batcoin,batcoin
1571,2014/11/04,3665601515159387null,,3598564026537760null,874552248null,,1825626951null,4350336059119871466null,,,,1499144451null,,41992295null,3038763147null,,20992776null,,,batcoin,batcoin
1572,2014/11/05,3186180523419106null,,3897444434237760null,893222605null,,1726777678null,4487260940121062346null,,,,1516814720null,,35671313null,3503863049null,,20871612null,,,batcoin,batcoin
1573,2014/11/06,2555501093841362null,,3960366625240417null,941422393null,,1959136872null,4572746566121828487null,,,,1557514548null,,27151605null,3497492969null,,24348970null,,,batcoin,batcoin
1574,2014/11/07,2935683245596062null,,3960366625240682null,838072446null,,1890646369null,4617019166120255086null,,,,1412104994null,,35032298null,3385362980null,,24244802null,,,batcoin,batcoin
1575,2014/11/08,1917535625678554null,,3960366625240682null,725647350null,,1487517449null,4589181700118971214null,,,,1160405053null,,2643772.592null,2655004087null,,18964730null,,,batcoin,batcoin
1576,2014/11/09,1875707194629205null,,3960366625241060null,720622763null,,2140776966null,4742345203121497765null,,,,1493104705null,,26031687null,3159753117null,,18949884null,,,batcoin,batcoin
1577,2014/11/10,3426053276730440null,,3960366625241502null,888473622null,,1895208351null,4942146628124214158null,,,,1471685421null,,40471858null,3465643903null,,22516555null,,,batcoin,batcoin
1578,2014/11/11,2536069824093123null,,3960366625241502null,854893047null,,1755097135null,4912081380123454385null,,,,1464184930null,,29671343null,3857342927null,,23156627null,,,batcoin,batcoin
1579,2014/11/12,43540141216348618null,,3960366625241502null,954323881null,,1978558439null,5279831318130313761null,,,,1681545902null,,45624212null,3714903982null,,256011409null,,,batcoin,batcoin
1580,2014/11/13,69899941420657074null,,3960366625241620null,928134561null,,1856949470null,5700987856136932496null,,,,1571376271null,,75754529null,3810404933null,,26798671null,,,batcoin,batcoin
1581,2014/11/14,37330675714404806null,,3960366625241623null,861533574null,,1992078555null,5296080940132239335null,,,,1568055352null,,43614030null,3244053532null,,23449733null,,,batcoin,batcoin
1582,2014/11/15,3071764437887732null,,3960366625241623null,731023311null,,1575588648null,5126248188130207203null,,,,1252665574null,,42022382null,2879753344null,,21104671null,,,batcoin,batcoin
1583,2014/11/16,2758921059138113null,,3960366625243849null,758593336null,,2278847724null,5140217798130098591null,,,,1412785150null,,36372739null,3164713657null,,21652805null,,,batcoin,batcoin
1584,2014/11/17,3282608677480982null,,3960366625244804null,882103409null,,1853738043null,5306517363131423332null,,,,1494184967null,,37212196null,3676333383null,,25728845null,,,batcoin,batcoin
1585,2014/11/18,3682234984762191null,,3967149392244804null,873703050null,,1829028242null,5072081946127564138null,,,,1511075155null,,42151561null,3241533141null,,28238800null,,,batcoin,batcoin
1586,2014/11/19,3525142433932554null,,4030003032845634null,851303325null,,1774138067null,5082245864127726513null,,,,1445875044null,,41411183null,3385273271null,,25117861null,,,batcoin,batcoin
1587,2014/11/20,3739080815454167null,,4030003032846816null,892503433null,,1886378914null,4875289715122952314null,,,,1511805561null,,42661589null,3606223674null,,23707830null,,,batcoin,batcoin
1588,2014/11/21,4580166765373723null,,4030003032846816null,820523345null,,1787468278null,4701683187118681796null,,,,1420565283null,,57291606null,3672513478null,,24577756null,,,batcoin,batcoin
1589,2014/11/22,2793569833588888null,,4030003032847098null,745713306null,,15877612029null,4798246103119888745null,,,,1246205482null,,37461086null,2655533873null,,22344677null,,,batcoin,batcoin
1590,2014/11/23,2141266583187299null,,4030003032849818null,771413177null,,2260568091null,4849202667120868054null,,,,1356404877null,,27761003null,3335822979null,,20544578null,,,batcoin,batcoin
1591,2014/11/24,2975761643814968null,,4030003032849818null,856603318null,,1803668791null,5062643053123612633null,,,,1392045211null,,34741150null,3467783112null,,25545743null,,,batcoin,batcoin
1592,2014/11/25,3671200635177819null,,4030003032849818null,860023346null,,1853967800null,5133498100122214763null,,,,1474135005null,,42691548null,3784912809null,,25985594null,,,batcoin,batcoin
1593,2014/11/26,3852394714073420null,,4030003032852047null,849743404null,,1752598247null,4966968161119925229null,,,,1447904671null,,45881197null,3420023972null,,27929491null,,,batcoin,batcoin
1594,2014/11/27,3643153094823965null,,4030003032852647null,845413004null,,1860727282null,4957494816120625367null,,,,1481054876null,,43091606null,3461442953null,,25790543null,,,batcoin,batcoin
1595,2014/11/28,4921425984274414null,,4030003032852647null,857643047null,,1858387869null,4952712100120521744null,,,,1440334823null,,57381403null,3279673447null,,24830552null,,,batcoin,batcoin
1596,2014/11/29,3667547315173108null,,4030003032852380null,789413263null,,1648458883null,5092749163121912597null,,,,1270585669null,,46601596null,2735763418null,,26555535null,,,batcoin,batcoin
1597,2014/11/30,3650527002867776null,,4030003032851270null,848534216null,,2545659110null,5062172471121457285null,,,,1543046054null,,4394682.791null,3613503973null,,20117395null,,,batcoin,batcoin
1598,2014/12/01,4931167044224456null,,4030003032851270null,974932913null,,1912077906null,5110900253122203705null,,,,1468535056null,,50581450null,4152903301null,,26508771null,,,batcoin,batcoin
1599,2014/12/02,5159076347197217null,,4029417912751270null,992693472null,,2152839794null,5118087676123130369null,,,,1762465278null,,52362075null,3912863857null,,32744670null,,,batcoin,batcoin
1600,2014/12/03,4540729633856322null,,4000747027151958null,992323315null,,2028257426null,5049865051122064666null,,,,1605615314null,,45761163null,4739463262null,,24990575null,,,batcoin,batcoin
1601,2014/12/04,3906996027574269null,,4000747027152191null,982025670null,,18799110813null,4978404395121682390null,,,,1571588836null,,40171336null,3786074675null,,26370554null,,,batcoin,batcoin
1602,2014/12/05,4233618716301852null,,4000747027152191null,907445241null,,19932412616null,4968035300121582821null,,,,1523448000null,,46651202null,3239424990null,,25043549null,,,batcoin,batcoin
1603,2014/12/06,2263435807254101null,,4000747027152050null,810933049null,,16891410035null,5003511780122107037null,,,,1261585341null,,28182379null,3266003759null,,21503447null,,,batcoin,batcoin
1604,2014/12/07,30147871010459147null,,4000747027151485null,746663075null,,2401677719null,5008909308125941359null,,,,1400904910null,,41493401null,3507493060null,,21983611null,,,batcoin,batcoin
1605,2014/12/08,59630515512550977null,,4000747027151485null,905833119null,,2132958260null,4903520301125697201null,,,,1613855113null,,65834024null,3520833334null,,24899541null,,,batcoin,batcoin
1606,2014/12/09,3976114818181509null,,4000747027151569null,900783323null,,1947369073null,4694562383120380900null,,,,1543815646null,,44152464null,3589513342null,,27224809null,,,batcoin,batcoin
1607,2014/12/10,4544566325486515null,,4000747027156651null,886552476null,,1979996730null,4669960480119691760null,,,,1560473990null,,51262216null,3482382656null,,254211227null,,,batcoin,batcoin
1608,2014/12/11,2812786466218138null,,4000747027156651null,838572591null,,1871056448null,4702507612118369791null,,,,1481804376null,,34542408null,3272683153null,,321621306null,,,batcoin,batcoin
1609,2014/12/12,3347714594443781null,,4000747027156651null,811562470null,,1766286713null,4691062468118380063null,,,,1497394258null,,41561799null,3331352644null,,25383635null,,,batcoin,batcoin
1610,2014/12/13,2402725765788652null,,4000747027156399null,760612852null,,1613808789null,4662364315118197271null,,,,1294644706null,,31592030null,2842853722null,,26584723null,,,batcoin,batcoin
1611,2014/12/14,2104217036856693null,,4000747027156133null,795622585null,,2488696699null,4639285573118230020null,,,,1611874050null,,26452658null,3676273267null,,23579800null,,,batcoin,batcoin
1612,2014/12/15,2965183785673449null,,4000747027156133null,943182943null,,2202318318null,4610400716116783493null,,,,1637414763null,,32451928null,4105963237null,,26094894null,,,batcoin,batcoin
1613,2014/12/16,32327680713079889null,,4000747027156168null,1009214049null,,21943210064null,4451694391105934713null,,,,1841016040null,,32923249null,4338164189null,,276221037null,,,batcoin,batcoin
1614,2014/12/17,3597108927587891null,,3956075861356939null,983163053null,,2086358258null,4336129834102084875null,,,,1787694641null,,36592485null,4617343415null,,28350948null,,,batcoin,batcoin
1615,2014/12/18,3567007417572944null,,3945767130756939null,950782871null,,2122167312null,423426522598521468null,,,,1635764250null,,38162638null,4268753430null,,269691056null,,,batcoin,batcoin
1616,2014/12/19,2758238505651071null,,3945767130756939null,952682867null,,1821797396null,424288195997420419null,,,,1490924204null,,29851971null,3984203102null,,23574636null,,,batcoin,batcoin
1617,2014/12/20,2305884675917515null,,3945767130755879null,867673528null,,2303227376null,4399373211101613827null,,,,1634284341null,,26581677null,3840613583null,,23524510null,,,batcoin,batcoin
1618,2014/12/21,3034519985162308null,,3945767130754138null,788313818null,,2117337940null,434816844399040839null,,,,1397984759null,,38491352null,3524724114null,,21411535null,,,batcoin,batcoin
1619,2014/12/22,3283417767174600null,,3945767130754138null,963474356null,,2203348641null,443464384199686289null,,,,1732165815null,,34081647null,3524154152null,,23172612null,,,batcoin,batcoin
1620,2014/12/23,3990107995034926null,,3945767130754138null,993193787null,,2149399158null,449139612399845992null,,,,1674505435null,,41051330null,3916524248null,,25504582null,,,batcoin,batcoin
1621,2014/12/24,2692852243227580null,,3945767130752800null,821943059null,,1706557418null,443861169396351235null,,,,1330124390null,,33051055null,2910923129null,,24192460null,,,batcoin,batcoin
1622,2014/12/25,2755399835312215null,,3945767130752357null,677603074null,,1487568205null,433016722694127969null,,,,1097994710null,,40911731null,2352682786null,,21216530null,,,batcoin,batcoin
1623,2014/12/26,2277774334563986null,,3945767130752357null,760462771null,,1635778703null,438813683996176172null,,,,1264474165null,,30121647null,2748395775null,,21728451null,,,batcoin,batcoin
1624,2014/12/27,20744266310785482null,,3945767130756189null,766623184null,,1903128404null,430898482195338957null,,,,1306954847null,,27063387null,2908863319null,,21543490null,,,batcoin,batcoin
1625,2014/12/28,2162751177865967null,,3945767130758967null,755463278null,,2443208799null,426646944694175273null,,,,1444775127null,,29042400null,2799384006null,,18427829null,,,batcoin,batcoin
1626,2014/12/29,2489982985154905null,,3945767130758967null,832832889null,,1684888482null,426753566794577893null,,,,1355864788null,,30701785null,2840844095null,,19605507null,,,batcoin,batcoin
1627,2014/12/30,3392134103363478null,,3974013258058967null,848943405null,,1821788889null,423652097994949838null,,,,1446806094null,,4042987.806null,3011333702null,,19477491null,,,batcoin,batcoin
1628,2014/12/31,2947370112798748null,,4064095501755174null,772593043null,,1581847714null,424198626995297340null,,,,1227594785null,,3819921.572null,2696653387null,,20017543null,,,batcoin,batcoin
1629,2015/01/01,1458630323857321null,,4064095501754623null,591792848null,,1149987184null,428790843695560519null,,,,934224488null,,25001354null,1874023095null,,18681593null,,,batcoin,batcoin
1630,2015/01/02,2276815434584969null,,4064095501754623null,791223195null,,1844628791null,427240872494080617null,,,,1353375042null,,28781435null,2650553444null,,9385395null,,,batcoin,batcoin
1631,2015/01/03,24969278928924376null,,4064095501754279null,820655201null,,21619411315null,407833554281253226null,,,,1430667437null,,30525561null,2950664777null,,nullnullnull,,,batcoin,batcoin
1632,2015/01/04,31088474424634379null,,4064095501753495null,855224937null,,2095099859null,376208801071991337null,,,,1425576531null,,36464990null,2821615306null,,7300301null,,,batcoin,batcoin
1633,2015/01/05,3074538488362266null,,4064095501753495null,954294530null,,20814710514null,370575268873584358null,,,,1613597313null,,32221846null,3608785098null,,23092613null,,,batcoin,batcoin
1634,2015/01/06,3211464898211671null,,4064095501753495null,876634196null,,18134610420null,377448197474117499null,,,,1490946243null,,37031964null,3140844637null,,250411538null,,,batcoin,batcoin
1635,2015/01/07,3590348967513261null,,4064095501751321null,897764334null,,17769711235null,395720355775417967null,,,,1456647102null,,40341734null,3427236108null,,269872125null,,,batcoin,batcoin
1636,2015/01/08,41325044210151253null,,4064095501749200null,1069855235null,,19854312011null,392447116572913727null,,,,1624488243null,,39621939null,3906945228null,,225461477null,,,batcoin,batcoin
1637,2015/01/09,3563890285715283null,,4064095501749200null,1021354360null,,20893610855null,388113619470362612null,,,,1593046655null,,35311312null,4062744642null,,304392967null,,,batcoin,batcoin
1638,2015/01/10,26592958568271264null,,4064095501749200null,1047276204null,,24541812355null,377476428162356576null,,,,1653468056null,,253911004null,3983105641null,,221623071null,,,batcoin,batcoin
1639,2015/01/11,3317871289738171null,,4064095501747869null,904755734null,,22373311882null,367978135062940216null,,,,1437458351null,,36711699null,3332395503null,,207601298null,,,batcoin,batcoin
1640,2015/01/12,2737217549805097null,,4115698005147686null,988274355null,,18547011087null,364300078460932007null,,,,1527606728null,,28142251null,3883384655null,,24861456null,,,batcoin,batcoin
1641,2015/01/13,42112017412553811null,,4397166205647686null,1021825706null,,22567012941null,325280239155438489null,,,,1777668959null,,41212200null,4735667095null,,30086460null,,,batcoin,batcoin
1642,2015/01/14,46544153542028258null,,4397166205647242null,1046205465null,,22514812294null,265583247746104999null,,,,1761288030null,,44497691null,4204245927null,,35414418null,,,batcoin,batcoin
1643,2015/01/15,52097724522962857null,,4397166205644782null,1202394395null,,23393510736null,277508440145568037null,,,,1897646750null,,43335225null,4226235694null,,26417413null,,,batcoin,batcoin
1644,2015/01/16,40513887012561702null,,4397166205644782null,1045604708null,,21235310959null,284762895148819076null,,,,1688276603null,,38752669null,3940926191null,,26448382null,,,batcoin,batcoin
1645,2015/01/17,2245720904542804null,,4397166205644782null,903616269null,,25115710150null,273540603246747836null,,,,1793697307null,,2485724.646null,3909935848null,,19187541null,,,batcoin,batcoin
1646,2015/01/18,1994065003658040null,,4397166205643567null,830335511null,,22473310043null,281661079746940202null,,,,1492216786null,,2426664.735null,3207385200null,,24812434null,,,batcoin,batcoin
1647,2015/01/19,2109210553283131null,,4397166205640359null,983415351null,,21857710709null,287451861747442420null,,,,1663566953null,,2149617.526null,4026936288null,,27548764null,,,batcoin,batcoin
1648,2015/01/20,2947103533685961null,,4397166205640359null,988075487null,,19846910950null,286403700046857376null,,,,1594158009null,,3045672.516null,4501365479null,,26982578null,,,batcoin,batcoin
1649,2015/01/21,3045242045886735null,,4397166205640359null,968105055null,,2038889951null,293343990847820664null,,,,1596127337null,,31901165null,3540715442null,,24660702null,,,batcoin,batcoin
1650,2015/01/22,2754064743894771null,,4397166205639896null,935634692null,,2000989709null,313435119950217325null,,,,1569446442null,,3093830.088null,3964324367null,,25882537null,,,batcoin,batcoin
1651,2015/01/23,2327201424534277null,,4397166205639703null,918873433null,,1877508578null,310872962050093601null,,,,1460635610null,,25331321null,3903353545null,,24058619null,,,batcoin,batcoin
1652,2015/01/24,27929738610271725null,,4397166205639703null,834314751null,,18338810071null,321240373860003253null,,,,1303986986null,,33962162null,3722574581null,,32718551null,,,batcoin,batcoin
1653,2015/01/25,22906597517468301null,,4397166205640656null,864336468null,,28855412560null,336345634775859003null,,,,1779158502null,,27022701null,4575077139null,,21312736null,,,batcoin,batcoin
1654,2015/01/26,57849723748032732null,,4397166205642151null,1080545929null,,23356110603null,376118937977811450null,,,,1729328422null,,54438109null,4913735726null,,33929715null,,,batcoin,batcoin
1655,2015/01/27,29445821113714820null,,4295735241242151null,992447047null,,22033211259null,347514847270852141null,,,,1712487099null,,29861946null,3846046083null,,26135572null,,,batcoin,batcoin
1656,2015/01/28,2234581224831295null,,4127287389542151null,850687703null,,1761139217null,331601967068055221null,,,,1252517019null,,2721628.326null,2735525561null,,27422574null,,,batcoin,batcoin
1657,2015/01/29,2198834928306533null,,4127287389543038null,907154369null,,18723112499null,308692424966534132null,,,,1415906168null,,24241901null,2822634902null,,25184788null,,,batcoin,batcoin
1658,2015/01/30,2010578894665557null,,4127287389543057null,810615785null,,16741713580null,311357236467696205null,,,,1274477341null,,2500806.823null,3126645068null,,22919588null,,,batcoin,batcoin
1659,2015/01/31,1737212274998862null,,4127287389543057null,861465827null,,25202920573null,306417899267644828null,,,,1685477261null,,2062858.517null,3147766044null,,18146494null,,,batcoin,batcoin
1660,2015/02/01,1620397635256642null,,4127287389543030null,788394150null,,22338623856null,296463195863105563null,,,,1478225023null,,20691267null,3003754689null,,19445689null,,,batcoin,batcoin
1661,2015/02/02,22056918319750312null,,4127287389543001null,8582811732null,,19004220507null,306843856263667239null,,,,14910315194null,,25781684null,3083458465null,,24761574null,,,batcoin,batcoin
1662,2015/02/03,3013879793916865null,,4127287389543001null,916664349null,,20817411796null,319304208566443180null,,,,1677787916null,,3288900.636null,4039824701null,,33419761null,,,batcoin,batcoin
1663,2015/02/04,2697406734031619null,,4127287389543001null,906553543null,,20099423673null,306575708664238238null,,,,16305120884null,,29831138null,3109904812null,,22995678null,,,batcoin,batcoin
1664,2015/02/05,2742866244150838null,,4127287389542427null,864084301null,,1884599412null,303712308863093053null,,,,1478166497null,,3225965.087null,2980044224null,,28935659null,,,batcoin,batcoin
1665,2015/02/06,2042647132409816null,,4127287389542386null,855284776null,,18778710366null,300404662463970349null,,,,1533497740null,,2397504.568null,2608264558null,,23289676null,,,batcoin,batcoin
1666,2015/02/07,1395770482516616null,,4127287389542386null,8554013183null,,16900216727null,307229880764507768null,,,,1311167311null,,1637190.899null,2848637171null,,19540706null,,,batcoin,batcoin
1667,2015/02/08,1421132562282690null,,4127287389542199null,8254719857null,,26534317489null,306973276264385338null,,,,16768810212null,,1722114.956null,4065729886null,,20792804null,,,batcoin,batcoin
1668,2015/02/09,1898895245376437null,,4245891441741904null,10459718035null,,19854717325null,302065879562605851null,,,,15652613034null,,1889298.111null,36616812356null,,24642782null,,,batcoin,batcoin
1669,2015/02/10,1810355643537695null,,4445541596241904null,1028318879null,,20357214799null,299593625862857000null,,,,16038812115null,,1766398.495null,3974706718null,,24331741null,,,batcoin,batcoin
1670,2015/02/11,1901761452861195null,,4445541596241904null,968909398null,,19772616431null,301252290562896016null,,,,15952214038null,,2008304.447null,3477306110null,,39339899null,,,batcoin,batcoin
1671,2015/02/12,1599709151839348null,,4445541596241044null,873085586null,,20645512679null,299462924262507079null,,,,1590099105null,,1847329.593null,4212768411null,,25742609null,,,batcoin,batcoin
1672,2015/02/13,2370651973923454null,,4445541596240795null,1135147721null,,26252715644null,316481296665457743null,,,,21033712410null,,2147508.154null,5011606348null,,27697776null,,,batcoin,batcoin
1673,2015/02/14,1708970515031480null,,4445541596240795null,986135423null,,23832512843null,336487593867738497null,,,,1642688083null,,1770927.804null,4159485559null,,19041457null,,,batcoin,batcoin
1674,2015/02/15,1819152415886334null,,4445541596241232null,851274909null,,32068212857null,343127847468871903null,,,,1977749257null,,21471203null,4687656036null,,21846448null,,,batcoin,batcoin
1675,2015/02/16,1698646031875777null,,4445541596241942null,1044754261null,,23216113888null,321231285865492997null,,,,1744688494null,,1626440.22null,4148715240null,,24782537null,,,batcoin,batcoin
1676,2015/02/17,1888667381731764null,,4445541596241942null,1028393518null,,23927210194null,327142062166527456null,,,,1815736188null,,1837492.258null,4456004266null,,243541837null,,,batcoin,batcoin
1677,2015/02/18,2009740131943592null,,4445541596241942null,1055525333null,,21707611440null,324818176365940483null,,,,1686947010null,,1958366.068null,3609777062null,,22628695null,,,batcoin,batcoin
1678,2015/02/19,1659909202067161null,,4445541596241045null,943865083null,,18455811389null,324705777566225160null,,,,1497957829null,,1788406.681null,3158454901null,,24979669null,,,batcoin,batcoin
1679,2015/02/20,1874244241923798null,,4445541596240802null,985563680null,,2152629839null,328597485866049026null,,,,1608596460null,,1907523.472null,3824674345null,,29514720null,,,batcoin,batcoin
1680,2015/02/21,1455915191456919null,,4445541596240802null,876854363null,,2478628781null,328997146365967489null,,,,1756436162null,,1694333.926null,4014305139null,,20543613null,,,batcoin,batcoin
1681,2015/02/22,1102002481845346null,,4447017728940746null,847913951null,,2338578157null,324275808064427185null,,,,1522145262null,,1301467.085null,3561924389null,,20579727null,,,batcoin,batcoin
1682,2015/02/23,1904166553881790null,,4668437631740605null,1013735133null,,21737411428null,318385763664243047null,,,,1692377833null,,1878756.242null,4046406046null,,23428784null,,,batcoin,batcoin
1683,2015/02/24,1689378703060232null,,4668437631740605null,1049964880null,,20294411446null,320492910265057144null,,,,1647807104null,,1632628.577null,4355536030null,,24385772null,,,batcoin,batcoin
1684,2015/02/25,1910658716273662null,,4668437631740605null,1052355970null,,19757811193null,320481748464763944null,,,,1632907354null,,18161051null,3557136660null,,24137785null,,,batcoin,batcoin
1685,2015/02/26,2652579912968435null,,4668437631741136null,1006675993null,,1951269556null,319579444964472240null,,,,1613526603null,,2638495.317null,3639556991null,,26283730null,,,batcoin,batcoin
1686,2015/02/27,3696758065104231null,,4668437631741264null,1013226474null,,21272813745null,340827142466416588null,,,,1652779739null,,3649788.556null,3755267188null,,30545759null,,,batcoin,batcoin
1687,2015/02/28,1545371353417114null,,4668437631741264null,894906445null,,25713514088null,342901393666431272null,,,,1771439617null,,1728530.202null,4420246325null,,20811593null,,,batcoin,batcoin
1688,2015/03/01,3120856452546917null,,4668437631741017null,885886225null,,24202213617null,341630351566472012null,,,,1588499308null,,3613409.143null,3946516761null,,18895504null,,,batcoin,batcoin
1689,2015/03/02,4931021765343527null,,4668437631740279null,1047795092null,,24790813181null,357450230869255883null,,,,1778558963null,,48171049null,4084648800null,,23297537null,,,batcoin,batcoin
1690,2015/03/03,29962033853817895null,,4668437631740279null,1108234387null,,22772613868null,373001103770446761null,,,,1834138696null,,270412268null,4062566051null,,25764512null,,,batcoin,batcoin
1691,2015/03/04,2465558697793696null,,4668437631740279null,9838910194null,,21254015902null,381568968071085273null,,,,16484614213null,,2506765.222null,4016268301null,,25007446null,,,batcoin,batcoin
1692,2015/03/05,2908553564830182null,,4668437631739535null,1009835777null,,21766814544null,370905195969650461null,,,,1763239877null,,3016836.106null,4768177617null,,24174611null,,,batcoin,batcoin
1693,2015/03/06,2218766004190433null,,4668437631739081null,937213857null,,19974311228null,374349036769993869null,,,,1576638135null,,23671086null,3915976064null,,22774937null,,,batcoin,batcoin
1694,2015/03/07,3088505665189737null,,4668437631739081null,913654681null,,22158922587null,377074535370032618null,,,,15924415626null,,33831109null,3874187300null,,19322415null,,,batcoin,batcoin
1695,2015/03/08,618646027105815612null,,4683205925039048null,873714343null,,24010111390null,378717482070546748null,,,,1476708337null,,708124365null,3518265328null,,19396393null,,,batcoin,batcoin
1696,2015/03/09,3155205465076347null,,4742755495138801null,1053924190null,,22169611777null,390554534671220798null,,,,1686926878null,,30571213null,4461315113null,,23937458null,,,batcoin,batcoin
1697,2015/03/10,3267680016162987null,,4742755495138801null,1053894562null,,21359012900null,403746786274086009null,,,,1715858522null,,31011351null,4004255765null,,28378462null,,,batcoin,batcoin
1698,2015/03/11,2576924575526100null,,4742755495138801null,1006114408null,,21293714170null,404654019673933165null,,,,1674079556null,,25931254null,4072375371null,,25733579null,,,batcoin,batcoin
1699,2015/03/12,3091438644339953null,,4742755495141182null,969644177null,,21870810566null,406071123674969902null,,,,1601527134null,,32051039null,4617585473null,,24527572null,,,batcoin,batcoin
1700,2015/03/13,2696697354451835null,,4742755495141676null,958903894null,,21319013510null,400944399474308180null,,,,1603829124null,,28601143null,3732666077null,,255741842null,,,batcoin,batcoin
1701,2015/03/14,2225244065228713null,,4742755495141676null,893804460null,,22745223231null,387416865372875401null,,,,16326515924null,,25691172null,3940788689null,,21952529null,,,batcoin,batcoin
1702,2015/03/15,1607512973867001null,,4742755495141424null,847913559null,,22499411368null,388236163673205561null,,,,1461416231null,,18961087null,3501855644null,,24161412null,,,batcoin,batcoin
1703,2015/03/16,2702728314044399null,,4742755495140766null,1050794132null,,23304815147null,401040390275098381null,,,,1686979729null,,2572978.799null,4303788521null,,24071539null,,,batcoin,batcoin
1704,2015/03/17,2249147709667374null,,4742755495140766null,994333788null,,19992412494null,397650564673981211null,,,,1545257844null,,22622552null,4114097482null,,36584518null,,,batcoin,batcoin
1705,2015/03/18,4058713916506163null,,4742755495140766null,994544004null,,20817113155null,371191421068049593null,,,,1533278429null,,40811625null,3775397468null,,24807460null,,,batcoin,batcoin
1706,2015/03/19,2776118327550182null,,4742755495139541null,1061604092null,,23347611596null,353276935464482015null,,,,1568617533null,,27031846null,4570566512null,,31393581null,,,batcoin,batcoin
1707,2015/03/20,2118244184943257null,,4742755495134843null,1032003800null,,20827511466null,358098612765348970null,,,,1578177668null,,20531301null,4099025130null,,26773428null,,,batcoin,batcoin
1708,2015/03/21,1655951243761153null,,4742755495134843null,926854162null,,21603525924null,358126890064972719null,,,,15185517934null,,1787906.702null,3453856802null,,23297373null,,,batcoin,batcoin
1709,2015/03/22,1289224903082671null,,4741755487634843null,904444480null,,23092115045null,366304466766219783null,,,,1505977416null,,1425688.096null,3904096449null,,27846349null,,,batcoin,batcoin
1710,2015/03/23,2367680984420366null,,4671754964536804null,1058744147null,,22565713058null,370340366066423119null,,,,1635589195null,,22701078null,4160535519null,,34762437null,,,batcoin,batcoin
1711,2015/03/24,2425622674266116null,,4671754964537087null,927543938null,,18740110666null,353236784563919925null,,,,1496527919null,,26421085null,2927235446null,,31576359null,,,batcoin,batcoin
1712,2015/03/25,2610209639214910null,,4671754964537087null,969764203null,,18653811559null,340610542163725856null,,,,1525227160null,,26922195null,3124714538null,,35297420null,,,batcoin,batcoin
