,date,active_addresses,market_cap,difficulty,confirmation_time,fee_reward,transactions,av_transaction_value,google_trends,top_100_percent,hashrate,av_transaction_size,median_transaction_size,send_usd,median_transaction_value,block_size,tweets,sent_addresses,mining_profitability,full_name,coin
1392,2012/10/26,378072828null,107733107870034null,307232223.04null,,,217621066null,493.6932.99null,,,,,,1082514150409null,,656811731null,,261991942null,,bitcoinscrypt,bitcoinscrypt
1393,2012/10/27,297472622null,104780520886807null,307232223.04null,,,161381029null,105124.711null,,,,,,1714057238574null,,461461052null,,206511927null,,bitcoinscrypt,bitcoinscrypt
1394,2012/10/28,276472331null,107583217908187null,307232223.04null,,,17799947null,544.61814.324null,,,,,,978407020369null,,52842961.505null,,198771774null,,bitcoinscrypt,bitcoinscrypt
1395,2012/10/29,356933201null,109415145900038null,307232221.255null,,,213421077null,499.10916.786null,,,,,,1073083427327null,,723241355null,,210242003null,,bitcoinscrypt,bitcoinscrypt
1396,2012/10/30,344592814null,110412084917340null,330435619.648null,,,306041128null,145413.542null,,,,,,4470525523996null,,97035840.222null,,259162170null,,bitcoinscrypt,bitcoinscrypt
1397,2012/10/31,321742782null,113596290935311null,330435619.648null,,,276111072null,150457.971null,,,,,,41732965100232null,,92366963.409null,,245282154null,,bitcoinscrypt,bitcoinscrypt
1398,2012/11/01,317352845null,111966954938642null,330435620.519null,,,235011100null,120033.141null,,,,,,2836877757201null,,808901091null,,222262154null,,bitcoinscrypt,bitcoinscrypt
1399,2012/11/02,331412716null,108379509925575null,330435622.361null,,,288471042null,316.15815.944null,,,,,,916542326594null,,92651838.762null,,237492089null,,bitcoinscrypt,bitcoinscrypt
1400,2012/11/03,327183553null,108828408920841null,330435622.361null,,,237531623null,841.5812.434null,,,,,,2011291729072null,,749461189null,,224922773null,,bitcoinscrypt,bitcoinscrypt
1401,2012/11/04,306632993null,110653471893730null,330435623.236null,,,241471170null,988.34419.839null,,,,,,2402072136346null,,739321037null,,213192235null,,bitcoinscrypt,bitcoinscrypt
1402,2012/11/05,375813448null,111243594862054null,330435625.443null,,,320241143null,768.19825.537null,,,,,,2472369444102null,,964861430null,,250942163null,,bitcoinscrypt,bitcoinscrypt
1403,2012/11/06,411492529null,111742544890475null,330435625.443null,,,31851931null,638.70521.957null,,,,,,2042962631245null,,1087661193null,,274981867null,,bitcoinscrypt,bitcoinscrypt
1404,2012/11/07,435052979null,112802946882082null,330435625.443null,,,363231058null,552.1957.42null,,,,,,2014406711530null,,1063261390null,,302181937null,,bitcoinscrypt,bitcoinscrypt
1405,2012/11/08,376722254null,113018398878730null,330435624.318null,,,32261855null,445.5365.181null,,,,,,144420526741null,,988421394null,,258441679null,,bitcoinscrypt,bitcoinscrypt
1406,2012/11/09,367302363null,112589489872810null,330435622.803null,,,25005873null,373.5427.908null,,,,,,939720510684null,,772101102null,,253961747null,,bitcoinscrypt,bitcoinscrypt
1407,2012/11/10,347302497null,112464808867856null,330435622.803null,,,269651032null,172.7111.715null,,,,,,468198517384null,,887501306null,,221101889null,,bitcoinscrypt,bitcoinscrypt
1408,2012/11/11,301592593null,112821438850494null,330435622.803null,,,234081001null,192.2048.302null,,,,,,452735512387null,,712601109null,,210751947null,,bitcoinscrypt,bitcoinscrypt
1409,2012/11/12,315532576null,113364865822506null,332143522.337null,,,23771994null,218.89823.793null,,,,,,523232834452null,,834711253null,,220621908null,,bitcoinscrypt,bitcoinscrypt
1410,2012/11/13,326873195null,114014272816993null,336876718.483null,,,269911137null,342.91821.049null,,,,,,930370637825null,,873611073null,,238032226null,,bitcoinscrypt,bitcoinscrypt
1411,2012/11/14,377642730null,114043278836035null,336876718.483null,,,297581037null,474.4764.789null,,,,,,141873158045null,,93186852.883null,,268132088null,,bitcoinscrypt,bitcoinscrypt
1412,2012/11/15,463013538null,115344541811312null,336876718.609null,,,374681096null,782.9745.689null,,,,,,2944296310195null,,120487905.253null,,332372229null,,bitcoinscrypt,bitcoinscrypt
1413,2012/11/16,482982988null,119403682766606null,336876721.234null,,,393011166null,10765.761null,,,,,,424276289817null,,1236911018null,,342612125null,,bitcoinscrypt,bitcoinscrypt
1414,2012/11/17,529113407null,122541717734515null,336876721.234null,,,32398938null,955.4837.054null,,,,,,3108950510016null,,1190931077null,,313221808null,,bitcoinscrypt,bitcoinscrypt
1415,2012/11/18,429362206null,122116831743170null,336876721.234null,,,33990770null,706.1423.51null,,,,,,241048594399null,,105856794.555null,,311371626null,,bitcoinscrypt,bitcoinscrypt
1416,2012/11/19,424082589null,122328916746789null,336876721.234null,,,36777828null,439.857.011null,,,,,,162405959093null,,1138791068null,,308181694null,,bitcoinscrypt,bitcoinscrypt
1417,2012/11/20,437562578null,122209875714624null,336876718.404null,,,36711918null,497.4685.772null,,,,,,183356728376null,,112396940.705null,,317571839null,,bitcoinscrypt,bitcoinscrypt
1418,2012/11/21,441242733null,122529038741215null,336876718.339null,,,38914989null,276.0874.542null,,,,,,107855996931null,,121577997.806null,,307831956null,,bitcoinscrypt,bitcoinscrypt
1419,2012/11/22,413772905null,126284233761742null,336876718.339null,,,307561243null,561.3614.539null,,,,,,173460578148null,,995091022null,,294182193null,,bitcoinscrypt,bitcoinscrypt
1420,2012/11/23,352062599null,129210145755507null,336876717.989null,,,32184946null,432.4137.578null,,,,,,1398726811420null,,100111978.143null,,233341892null,,bitcoinscrypt,bitcoinscrypt
1421,2012/11/24,371013031null,129741515772933null,336876717.072null,,,295671274null,488.7424.883null,,,,,,145244389376null,,903691227null,,251032340null,,bitcoinscrypt,bitcoinscrypt
1422,2012/11/25,362733237null,130341018774678null,336876717.072null,,,365901141null,272.12312.138null,,,,,,999672022078null,,118339968.311null,,248692266null,,bitcoinscrypt,bitcoinscrypt
1423,2012/11/26,413362821null,129561797768927null,340227417.57null,,,357411066null,388.1253.962null,,,,,,139328986831null,,1078701194null,,285842155null,,bitcoinscrypt,bitcoinscrypt
1424,2012/11/27,385622770null,128179611778691null,343890919.779null,,,27484952null,629.75512.064null,,,,,,1740138018554null,,89049842.49null,,268601969null,,bitcoinscrypt,bitcoinscrypt
1425,2012/11/28,438512965null,128806480827808null,343890919.779null,,,370841102null,620.7248.151null,,,,,,2312568914712null,,99478929.717null,,301252271null,,bitcoinscrypt,bitcoinscrypt
1426,2012/11/29,419574114null,130206257930551null,343890921.863null,,,372571702null,399.79312.648null,,,,,,1496143734466null,,104785812.679null,,281723253null,,bitcoinscrypt,bitcoinscrypt
1427,2012/11/30,371104037null,1318667561020280null,343890924.89null,,,296331622null,331.7598.649null,,,,,,987248922997null,,106558836.298null,,251733134null,,bitcoinscrypt,bitcoinscrypt
1428,2012/12/01,347313490null,1320268841053179null,343890930.026null,,,333251414null,234.2079.278null,,,,,,784404520244null,,916801164null,,238362706null,,bitcoinscrypt,bitcoinscrypt
1429,2012/12/02,277972072null,1317911771032643null,343890944.04null,,,20463771null,613.53911.11null,,,,,,1264259112798null,,680861349null,,188021555null,,bitcoinscrypt,bitcoinscrypt
1430,2012/12/03,301451601null,132408197982213null,343890944.04null,,,21512638null,100521.305null,,,,,,2176353919004null,,703412340null,,209621120null,,bitcoinscrypt,bitcoinscrypt
1431,2012/12/04,424132008null,137078247980103null,343890944.04null,,,32244778null,10018.513null,,,,,,323973019577null,,1372401317null,,270741464null,,bitcoinscrypt,bitcoinscrypt
1432,2012/12/05,444872934null,140902796967260null,343890944.04null,,,33622693null,111816.944null,,,,,,3774111217232null,,1347811925null,,295331375null,,bitcoinscrypt,bitcoinscrypt
1433,2012/12/06,410241686null,139991029996087null,343890944.04null,,,37026603null,116520.81null,,,,,,4330147319853null,,1306551129null,,289741275null,,bitcoinscrypt,bitcoinscrypt
1434,2012/12/07,408952510null,1410889471016729null,343890930.34null,,,32016965null,867.0216.154null,,,,,,2787038910216null,,111535708.983null,,283292003null,,bitcoinscrypt,bitcoinscrypt
1435,2012/12/08,383153675null,141769283998821null,343890926.472null,,,330361630null,407.6936.203null,,,,,,1352481115717null,,105632884.678null,,279562920null,,bitcoinscrypt,bitcoinscrypt
1436,2012/12/09,388984480null,1412266441008475null,343890930.377null,,,319332258null,586.8339.321null,,,,,,1881327128102null,,1167311437null,,267283489null,,bitcoinscrypt,bitcoinscrypt
1437,2012/12/10,359353068null,1413389531017260null,342256842.277null,,,360781274null,382.78815.015null,,,,,,1386498024144null,,1194032079null,,241792010null,,bitcoinscrypt,bitcoinscrypt
1438,2012/12/11,370422206null,1426292671026194null,337018242.277null,,,36635623null,592.3628.769null,,,,,,217864818374null,,1181561359null,,271821316null,,bitcoinscrypt,bitcoinscrypt
1439,2012/12/12,427151796null,1443225321039934null,337018242.277null,,,36606646null,13267.067null,,,,,,487296406961null,,130936995.159null,,294761316null,,bitcoinscrypt,bitcoinscrypt
1440,2012/12/13,461741873null,1445263071028824null,337018242.277null,,,42384666null,123615.52null,,,,,,5254794015598null,,1508111229null,,327541349null,,bitcoinscrypt,bitcoinscrypt
1441,2012/12/14,416732179null,1440819901019570null,337018242.277null,,,38908846null,10246.311null,,,,,,399459827605null,,1681351839null,,302731543null,,bitcoinscrypt,bitcoinscrypt
1442,2012/12/15,345982758null,1429769481014425null,337018228.647null,,,322491068null,692.4114.425null,,,,,,224098697761null,,124158842.98null,,258372128null,,bitcoinscrypt,bitcoinscrypt
1443,2012/12/16,357463494null,1414323421024508null,337018225.581null,,,353651376null,671.9975.183null,,,,,,2383975612455null,,143156840.58null,,265632796null,,bitcoinscrypt,bitcoinscrypt
1444,2012/12/17,409942887null,1402016811011541null,337018231.356null,,,409061090null,581.4257.44null,,,,,,2386167112872null,,1317801053null,,314112180null,,bitcoinscrypt,bitcoinscrypt
1445,2012/12/18,481381869null,1402408171011934null,337018243.097null,,,49687686null,631.54714.16null,,,,,,3145859714967null,,1829551256null,,368501378null,,bitcoinscrypt,bitcoinscrypt
1446,2012/12/19,437581762null,1421261151003231null,337018243.097null,,,44623592null,340.61114.53null,,,,,,1524746314123null,,136866876.395null,,318401278null,,bitcoinscrypt,bitcoinscrypt
1447,2012/12/20,395421978null,1435323811006205null,337018243.097null,,,35816810null,352.68912.124null,,,,,,1266931214439null,,1550451234null,,276061483null,,bitcoinscrypt,bitcoinscrypt
1448,2012/12/21,461272275null,1431716251019998null,337018243.097null,,,44454820null,504.71513.369null,,,,,,2250017815896null,,1533971456null,,330231493null,,bitcoinscrypt,bitcoinscrypt
1449,2012/12/22,551422183null,1421110281028014null,337018238.312null,,,51105690null,366.72514.347null,,,,,,1879757716327null,,1394371047null,,413501451null,,bitcoinscrypt,bitcoinscrypt
1450,2012/12/23,399303042null,1417014601017765null,337018228.208null,,,366161142null,315.8225.387null,,,,,,1160266810689null,,134116847.92null,,272632356null,,bitcoinscrypt,bitcoinscrypt
1451,2012/12/24,400243095null,1415730681021694null,337018228.208null,,,359791131null,393.6327.793null,,,,,,1421442915211null,,135453695.597null,,265342284null,,bitcoinscrypt,bitcoinscrypt
1452,2012/12/25,302862342null,1417101651026600null,337018235.735null,,,28619903null,280.1994.455null,,,,,,80537516593null,,100978819.99null,,224071810null,,bitcoinscrypt,bitcoinscrypt
1453,2012/12/26,381082045null,1420061461017622null,318251740.01null,,,36432677null,230.36722.84null,,,,,,842820525832null,,1175591225null,,227081468null,,bitcoinscrypt,bitcoinscrypt
1454,2012/12/27,365671873null,1424136851015402null,297963740.01null,,,43631654null,248.86621.878null,,,,,,1089710522819null,,1312591626null,,257301327null,,bitcoinscrypt,bitcoinscrypt
1455,2012/12/28,424071661null,1423395161002751null,297963740.01null,,,46936577null,305.75914.378null,,,,,,1440278914508null,,126606934.986null,,311751295null,,bitcoinscrypt,bitcoinscrypt
1456,2012/12/29,399961765null,1426015751003024null,297963738.22null,,,37966588null,349.5694.713null,,,,,,133220644940null,,125023792.83null,,268351337null,,bitcoinscrypt,bitcoinscrypt
1457,2012/12/30,457792235null,142448905982967null,297963730.545null,,,45281775null,224.7397.34null,,,,,,1021371610467null,,115023771.533null,,346891708null,,bitcoinscrypt,bitcoinscrypt
1458,2012/12/31,347372280null,142712337967324null,297963730.545null,,,29906807null,611.16130.365null,,,,,,1837395344333null,,88469823.519null,,253451773null,,bitcoinscrypt,bitcoinscrypt
1459,2013/01/01,378462213null,142303807955805null,297963730.712null,,,31734635null,625.4325.869null,,,,,,199487687565null,,89033691.416null,,261741571null,,bitcoinscrypt,bitcoinscrypt
1460,2013/01/02,431041826null,140170026956746null,297963734.322null,,,39280590null,650.6174.21null,,,,,,256557644577null,,114077676.308null,,318091382null,,bitcoinscrypt,bitcoinscrypt
1461,2013/01/03,512682113null,140337362957811null,297963734.322null,,,42147620null,542.7311.051null,,,,,,2296235812034null,,1080231167null,,381971413null,,bitcoinscrypt,bitcoinscrypt
1462,2013/01/04,473411867null,140459939960872null,297963734.322null,,,48436573null,632.4316.238null,,,,,,307292046594null,,141811886.977null,,349901352null,,bitcoinscrypt,bitcoinscrypt
1463,2013/01/05,534171860null,140021528979178null,297963734.322null,,,39455679null,697.5565.293null,,,,,,276204235478null,,1182401637null,,380081349null,,bitcoinscrypt,bitcoinscrypt
1464,2013/01/06,422112461null,1395309761001207null,297963729.364null,,,328811006null,436.1059.731null,,,,,,1440280514237null,,1006081262null,,300211761null,,bitcoinscrypt,bitcoinscrypt
1465,2013/01/07,540562598null,1399987041000571null,297963726.112null,,,40120990null,486.2517.136null,,,,,,1959007611724null,,1054011070null,,367241944null,,bitcoinscrypt,bitcoinscrypt
1466,2013/01/08,560222381null,142655753992821null,311763726.112null,,,38491861null,744.3778.803null,,,,,,2875081613169null,,1493041352null,,361791755null,,bitcoinscrypt,bitcoinscrypt
1467,2013/01/09,561612651null,144786652987110null,324955026.973null,,,43060952null,540.7297.55null,,,,,,2335409211944null,,1483371061null,,384431891null,,bitcoinscrypt,bitcoinscrypt
1468,2013/01/10,611852701null,146417375978199null,324955029.161null,,,523921047null,348.4766.979null,,,,,,1830858510706null,,1636831169null,,423491872null,,bitcoinscrypt,bitcoinscrypt
1469,2013/01/11,610542570null,148986975960405null,324955029.161null,,,52632974null,352.52312.109null,,,,,,1859522817135null,,1871763452null,,454011722null,,bitcoinscrypt,bitcoinscrypt
1470,2013/01/12,507362156null,148953308945872null,324955029.161null,,,45549824null,299.2177.599null,,,,,,136655299787null,,1630981293null,,349441578null,,bitcoinscrypt,bitcoinscrypt
1471,2013/01/13,555032414null,148367161911714null,324955028.942null,,,49308756null,248.5736.699null,,,,,,122897148180null,,1623671768null,,387771544null,,bitcoinscrypt,bitcoinscrypt
1472,2013/01/14,443122892null,149053094869315null,324955023.803null,,,444031248null,350.09415.384null,,,,,,1560017429799null,,1271101071null,,317572207null,,bitcoinscrypt,bitcoinscrypt
1473,2013/01/15,576272633null,148948001869376null,324955023.803null,,,44901979null,648.2839.599null,,,,,,2918699415751null,,158297933.296null,,423741929null,,bitcoinscrypt,bitcoinscrypt
1474,2013/01/16,584232402null,151465153865435null,324955023.862null,,,53498910null,590.8694.689null,,,,,,316876927344null,,1807381136null,,435951833null,,bitcoinscrypt,bitcoinscrypt
1475,2013/01/17,589182201null,158522475878185null,324955027.681null,,,47989774null,5646.972null,,,,,,271284008771null,,1999811319null,,406711613null,,bitcoinscrypt,bitcoinscrypt
1476,2013/01/18,570561968null,163329523875540null,324955027.681null,,,49018633null,514.4620.745null,,,,,,2528006822093null,,1852021254null,,408091377null,,bitcoinscrypt,bitcoinscrypt
1477,2013/01/19,493571954null,163338443838440null,324955027.681null,,,56016794null,419.1268.115null,,,,,,235423169397null,,1596413595null,,352851459null,,bitcoinscrypt,bitcoinscrypt
1478,2013/01/20,460872318null,163781844803097null,324955027.681null,,,412411166null,443.4487.628null,,,,,,1834590111892null,,1405791352null,,329111759null,,bitcoinscrypt,bitcoinscrypt
1479,2013/01/21,459371982null,169050748795014null,324955026.217null,,,40309704null,449.7366.707null,,,,,,181877707465null,,1395032118null,,313101439null,,bitcoinscrypt,bitcoinscrypt
1480,2013/01/22,534832860null,177855749773371null,324955019.804null,,,436081218null,555.3795.092null,,,,,,242989509375null,,1447851303null,,361182216null,,bitcoinscrypt,bitcoinscrypt
1481,2013/01/23,473473270null,181983495813451null,318715519.804null,,,465521360null,878.9554.575null,,,,,,410278789132null,,1743001503null,,346462393null,,bitcoinscrypt,bitcoinscrypt
1482,2013/01/24,606982937null,181128134871711null,296877519.804null,,,460651348null,591.0964.664null,,,,,,273210348881null,,1507921603null,,378552278null,,bitcoinscrypt,bitcoinscrypt
1483,2013/01/25,495583906null,179979988887911null,296877520.369null,,,483741710null,541.344.399null,,,,,,2626096610154null,,1641421428null,,370282917null,,bitcoinscrypt,bitcoinscrypt
1484,2013/01/26,546472584null,183697433911134null,296877520.519null,,,522101031null,439.3524.133null,,,,,,230071056502null,,152095982.399null,,389211930null,,bitcoinscrypt,bitcoinscrypt
1485,2013/01/27,495782654null,185027587920221null,296877520.519null,,,552621037null,457.94.953null,,,,,,253735967955null,,1621211587null,,388781954null,,bitcoinscrypt,bitcoinscrypt
1486,2013/01/28,542943513null,189686957904428null,296877520.478null,,,52033940null,572.5587.899null,,,,,,2987605711683null,,1683411491null,,375701854null,,bitcoinscrypt,bitcoinscrypt
1487,2013/01/29,556162719null,198600649911116null,296877520.314null,,,515451013null,868.7196.451null,,,,,,4491536110076null,,1572971251null,,384131953null,,bitcoinscrypt,bitcoinscrypt
1488,2013/01/30,445352902null,203340930927855null,296877520.314null,,,410661261null,12374.508null,,,,,,510081408074null,,1273682018null,,320802159null,,bitcoinscrypt,bitcoinscrypt
1489,2013/01/31,478442704null,211384096972687null,296877520.314null,,,51440966null,605.12910.253null,,,,,,3124460615585null,,1244841381null,,349051918null,,bitcoinscrypt,bitcoinscrypt
1490,2013/02/01,644102435null,2168418291002146null,296877519.615null,,,59235855null,616.25810.209null,,,,,,3659461414455null,,1790451001null,,466911768null,,bitcoinscrypt,bitcoinscrypt
1491,2013/02/02,565812529null,214845460990117null,296877518.937null,,,54312957null,496.4234.914null,,,,,,270376677808null,,1586221139null,,402011952null,,bitcoinscrypt,bitcoinscrypt
1492,2013/02/03,575042487null,214863026993298null,296877518.937null,,,60978881null,453.1624.267null,,,,,,277172286312null,,149217948.814null,,405311841null,,bitcoinscrypt,bitcoinscrypt
1493,2013/02/04,573712789null,2159869011012870null,296877519.274null,,,548411015null,734.4925.102null,,,,,,404007108413null,,1534621291null,,393262021null,,bitcoinscrypt,bitcoinscrypt
1494,2013/02/05,599372526null,2160478911024779null,311569220.543null,,,53253937null,753.8368.164null,,,,,,4026993312180null,,1416251234null,,450831866null,,bitcoinscrypt,bitcoinscrypt
1495,2013/02/06,536582679null,2200110311030768null,327546520.543null,,,424091024null,893.4379.715null,,,,,,3802019115621null,,1292811384null,,387962022null,,bitcoinscrypt,bitcoinscrypt
1496,2013/02/07,583093176null,2280778391051067null,327546520.543null,,,610831411null,597.6497.668null,,,,,,3659823815297null,,1777221224null,,422462434null,,bitcoinscrypt,bitcoinscrypt
1497,2013/02/08,602043682null,2364931901109844null,327546520.535null,,,607701263null,789.14511.305null,,,,,,4807548221096null,,1803151604null,,425022240null,,bitcoinscrypt,bitcoinscrypt
1498,2013/02/09,563493773null,2452086151150633null,327546520.532null,,,576072008null,715.52610.695null,,,,,,4132162227680null,,1792952045null,,388593000null,,bitcoinscrypt,bitcoinscrypt
1499,2013/02/10,575843650null,2502991041174107null,327546520.532null,,,562821800null,563.1739.832null,,,,,,3178719423312null,,1539412222null,,418342781null,,bitcoinscrypt,bitcoinscrypt
1500,2013/02/11,522893644null,2551721621185172null,327546520.594null,,,574352052null,545.0525.286null,,,,,,3139171613770null,,1648382022null,,372152877null,,bitcoinscrypt,bitcoinscrypt
1501,2013/02/12,518593009null,2595899271129985null,327546520.794null,,,584121221null,523.03713.437null,,,,,,3062433022991null,,1924551580null,,383702180null,,bitcoinscrypt,bitcoinscrypt
1502,2013/02/13,531612766null,2612356281083843null,327546520.794null,,,589191185null,499.3869.239null,,,,,,2950873615180null,,1583381513null,,379502098null,,bitcoinscrypt,bitcoinscrypt
1503,2013/02/14,514753033null,2711725961109270null,327546520.794null,,,507771481null,740.4679.108null,,,,,,3771052517314null,,1578231852null,,358742324null,,bitcoinscrypt,bitcoinscrypt
1504,2013/02/15,501422960null,2841981851111239null,327546520.794null,,,554681367null,606.87212.457null,,,,,,3377059822148null,,1458571919null,,361672154null,,bitcoinscrypt,bitcoinscrypt
1505,2013/02/16,471123092null,2862573641118182null,327546516.83null,,,512441362null,652.0566.3null,,,,,,3353721712335null,,1248791394null,,326492316null,,bitcoinscrypt,bitcoinscrypt
1506,2013/02/17,455753363null,2863935721111378null,327546515.973null,,,494471453null,610.0997.007null,,,,,,3028227814701null,,1260131506null,,335542488null,,bitcoinscrypt,bitcoinscrypt
1507,2013/02/18,472363874null,2863078501095810null,363934915.973null,,,502131800null,649.1439.389null,,,,,,3269994023302null,,1439391691null,,356402922null,,bitcoinscrypt,bitcoinscrypt
1508,2013/02/19,494003833null,2990319731093894null,365101217.8null,,,543601704null,737.7789.01null,,,,,,4022289720885null,,1604371752null,,365892763null,,bitcoinscrypt,bitcoinscrypt
1509,2013/02/20,507833423null,3126120071034530null,365101218.676null,,,595551362null,579.31732.297null,,,,,,3461303159943null,,1493482487null,,366512266null,,bitcoinscrypt,bitcoinscrypt
1510,2013/02/21,506332935null,316409717996085null,365101218.676null,,,557401125null,547.57160.813null,,,,,,3061796497666null,,1422092078null,,382852051null,,bitcoinscrypt,bitcoinscrypt
1511,2013/02/22,543193239null,3162790781001043null,365101218.676null,,,620011323null,740.8799.346null,,,,,,4606115917132null,,1669752153null,,406432290null,,bitcoinscrypt,bitcoinscrypt
1512,2013/02/23,513754003null,313748241994571null,365101216.963null,,,577222110null,641.2629.124null,,,,,,3712008024252null,,1630902223null,,388543075null,,bitcoinscrypt,bitcoinscrypt
1513,2013/02/24,520503332null,3112867381036072null,365101216.503null,,,570081530null,857.42511.187null,,,,,,4901386123280null,,1593891442null,,393052536null,,bitcoinscrypt,bitcoinscrypt
1514,2013/02/25,566283628null,3117074111005181null,365101216.503null,,,669401656null,799.8137.044null,,,,,,5370263415631null,,1497241749null,,407222715null,,bitcoinscrypt,bitcoinscrypt
1515,2013/02/26,588093568null,315552208998597null,365101216.421null,,,632721613null,748.3078.084null,,,,,,4747109417357null,,1746882511null,,423172587null,,bitcoinscrypt,bitcoinscrypt
1516,2013/02/27,550514708null,323337216993580null,365101215.82null,,,607562547null,750.4365.532null,,,,,,4573830817165null,,1457542600null,,386543563null,,bitcoinscrypt,bitcoinscrypt
1517,2013/02/28,598055463null,3399216261043662null,365101215.82null,,,628533012null,737.427.699null,,,,,,4647293928001null,,1735822888null,,407364159null,,bitcoinscrypt,bitcoinscrypt
1518,2013/03/01,630704777null,3603326431118758null,384437615.82null,,,643832270null,846.7026.353null,,,,,,5464190019161null,,1965381946null,,447013519null,,bitcoinscrypt,bitcoinscrypt
1519,2013/03/02,492293837null,3591791781178732null,436787617.546null,,,556801777null,885.4697.938null,,,,,,4943129220298null,,1803561219null,,332082907null,,bitcoinscrypt,bitcoinscrypt
1520,2013/03/03,460603764null,3521388501400614null,436787617.603null,,,542981767null,554.3415.635null,,,,,,3018881240682null,,1570831524null,,311962906null,,bitcoinscrypt,bitcoinscrypt
1521,2013/03/04,535385050null,3619830071841813null,436787621.23null,,,638652087null,507.53845.512null,,,,,,32504735131757null,,1646812571null,,368403397null,,bitcoinscrypt,bitcoinscrypt
1522,2013/03/05,573945041null,3976744902406321null,436787625.274null,,,567292183null,124664.97null,,,,,,70884801188218null,,1944963260null,,402873356null,,bitcoinscrypt,bitcoinscrypt
1523,2013/03/06,691515343null,4234718282848126null,436787625.454null,,,626052565null,144138.815null,,,,,,90458577135932null,,1945182108null,,466194039null,,bitcoinscrypt,bitcoinscrypt
1524,2013/03/07,663674425null,4344823932934275null,436787635.225null,,,666102143null,991.525134.679null,,,,,,66204096368751null,,2018293537null,,446363339null,,bitcoinscrypt,bitcoinscrypt
1525,2013/03/08,565954267null,4487773713206344null,436787635.225null,,,556972149null,890.84488.218null,,,,,,49759876241364null,,1614342624null,,396823278null,,bitcoinscrypt,bitcoinscrypt
1526,2013/03/09,541224399null,4692803133355104null,436787635.225null,,,553772064null,792.51264.496null,,,,,,44020783732389null,,1568311881null,,349593305null,,bitcoinscrypt,bitcoinscrypt
1527,2013/03/10,569948811null,4831406664302667null,436787638.278null,,,736616095null,744.165131.381null,,,,,,54952117888530null,,1853555867null,,395467262null,,bitcoinscrypt,bitcoinscrypt
1528,2013/03/11,5352716161null,4909828405971780null,436787638.893null,,,5912513253null,763.60157.38null,,,,,,45273161808422null,,1704649211null,,3563114618null,,bitcoinscrypt,bitcoinscrypt
1529,2013/03/12,597415975null,4801513908412232null,436787643.193null,,,483493094null,1354104.565null,,,,,,65657598414287null,,1799111958null,,392304845null,,bitcoinscrypt,bitcoinscrypt
1530,2013/03/13,630436959null,46590474910242629null,436787654.192null,,,565333546null,1134263.471null,,,,,,642663201166912null,,1675122603null,,443885385null,,bitcoinscrypt,bitcoinscrypt
1531,2013/03/14,611156950null,47170442310121175null,466538856.384null,,,578903575null,883.308145.571null,,,,,,51292794660020null,,1559572560null,,415455520null,,bitcoinscrypt,bitcoinscrypt
1532,2013/03/15,634976055null,4750911979899576null,484764784.224null,,,626043025null,3710100.029null,,,,,,232895060365505null,,1725763423null,,455734724null,,bitcoinscrypt,bitcoinscrypt
1533,2013/03/16,509185991null,4814109719739450null,484764784.224null,,,340123173null,2975108.049null,,,,,,101717715412532null,,1009492618null,,334294880null,,bitcoinscrypt,bitcoinscrypt
1534,2013/03/17,519445920null,4791175378991991null,484764784.468null,,,351393017null,1114156.833null,,,,,,39362276580751null,,808982901null,,342254774null,,bitcoinscrypt,bitcoinscrypt
1535,2013/03/18,588665711null,5047599278587432null,484764796.152null,,,432952781null,4006233.429null,,,,,,174217980785955null,,1075482946null,,407694464null,,bitcoinscrypt,bitcoinscrypt
1536,2013/03/19,687435704null,5608926258140402null,484764796.152null,,,459382918null,2162273.377null,,,,,,99703613923740null,,1324534328null,,463974613null,,bitcoinscrypt,bitcoinscrypt
1537,2013/03/20,628485471null,6306799588178059null,484764796.152null,,,460652879null,2350159.227null,,,,,,108743266519398null,,1040373960null,,426584337null,,bitcoinscrypt,bitcoinscrypt
1538,2013/03/21,697276021null,6991285767696684null,484764796.152null,,,553463248null,2345139.817null,,,,,,130309460500125null,,1270245685null,,450194624null,,bitcoinscrypt,bitcoinscrypt
1539,2013/03/22,749724946null,7186124037377443null,484764791.846null,,,603552464null,1643145.691null,,,,,,99553275400942null,,1306475029null,,507063691null,,bitcoinscrypt,bitcoinscrypt
1540,2013/03/23,669875980null,6957641767921718null,484764768.594null,,,526973241null,172374.424null,,,,,,91163149283185null,,1251872849null,,429594690null,,bitcoinscrypt,bitcoinscrypt
1541,2013/03/24,690276428null,7087313078705414null,558105268.594null,,,511463803null,125094.699null,,,,,,64180923420559null,,1299393458null,,493715348null,,bitcoinscrypt,bitcoinscrypt
1542,2013/03/25,661758504null,7569363219049547null,669582669.097null,,,488494990null,217570.396null,,,,,,106579938408367null,,1685713344null,,452677001null,,bitcoinscrypt,bitcoinscrypt
1543,2013/03/26,730137445null,7852025768840161null,669582678.31null,,,489104285null,269782.376null,,,,,,132299367410560null,,1613793415null,,486426084null,,bitcoinscrypt,bitcoinscrypt
1544,2013/03/27,727577727null,8679986958959509null,669582678.31null,,,530764403null,407374.718null,,,,,,216699733383600null,,1906892675null,,507056359null,,bitcoinscrypt,bitcoinscrypt
1545,2013/03/28,944637835null,9396423739904627null,669582681.11null,,,608064189null,2562160.476null,,,,,,156250017775739null,,1752593638null,,562716214null,,bitcoinscrypt,bitcoinscrypt
