,date,transactions,block_size,sent_addresses,av_transaction_size,median_transaction_size,median_transaction_value,av_transaction_value,top_100_percent,send_usd,active_addresses,confirmation_time,hashrate,difficulty,market_cap,mining_profitability,tweets,fee_reward,google_trends,full_name,coin
3892,2019/08/31,34202921236679773,6709981533919888,35353131126194124,,,,219004103613.153,,749033468887124917416805020,53418150268336241,,,10183488432890113241412.2415941345069E+15,172070436241403751503518185062165,,134539103330,,,paycoin,paycoin
3893,2019/09/01,28532518923690235,6639991463320134,32378927274191483,,,,291096514302.189,,8305477572123260577208581359,49961842658323265,,,10685572378040113241412.227939226762E+15,172587390937411308684018407913847,,146208672905,,,paycoin,paycoin
3894,2019/09/02,32709922539757508,7932821573622054,40286232383230201,,,,281607462408.553,,9210945924168183113309482362,62828550090382832,,,10771996663680111949542.2433513290984E+15,177946155882417712479018661277736,,173378433703,,,paycoin,paycoin
3895,2019/09/03,37046727635751224,7931262372221631,45751642482223411,,,,2948110747617.634,,10921704301296990285463981126,70277688707375150,,,10771996663680109879162.2737440501081E+15,188404505623431275600519266390139,,2090311133571,,,paycoin,paycoin
3896,2019/09/04,32460524046714432,8712681711620683,41633032179220915,,,,392756325476.354,,12748720117152090177340322534,63960751723363530,,,10771996663680109879162.2269225214993E+15,189304088631428244899319082882141,,1817710093783,,,paycoin,paycoin
3897,2019/09/05,35224524801769872,7651162020221712,42333035059241754,,,,372437814380.162,,13118659285193790912292675749,66771453529401079,,,10771996663680109879162.2370124253366E+15,189476056836418927056418664729079,,161878623841,,,paycoin,paycoin
3898,2019/09/06,36537328280768500,8028311862522022,45716138644230681,,,,343147366412.168,,12537568886208268011316751188,70438257260390040,,,10771996663680106833692.1771202357564E+15,190929381703419992962118735908208,,183768813601,,,paycoin,paycoin
3899,2019/09/07,31427927090677445,6843321727019515,36538937531208010,,,,208215614485.636,,6543601924152079515328991533,54870454956349034,,,10771996663680105974392.2779023663986E+15,186851482458423012529418643127817,,145267863396,,,paycoin,paycoin
3900,2019/09/08,28833031130675068,5137231999719209,33180243752204726,,,,254147872415.564,,7327713070245020629280534291,50088164200343024,,,10771996663680105974392.2837237253413E+15,187618189166443178787919480944647,,145938303290,,,paycoin,paycoin
3901,2019/09/09,31670628045756508,7778571877421393,41226740525234466,,,,285269594463.34,,9034339603269058751350520462,63713461470390739,,,10771996663680106689222.2434367764318E+15,184983080250441122758819427322842,,170049323667,,,paycoin,paycoin
3902,2019/09/10,33967628191691617,6594932353219760,43542048156210418,,,,367786444388.096,,12492444915181663695268413557,72158495168351679,,,10771996663680108097772.2608050622929E+15,183631664050450971887219499742835,,183009824014,,,paycoin,paycoin
3903,2019/09/11,33809225604705292,6481172257219801,43165337410214969,,,,3343212239470.9,,11303007870313373936332122283,70632461538368251,,,10771996663680108097772.2622073082834E+15,180766086764443958613019221132196,,170808533854,,,paycoin,paycoin
3904,2019/09/12,33571026418723726,7150941642720315,44079337198221270,,,,252055646384.595,,8461412267149159968278341474,66937057632372909,,,10771996663680108097772.3283033370775E+15,183570049679439678576719294703590,,169048844229,,,paycoin,paycoin
3905,2019/09/13,30870630554623470,7652921902317954,41835040002192883,,,,234214015563.342,,7230304756122680290351226719,65695663090322829,,,10958429712866110474512.3197023652972E+15,185217455083436435268919364581838,,1588513483865,,,paycoin,paycoin
3906,2019/09/14,29973927762628467,6437141693917794,37057341512195676,,,,211555276344.97,,6340876996146459454216802356,57818557693331037,,,11890594958796110740172.3193349789565E+15,185660643458440333344019746349932,,133609873397,,,paycoin,paycoin
3907,2019/09/15,27399931231633961,6436122034918290,32400751601200342,,,,187343848394.073,,5133105836120167582249826788,50909773394334294,,,11890594958796110740172.320624192375E+15,185366411249445813577020323176125,,133809533606,,,paycoin,paycoin
3908,2019/09/16,34717835537733010,767938247008185,43168855723230634,,,,293676231617.99,,10195403680221434518452992572,66712380512389111,,,11890594958796110151512.3594822532295E+15,184548980046450653379220868504639,,1649111044515,,,paycoin,paycoin
3909,2019/09/17,34363039867681814,83079026368null,43844176730219109,,,,341276570717.658,,11727024244261930727489309256,665782125420360249,,,11890594958796109005502.422785659611E+15,183679321243466504749721857457227,,1708210264583,,,paycoin,paycoin
3910,2019/09/18,36301139428708743,72229224885null,44601169233220930,,,,242818145785.808,,8814120670321130043556935841,76618691753369064,,,11890594958796109005502.449168786543E+15,183220452356486153048922948745417,,1847710504314,,,paycoin,paycoin
3911,2019/09/19,34596248582692484,76922228848null,42398879447217168,,,,218777616595.01,,7568687440370018974412034909,63823099951351219,,,11890594958796109005502.4261128366754E+15,179586929988476877089222827736696,,1838714524520,,,paycoin,paycoin
3912,2019/09/20,34077834911717128,74224522873null,42830365677224810,,,,260855048567.953,,8889345445176242093407295107,64864783220382734,,,11890594958796110425302.4250237756855E+15,182922975217477368375923451143432,,1690710114428,,,paycoin,paycoin
3913,2019/09/21,33584725427596973,61392318122null,38397143747174247,,,,216975061382.789,,7287002411128679990228514725,58015762791298818,,,11890594958796110592022.5075465168208E+15,180542356344470698039123400985186,,138999703540,,,paycoin,paycoin
3914,2019/09/22,31854723991576416,58573415931null,33926840421161744,,,,536879191386.068,,17101698253220511399222535864,52029555857282259,,,11890594958796110592022.4506624842408E+15,179609697304460488882222722624881,,1465010473226,,,paycoin,paycoin
3915,2019/09/23,28803537725639394,87106124438null,40742857239169085,,,,510909542583.381,,14715674000359970790373010375,62698676338302784,,,11890594958796111294862.4923903782908E+15,177900718181457259868222466190299,,1806511704044,,,paycoin,paycoin
3916,2019/09/24,35310632703709522,81548525958null,45490154006195568,,,,3498212372899.036,,12352202639404605024637885659,71792196444352907,,,11890594958796112194502.455788512103E+15,170022295612409898327120639599859,,2125012084297,,,paycoin,paycoin
3917,2019/09/25,34759128975677675,79918418816null,43734945223181729,,,,4006514713690.929,,13926303206426323617468225367,71778964756338456,,,11890594958796112194502.4721261828836E+15,152003925883355805934618220474335,,2177210834238,,,paycoin,paycoin
3918,2019/09/26,35560426006657676,69799921566null,42384437550183844,,,,2619910239700.853,,9316493340266265982460933873,64702458212323722,,,12017674556108112194502.503888016862E+15,148341720231352327644918011711813,,1961910293938,,,paycoin,paycoin
3919,2019/09/27,30377124353623632,78053816900null,40473235301182833,,,,244126503583.455,,7415549132158374092363861328,57755952200320264,,,12759819404409109137402.4835317913445E+15,144651223658348726179118035674326,,1911910313882,,,paycoin,paycoin
3920,2019/09/28,31427427931607857,61963018676null,36217245656177582,,,,174563613456.927,,5485906760100911184277746525,56285361107304489,,,12759819404409108445352.4759734816803E+15,146773561941351366006818754304988,,1541410253516,,,paycoin,paycoin
3921,2019/09/29,28540620199591986,63252415413null,32889629523157304,,,,1715111617367.175,,4894997934234655775217362299,48700949459280950,,,12759819404409108445352.4515471701266E+15,145371865817344522292618356187274,,142298823650,,,paycoin,paycoin
3922,2019/09/30,31126626657683924,80785518146null,41091538044189906,,,,287095445664.61,,8936038302145141856454542850,62088059626331713,,,12759819404409107631532.4613617513351E+15,145182186959347039140118666792440,,177588694510,,,paycoin,paycoin
3923,2019/10/01,33710122390644955,79121617973null,43748035455196899,,,,287094612472.197,,9677721466103253672304545520,67539279021329011,,,12759819404409103802312.449818489718E+15,150300802698357410735919371515558,,177549423797,,,paycoin,paycoin
3924,2019/10/02,32640921691627031,69811614716null,41167427004192680,,,,213644003351.251,,697329301086828750220245210,62192444030322462,,,12759819404409103802312.4120548633693E+15,148530990120355093243819086756981,,155448203513,,,paycoin,paycoin
3925,2019/10/03,32636721057615189,70875816041null,40210927991167070,,,,203794247287.616,,665087320589431443176938337,61249449251291210,,,12759819404409103802312.3738512489925E+15,148357503623356089378919045133451,,156269153434,,,paycoin,paycoin
3926,2019/10/04,33707523913590197,73407915070null,41148229351164523,,,,174235138333.493,,5873006854122874516196826779,64199846486285909,,,12759819404409100570402.3857421859279E+15,146906906123361589557918921438155,,149048443327,,,paycoin,paycoin
3927,2019/10/05,32652524612595118,60657213418null,36372330807171705,,,,123942937253.458,,404705831972278322150837639,56624246745302379,,,1275981940440996784812.3878340412121E+15,146124929272358332355918933154861,,135369293532,,,paycoin,paycoin
3928,2019/10/06,27746427214571769,56885413944null,32461131864165986,,,,154204309291.454,,4278514045117260445166644494,48797951990287627,,,1275981940440996784812.3935542419591E+15,144114222716355107236518787056883,,1472910843141,,,paycoin,paycoin
3929,2019/10/07,32864827427629382,71240916740null,40424332118178427,,,,170924403397.142,,5617246219120766874249954219,61417051782312670,,,1275981940440996784812.3989389132474E+15,145067111318357571016219018221626,,1684310374045,,,paycoin,paycoin
3930,2019/10/08,33619225078710373,68726817997null,40168937405188596,,,,207974054418.629,,6991886584101670365297383047,62736484402332221,,,1275981940440997782292.3888879335709E+15,147692402399364347178219536893977,,166628814242,,,paycoin,paycoin
3931,2019/10/09,31091126013751354,74612015427null,39003831264220596,,,,238264460458.063,,7407882193116021489344167563,57274451831368243,,,1275981940440997848552.3688183833201E+15,149954836395368912103720091291085,,179909934426,,,paycoin,paycoin
3932,2019/10/10,34488625643706127,68331714392null,41248732208209369,,,,200283354395.816,,690721264586007887279496496,64826151190349344,,,1287476026670797848552.4182555185763E+15,153877335129370129096420724294913,,171449894622,,,paycoin,paycoin
3933,2019/10/11,34526925570702492,72176216323null,41248131287211962,,,,181805309388.67,,6276935550135749176273037377,59374950626348738,,,1300809166697299112462.4735635043308E+15,151162158646358702052020083069376,,1675910284516,,,paycoin,paycoin
3934,2019/10/12,30156023407634435,68789513677null,33784027805182021,,,,131482735351.699,,396505672364008081223130068,51969143982305087,,,13008091666972100311552.4087337094527E+15,150029025640356202309519766933795,,141369233769,,,paycoin,paycoin
3935,2019/10/13,27934520630566845,57844514528null,30958326869164534,,,,125802395262.512,,351418664149411093148803874,47089544615280612,,,13008091666972100311552.4611580396032E+15,150470386021359882418119746250209,,141729883706,,,paycoin,paycoin
3936,2019/10/14,30433122020650601,75504314318null,38394827488186829,,,,224028638588.777,,6817665944190210342383058634,56308744183317021,,,13008091666972100311552.4117989186235E+15,149679450096360439631819897433879,,1730716074193,,,paycoin,paycoin
3937,2019/10/15,33954522717690667,71325817447null,40540434530194514,,,,181466334355.458,,6161525059143892576245503172,63005875767338097,,,1300809166697295491692.5162077755578E+15,148878025844352691565519803442011,,1755218694525,,,paycoin,paycoin
3938,2019/10/16,33833022151694589,77499015474null,41452927547190031,,,,249114451377.562,,842798428798591903262250257,63394349648322678,,,1300809166697294195322.492318145816E+15,145434582933340932513419145503689,,1771311943991,,,paycoin,paycoin
3939,2019/10/17,33395519971703704,73959614934null,40326925092188901,,,,246014207300.817,,821563338584014104211686212,64306041781322923,,,1300809166697294195322.486530148462E+15,145005388803339930707819053445348,,1680610993714,,,paycoin,paycoin
3940,2019/10/18,33923020907733646,66864114987null,39867726298208511,,,,239848969402.303,,8136096752187512693295148103,61060941687361261,,,1300809166697294180332.407066924696E+15,143631054413339294536618822407040,,170119513365,,,paycoin,paycoin
3941,2019/10/19,30459419818665170,69487413869null,36634425290188899,,,,2214510434229.64,,6745127337206785872152749830,56280744373328130,,,1300809166697286656282.4836206237566E+15,143632446106339469212718781264505,,157577783221,,,paycoin,paycoin
3942,2019/10/20,28965017403612341,59688912714null,33404423194170398,,,,207327838338.501,,6005082007136400358207278175,49726539112292990,,,1300809166697286656282.4806458376466E+15,144568346516342040643818694257174,,132947293403,,,paycoin,paycoin
3943,2019/10/21,35163219624678528,73170714680null,42074425180189322,,,,2100310436349.662,,7385438064204802062237255489,64028442873329954,,,1300809166697286656282.4175201840414E+15,148274957497347194504318890451578,,162828783275,,,paycoin,paycoin
3944,2019/10/22,34129520235726230,69057416522null,41641032099191582,,,,273994846320.967,,935131150098060409233095654,64112270451328951,,,1300809166697285235612.3920228533601E+15,147816622447347104806818796848924,,1942012203874,,,paycoin,paycoin
3945,2019/10/23,34915219659736388,70318713778null,41989425727188855,,,,2956710795570.094,,10323487433212212030419810022,64557444371327304,,,1306910848587682043282.4821657261166E+15,139537104206324193276917787452359,,2032910333813,,,paycoin,paycoin
3946,2019/10/24,30371019926724917,78275014352null,39927725434188745,,,,245289503550.863,,7449486962189357779399329836,60638043353326587,,,1369148003869582043282.4586633916836E+15,134295583181314492380517496339577,,1748610703751,,,paycoin,paycoin
3947,2019/10/25,32846021599741655,86081616606null,44497527612200617,,,,322948638451.194,,10607138065186563390334629929,66286048372338183,,,1369148003869582043282.4228574832479E+15,141821679314334605054118339840917,,2060110643962,,,paycoin,paycoin
3948,2019/10/26,30558221967716822,86881217674null,41066227671198347,,,,3059510069590.09,,9349420323221195049422989472,68039446603334045,,,1369148003869578484642.4360737917768E+15,167914350137363867811719777294966,,2547010983715,,,paycoin,paycoin
3949,2019/10/27,25613819294642955,82004414224null,33035023988171497,,,,2506712157344.084,,6420737297234565447221230332,51006939505296004,,,1369148003869575455162.4163977680922E+15,169475479207372082486819759910544,,1746010883129,,,paycoin,paycoin
3950,2019/10/28,30947721196721335,86109015226null,41118226807197838,,,,5941521799797.756,,18387435611462044419575449252,61152446308340078,,,1369148003869575455162.406581452067E+15,170560688834376752136419925230802,,1846214633710,,,paycoin,paycoin
3951,2019/10/29,30782022325707622,81972223306null,40411835742193002,,,,4574912228523.18,,14082411389272996745370213893,63831782469334813,,,1369148003869575455162.4267208092839E+15,169160737481379472974220252996577,,1719916494693,,,paycoin,paycoin
3952,2019/10/30,31402921126717618,80922114928null,41236427201193618,,,,5936317236449.709,,18641617002364119496322719527,60178145957330461,,,1369148003869570712762.4531400815716E+15,166129134452374864799420109272864,,1797213504088,,,paycoin,paycoin
3953,2019/10/31,29364721294744118,78825413833null,39003427064192558,,,,4428826417422.667,,13005079208562516463314514180,62987546099331518,,,1369148003869568439542.4668734391521E+15,165736645447374507213319853132862,,2086916384026,,,paycoin,paycoin
3954,2019/11/01,31605719902705011,89056915513null,43468325149193686,,,,3634115925362.748,,11485912807316942190255741662,67816942633324149,,,1369148003869568439542.4649780570756E+15,165394278127372631486819784615650,,1737010673420,,,paycoin,paycoin
3955,2019/11/02,28430967142590976,70608128193null,36532625165165519,,,,275921715292.658,,7844533475115181670172953972,56930542181282967,,,1369148003869568439542.4634675663916E+15,167498767707375325076620001427085,,144709643428,,,paycoin,paycoin
3956,2019/11/03,29422918128571113,70565518880null,36188923125159710,,,,259355794339.179,,7630818206105036993193709801,53180138852272978,,,1369148003869565480952.4272414372564E+15,166659955379372124652419886441857,,1402212663582,,,paycoin,paycoin
3957,2019/11/04,31084721222670783,81896717975null,42865931311183840,,,,2831411469495.771,,8801203846243390532332554496,61683347891314596,,,1369148003869565426262.4042647121941E+15,167399334374388625356420129702800,,1795311854158,,,paycoin,paycoin
3958,2019/11/05,33269533013739254,81234825857null,45373240695214877,,,,3261316837571.749,,10850159768555825087422667731,70015662603355052,,,1369148003869565426262.4219377234218E+15,168724398863401610641720377443943,,1811911363882,,,paycoin,paycoin
3959,2019/11/06,31456631179707733,88883917278null,42948033817194333,,,,418978679365.146,,13179329030270604969258426220,71874053639332773,,,1369148003869564834612.4618877452112E+15,168829122381406405368120732046707,,1719315024159,,,paycoin,paycoin
3960,2019/11/07,32435220340857371,83996813487null,42929125950264438,,,,3923810322267.077,,12726847679209955436228983779,64252242076414700,,,1366989171044363895512.4684189653275E+15,167245464728401224999220515268216,,161479663422,,,paycoin,paycoin
3961,2019/11/08,31131321741699138,82750014350null,42202727473195978,,,,385769610384.06,,12009151298208936867268510930,64288044302335420,,,1272000526739163895512.4409855682075E+15,162604835348390031150720159711051,,164638253196,,,paycoin,paycoin
3962,2019/11/09,30601919529604007,76270314181null,40004625362165355,,,,302008787258.002,,9241631795171604675155834800,64492040847285647,,,1272000526739163895512.4693377947565E+15,159335268203391143376620038411267,,1360811263074,,,paycoin,paycoin
3963,2019/11/10,29954620027609364,61646914181null,32363625390180311,,,,2035110107248.642,,6096059874202404772151513327,51264142161303059,,,1272000526739164452852.5235335978754E+15,160960779819403726780620434120321,,136559573065,,,paycoin,paycoin
3964,2019/11/11,32655619619710155,73208214136null,38896625488199172,,,,215057581327.668,,7022635361148730825232695304,60261743546347811,,,1272000526739164479692.4925791855233E+15,159305018357399174347120377441975,,1745113133789,,,paycoin,paycoin
3965,2019/11/12,30124721156708660,74322817755null,38225831901211467,,,,2966117997442.017,,8935361139380747505313239928,55826374221347118,,,1272000526739164479692.5137899773407E+15,158343448216394962453520258787262,,1673916203573,,,paycoin,paycoin
3966,2019/11/13,31881020242713551,84572014153null,42154125849206844,,,,3668311317341.362,,11694784101229085462243579356,66796443330344813,,,1272000526739164304382.5651686592901E+15,158743148369393469928720389440453,,1705811213679,,,paycoin,paycoin
3967,2019/11/14,34985423340679505,69254215950null,41023330123189695,,,,3030713885310.295,,10603042876324087007210846974,62454447202331001,,,1272000526739164043642.5168206313307E+15,157519758692384228843920270994877,,1814410063658,,,paycoin,paycoin
3968,2019/11/15,32498728898683049,85523719350null,44380535268186461,,,,338358602398.886,,10995886066248584382272458859,63470852173316681,,,1272000526739164043642.5038358647371E+15,155235539205377176448619866293261,,170288454035,,,paycoin,paycoin
3969,2019/11/16,28332022380596661,92269114795null,37293830068165159,,,,208568841259.631,,5908890468197871080154911402,59568046328281871,,,1272000526739164043642.4543420939087E+15,153864450828371361051519773635279,,150419273536,,,paycoin,paycoin
3970,2019/11/17,26421619558600168,85229712427null,32874826661176832,,,,204746159243.939,,5409501355120464195146404209,52225840686288087,,,1272000526739161993662.5043869024197E+15,154964392980378133528420024251096,,145399223272,,,paycoin,paycoin
3971,2019/11/18,30453134279734472,74222218570null,39514638384194341,,,,3691912743346.504,,11243045649436826632254497710,58797758892330680,,,1272000526739161383832.5341565514248E+15,152750409310373105084319895075839,,165058263759,,,paycoin,paycoin
3972,2019/11/19,32748322027735532,83072517084null,42859234231193183,,,,239259541352.074,,7834899151210150758258961433,73288777148337602,,,1272000526739161383832.4103107803796E+15,148142119613357260558419271931287,,1687412695559,,,paycoin,paycoin
3973,2019/11/20,32094421518689771,74520214381null,40267927844186688,,,,203506489340.553,,6531144322139635388234903814,60148246675318475,,,1272000526739161925012.3567662290688E+15,147654249824355154265119206413719,,183388814708,,,paycoin,paycoin
3974,2019/11/21,32381722796762896,84620514217null,43764529750209649,,,,3951515832429.827,,12795641500360907861327913177,69768747635369760,,,1279578963788563172662.455855793041E+15,143108491293339326200318464346362,,215979074012,,,paycoin,paycoin
3975,2019/11/22,31040723516794748,90793718036null,44824530529225652,,,,3730211183652.022,,11578794750262981130518193085,66779051616373913,,,1297323596880063172662.4345600674676E+15,133067975680311421616416765813971,,2440410834443,,,paycoin,paycoin
3976,2019/11/23,30625121607631670,57714213645null,40605229476170061,,,,238967354296.105,,7318113965158899594187040614,60040145040289764,,,1297323596880063172662.4405671500834E+15,131058781359304065894916440738145,,165439263602,,,paycoin,paycoin
3977,2019/11/24,26723720051596880,61843312486null,33145626488151191,,,,221956244265.487,,5931423048125195631158464031,48578243245262012,,,1297323596880061467772.4506483005385E+15,130235919068301700517716272449919,,172539613232,,,paycoin,paycoin
3978,2019/11/25,27934522153762888,74869916267null,38274929838196239,,,,328468545545.648,,9175440657189296790416268525,53518247666344189,,,1297323596880060784192.5318514776617E+15,126069373668291314555415523867315,,2263310663348,,,paycoin,paycoin
3979,2019/11/26,32118821441679733,91319718565null,44490334306177683,,,,261303975291.359,,839267261285226213198046054,66317681110301300,,,1297323596880060784192.4533884717413E+15,129470431178300029634715973804205,,258248043539,,,paycoin,paycoin
3980,2019/11/27,31745822157674957,81857914995null,43319028957172054,,,,231915028498.204,,7362309023111408057336266455,72830146210293268,,,1297323596880060698742.5228617083624E+15,131357388717301367068916247951023,,2251711564156,,,paycoin,paycoin
3981,2019/11/28,30946022240623080,61850915167null,40493229766168613,,,,1862411864504.993,,5763379193263856289314651211,63030047043286460,,,1297323596880058114992.5384306508654E+15,136540482306306310044016645684749,,163327973137,,,paycoin,paycoin
3982,2019/11/29,31115422131670568,74906014591null,41354429377192510,,,,241605320318.403,,7517632479117729390213510657,59515146306311476,,,1297323596880058114992.5386038883656E+15,137273223656308460851016738546971,,166707263912,,,paycoin,paycoin
3983,2019/11/30,27733222314584871,7610771510912880,36908928934155004,,,,207327873343.124,,5749515558175676762200683149,57996247000138450,,,1297323596880058114992.5324240118043E+15,138704119951311228472816692296412,,161747773119,,,paycoin,paycoin
3984,2019/12/01,27448221540615069,6156091334825933,34940728092164768,,,,181963628203.163,,499444438578151004124959428,51263645144287156,,,1297323596880056907472.5300059820193E+15,133061135639301293472216262763701,,159647353174,,,paycoin,paycoin
3985,2019/12/02,31458520976681210,7208551258827066,42089326754204789,,,,2008916297376.615,,6319628215341852322256553627,63422742569345675,,,1297323596880054017822.5382324096874E+15,132253591519296936607716281421504,,161298653678,,,paycoin,paycoin
3986,2019/12/03,33635422729610528,6818071615624340,43661734830177379,,,,185538656311.378,,6240337379196731649190105097,64429377589305017,,,1297323596880054017822.5858017318732E+15,132337710662294229109316259799506,,1646910133741,,,paycoin,paycoin
3987,2019/12/04,33711721978661004,6715161371429349,43539127881180791,,,,504999526312.36,,17024172509209245077206471524,65954744232305261,,,1297323596880054017822.5591101050359E+15,132270604431292001080416087274080,,168178003638,,,paycoin,paycoin
3988,2019/12/05,31132321111617647,7185461421724676,41591127001178283,,,,2116123329330.78,,6588052513492496719204305098,63340643307300425,,,1295595154909655912092.5116025747897E+15,132949409718286839206616104807973,,171277273433,,,paycoin,paycoin
3989,2019/12/06,31524122410573631,7403661326423020,41507729148169094,,,,5395214053368.751,,17007857631314923464211527251,61185043944286593,,,1287684208968356093242.4923413637917E+15,134500464156288789150916323921380,,156977693141,,,paycoin,paycoin
3990,2019/12/07,28512921015488124,5934521233919382,35489328530138856,,,,253115129231.601,,7216921842107794418113050244,57249643255236688,,,1287684208968356093242.5566434626302E+15,136682861447292179867216308591384,,134378373203,,,paycoin,paycoin
3991,2019/12/08,27870519721440672,5812751135220648,32494025982125421,,,,197542458190.728,,55054100734847569884048606,48337941214210207,,,1287684208968355859492.4861222908872E+15,136561552787292947365616401502795,,141768333404,,,paycoin,paycoin
3992,2019/12/09,31348123474635462,7503491593024920,40883530182193267,,,,284036716273.235,,8903777632157652475173630581,67225244937322145,,,1287684208968355512662.498407919192E+15,135543986232289260462016365538454,,165927773592,,,paycoin,paycoin
3993,2019/12/10,31991622429631603,7488381771525190,42362636457177445,,,,263194120364.889,,841987834292415248230465138,69254977568297825,,,1287684208968355512662.5692047490122E+15,132815026664283867481816102583727,,151975893201,,,paycoin,paycoin
3994,2019/12/11,29111621500625349,8076561649924671,40318428307178868,,,,301107015207.908,,8765462525150826104130015284,69128247399299529,,,1287684208968355512662.5242772508532E+15,131494410050282271562615873064781,,143249823254,,,paycoin,paycoin
3995,2019/12/12,31166222324635638,7691741597524847,41667429462171975,,,,193154894267.433,,6019759171109246390169990518,61973544802287430,,,1287684208968353344722.5069355982846E+15,130619914741279470394215661088277,,1641211943032,,,paycoin,paycoin
3996,2019/12/13,32273622726621511,6872571671924562,43201530210174064,,,,1615613422255.283,,5214051699304942949158661081,61477944581291043,,,1287684208968352276742.6217702862826E+15,131363430518281519486915803253376,,165886893068,,,paycoin,paycoin
3997,2019/12/14,29334521343551143,6350681324123121,37855529591146811,,,,178945002208.78,,5249111817106750453115067603,55181441966248481,,,1287684208968352276742.8485128643606E+15,130413263034281354605815688929875,,141146492683,,,paycoin,paycoin
3998,2019/12/15,26331720332526996,7064424263722918,34582927762149564,,,,175666880176.811,,462533450713989096993178829,48549842754252477,,,1287684208968352276742.8055742738722E+15,129037997505278767413715580878839,,143816242489,,,paycoin,paycoin
3999,2019/12/16,32692822944634682,7173501619026804,43113029564180305,,,,1659311958345.607,,5424635984274371900219350382,69383644382301775,,,1287684208968348954002.7997022120548E+15,128269158115272513264015336493135,,187248122995,,,paycoin,paycoin
4000,2019/12/17,31911323602646999,8499021966327159,43960236916169385,,,,3813716069536.608,,12169881352379250523347184904,74630178749291748,,,1287684208968348654952.6913511082676E+15,124102542369250434787214165635579,,193037572816,,,paycoin,paycoin
4001,2019/12/18,31411522116663295,8395921444428105,43061028016179450,,,,251759615581.766,,7907859831212638775385882377,60994042788311538,,,1287684208968348654952.5999721546047E+15,123124078455246159652513675847007,,223748853134,,,paycoin,paycoin
4002,2019/12/19,31939822803620066,7044131422127178,41279729193175927,,,,225275213675.737,,7195110878118876441419001531,62718943984288044,,,1289283760939148192522.5942050908638E+15,129994565664255485059613964829525,,2158812613075,,,paycoin,paycoin
4003,2019/12/20,33250123735614338,6796691506127193,42007930156171799,,,,217794506286.444,,7241521197106956365175973366,62438746194289266,,,1294859342094647272412.5278416618025E+15,130619363752256350765714011950946,,1895911142523,,,paycoin,paycoin
4004,2019/12/21,31094222429545378,5267321248624585,36112029042156829,,,,156517295199.284,,4866422689163626676108684904,53713942981254028,,,1294859342094647272412.5528241394936E+15,130578893912255635857813991676969,,165628382329,,,paycoin,paycoin
4005,2019/12/22,28090120022529935,5176551163624407,32418727662143602,,,,196076034198.246,,5507531283120808557105057389,48424140231237878,,,1294859342094647272412.5543150926245E+15,131813762662262025378314176613815,,1597813712571,,,paycoin,paycoin
4006,2019/12/23,30470222252631635,7452341397427160,39324426381175097,,,,234195597380.1,,7135715988124541668240084187,60656447482288981,,,1294859342094649267742.5651972555895E+15,136423905234268095816714427623677,,1690612452693,,,paycoin,paycoin
4007,2019/12/24,29031117858602814,7926611401624708,37547327952159682,,,,1849312856259.69,,5368668588229587949156545004,58828567721266455,,,1294859342094649387532.5348870050521E+15,133409709016261727436514072415096,,1595911542466,,,paycoin,paycoin
4008,2019/12/25,24453819754565093,6252431303224056,30450037135150982,,,,177252962326.937,,433440659658512322184750036,47448248464251402,,,1294859342094649387532.5064530627247E+15,131978178374257434516313797116855,,149849322463,,,paycoin,paycoin
4009,2019/12/26,29589625743586645,6030832024024563,36182471455165859,,,,172086491252.67,,5091725644167103901148227794,52832381864280227,,,1294859342094650008292.4887306317954E+15,131900385144258540950213846777140,,152058833040,,,paycoin,paycoin
4010,2019/12/27,32205925651579990,7092732459924644,41572391523159719,,,,195406920274.225,,6292987524177494839159047767,61785198966264925,,,1294859342094650528492.4921781931506E+15,131651031132260490359813782949011,,147118182923,,,paycoin,paycoin
4011,2019/12/28,29813822656516349,6251612252921575,37612087671145008,,,,168837865245.733,,5033567911178184327126883918,54830397129249225,,,1294859342094650528492.5293182999165E+15,133446492470272367476714000817623,,147658392605,,,paycoin,paycoin
4012,2019/12/29,27977020546480131,5528791515321031,34437749087134423,,,,1496116162279.932,,4185532445332055065134404075,50803459823224182,,,1294859342094650713732.5596128362286E+15,135412255658276523414414380738393,,136848932505,,,paycoin,paycoin
4013,2019/12/30,32433121252584426,6613261792224593,41890837877173853,,,,2247511684336.081,,7289436337248310184196414671,63644352548281491,,,1294859342094652017552.548326416155E+15,133961885698276311637514619943217,,1556814172799,,,paycoin,paycoin
4014,2019/12/31,29330219127554215,6870652154824239,37576459786149836,,,,1797620090493.153,,5272492819384270061273312745,58504799071254173,,,1294859342094652017552.5257153203126E+15,132240699032270633521214371215079,,1350010332418,,,paycoin,paycoin
4015,2020/01/01,25156115266466526,441636954820546,29274819200121990,,,,127574213173.975,,32092719616430963681164059,44439634273208392,,,1303165800089952017552.4558035305042E+15,131257925014267454524614331115371,,1398710232161,,,paycoin,paycoin
4016,2020/01/02,29542631144505639,6961271806220138,36328533040133818,,,,1673512034286.412,,4943869193374774531144820956,56908747920227057,,,1379878382751651295982.2220977156136E+15,129269675563262840179214130565623,,1592014013019,,,paycoin,paycoin
4017,2020/01/03,31634821256581641,6291511295319394,41465625959160010,,,,233029202418.86,,7371396910195587515243626005,61964041926277145,,,1379878382751650645561.9830998736823E+15,131515660284264021117314353027311,,1973014442750,,,paycoin,paycoin
