,date,market_cap,transactions,google_trends,send_usd,active_addresses,av_transaction_value,median_transaction_value,mining_profitability,av_transaction_size,difficulty,hashrate,block_size,sent_addresses,top_100_percent,fee_reward,confirmation_time,tweets,median_transaction_size,full_name,coin
1205,2020/11/18,4603927303,18767,,1497944290,79471,79818,28.029,,,216697950318,,121530,49957,,,11.52,758,,bitcoin cash,bch
1206,2020/11/19,4573794334,18946,,1413188107,52311,74590,37.925,,,214000588807,,93898,37198,,,8.944,351,,bitcoin cash,bch
1207,2020/11/20,4728073080,22042,,1708920745,52230,77530,22.336,,,223191553598,,100090,35704,,,9.114,353,,bitcoin cash,bch
1208,2020/11/21,5156102952,19682,,3909315159,50312,198624,77.751,,,242574130222,,70010,39060,,,6.792,530,,bitcoin cash,bch
1209,2020/11/22,5385939848,22206,,2008285740,45186,90439,50.062,,,264073727782,,100433,32873,,,10.213,592,,bitcoin cash,bch
1210,2020/11/23,5593488958,21156,,2680879658,46601,126720,44.25,,,271764264979,,84776,32011,,,7.742,443,,bitcoin cash,bch
1211,2020/11/24,6370933560,36208,,2870040710,98313,79265,2.323,,,294060915943,,184503,58506,,,10.435,461,,bitcoin cash,bch
1212,2020/11/25,6317256305,23820,,3860680903,51028,162077,30.408,,,284059117446,,124429,34158,,,10.746,405,,bitcoin cash,bch
1213,2020/11/26,5193622320,17929,,2169903619,43979,121028,116.54,,,256880018052,,117699,26870,,,15,379,,bitcoin cash,bch
1214,2020/11/27,4945923530,17796,,2946691452,39176,165582,77.802,,,250673460817,,77328,27940,,,10,345,,bitcoin cash,bch
1215,2020/11/28,5043616166,16193,,4210139930,34514,259998,70.246,,,256167709388,,62858,24412,,,9.114,427,,bitcoin cash,bch
1216,2020/11/29,5194709671,18245,,2735841285,34459,150993,31.992,,,267800573660,,57742,22903,,,7.826,282,,bitcoin cash,bch
1217,2020/11/30,5533830980,19790,,2710794058,45130,136978,61.226,,,277396087186,,100886,32301,,,10.435,324,,bitcoin cash,bch
1218,2020/12/01,5650512517,20386,,3675317542,78384,180286,47.423,,,264785013146,,144422,40075,,,14.257,309,,bitcoin cash,bch
1219,2020/12/02,5408854571,21325,,2723065491,50314,127694,55.32,,,249484078523,,101565,27401,,,9.863,333,,bitcoin cash,bch
1220,2020/12/03,5416286768,38362,,2751312577,40310,71720,7.547,,,254036305199,,195074,26510,,,10.435,350,,bitcoin cash,bch
1221,2020/12/04,5363629148,41625,,2480521015,56307,59592,5.09,,,257621207204,,243220,24385,,,9.351,248,,bitcoin cash,bch
1222,2020/12/05,5264133003,15668,,2400635510,33797,153219,33.488,,,263007387340,,64116,24825,,,9,248,,bitcoin cash,bch
1223,2020/12/06,5299618595,15147,,2918579047,33400,192684,51.437,,,269148118447,,71680,23313,,,9.863,356,,bitcoin cash,bch
1224,2020/12/07,5301770303,17327,,3096246631,43326,178695,33.649,,,266073358446,,121285,23035,,,10.435,309,,bitcoin cash,bch
1225,2020/12/08,5143070436,21481,,3232603816,76840,150487,27.861,,,258639016114,,194582,32843,,,10.909,264,,bitcoin cash,bch
1226,2020/12/09,4928481695,16820,,2572118967,37819,152920,41.842,,,253064153120,,79528,24767,,,10.141,329,,bitcoin cash,bch
1227,2020/12/10,4938862179,17469,,2066335740,31777,118286,40.132,,,253146498819,,74521,20683,,,9.863,499,,bitcoin cash,bch
1228,2020/12/11,4823391316,18446,,2897598422,39030,157085,47.804,,,255391522508,,85108,29855,,,10.588,513,,bitcoin cash,bch
1229,2020/12/12,4947539765,18482,,2771458086,37557,149954,47.717,,,257032654398,,73924,25769,,,9.474,384,,bitcoin cash,bch
1230,2020/12/13,5085867482,17859,,3028727598,35638,169591,40.286,,,259776229842,,67047,25473,,,9.114,461,,bitcoin cash,bch
1231,2020/12/14,5052590467,16556,,3071408248,37377,185516,65.281,,,251861226107,,87685,24905,,,11.901,618,,bitcoin cash,bch
1232,2020/12/15,5308408859,17734,,3490015091,66038,196798,53.777,,,256088652294,,81628,33392,,,9.351,734,,bitcoin cash,bch
1233,2020/12/16,5458196546,20298,,4404586141,40319,216996,49.756,,,254663105549,,100936,24334,,,10.827,438,,bitcoin cash,bch
1234,2020/12/17,5866954339,21701,,5303084365,50444,244371,84.49,,,240844085824,,132200,30934,,,12.414,552,,bitcoin cash,bch
1235,2020/12/18,5810360759,19627,,3535694148,43535,180144,54.087,,,232547720562,,104020,31353,,,11.707,419,,bitcoin cash,bch
1236,2020/12/19,5896831879,19574,,2733537322,43347,139651,99.296,,,225618676716,,79766,30215,,,9.29,297,,bitcoin cash,bch
1237,2020/12/20,6337213779,20429,,3650338066,44185,178684,128.261,,,247743938957,,80680,28143,,,7.423,798,,bitcoin cash,bch
1238,2020/12/21,6315153179,21547,,3388481248,40096,157260,70.52,,,261101025557,,100919,24616,,,10.992,845,,bitcoin cash,bch
1239,2020/12/22,5815258192,20764,,3601754776,64012,173462,99.021,,,242476052414,,97733,33368,,,10.36,389,,bitcoin cash,bch
1240,2020/12/23,5579291080,21639,,3842986102,39712,177595,72.071,,,242095254123,,105008,25399,,,12,278,,bitcoin cash,bch
1241,2020/12/24,5274691810,21228,,3062914540,39554,144287,41.245,,,221713307097,,109657,23418,,,13.846,259,,bitcoin cash,bch
1242,2020/12/25,5724294506,29079,,3423883559,35733,117744,25.048,,,216289487080,,93976,17912,,,8.571,302,,bitcoin cash,bch
1243,2020/12/26,5957724843,35111,,3449147984,36815,98236,24.262,,,222023717433,,116226,21766,,,10.213,878,,bitcoin cash,bch
1244,2020/12/27,6307002428,43614,,3599672837,46150,82535,153.122,,,218538140984,,139125,22159,,,10.36,852,,bitcoin cash,bch
1245,2020/12/28,,,,,45259,,,,,,,,,,,,153,,bitcoin cash,bch
