,date,sent_addresses,transactions,confirmation_time,block_size,av_transaction_size,market_cap,median_transaction_size,mining_profitability,hashrate,send_usd,top_100_percent,median_transaction_value,google_trends,av_transaction_value,fee_reward,difficulty,tweets,active_addresses,full_name,coin
2242,2015/03/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2243,2015/03/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2244,2015/03/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2245,2015/03/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2246,2015/03/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2247,2015/03/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2248,2015/03/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2249,2015/03/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2250,2015/03/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2251,2015/03/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2252,2015/03/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2253,2015/03/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2254,2015/03/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2255,2015/03/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2256,2015/03/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2257,2015/03/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2258,2015/03/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2259,2015/03/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2260,2015/03/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2261,2015/03/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2262,2015/03/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2263,2015/03/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2264,2015/03/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2265,2015/03/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2266,2015/03/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2267,2015/03/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2268,2015/03/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2269,2015/03/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2270,2015/03/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2271,2015/03/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2272,2015/03/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2273,2015/04/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2274,2015/04/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2275,2015/04/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2276,2015/04/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2277,2015/04/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2278,2015/04/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2279,2015/04/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2280,2015/04/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2281,2015/04/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2282,2015/04/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2283,2015/04/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2284,2015/04/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2285,2015/04/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2286,2015/04/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2287,2015/04/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2288,2015/04/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2289,2015/04/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2290,2015/04/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2291,2015/04/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2292,2015/04/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2293,2015/04/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2294,2015/04/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2295,2015/04/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2296,2015/04/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2297,2015/04/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2298,2015/04/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2299,2015/04/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2300,2015/04/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2301,2015/04/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2302,2015/04/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2303,2015/05/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2304,2015/05/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2305,2015/05/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2306,2015/05/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2307,2015/05/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2308,2015/05/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2309,2015/05/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2310,2015/05/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2311,2015/05/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2312,2015/05/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2313,2015/05/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2314,2015/05/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2315,2015/05/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2316,2015/05/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2317,2015/05/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2318,2015/05/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2319,2015/05/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2320,2015/05/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2321,2015/05/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2322,2015/05/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2323,2015/05/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2324,2015/05/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2325,2015/05/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2326,2015/05/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2327,2015/05/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2328,2015/05/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2329,2015/05/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2330,2015/05/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2331,2015/05/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2332,2015/05/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2333,2015/05/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2334,2015/06/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2335,2015/06/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2336,2015/06/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2337,2015/06/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2338,2015/06/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2339,2015/06/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2340,2015/06/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2341,2015/06/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2342,2015/06/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2343,2015/06/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2344,2015/06/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2345,2015/06/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2346,2015/06/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2347,2015/06/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2348,2015/06/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2349,2015/06/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2350,2015/06/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2351,2015/06/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2352,2015/06/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2353,2015/06/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2354,2015/06/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2355,2015/06/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2356,2015/06/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2357,2015/06/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2358,2015/06/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2359,2015/06/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2360,2015/06/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2361,2015/06/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2362,2015/06/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2363,2015/06/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2364,2015/07/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2365,2015/07/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2366,2015/07/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2367,2015/07/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2368,2015/07/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2369,2015/07/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2370,2015/07/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2371,2015/07/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2372,2015/07/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2373,2015/07/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2374,2015/07/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2375,2015/07/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2376,2015/07/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2377,2015/07/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2378,2015/07/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2379,2015/07/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2380,2015/07/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2381,2015/07/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2382,2015/07/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2383,2015/07/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2384,2015/07/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2385,2015/07/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2386,2015/07/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2387,2015/07/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2388,2015/07/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2389,2015/07/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2390,2015/07/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2391,2015/07/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2392,2015/07/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2393,2015/07/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2394,2015/07/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2395,2015/08/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2396,2015/08/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2397,2015/08/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2398,2015/08/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2399,2015/08/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2400,2015/08/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2401,2015/08/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2402,2015/08/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2403,2015/08/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2404,2015/08/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2405,2015/08/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2406,2015/08/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2407,2015/08/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2408,2015/08/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2409,2015/08/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2410,2015/08/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2411,2015/08/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2412,2015/08/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2413,2015/08/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2414,2015/08/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2415,2015/08/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2416,2015/08/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2417,2015/08/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2418,2015/08/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2419,2015/08/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2420,2015/08/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2421,2015/08/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2422,2015/08/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2423,2015/08/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2424,2015/08/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2425,2015/08/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2426,2015/09/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2427,2015/09/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2428,2015/09/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2429,2015/09/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2430,2015/09/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2431,2015/09/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2432,2015/09/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2433,2015/09/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2434,2015/09/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2435,2015/09/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2436,2015/09/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2437,2015/09/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2438,2015/09/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2439,2015/09/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2440,2015/09/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2441,2015/09/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2442,2015/09/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2443,2015/09/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2444,2015/09/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2445,2015/09/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2446,2015/09/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2447,2015/09/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2448,2015/09/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2449,2015/09/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2450,2015/09/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2451,2015/09/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2452,2015/09/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2453,2015/09/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2454,2015/09/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2455,2015/09/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2456,2015/10/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2457,2015/10/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2458,2015/10/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2459,2015/10/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2460,2015/10/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2461,2015/10/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2462,2015/10/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2463,2015/10/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2464,2015/10/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2465,2015/10/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2466,2015/10/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2467,2015/10/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2468,2015/10/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2469,2015/10/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2470,2015/10/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2471,2015/10/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2472,2015/10/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2473,2015/10/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2474,2015/10/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2475,2015/10/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2476,2015/10/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2477,2015/10/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2478,2015/10/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2479,2015/10/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2480,2015/10/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2481,2015/10/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2482,2015/10/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2483,2015/10/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2484,2015/10/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2485,2015/10/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2486,2015/10/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2487,2015/11/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2488,2015/11/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2489,2015/11/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2490,2015/11/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2491,2015/11/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2492,2015/11/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2493,2015/11/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2494,2015/11/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2495,2015/11/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2496,2015/11/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2497,2015/11/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2498,2015/11/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2499,2015/11/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2500,2015/11/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2501,2015/11/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2502,2015/11/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2503,2015/11/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2504,2015/11/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2505,2015/11/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2506,2015/11/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2507,2015/11/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2508,2015/11/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2509,2015/11/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2510,2015/11/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2511,2015/11/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2512,2015/11/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2513,2015/11/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2514,2015/11/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2515,2015/11/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2516,2015/11/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2517,2015/12/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2518,2015/12/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2519,2015/12/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2520,2015/12/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2521,2015/12/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2522,2015/12/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2523,2015/12/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2524,2015/12/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2525,2015/12/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2526,2015/12/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2527,2015/12/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2528,2015/12/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2529,2015/12/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2530,2015/12/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2531,2015/12/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2532,2015/12/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2533,2015/12/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2534,2015/12/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2535,2015/12/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2536,2015/12/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2537,2015/12/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2538,2015/12/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2539,2015/12/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2540,2015/12/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2541,2015/12/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2542,2015/12/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2543,2015/12/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2544,2015/12/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2545,2015/12/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2546,2015/12/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2547,2015/12/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2548,2016/01/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2549,2016/01/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2550,2016/01/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2551,2016/01/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2552,2016/01/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2553,2016/01/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2554,2016/01/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2555,2016/01/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2556,2016/01/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2557,2016/01/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2558,2016/01/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2559,2016/01/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2560,2016/01/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2561,2016/01/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2562,2016/01/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2563,2016/01/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2564,2016/01/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2565,2016/01/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2566,2016/01/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2567,2016/01/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2568,2016/01/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2569,2016/01/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2570,2016/01/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2571,2016/01/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2572,2016/01/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2573,2016/01/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2574,2016/01/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2575,2016/01/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2576,2016/01/29,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2577,2016/01/30,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2578,2016/01/31,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2579,2016/02/01,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2580,2016/02/02,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2581,2016/02/03,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2582,2016/02/04,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2583,2016/02/05,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2584,2016/02/06,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2585,2016/02/07,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2586,2016/02/08,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2587,2016/02/09,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2588,2016/02/10,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2589,2016/02/11,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2590,2016/02/12,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2591,2016/02/13,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2592,2016/02/14,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2593,2016/02/15,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2594,2016/02/16,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2595,2016/02/17,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2596,2016/02/18,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2597,2016/02/19,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2598,2016/02/20,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2599,2016/02/21,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2600,2016/02/22,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2601,2016/02/23,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2602,2016/02/24,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2603,2016/02/25,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2604,2016/02/26,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2605,2016/02/27,,,,,,,,,,,,,,,,,,,iconomi,iconomi
2606,2016/02/28,,,,,,,,,,,,,,,,,,,iconomi,iconomi
