,date,sent_addresses,difficulty,av_transaction_value,median_transaction_value,av_transaction_size,transactions,mining_profitability,send_usd,market_cap,active_addresses,confirmation_time,block_size,median_transaction_size,tweets,top_100_percent,hashrate,google_trends,fee_reward,full_name,coin
773,2016/01/20,31412,19332,306.829,0.461,,15693,1.594,4723934,15769283,38251,1.037,13001,,2481,44.958,1339856515153,0.372,,dogecoin,doge
774,2016/01/21,23148,19893,358.546,0.837,,15947,1.642,5668316,16765606,39710,1.038,8344,,2334,45.096,1380932292777,0.196,,dogecoin,doge
775,2016/01/22,29992,20332,455.137,1.041,,16492,1.621,7372216,17019189,37571,1.05,10155,,1875,45.128,1405132084933,0.368,,dogecoin,doge
776,2016/01/23,40470,20979,301.587,1.02,,19126,1.657,5634892,17807140,48518,1.036,10032,,1359,44.851,1458054672163,0.297,,dogecoin,doge
777,2016/01/24,30845,20201,553.088,0.966,,17221,1.79,9339125,18480822,28144,1.03,9305,,1789,44.717,1407972050308,0.294,,dogecoin,doge
778,2016/01/25,45189,19391,673.295,0.871,,22194,2.098,14652061,21020004,62229,1.038,13046,,2169,44.787,1355848260463,0.246,,dogecoin,doge
779,2016/01/26,36235,19466,3191,2.714,,21123,2.803,64485835,27873558,44303,1.036,14436,,2908,43.956,1348606332209,0.539,,dogecoin,doge
780,2016/01/27,39614,17777,7285,4.517,,21644,4.755,153379819,43386994,41078,1.043,27342,,2793,48.256,1235162695264,0.65,,dogecoin,doge
781,2016/01/28,32742,21256,2447,3.22,,17946,3.416,43705655,37377893,36723,1.043,10631,,2138,48.381,1472970991472,0.543,,dogecoin,doge
782,2016/01/29,21193,19390,1403,2.695,,17394,3.224,24269454,32060460,27993,1.039,10012,,2718,48.308,1343354034735,0.387,,dogecoin,doge
783,2016/01/30,42603,20329,1087,2.394,,19986,2.835,21345066,29732751,47763,1.048,10291,,1966,47.997,1404511422795,0.355,,dogecoin,doge
784,2016/01/31,44565,19401,735.1,1.959,,18615,2.654,13561870,26509943,52123,1.044,11630,,1801,47.923,1342391378515,0.342,,dogecoin,doge
785,2016/02/01,23116,22084,931.36,1.707,,18183,2.412,16677724,27626086,32640,1.064,8212,,3700,48.32,1510353013657,0.364,,dogecoin,doge
786,2016/02/02,34849,20996,656.834,1.713,,16237,2.465,10453789,26712570,37838,1.056,9914,,3226,48.35,1439892185189,0.373,,dogecoin,doge
787,2016/02/03,22279,21704,644.144,1.265,,16241,2.406,10232063,26784331,31228,1.05,7371,,1626,48.389,1485494017435,0.272,,dogecoin,doge
788,2016/02/04,31900,21225,807.953,1.131,,14756,2.609,11802601,28489466,36415,1.045,10455,,2137,48.66,1464794943028,0.36,,dogecoin,doge
789,2016/02/05,29015,22463,974.954,1.448,,13363,2.602,12978739,30141972,27558,1.044,9468,,2099,48.896,1554617333689,0.351,,dogecoin,doge
790,2016/02/06,23693,22503,1234,1.923,,15524,2.738,18922610,31786563,38976,1.046,7383,,1632,48.649,1555693441556,0.498,,dogecoin,doge
791,2016/02/07,37874,20638,1003,0.657,,15300,2.834,14884288,30234581,51089,1.046,8244,,2038,49.056,1429895775456,0.377,,dogecoin,doge
792,2016/02/08,16554,20780,1271,0.662,,13436,2.756,16851706,29293041,24231,1.034,5814,,1818,49.37,1439788178309,0.303,,dogecoin,doge
793,2016/02/09,25741,22046,1013,1.026,,13953,2.563,13937022,29544664,33901,1.057,7083,,2046,49.361,1526781841480,0.441,,dogecoin,doge
794,2016/02/10,15727,20942,906.091,0.839,,12225,2.832,11005370,30246688,23635,1.047,5815,,2206,49.3,1428972639966,0.284,,dogecoin,doge
795,2016/02/11,15796,21783,1306,0.897,,12273,2.661,15836001,30063095,19677,1.048,4945,,1734,49.092,1508689156943,0.351,,dogecoin,doge
796,2016/02/12,27189,20859,1513,0.572,,12851,2.772,19298224,29917816,32877,1.047,7131,,1142,48.922,1444801245828,0.347,,dogecoin,doge
797,2016/02/13,20770,20684,728.374,1.157,,13416,2.817,9670976,30034230,27661,1.046,5355,,1797,48.789,1426930760994,0.314,,dogecoin,doge
798,2016/02/14,34263,21133,642.249,0.568,,13884,2.773,8508505,30348189,51273,1.05,11455,,1707,48.847,1460115977328,0.248,,dogecoin,doge
799,2016/02/15,24966,21614,938.879,0.476,,14568,2.677,13517018,29859765,58003,1.06,28216,,1282,48.864,1475410318728,0.211,,dogecoin,doge
800,2016/02/16,24668,22247,770.755,3.808,,16648,2.62,12808212,29844137,28588,1.049,7483,,2477,49.079,1523990383497,0.289,,dogecoin,doge
801,2016/02/17,21415,21555,995.659,1.098,,11465,2.629,11212131,29146731,19973,1.051,5420,,1626,49.19,1475047929007,0.386,,dogecoin,doge
802,2016/02/18,21027,21908,1309,1.504,,11774,2.515,15351777,28360562,22536,1.05,5892,,1234,49.115,1502521158165,0.424,,dogecoin,doge
803,2016/02/19,14652,20112,1241,1.346,,11207,2.767,13902196,28954360,22607,1.052,5607,,1862,51.191,1391150240002,0.32,,dogecoin,doge
804,2016/02/20,26247,20446,465.144,2.908,,13500,2.879,6223937,29964562,31009,1.035,8110,,1467,51.028,1406784101786,0.279,,dogecoin,doge
805,2016/02/21,34125,22068,705.947,0.633,,13857,2.571,9671597,29278479,52173,1.035,7437,,1414,50.964,1538226170476,0.281,,dogecoin,doge
806,2016/02/22,25523,21358,1669,0.602,,12404,2.608,20501404,29010768,31416,1.052,5880,,1992,50.853,1478192336827,0.242,,dogecoin,doge
807,2016/02/23,27936,20457,983.309,0.824,,12578,2.698,12213379,28471310,31090,1.044,6027,,2172,50.787,1412567501794,0.274,,dogecoin,doge
808,2016/02/24,18268,21951,666.491,1.084,,11815,2.483,7763439,28275306,28784,1.05,9875,,1897,50.67,1515702456679,0.365,,dogecoin,doge
809,2016/02/25,25465,20433,574.877,0.766,,13164,2.64,7271597,27853000,31507,1.043,8347,,2243,50.596,1413118164670,0.365,,dogecoin,doge
810,2016/02/26,26122,21792,821.954,1.289,,12945,2.355,10533049,26599565,31796,1.047,9137,,2101,50.305,1508087259438,0.307,,dogecoin,doge
811,2016/02/27,31702,22388,435.257,0.586,,15616,2.332,6721149,26767283,37565,1.041,11391,,1510,50.652,1540810120534,0.405,,dogecoin,doge
812,2016/02/28,37734,21660,702.294,0.367,,15608,2.279,10856567,25505483,53374,1.043,11237,,1474,50.872,1500625894694,0.325,,dogecoin,doge
813,2016/02/29,26746,21865,915.325,0.722,,12381,2.278,11078609,25779789,31067,1.043,9044,,2588,50.663,1515427417700,0.284,,dogecoin,doge
814,2016/03/01,23132,21500,711.705,0.995,,12193,2.248,8469119,25170398,27611,1.05,6557,,1280,50.628,1488662572284,0.287,,dogecoin,doge
815,2016/03/02,22475,20932,446.284,0.842,,12002,2.332,5325712,25166165,29580,1.04,11066,,2378,50.933,1448784078926,0.228,,dogecoin,doge
816,2016/03/03,27906,21731,442.561,1.115,,12281,2.191,5406029,24808361,34736,1.05,6800,,2353,50.957,1505324255772,0.327,,dogecoin,doge
817,2016/03/04,23474,21447,740.366,2.408,,13112,2.262,9702431,24865741,29056,1.044,9815,,1984,50.805,1470726208161,0.348,,dogecoin,doge
818,2016/03/05,31014,21887,676.284,2.213,,15108,2.053,10209634,23308792,39485,1.046,6863,,1561,50.666,1516001499387,0.32,,dogecoin,doge
819,2016/03/06,41714,21724,412.579,0.438,,14379,2.019,5931708,22580147,54454,1.039,11866,,1939,50.901,1504928275829,0.289,,dogecoin,doge
820,2016/03/07,24765,22320,906.263,0.974,,12608,2.012,11188867,23239923,30385,1.043,7811,,2427,50.76,1546328637974,0.387,,dogecoin,doge
821,2016/03/08,18444,20532,453.819,1.522,,11394,2.171,5086151,23122617,24489,1.045,5337,,1824,52.281,1421831734370,0.293,,dogecoin,doge
822,2016/03/09,18689,20680,948.891,1.393,,11766,2.128,11126407,22778028,24011,1.044,8770,,1943,52.121,1430362403189,0.283,,dogecoin,doge
823,2016/03/10,29513,20992,613.09,1.167,,12185,2.202,7254320,24023204,35642,1.047,7211,,2196,52.133,1454146573896,0.313,,dogecoin,doge
824,2016/03/11,24431,19869,383.537,1.091,,12174,2.432,4636641,24892516,30227,1.037,5778,,2470,52.041,1375910827026,0.256,,dogecoin,doge
825,2016/03/12,18252,20014,822.574,1.515,,12005,2.345,9675497,24303989,24792,1.04,6830,,1841,51.915,1389905188438,0.331,,dogecoin,doge
826,2016/03/13,42037,21342,493.249,0.446,,14232,2.193,6998225,24276274,57152,1.043,9143,,1494,52.057,1479575818736,0.172,,dogecoin,doge
827,2016/03/14,29278,20961,456.141,0.575,,13307,2.255,6003053,24493763,37455,1.047,9056,,1797,51.929,1447527597065,0.223,,dogecoin,doge
828,2016/03/15,23750,20865,371.868,1.374,,11492,2.246,4216877,24168101,32120,1.037,8637,,1600,51.896,1445772068654,0.277,,dogecoin,doge
829,2016/03/16,17469,22176,446.046,1.678,,10840,2.068,4728968,23788577,25443,1.042,5511,,1775,52.033,1537984663590,0.347,,dogecoin,doge
830,2016/03/17,26810,21653,411.435,1.398,,12476,2.077,5018435,23371512,32517,1.047,6686,,1685,52.122,1498850075214,0.238,,dogecoin,doge
831,2016/03/18,22350,22309,413.949,1.761,,11866,1.923,4862935,22180751,26136,1.044,8318,,1677,52.076,1539107495851,0.291,,dogecoin,doge
832,2016/03/19,31806,23652,448.092,1.924,,12488,1.786,5475710,22077642,29790,1.053,6041,,1594,52.152,1636232380646,0.318,,dogecoin,doge
833,2016/03/20,36909,21456,559.298,0.434,,14833,1.999,8237044,22099126,55070,1.037,9480,,1542,52.368,1485295712443,0.289,,dogecoin,doge
834,2016/03/21,19613,24165,355.651,0.737,,12743,1.731,4500491,21837317,28305,1.044,9523,,1923,52.495,1683355180120,0.303,,dogecoin,doge
835,2016/03/22,26127,22442,389.015,0.49,,12594,1.902,4899140,21945573,32677,1.035,6644,,1638,52.522,1551710171240,0.311,,dogecoin,doge
836,2016/03/23,25733,23275,450.82,1.061,,11864,1.816,5339946,21999593,27031,1.047,6654,,1490,52.501,1611642041082,0.296,,dogecoin,doge
837,2016/03/24,22638,22437,237.566,0.687,,11763,1.896,2794227,22008998,28954,1.04,5947,,1714,52.564,1554348700579,0.228,,dogecoin,doge
838,2016/03/25,25171,22032,439.404,0.733,,11421,1.932,4966704,22151441,33465,1.047,11180,,1394,52.42,1525671140483,0.267,,dogecoin,doge
839,2016/03/26,27876,22244,333.2,0.48,,13384,1.926,4459551,22103250,35504,1.036,6311,,1426,52.374,1541629098804,0.29,,dogecoin,doge
840,2016/03/27,42516,22713,207.882,0.44,,16123,1.87,3349276,22091583,59367,1.046,12434,,1320,52.339,1574122334924,0.324,,dogecoin,doge
841,2016/03/28,20672,22795,456.579,0.78,,14771,1.875,6737734,22140800,29099,1.046,7677,,2083,52.312,1571576610701,0.253,,dogecoin,doge
842,2016/03/29,21138,22399,640.004,2,,14170,2.084,9067981,24212123,27002,1.048,6573,,2824,52.011,1542761278097,0.327,,dogecoin,doge
843,2016/03/30,20173,22277,451.335,2.482,,13152,2.137,5933418,24642287,27919,1.04,6859,,2480,52.091,1543129959784,0.264,,dogecoin,doge
844,2016/03/31,24277,23394,302.983,1.856,,13043,1.939,3951802,23695901,27594,1.056,10045,,2057,52.052,1609616416592,0.307,,dogecoin,doge
845,2016/04/01,27895,23136,385.959,0.577,,14090,1.965,5438169,23529209,32657,1.046,6007,,2053,52.338,1592669639962,0.212,,dogecoin,doge
846,2016/04/02,50233,21743,276.404,0.231,,18532,2.065,5093622,23360386,60432,1.047,9510,,1762,52.333,1503449312952,0.268,,dogecoin,doge
847,2016/04/03,40635,23733,146.72,0.203,,17893,1.842,2624683,22824014,55959,1.049,8648,,1302,52.564,1644536146639,0.187,,dogecoin,doge
848,2016/04/04,28781,23170,357.324,0.267,,16418,1.886,5865660,22784499,37473,1.061,12644,,1864,52.576,1584840065290,0.241,,dogecoin,doge
849,2016/04/05,20019,21959,405.519,0.432,,15381,1.991,6232563,22373642,30046,1.036,6968,,2439,52.566,1508620591619,0.187,,dogecoin,doge
850,2016/04/06,30746,23092,1044,0.412,,15371,1.886,16054226,22725168,39675,1.052,6762,,2188,52.505,1592296460149,0.223,,dogecoin,doge
851,2016/04/07,26013,21841,1049,0.585,,14841,1.947,15565777,22116528,29066,1.047,7006,,2226,52.487,1508092321372,0.257,,dogecoin,doge
852,2016/04/08,24431,19847,347.455,1.041,,13702,2.127,4760419,21847496,24087,1.035,6975,,2055,52.566,1379154249758,0.221,,dogecoin,doge
853,2016/04/09,22348,21201,315.975,0.97,,13256,1.982,4188564,21723996,33757,1.032,10736,,1810,52.55,1475801494471,0.309,,dogecoin,doge
854,2016/04/10,34012,21232,291.454,0.707,,15366,1.909,4478481,21053176,51644,1.036,8759,,1588,52.596,1479971689740,0.292,,dogecoin,doge
855,2016/04/11,31668,20944,569.988,1.079,,16442,1.944,9367182,21197383,43291,1.043,10806,,2425,52.625,1453382502762,0.227,,dogecoin,doge
856,2016/04/12,27679,21557,992.441,1.358,,13963,2.055,13850343,23027309,39728,1.043,10730,,2249,52.619,1493216779170,0.253,,dogecoin,doge
857,2016/04/13,25286,20089,468.514,1.541,,13511,2.323,6324609,24365268,29983,1.049,9718,,2267,53.075,1388917097594,0.29,,dogecoin,doge
858,2016/04/14,22948,20508,610.574,2.207,,13699,2.254,8364234,23967584,31251,1.044,6038,,2196,53.036,1413880564466,0.27,,dogecoin,doge
859,2016/04/15,23590,19750,527.081,1.582,,13540,2.354,7136671,24153033,29955,1.041,11057,,1934,52.993,1368428395741,0.259,,dogecoin,doge
860,2016/04/16,23229,19800,704.435,1.286,,12902,2.327,9084200,24031186,31641,1.048,6565,,1107,53.007,1367642440489,0.248,,dogecoin,doge
861,2016/04/17,42994,19869,876.174,0.716,,15415,2.3,13506220,23676201,53623,1.038,8100,,1266,53.013,1376393285038,0.216,,dogecoin,doge
862,2016/04/18,26292,20828,356.111,0.474,,15770,2.133,5602051,23148486,38279,1.042,7657,,1305,53.01,1445510323446,0.262,,dogecoin,doge
863,2016/04/19,26125,20541,434.467,1.676,,14014,2.15,6080053,23021169,24513,1.046,12396,,1340,53.022,1421819749148,0.202,,dogecoin,doge
864,2016/04/20,19224,20252,308.338,2.05,,13722,2.22,4230978,23323693,26671,1.04,7078,,1210,53.049,1401211578766,0.188,,dogecoin,doge
865,2016/04/21,29474,21313,452.82,0.762,,13789,2.122,6241440,23560228,35190,1.042,7581,,1053,53.035,1479117715073,0.255,,dogecoin,doge
866,2016/04/22,18654,19462,486.273,1.572,,12469,2.308,6063338,23425743,25384,1.049,6071,,716,53.053,1341877706206,0.211,,dogecoin,doge
867,2016/04/23,31635,19545,451.036,0.82,,12310,2.292,5552248,23336566,40181,1.043,6342,,808,53.178,1353938292092,0.217,,dogecoin,doge
868,2016/04/24,39153,20533,359.028,0.514,,16507,2.191,5926481,23288067,57653,1.037,15139,,827,53.05,1422784778306,0.244,,dogecoin,doge
869,2016/04/25,24917,21149,737.611,0.807,,14408,2.124,10627506,23486623,38633,1.044,7704,,784,52.841,1468195895278,0.269,,dogecoin,doge
870,2016/04/26,26651,20485,557.88,1.108,,14216,2.262,7925885,24029398,24113,1.037,6509,,774,52.592,1419256941161,0.273,,dogecoin,doge
871,2016/04/27,17570,20565,267.865,1.665,,13193,2.202,3533939,23616662,25978,1.043,6873,,745,52.822,1424751166269,0.249,,dogecoin,doge
872,2016/04/28,26626,18681,403.892,1.016,,14841,2.419,5882991,23621949,25650,1.048,12545,,732,52.775,1292318138837,0.277,,dogecoin,doge
873,2016/04/29,20610,19688,416.06,1.261,,12708,2.301,5284451,23640940,21729,1.049,6375,,741,52.687,1357291327971,0.245,,dogecoin,doge
874,2016/04/30,22199,20782,456.246,1.344,,11714,2.189,5344460,23713731,26771,1.043,5748,,871,52.435,1439129791033,0.274,,dogecoin,doge
875,2016/05/01,38978,20098,206.375,0.408,,15312,2.236,3159811,23612643,52830,1.053,10027,,899,52.458,1390593543777,0.334,,dogecoin,doge
876,2016/05/02,23746,18591,216.682,0.982,,13856,2.443,3001957,23548932,29118,1.053,6980,,645,52.405,1267497323575,0.287,,dogecoin,doge
877,2016/05/03,18691,19167,246.355,1.707,,13518,2.376,3330225,23649512,25927,1.043,6098,,541,52.331,1322197330695,0.235,,dogecoin,doge
878,2016/05/04,20090,17919,328.889,2.353,,15277,2.5,5021522,23473645,24354,1.05,14858,,589,52.127,1239099131404,0.249,,dogecoin,doge
879,2016/05/05,29805,17921,224.083,0.856,,13792,2.498,3090546,23335275,38868,1.056,7486,,587,52.473,1225379559367,0.265,,dogecoin,doge
880,2016/05/06,23410,17828,298.774,2.235,,13649,2.512,4077972,23279436,27426,1.045,6400,,739,52.621,1227771852647,0.295,,dogecoin,doge
881,2016/05/07,20897,17891,800.296,0.981,,13536,2.484,10832324,23238029,27139,1.045,7086,,750,52.437,1239178843532,0.256,,dogecoin,doge
882,2016/05/08,15826,17892,561.761,1.498,,12219,2.476,6864096,23166423,19521,1.053,4816,,632,52.396,1229793505169,0.179,,dogecoin,doge
883,2016/05/09,37170,17780,485.322,0.446,,17005,2.499,8248196,23178863,54978,1.049,8075,,575,52.39,1224527858616,0.219,,dogecoin,doge
884,2016/05/10,20534,19139,392.116,0.677,,14031,2.312,5501782,23083010,31368,1.042,6456,,555,52.371,1325610331216,0.3,,dogecoin,doge
885,2016/05/11,27061,17418,640.633,0.598,,14566,2.558,9329395,23200674,35731,1.041,15841,,605,52.449,1206263537766,0.238,,dogecoin,doge
886,2016/05/12,23248,17703,1282,1.085,,12462,2.551,15981167,23720031,28198,1.05,9314,,741,52.357,1225551798105,0.281,,dogecoin,doge
887,2016/05/13,23597,17989,1268,1.409,,13608,2.627,17248910,24672998,33515,1.045,6662,,801,52.223,1243785647235,0.188,,dogecoin,doge
888,2016/05/14,24507,17735,450.571,1.164,,13209,2.623,5951588,24276382,27870,1.047,6122,,1248,52.315,1222834485845,0.179,,dogecoin,doge
889,2016/05/15,16171,18096,478.067,1.275,,11577,2.58,5533077,24301285,21386,1.039,5439,,933,52.218,1254408439164,0.279,,dogecoin,doge
890,2016/05/16,41319,18067,346.218,0.484,,16951,2.503,5842637,23712484,61067,1.053,9456,,899,52.1,1245365396630,0.294,,dogecoin,doge
891,2016/05/17,17366,17025,530.786,2.304,,13283,2.655,7050116,23586401,24158,1.046,6018,,830,52.147,1175065437348,0.237,,dogecoin,doge
892,2016/05/18,28255,17921,508.936,1.357,,13290,2.508,6735033,23598779,36465,1.06,7216,,766,52.122,1228520721215,0.265,,dogecoin,doge
893,2016/05/19,22856,16647,461.246,2.104,,13421,2.773,6174264,23794001,32096,1.036,7894,,860,52.236,1146128450395,0.299,,dogecoin,doge
894,2016/05/20,17711,16844,433.494,2.235,,12329,2.656,5342764,23308855,24560,1.037,11500,,773,52.337,1170806620929,0.285,,dogecoin,doge
895,2016/05/21,26870,17413,400.271,1.28,,13047,2.568,5222336,23418051,35084,1.044,7187,,628,52.242,1207611760274,0.291,,dogecoin,doge
896,2016/05/22,29662,17288,476.218,0.754,,13626,2.602,6488942,23299463,46368,1.032,8332,,724,52.413,1199768925785,0.24,,dogecoin,doge
897,2016/05/23,27925,17387,447.101,1.201,,13264,2.549,5922226,23327558,40654,1.043,11238,,557,52.409,1212797846469,0.233,,dogecoin,doge
898,2016/05/24,17670,18787,553.654,4.287,,14533,2.378,8029384,23435351,23134,1.048,6260,,669,52.381,1299849682099,0.302,,dogecoin,doge
899,2016/05/25,14674,17899,609.194,2.597,,13823,2.478,8403775,23190707,23004,1.051,7389,,590,52.307,1230634407679,0.213,,dogecoin,doge
900,2016/05/26,13123,18141,1466,3.193,,12418,2.465,18208346,23296920,17945,1.04,5527,,655,52.241,1255865172353,0.231,,dogecoin,doge
901,2016/05/27,22738,17967,1777,2.478,,13626,2.486,24211135,23299760,28774,1.04,7129,,981,52.111,1244710011904,0.295,,dogecoin,doge
902,2016/05/28,24741,18254,1110,2.233,,15016,2.392,16662581,22952306,36584,1.051,9826,,840,51.963,1261901174215,0.196,,dogecoin,doge
903,2016/05/29,34957,18355,783.379,1.42,,15812,2.418,12386715,23092420,41601,1.04,7547,,845,51.933,1269100850249,0.252,,dogecoin,doge
904,2016/05/30,19752,15063,523.107,2.282,,13983,3.033,7305479,23844867,27524,1.044,7909,,868,51.835,1039612780441,0.252,,dogecoin,doge
905,2016/05/31,25943,15293,397.465,2.217,,14964,2.968,5947646,23930064,31985,1.051,6910,,764,52.188,1059373688618,0.301,,dogecoin,doge
906,2016/06/01,18062,14075,736.426,2.862,,13115,3.233,9657829,23846465,22705,1.047,5476,,943,52.186,972994633342,0.274,,dogecoin,doge
907,2016/06/02,14675,15126,439.611,2.87,,13305,3.049,5846837,24043801,21131,1.04,8887,,896,52.126,1047213128005,0.277,,dogecoin,doge
908,2016/06/03,14894,15418,561.246,4.406,,13081,3.034,7341657,24555640,22045,1.047,9435,,940,52.198,1067255559783,0.353,,dogecoin,doge
909,2016/06/04,17158,14780,447.1,3.222,,11587,3.179,5163969,24778971,27700,1.05,7767,,934,52.209,1023720299224,0.134,,dogecoin,doge
910,2016/06/05,25407,14002,571.848,1.626,,11716,3.318,6694532,24448722,38022,1.059,6508,,861,52.105,959997649515,0.247,,dogecoin,doge
911,2016/06/06,12237,15195,800.501,2.363,,10784,3.15,8632603,24709584,19686,1.036,5220,,1065,51.943,1043730356508,0.234,,dogecoin,doge
912,2016/06/07,15838,14153,404.369,3.187,,10406,3.304,4206477,24606399,20261,1.047,5004,,829,51.955,981149710016,0.27,,dogecoin,doge
913,2016/06/08,10717,15055,534.828,4.577,,9561,3.172,5106501,25105526,15120,1.046,4321,,778,51.855,1042844262145,0.265,,dogecoin,doge
914,2016/06/09,17609,14931,750.435,4.063,,10181,3.415,7617420,26707388,22366,1.045,4996,,866,51.715,1031238525788,0.288,,dogecoin,doge
915,2016/06/10,15008,15991,567.497,2.839,,9295,3.21,5274882,27077270,20997,1.053,4564,,911,51.64,1103783417295,0.312,,dogecoin,doge
916,2016/06/11,16562,16494,588.107,3.6,,9972,3.105,5863535,26588844,22866,1.036,4672,,965,51.609,1138547975422,0.235,,dogecoin,doge
917,2016/06/12,26949,16515,591.894,3.266,,11774,3.121,6961266,27060596,35711,1.043,6228,,879,51.382,1145112773037,0.33,,dogecoin,doge
918,2016/06/13,18796,15730,540.394,5.561,,12187,3.449,6582991,28560965,22892,1.054,6294,,767,51.513,1082378863378,0.245,,dogecoin,doge
919,2016/06/14,13009,16050,1871,9.106,,12538,3.918,23245615,32631006,20509,1.036,5581,,746,52.231,1107442728169,0.321,,dogecoin,doge
920,2016/06/15,19875,15809,2041,3.826,,10916,3.959,21897578,32919492,22267,1.04,6497,,686,52.185,1100713342530,0.282,,dogecoin,doge
921,2016/06/16,12214,16399,1428,6.346,,10328,3.86,14738683,33219971,19185,1.045,6416,,788,51.976,1135048087576,0.349,,dogecoin,doge
922,2016/06/17,19175,16387,979.262,9.082,,10263,3.885,9626976,33440649,20891,1.047,6249,,822,51.982,1133016093581,0.301,,dogecoin,doge
923,2016/06/18,15802,16752,1777,4.983,,9692,3.781,17145411,33153022,19578,1.041,4825,,868,52.139,1159000665349,0.449,,dogecoin,doge
924,2016/06/19,26031,17259,1270,3.484,,10443,3.78,12825485,34128818,36352,1.038,5684,,1070,51.978,1197230108114,0.396,,dogecoin,doge
925,2016/06/20,17992,17380,899.396,3.393,,10181,3.773,9122738,34522791,19880,1.046,5317,,1237,51.822,1204158446962,0.284,,dogecoin,doge
926,2016/06/21,16334,16900,903.183,5.187,,10804,3.627,9494341,32036066,19325,1.04,5609,,1235,52.316,1168008108958,0.293,,dogecoin,doge
