,date,sent_addresses,difficulty,av_transaction_value,median_transaction_value,av_transaction_size,transactions,mining_profitability,send_usd,market_cap,active_addresses,confirmation_time,block_size,median_transaction_size,tweets,top_100_percent,hashrate,google_trends,fee_reward,full_name,coin
1448,2017/11/25,26002,401394,1487,21.056,,15138,0.973,22507886,219551794,31613,1.048,7569,,711,48.507,27719552422743,0.181,,dogecoin,doge
1449,2017/11/26,41604,455783,2570,22.81,,16608,0.885,42627684,226612146,53126,1.047,9082,,693,48.496,31527552529757,0.198,,dogecoin,doge
1450,2017/11/27,27538,551172,1984,19.125,,17646,0.706,34799630,219643606,39575,1.052,7993,,692,48.421,38072276760980,0.209,,dogecoin,doge
1451,2017/11/28,26718,492271,2520,27.987,,17391,0.839,43803895,231696923,33270,1.055,7290,,572,48.842,33714265849707,0.274,,dogecoin,doge
1452,2017/11/29,31886,514858,2218,35.234,,19425,0.896,43084665,260417923,39160,1.056,8856,,499,48.859,35423100377845,0.361,,dogecoin,doge
1453,2017/11/30,28031,512678,1996,22.388,,16394,0.817,32691973,232815506,35546,1.044,7286,,468,48.879,35135458561913,0.344,,dogecoin,doge
1454,2017/12/01,26736,459867,1978,22.28,,16210,0.903,31892408,233297709,34961,1.043,7307,,756,48.757,31854602126057,0.194,,dogecoin,doge
1455,2017/12/02,28644,445194,1769,22.062,,15112,0.943,26707455,236704931,33865,1.05,7018,,787,48.705,30766555193099,0.191,,dogecoin,doge
1456,2017/12/03,28814,462867,1920,22.454,,14421,0.96,27649867,247690002,36810,1.043,7341,,645,48.636,31818497343544,0.194,,dogecoin,doge
1457,2017/12/04,25421,522935,2881,29.375,,15125,0.872,43576930,257143546,33859,1.056,8921,,909,48.505,35936065551909,0.214,,dogecoin,doge
1458,2017/12/05,27116,558443,1636,34.327,,16935,0.909,27712193,284138916,32930,1.043,7140,,841,48.357,38584307077144,0.314,,dogecoin,doge
1459,2017/12/06,30843,622310,2152,34.982,,18232,0.807,39234828,281929000,41861,1.043,8687,,598,48.245,43089393669050,0.322,,dogecoin,doge
1460,2017/12/07,32162,766519,2524,42.222,,19715,0.699,49119007,299359695,40867,1.031,8342,,595,48.002,53420038826592,0.363,,dogecoin,doge
1461,2017/12/08,29417,888149,2929,40.584,,19123,0.602,55286702,301786894,40239,1.038,8095,,587,48.015,62090779851197,0.34,,dogecoin,doge
1462,2017/12/09,30254,884466,2310,31.249,,17248,0.601,39839049,299393306,37737,1.035,7246,,579,47.996,61898543026040,0.357,,dogecoin,doge
1463,2017/12/10,29489,964631,2341,29.992,,16961,0.518,39704274,279890072,38419,1.039,7551,,579,47.918,66823301909225,0.321,,dogecoin,doge
1464,2017/12/11,29621,938210,2738,31.888,,17823,0.581,48792803,306628593,35579,1.044,8099,,520,47.874,64993681216171,0.347,,dogecoin,doge
1465,2017/12/12,38154,928072,3117,62.048,,22965,0.627,71381558,327276073,46661,1.044,9318,,709,47.804,64279612369391,0.516,,dogecoin,doge
1466,2017/12/13,40674,915583,4363,62.505,,26070,0.759,113735850,388325384,56333,1.038,11341,,961,47.61,63416154514509,0.65,,dogecoin,doge
1467,2017/12/14,35864,952533,3670,60.35,,23627,0.738,86510173,397636435,47356,1.05,9603,,619,47.347,66011674267184,0.509,,dogecoin,doge
1468,2017/12/15,36405,996253,4810,60.869,,22794,0.719,109511791,403425341,49463,1.05,9982,,694,47.459,68685049611884,0.497,,dogecoin,doge
1469,2017/12/16,47994,993540,7317,104.734,,32214,0.924,232974542,511408367,61547,1.037,12241,,1258,47.565,68707931453905,0.827,,dogecoin,doge
1470,2017/12/17,53552,972849,11039,227.725,,36031,1.298,397049747,708636715,72322,1.043,13896,,1259,47.633,67420530317608,0.953,,dogecoin,doge
1471,2017/12/18,46049,979762,7727,171.975,,30636,1.245,236616459,689971151,58379,1.05,13289,,800,48.045,67857672612258,0.695,,dogecoin,doge
1472,2017/12/19,47588,1015240,6443,115.195,,30950,1.202,199416370,679192908,66249,1.034,12049,,889,48.376,70304825975863,0.662,,dogecoin,doge
1473,2017/12/20,44086,1049328,6965,115.692,,27820,1.066,193662172,630901644,64455,1.047,11253,,887,48.575,72719366751416,0.627,,dogecoin,doge
1474,2017/12/21,53240,1014449,13844,222.178,,34167,1.492,472083333,842457411,71102,1.034,13213,,1098,48.67,70278608308152,0.975,,dogecoin,doge
1475,2017/12/22,45475,1065036,8401,188.61,,28979,1.122,243450215,676909790,64874,1.052,11852,,808,48.839,73701374400631,0.687,,dogecoin,doge
1476,2017/12/23,44456,1099427,7842,170.554,,31538,1.317,245832315,812076557,65845,1.04,12513,,830,48.992,76156423625837,0.636,,dogecoin,doge
1477,2017/12/24,45315,1106567,13832,151.708,,31017,1.307,429034686,818423025,60652,1.052,12154,,1250,49.21,76662001831634,0.691,,dogecoin,doge
1478,2017/12/25,52556,1068122,29298,302.653,,37785,1.828,1106591203,1095056095,72402,1.046,14128,,1522,49.109,73701855493948,1.211,,dogecoin,doge
1479,2017/12/26,46892,1084171,15823,191.916,,32470,1.642,513779393,995378347,63165,1.037,11462,,1335,49.166,75109258327967,0.717,,dogecoin,doge
1480,2017/12/27,50535,1098307,13660,225.692,,31655,1.66,428865940,1026636125,62933,1.046,12613,,1820,49.295,76009907755458,0.693,,dogecoin,doge
1481,2017/12/28,48401,1132801,12613,158.832,,31185,1.397,393347342,893360729,61037,1.058,11295,,1166,49.341,77667932330326,0.547,,dogecoin,doge
1482,2017/12/29,52880,1136327,14651,217.697,,34032,1.494,497369737,946170886,73727,1.04,14832,,1216,50.119,78300892551851,0.56,,dogecoin,doge
1483,2017/12/30,47066,1172349,14596,167.144,,31083,1.384,453534683,914029494,64330,1.05,12348,,983,50.093,80838268259952,0.614,,dogecoin,doge
1484,2017/12/31,46921,1097494,17691,175.046,,29497,1.539,518814780,948333388,63276,1.043,11275,,889,50.155,75896231673714,0.515,,dogecoin,doge
1485,2018/01/01,45911,1051889,18813,217.748,,29059,1.651,544988643,972248311,55579,1.037,11227,,785,50.263,72908310593606,0.277,,dogecoin,doge
1486,2018/01/02,54996,1168487,14064,227.107,,34502,1.54,483523006,1016595861,68679,1.048,12375,,1110,50.129,80943799915141,0.346,,dogecoin,doge
1487,2018/01/03,50468,1196095,14032,218.931,,34229,1.524,478979448,1022385553,64605,1.04,12399,,777,50.17,82855094191986,0.351,,dogecoin,doge
1488,2018/01/04,58001,1201327,14915,237.213,,36720,1.552,547628336,1043079959,76096,1.037,13688,,908,50.14,83227920649768,0.357,,dogecoin,doge
1489,2018/01/05,61477,1161656,22609,374.489,,39923,1.828,902632692,1189145408,77036,1.037,14159,,1447,49.842,80669281948094,0.531,,dogecoin,doge
1490,2018/01/06,76176,1205920,36416,584.836,,49934,2.424,1809323177,1634874358,101398,1.037,17917,,1782,49.938,83646445932773,0.805,,dogecoin,doge
1491,2018/01/07,73779,1104849,40849,603.301,,49025,2.971,2002641483,1836112275,125636,1.035,20162,,1603,49.844,76800093555441,0.794,,dogecoin,doge
1492,2018/01/08,65918,1051789,36686,700.376,,46535,3.071,1701062544,1813256036,107149,1.029,17469,,603,49.78,73734576616939,0.885,,dogecoin,doge
1493,2018/01/09,57952,1044818,24479,351.034,,43300,2.836,1050602653,1671921008,150070,1.032,22277,,1400,49.719,73422798594299,0.672,,dogecoin,doge
1494,2018/01/10,53577,1070285,18874,261.338,,40430,2.353,762950241,1413380825,79663,1.031,14063,,996,50.005,74816000208245,0.528,,dogecoin,doge
1495,2018/01/11,48609,1099544,19354,263.101,,35314,2.157,681132413,1337950021,75693,1.029,14496,,853,50.058,77373445902579,0.401,,dogecoin,doge
1496,2018/01/12,51709,1119555,15271,286.974,,33175,2.173,506087419,1382389795,71150,1.038,12684,,868,50.163,78592722835680,0.401,,dogecoin,doge
1497,2018/01/13,50989,1104306,14168,283.617,,35029,2.322,495638256,1435126434,68621,1.035,13683,,685,50.003,76573483913455,0.362,,dogecoin,doge
1498,2018/01/14,44446,1187008,11796,230.604,,31115,1.963,366817965,1308813278,66598,1.039,12320,,776,50.206,82280623107094,0.28,,dogecoin,doge
1499,2018/01/15,47440,1164449,22758,203.29,,31808,1.866,722431983,1229966627,68041,1.04,12878,,792,50.266,81272535727101,0.274,,dogecoin,doge
1500,2018/01/16,49188,1184242,16236,166.477,,33457,1.373,540860376,914675837,70225,1.034,12620,,680,50.592,82601737251217,0.277,,dogecoin,doge
1501,2018/01/17,44301,1192089,10200,132.136,,31116,1.096,316948298,736726966,63395,1.034,11338,,522,50.798,83281341213188,0.277,,dogecoin,doge
1502,2018/01/18,42606,1137732,6689,153.678,,29274,1.427,195768135,911962734,62588,1.037,10742,,492,50.904,78934143285209,0.274,,dogecoin,doge
1503,2018/01/19,40863,1208783,7112,137.803,,26130,1.312,185849509,897226515,60233,1.049,9809,,323,50.863,83484627612902,0.194,,dogecoin,doge
1504,2018/01/20,40387,1218671,6100,125.451,,27234,1.376,166072517,945033206,58793,1.036,9677,,540,50.912,84902062183408,0.185,,dogecoin,doge
1505,2018/01/21,39266,1199916,12557,130.507,,25857,1.277,324680928,862574753,57165,1.028,10596,,507,50.964,84139070968492,0.191,,dogecoin,doge
1506,2018/01/22,53271,1166946,19161,93.007,,27851,1.19,532664592,784116746,83437,1.04,11824,,446,50.829,81140958070756,0.185,,dogecoin,doge
1507,2018/01/23,48015,1238131,5684,80.119,,27414,1.075,154339721,753404795,80583,1.031,10864,,453,50.816,87017860854070,0.185,,dogecoin,doge
1508,2018/01/24,48429,1207928,6494,83.648,,26846,1.131,174324837,773329263,87368,1.044,11037,,451,50.923,83797337486566,0.185,,dogecoin,doge
1509,2018/01/25,38930,1220917,8064,87.784,,24942,1.218,200845926,834619803,59947,1.035,9196,,606,50.847,84671030390551,0.188,,dogecoin,doge
1510,2018/01/26,38882,1349591,8137,74.607,,26516,1.079,215211576,821075954,59440,1.037,9638,,514,50.857,93883561815153,0.171,,dogecoin,doge
1511,2018/01/27,35371,1347387,9980,73.637,,23515,1.092,234647848,829634501,55215,1.037,8938,,506,50.771,93656227472165,0.18,,dogecoin,doge
1512,2018/01/28,39029,1290342,7752,66.167,,24642,1.16,191016497,841611905,73188,1.032,13844,,559,50.708,89954265642428,0.183,,dogecoin,doge
1513,2018/01/29,38133,1386066,6507,60.427,,25413,1.033,164933357,807119750,59633,1.03,9577,,533,50.724,96977543122545,0.177,,dogecoin,doge
1514,2018/01/30,36913,1352072,7615,74.077,,24643,0.968,187032061,741056613,56389,1.034,9489,,679,50.735,94636158727520,0.171,,dogecoin,doge
1515,2018/01/31,38399,1253757,7241,78.809,,25036,0.955,181284410,677262525,56693,1.039,9366,,563,50.773,87316096617926,0.171,,dogecoin,doge
1516,2018/02/01,38884,1308118,6432,86.534,,25958,0.84,166731651,622055726,57114,1.042,10360,,579,50.808,90813888590408,0.211,,dogecoin,doge
1517,2018/02/02,43125,1210401,7158,79.821,,26206,0.738,187329672,504244975,62297,1.045,10894,,694,50.608,83639504788989,0.214,,dogecoin,doge
1518,2018/02/03,40235,1265975,5970,65.833,,23524,0.77,140290677,553336578,57685,1.047,9498,,551,50.739,87683145855631,0.218,,dogecoin,doge
1519,2018/02/04,38349,1253981,4850,52.026,,22005,0.77,106146883,541311088,58451,1.031,9021,,621,50.778,87128840573600,0.211,,dogecoin,doge
1520,2018/02/05,35869,1279259,3571,43.734,,22105,0.619,78936392,449038110,53602,1.035,8625,,640,50.721,89471899717832,0.207,,dogecoin,doge
1521,2018/02/06,37344,1397410,4445,53.966,,24139,0.508,107303521,402746265,64650,1.037,12130,,728,50.704,97687268091998,0.221,,dogecoin,doge
1522,2018/02/07,37626,1385743,4274,46.628,,24297,0.636,103841242,498094672,53435,1.042,9467,,642,50.616,96021508905457,0.211,,dogecoin,doge
1523,2018/02/08,34513,1444308,3775,40.015,,23274,0.637,87769859,516586390,49286,1.032,8663,,867,50.517,1.0034819505035E+14,0.125,,dogecoin,doge
1524,2018/02/09,32481,1552214,4281,53.406,,22881,0.597,97771518,522154643,47949,1.035,8817,,1499,50.358,1.0784637451582E+14,0.162,,dogecoin,doge
1525,2018/02/10,35771,1509801,7319,74.023,,25496,0.671,186603631,577600955,54576,1.043,9397,,946,50.251,1.0544420968626E+14,0.17,,dogecoin,doge
1526,2018/02/11,35980,1499371,6288,51.013,,22986,0.658,144540936,555403567,60805,1.033,9493,,1770,50.342,1.042879244505E+14,0.114,,dogecoin,doge
1527,2018/02/12,34380,1487854,8404,61.9,,23780,0.713,199179414,597367174,54955,1.023,10352,,2041,50.405,1.0452743274544E+14,0.125,,dogecoin,doge
1528,2018/02/13,31567,1460355,9090,83.114,,23456,0.747,213193509,618608936,48496,1.029,9873,,2793,50.874,1.0281380153860E+14,0.121,,dogecoin,doge
1529,2018/02/14,40355,1539153,12331,196.174,,27546,0.824,339664469,723562065,58215,1.038,11694,,2413,50.773,1.0802896798241E+14,0.211,,dogecoin,doge
1530,2018/02/15,38395,1571675,13230,192.737,,28224,0.951,373401495,842974188,57352,1.037,10741,,2029,50.909,1.0908596053755E+14,0.211,,dogecoin,doge
1531,2018/02/16,33683,1547917,10850,123.372,,26499,0.903,286857814,787717913,76624,1.038,13536,,1584,51.592,1.0728602846874E+14,0.165,,dogecoin,doge
1532,2018/02/17,32121,1651503,7645,155.878,,24996,0.857,191083421,800228038,50567,1.041,9441,,977,51.622,1.1440278111748E+14,0.207,,dogecoin,doge
1533,2018/02/18,37190,1607917,6453,110.136,,25308,0.83,163195155,757994357,63012,1.045,9876,,987,51.576,1.1148070198672E+14,0.125,,dogecoin,doge
1534,2018/02/19,30925,1580265,6434,163.458,,25719,0.851,164977799,759877487,49157,1.045,9374,,1463,51.525,1.0893926042834E+14,0.118,,dogecoin,doge
1535,2018/02/20,36309,1565437,16244,269.394,,30870,0.92,501451615,813253368,59058,1.039,11987,,1249,51.377,1.0858706882898E+14,0.165,,dogecoin,doge
1536,2018/02/21,34339,1566106,8059,183.782,,27354,0.881,220436161,779866586,54874,1.039,10435,,1036,51.361,1.086410619509E+14,0.118,,dogecoin,doge
1537,2018/02/22,30240,1620289,7132,180.51,,25379,0.883,180994058,725927655,47950,1.042,9613,,849,51.272,1.1224334704624E+14,0.118,,dogecoin,doge
1538,2018/02/23,32876,1661983,18701,237.384,,25056,0.774,468507190,729614067,48160,1.043,9294,,795,51.269,1.1517627659415E+14,0.121,,dogecoin,doge
1539,2018/02/24,28807,1589997,21286,193.644,,26629,0.805,566828574,727592308,49583,1.047,10340,,735,51.145,1.0998473550916E+14,0.111,,dogecoin,doge
1540,2018/02/25,34004,1594725,16841,213.531,,27117,0.769,444119492,697593279,55104,1.049,10921,,828,51.155,1.1024028866168E+14,0.114,,dogecoin,doge
1541,2018/02/26,32547,1633363,18873,195.793,,28757,0.763,541783198,707749358,51090,1.046,10584,,827,51.174,1.1305480990614E+14,0.111,,dogecoin,doge
1542,2018/02/27,33480,1533777,16313,359.146,,31855,0.837,518754428,724662162,53821,1.04,11613,,1061,51.085,1.0623919955468E+14,0.111,,dogecoin,doge
1543,2018/02/28,62481,1499298,7606,1.222,,79302,0.821,602622763,692731147,75780,1.038,24031,,1036,51.097,1.0401367873374E+14,0.118,,dogecoin,doge
1544,2018/03/01,39302,1608559,14912,64.251,,39708,0.765,591802442,691829016,56482,1.033,13418,,1572,51.244,1.1157797310305E+14,0.105,,dogecoin,doge
1545,2018/03/02,31847,1616557,13216,409.576,,32188,0.722,425382429,663024446,50226,1.045,11868,,1158,51.439,1.1204064687968E+14,0.11,,dogecoin,doge
1546,2018/03/03,35976,1574343,19415,430.729,,33262,0.69,645536395,620005605,53511,1.052,12278,,null,51.377,1.0889788748693E+14,0.0972,,dogecoin,doge
1547,2018/03/04,36120,1578622,12908,333.484,,33029,0.681,415971087,602612236,57762,1.046,12582,,null,51.43,1.0777392300934E+14,0.114,,dogecoin,doge
1548,2018/03/05,32223,1656217,10904,258.941,,33096,0.645,360749337,607170115,49425,1.041,12564,,null,51.499,1.1519127796744E+14,0.111,,dogecoin,doge
1549,2018/03/06,35941,1624972,13051,373.852,,34608,0.592,451044204,544787763,53813,1.041,12531,,null,51.573,1.1257345527236E+14,0.101,,dogecoin,doge
1550,2018/03/07,37856,1714639,10311,84.497,,30989,0.508,319166069,496228611,53472,1.047,11965,,null,51.441,1.1877897674178E+14,0.112,,dogecoin,doge
1551,2018/03/08,34336,1683668,12385,78.837,,28146,0.49,348531170,464175273,51911,1.033,10287,,null,51.34,1.1684162372297E+14,0.115,,dogecoin,doge
1552,2018/03/09,32964,1713739,12713,29.912,,21996,0.447,279072567,439798476,50266,1.047,8565,,null,51.277,1.1942979411385E+14,0.103,,dogecoin,doge
1553,2018/03/10,31211,1757908,14978,23.234,,20661,0.477,309462679,473931819,49543,1.042,8732,,null,51.251,1.2134262067836E+14,0.105,,dogecoin,doge
1554,2018/03/11,32746,1777980,10528,20.68,,19743,0.458,207738079,460759100,52523,1.038,8397,,null,51.168,1.232283472508E+14,0.0949,,dogecoin,doge
1555,2018/03/12,30016,1835106,11848,29.765,,19867,0.443,235321095,461632170,46637,1.043,8411,,null,51.179,1.2717796645213E+14,0.155,,dogecoin,doge
1556,2018/03/13,30688,1767993,11235,24.789,,19286,0.45,216667649,450035867,49063,1.039,8244,,null,51.133,1.2246789346919E+14,0.114,,dogecoin,doge
1557,2018/03/14,29498,1781632,12648,30.74,,18192,0.425,230083794,428168608,44916,1.037,7404,,null,51.051,1.2346966112284E+14,0.0963,,dogecoin,doge
1558,2018/03/15,32534,1774784,13752,22.551,,20955,0.389,288005554,393785688,52918,1.047,11027,,null,50.987,1.2294913658495E+14,0.103,,dogecoin,doge
1559,2018/03/16,28940,1842920,9557,20.491,,19341,0.381,184833615,401858837,44915,1.05,7745,,null,50.989,1.2754300734559E+14,0.0952,,dogecoin,doge
1560,2018/03/17,31178,1925989,11985,19.395,,19852,0.354,237285176,387620979,49620,1.05,8151,,null,51.012,1.3254514018199E+14,0.101,,dogecoin,doge
1561,2018/03/18,31924,1770377,6478,19.284,,21005,0.346,136057415,346980988,52142,1.04,8435,,null,50.892,1.2257345421833E+14,0.0966,,dogecoin,doge
1562,2018/03/19,35482,1853171,10050,18.794,,23247,0.359,233571460,376933350,56397,1.04,9462,,null,50.842,1.2837141698283E+14,0.0971,,dogecoin,doge
1563,2018/03/20,30120,1881066,7728,28.774,,20723,0.373,160042446,399682067,46357,1.046,8180,,null,50.881,1.3027332676113E+14,0.0973,,dogecoin,doge
1564,2018/03/21,32937,1922630,10262,31.416,,20407,0.384,209395230,420163262,53095,1.043,8509,,null,50.848,1.332308232322E+14,0.0916,,dogecoin,doge
1565,2018/03/22,32931,1936613,13109,30.265,,19656,0.369,257668370,407821963,49674,1.046,8481,,null,50.778,1.3414455813116E+14,0.101,,dogecoin,doge
1566,2018/03/23,35444,2024623,7797,27.69,,21218,0.34,165434340,391057836,53725,1.04,8499,,null,50.768,1.4024098799118E+14,0.0958,,dogecoin,doge
1567,2018/03/24,32523,1933929,7785,29.93,,20642,0.37,160688219,407494699,47536,1.043,8192,,null,50.771,1.3398889805809E+14,0.1,,dogecoin,doge
1568,2018/03/25,37595,2001907,10513,19.976,,21100,0.347,221814669,394161178,66889,1.04,10303,,null,50.801,1.3873492219212E+14,0.0911,,dogecoin,doge
1569,2018/03/26,32239,2075755,8367,20.687,,23928,0.323,199894360,378496083,55680,1.035,12794,,null,50.754,1.4386582078997E+14,0.0907,,dogecoin,doge
1570,2018/03/27,31855,1999428,7606,31.827,,20744,0.317,157786564,360211697,49635,1.041,8204,,null,50.757,1.3872067950408E+14,0.0893,,dogecoin,doge
1571,2018/03/28,28392,2052832,6756,30.015,,21089,0.305,142473539,357365979,41466,1.053,8514,,null,50.75,1.4102654656499E+14,0.0998,,dogecoin,doge
1572,2018/03/29,31812,2163640,8489,29.649,,23691,0.276,201122219,337209045,52987,1.033,10168,,null,51.713,1.5009374604478E+14,0.0877,,dogecoin,doge
1573,2018/03/30,34100,2190122,7834,27.885,,23413,0.249,183394589,311007625,53591,1.04,9723,,null,51.699,1.5250905457251E+14,0.093,,dogecoin,doge
1574,2018/03/31,30931,2280807,5941,24.786,,23021,0.246,136702071,319846395,49502,1.039,8580,,null,51.683,1.585767391686E+14,0.0966,,dogecoin,doge
1575,2018/04/01,31705,2227894,5074,29.276,,23446,0.246,118683824,310282350,54470,1.035,8946,,null,51.622,1.5461191544230E+14,0.0485,,dogecoin,doge
1576,2018/04/02,31617,2253378,2648,29.57,,23736,0.244,62678717,315945525,55489,1.053,9244,,null,51.589,1.5585874787176E+14,0.0445,,dogecoin,doge
1577,2018/04/03,34357,2215975,2808,35.972,,25375,0.264,71205512,331124220,59487,1.039,10686,,null,51.526,1.5309774868151E+14,0.0512,,dogecoin,doge
1578,2018/04/04,31111,2258624,3464,44.24,,24341,0.253,84321736,324652310,53289,1.04,9037,,null,51.479,1.5652923360599E+14,0.034,,dogecoin,doge
1579,2018/04/05,31142,2348443,3104,35.152,,25223,0.232,78291634,310342164,51277,1.045,10508,,null,51.488,1.6268869099458E+14,0.0378,,dogecoin,doge
1580,2018/04/06,31973,2266117,3826,35.615,,25775,0.24,98539996,308529863,51666,1.038,10597,,null,51.488,1.5699033035941E+14,0.0476,,dogecoin,doge
1581,2018/04/07,34816,2446749,3758,28.175,,28570,0.229,107362118,319830093,57903,1.045,10272,,611,51.465,1.6948259505633E+14,0.0348,,dogecoin,doge
1582,2018/04/08,38303,2401187,4960,28.562,,27224,0.238,134498909,325065431,66707,1.042,10475,,494,51.409,1.6632111467283E+14,0.0418,,dogecoin,doge
1583,2018/04/09,36652,2280673,4481,40.063,,28102,0.248,125668205,321006820,57803,1.04,10029,,428,51.422,1.5798943005478E+14,0.037,,dogecoin,doge
1584,2018/04/10,37065,2416235,5575,60.384,,29690,0.237,165514116,326299495,57285,1.041,12362,,470,51.367,1.6759654848018E+14,0.0461,,dogecoin,doge
1585,2018/04/11,38644,2185310,6834,82.903,,31412,0.298,214147309,372289293,61806,1.05,12252,,672,51.352,151100759863851,0.0543,,dogecoin,doge
1586,2018/04/12,35572,2379642,7028,100.357,,30524,0.299,214442867,402176491,56038,1.033,11124,,506,51.231,165096922192692,0.052,,dogecoin,doge
1587,2018/04/13,39867,2449199,7552,90.185,,32930,0.327,248507947,457696639,62614,1.043,12993,,563,51.163,1.6997927698136E+14,0.0593,,dogecoin,doge
1588,2018/04/14,35096,2425031,11785,75.387,,31732,0.342,372737966,470199219,58141,1.039,14059,,671,50.981,1.6799081210489E+14,0.0519,,dogecoin,doge
1589,2018/04/15,40558,2460258,14856,88.028,,31048,0.355,461264262,501633582,70920,1.053,13278,,546,50.895,1.7037580794938E+14,0.0512,,dogecoin,doge
1590,2018/04/16,40462,2339629,22460,160.794,,31842,0.396,711841228,523802890,68466,1.037,13133,,578,50.772,1.6182844145561E+14,0.0488,,dogecoin,doge
1591,2018/04/17,32916,2394238,19594,159.765,,30771,0.399,601866839,541505474,57938,1.035,12031,,497,51.042,1.6605150982183E+14,0.0488,,dogecoin,doge
1592,2018/04/18,36652,2424804,19445,214.206,,30743,0.415,596721794,573623264,61311,1.041,11727,,523,50.975,1.6817127366453E+14,0.0551,,dogecoin,doge
1593,2018/04/19,38097,2546895,17979,269.249,,31781,0.441,570246481,642996687,57771,1.047,12483,,536,50.881,1.7635552996233E+14,0.0645,,dogecoin,doge
1594,2018/04/20,39660,2592945,16580,267.883,,33057,0.45,548084156,663295239,64683,1.042,12496,,492,50.79,1.7948546049883E+14,0.0585,,dogecoin,doge
1595,2018/04/21,40156,2759624,15966,44.602,,39204,0.401,625912146,630838904,65657,1.043,13497,,442,50.47,1.9117383179694E+14,0.0485,,dogecoin,doge
1596,2018/04/22,41950,2940909,28943,53.987,,21704,0.38,628173913,640881389,73373,1.051,12185,,478,50.331,2.0339266534814E+14,0.046,,dogecoin,doge
1597,2018/04/23,35760,2718701,28435,31.702,,19558,0.418,556137723,639503916,62610,1.039,11438,,502,50.22,1.8638688175816E+14,0.0488,,dogecoin,doge
1598,2018/04/24,38173,2851148,33210,46.206,,21968,0.401,729555029,657123321,65158,1.053,12001,,421,50.308,1.9722470974297E+14,0.0499,,dogecoin,doge
1599,2018/04/25,36418,2600724,22374,44.196,,20851,0.413,466510468,607725051,72577,1.039,16223,,297,51.199,1.7928804871551E+14,0.0391,,dogecoin,doge
1600,2018/04/26,36664,2813691,18770,34.354,,20721,0.372,388931203,598794891,60064,1.044,10264,,365,51.025,194912894939752,0.0484,,dogecoin,doge
1601,2018/04/27,37539,2846674,19995,31.54,,21489,0.394,429571648,642102902,62783,1.05,10471,,452,50.901,1.9633988328858E+14,0.0378,,dogecoin,doge
1602,2018/04/28,38998,2864977,19529,31.835,,22046,0.386,430508098,631246541,64454,1.05,11400,,334,50.818,1.9690887954262E+14,0.0484,,dogecoin,doge
1603,2018/04/29,42837,2789567,21470,32.757,,20607,0.39,442215290,621972214,69760,1.045,10635,,315,50.732,1.9319302999334E+14,0.0492,,dogecoin,doge
1604,2018/04/30,38440,3173170,21932,29.015,,22014,0.339,482808881,610843278,66604,1.038,10833,,330,50.445,2.1981709834321E+14,0.0456,,dogecoin,doge
1605,2018/05/01,37783,3177636,11418,28.071,,20585,0.321,235044599,581733710,61901,1.043,11005,,427,50.409,2.2012266347519E+14,0.0425,,dogecoin,doge
1606,2018/05/02,38800,3083314,11946,33.794,,21868,0.344,261225978,603136700,65092,1.036,12254,,487,50.389,2.1372597273129E+14,0.0526,,dogecoin,doge
1607,2018/05/03,41861,2991093,41705,38.277,,24291,0.364,1012132432,624949633,66198,1.048,11702,,425,50.189,2.0716913017824E+14,0.0562,,dogecoin,doge
1608,2018/05/04,42224,3197505,31441,29.713,,23457,0.335,733514623,612532767,67514,1.046,11812,,431,50.065,2.21267340951E+14,0.0435,,dogecoin,doge
1609,2018/05/05,40899,3282722,20050,30.646,,22583,0.32,450282013,599722904,62333,1.043,11268,,431,49.952,2.2723139799736E+14,0.0536,,dogecoin,doge
1610,2018/05/06,43369,3346885,14870,25.778,,21824,0.298,324503066,571361771,73289,1.047,11389,,431,49.941,2.317626423535E+14,0.0541,,dogecoin,doge
1611,2018/05/07,43286,3374472,14497,28.202,,23288,0.287,337581291,553880542,72974,1.047,12753,,403,49.846,233040200048848,0.0527,,dogecoin,doge
1612,2018/05/08,42890,3259204,23852,34.894,,23849,0.317,568346403,587010201,66278,1.037,12148,,480,49.816,2.2571375628071E+14,0.0654,,dogecoin,doge
1613,2018/05/09,40708,3535971,16752,36.907,,22933,0.284,384156687,576108156,66859,1.047,12131,,377,49.753,2.4495159437331E+14,0.0532,,dogecoin,doge
1614,2018/05/10,41933,3638950,12199,30.892,,22218,0.274,271026530,572325152,67188,1.047,11838,,412,49.722,2.5191212923296E+14,0.065,,dogecoin,doge
1615,2018/05/11,41686,3395257,9459,27.487,,21513,0.265,203495307,511739227,65828,1.035,11600,,369,49.672,2.3523141314668E+14,0.0612,,dogecoin,doge
1616,2018/05/12,39544,3265571,12267,23.474,,20996,0.262,257550786,488066789,63573,1.04,10400,,396,49.65,2.2629326977438E+14,0.0577,,dogecoin,doge
1617,2018/05/13,42050,3542231,11888,20.958,,21277,0.246,252941586,501870246,66436,1.048,10251,,384,49.63,2.4554524287479E+14,0.046,,dogecoin,doge
1618,2018/05/14,43171,3345169,12355,22.312,,23466,0.266,289906551,506944130,68758,1.046,11565,,343,49.586,2.3062318620514E+14,0.0457,,dogecoin,doge
1619,2018/05/15,43174,3465813,14169,15.281,,25667,0.263,363644457,521113117,68327,1.047,11363,,475,49.567,2.3904574774323E+14,0.0599,,dogecoin,doge
1620,2018/05/16,41324,3524166,7901,23.829,,23400,0.249,184874522,500712581,72262,1.042,22325,,411,49.684,2.4421474457219E+14,0.0565,,dogecoin,doge
