,date,sent_addresses,send_usd,difficulty,top_100_percent,block_size,median_transaction_value,av_transaction_size,median_transaction_size,confirmation_time,market_cap,hashrate,transactions,fee_reward,mining_profitability,active_addresses,google_trends,av_transaction_value,tweets,full_name,coin
2093,2014/10/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2094,2014/10/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2095,2014/10/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2096,2014/10/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2097,2014/10/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2098,2014/10/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2099,2014/10/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2100,2014/10/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2101,2014/10/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2102,2014/10/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2103,2014/10/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2104,2014/10/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2105,2014/10/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2106,2014/10/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2107,2014/10/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2108,2014/10/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2109,2014/10/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2110,2014/10/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2111,2014/10/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2112,2014/10/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2113,2014/10/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2114,2014/10/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2115,2014/10/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2116,2014/10/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2117,2014/10/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2118,2014/10/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2119,2014/10/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2120,2014/10/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2121,2014/10/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2122,2014/11/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2123,2014/11/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2124,2014/11/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2125,2014/11/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2126,2014/11/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2127,2014/11/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2128,2014/11/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2129,2014/11/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2130,2014/11/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2131,2014/11/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2132,2014/11/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2133,2014/11/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2134,2014/11/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2135,2014/11/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2136,2014/11/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2137,2014/11/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2138,2014/11/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2139,2014/11/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2140,2014/11/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2141,2014/11/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2142,2014/11/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2143,2014/11/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2144,2014/11/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2145,2014/11/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2146,2014/11/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2147,2014/11/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2148,2014/11/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2149,2014/11/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2150,2014/11/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2151,2014/11/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2152,2014/12/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2153,2014/12/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2154,2014/12/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2155,2014/12/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2156,2014/12/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2157,2014/12/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2158,2014/12/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2159,2014/12/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2160,2014/12/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2161,2014/12/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2162,2014/12/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2163,2014/12/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2164,2014/12/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2165,2014/12/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2166,2014/12/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2167,2014/12/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2168,2014/12/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2169,2014/12/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2170,2014/12/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2171,2014/12/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2172,2014/12/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2173,2014/12/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2174,2014/12/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2175,2014/12/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2176,2014/12/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2177,2014/12/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2178,2014/12/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2179,2014/12/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2180,2014/12/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2181,2014/12/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2182,2014/12/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2183,2015/01/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2184,2015/01/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2185,2015/01/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2186,2015/01/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2187,2015/01/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2188,2015/01/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2189,2015/01/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2190,2015/01/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2191,2015/01/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2192,2015/01/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2193,2015/01/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2194,2015/01/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2195,2015/01/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2196,2015/01/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2197,2015/01/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2198,2015/01/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2199,2015/01/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2200,2015/01/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2201,2015/01/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2202,2015/01/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2203,2015/01/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2204,2015/01/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2205,2015/01/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2206,2015/01/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2207,2015/01/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2208,2015/01/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2209,2015/01/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2210,2015/01/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2211,2015/01/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2212,2015/01/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2213,2015/01/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2214,2015/02/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2215,2015/02/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2216,2015/02/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2217,2015/02/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2218,2015/02/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2219,2015/02/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2220,2015/02/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2221,2015/02/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2222,2015/02/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2223,2015/02/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2224,2015/02/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2225,2015/02/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2226,2015/02/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2227,2015/02/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2228,2015/02/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2229,2015/02/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2230,2015/02/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2231,2015/02/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2232,2015/02/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2233,2015/02/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2234,2015/02/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2235,2015/02/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2236,2015/02/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2237,2015/02/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2238,2015/02/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2239,2015/02/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2240,2015/02/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2241,2015/02/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2242,2015/03/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2243,2015/03/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2244,2015/03/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2245,2015/03/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2246,2015/03/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2247,2015/03/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2248,2015/03/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2249,2015/03/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2250,2015/03/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2251,2015/03/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2252,2015/03/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2253,2015/03/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2254,2015/03/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2255,2015/03/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2256,2015/03/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2257,2015/03/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2258,2015/03/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2259,2015/03/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2260,2015/03/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2261,2015/03/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2262,2015/03/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2263,2015/03/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2264,2015/03/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2265,2015/03/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2266,2015/03/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2267,2015/03/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2268,2015/03/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2269,2015/03/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2270,2015/03/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2271,2015/03/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2272,2015/03/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2273,2015/04/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2274,2015/04/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2275,2015/04/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2276,2015/04/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2277,2015/04/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2278,2015/04/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2279,2015/04/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2280,2015/04/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2281,2015/04/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2282,2015/04/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2283,2015/04/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2284,2015/04/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2285,2015/04/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2286,2015/04/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2287,2015/04/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2288,2015/04/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2289,2015/04/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2290,2015/04/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2291,2015/04/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2292,2015/04/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2293,2015/04/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2294,2015/04/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2295,2015/04/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2296,2015/04/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2297,2015/04/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2298,2015/04/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2299,2015/04/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2300,2015/04/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2301,2015/04/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2302,2015/04/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2303,2015/05/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2304,2015/05/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2305,2015/05/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2306,2015/05/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2307,2015/05/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2308,2015/05/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2309,2015/05/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2310,2015/05/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2311,2015/05/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2312,2015/05/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2313,2015/05/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2314,2015/05/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2315,2015/05/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2316,2015/05/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2317,2015/05/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2318,2015/05/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2319,2015/05/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2320,2015/05/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2321,2015/05/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2322,2015/05/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2323,2015/05/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2324,2015/05/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2325,2015/05/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2326,2015/05/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2327,2015/05/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2328,2015/05/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2329,2015/05/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2330,2015/05/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2331,2015/05/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2332,2015/05/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2333,2015/05/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2334,2015/06/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2335,2015/06/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2336,2015/06/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2337,2015/06/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2338,2015/06/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2339,2015/06/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2340,2015/06/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2341,2015/06/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2342,2015/06/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2343,2015/06/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2344,2015/06/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2345,2015/06/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2346,2015/06/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2347,2015/06/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2348,2015/06/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2349,2015/06/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2350,2015/06/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2351,2015/06/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2352,2015/06/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2353,2015/06/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2354,2015/06/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2355,2015/06/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2356,2015/06/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2357,2015/06/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2358,2015/06/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2359,2015/06/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2360,2015/06/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2361,2015/06/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2362,2015/06/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2363,2015/06/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2364,2015/07/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2365,2015/07/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2366,2015/07/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2367,2015/07/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2368,2015/07/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2369,2015/07/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2370,2015/07/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2371,2015/07/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2372,2015/07/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2373,2015/07/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2374,2015/07/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2375,2015/07/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2376,2015/07/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2377,2015/07/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2378,2015/07/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2379,2015/07/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2380,2015/07/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2381,2015/07/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2382,2015/07/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2383,2015/07/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2384,2015/07/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2385,2015/07/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2386,2015/07/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2387,2015/07/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2388,2015/07/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2389,2015/07/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2390,2015/07/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2391,2015/07/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2392,2015/07/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2393,2015/07/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2394,2015/07/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2395,2015/08/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2396,2015/08/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2397,2015/08/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2398,2015/08/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2399,2015/08/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2400,2015/08/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2401,2015/08/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2402,2015/08/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2403,2015/08/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2404,2015/08/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2405,2015/08/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2406,2015/08/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2407,2015/08/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2408,2015/08/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2409,2015/08/15,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2410,2015/08/16,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2411,2015/08/17,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2412,2015/08/18,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2413,2015/08/19,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2414,2015/08/20,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2415,2015/08/21,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2416,2015/08/22,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2417,2015/08/23,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2418,2015/08/24,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2419,2015/08/25,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2420,2015/08/26,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2421,2015/08/27,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2422,2015/08/28,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2423,2015/08/29,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2424,2015/08/30,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2425,2015/08/31,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2426,2015/09/01,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2427,2015/09/02,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2428,2015/09/03,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2429,2015/09/04,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2430,2015/09/05,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2431,2015/09/06,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2432,2015/09/07,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2433,2015/09/08,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2434,2015/09/09,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2435,2015/09/10,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2436,2015/09/11,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2437,2015/09/12,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2438,2015/09/13,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
2439,2015/09/14,,,,,,,,,,,,,,,,,,,badgercoin,badgercoin
