,date,active_addresses,confirmation_time,top_100_percent,send_usd,av_transaction_size,hashrate,market_cap,av_transaction_value,sent_addresses,google_trends,fee_reward,transactions,difficulty,mining_profitability,median_transaction_value,tweets,median_transaction_size,block_size,full_name,coin
1785,2013/11/23,15089722179null,,,1129433304252904942null,,,8881168588224508164null,1578028098null,9977413070null,,,723759001null,6094826801429null,,,,,2093717576null,bitconnect,bitconnect
1786,2013/11/24,12466819831null,,,1064126265247468984null,,,8449651144217462364null,1753332899null,7734011229null,,,606937526null,6094826801480null,,,,,1833686103null,bitconnect,bitconnect
1787,2013/11/25,14301522841null,,,1044834201331303854null,,,8699310811233553445null,1473337691null,9293112823null,,,716208790null,6094826801486null,,,,,1902087287null,bitconnect,bitconnect
1788,2013/11/26,17951037535null,,,3206113980628294435null,,,9587594542326241202null,3914744716null,11888319518null,,,8322414055null,6094826801486null,,,,,25130620726null,bitconnect,bitconnect
1789,2013/11/27,19926342273null,,,29586998911280036227null,,,10730289044557862208null,3117574653null,13381922978null,,,9535817147null,6094826801504null,,,,,26496920287null,bitconnect,bitconnect
1790,2013/11/28,20203548944null,,,31905523154607945576null,,,11254886229950296641null,32612236471null,13249626886null,,,9874019508null,6094826801523null,,,,,24854919064null,bitconnect,bitconnect
1791,2013/11/29,18962838486null,,,25509636033603208216null,,,11826898270872208524null,28801243137null,12208220187null,,,8991114892null,6343886141523null,,,,,24995912850null,bitconnect,bitconnect
1792,2013/11/30,16394235671null,,,19597222212442872458null,,,12682051948856063112null,26764177822null,10073219068null,,,7501413739null,7074082831607null,,,,,20024311161null,bitconnect,bitconnect
1793,2013/12/01,16630737054null,,,13638189441245020757null,,,11038486608771830218null,1921591985null,10214018695null,,,7194713535null,7074082831734null,,,,,1886709926null,bitconnect,bitconnect
1794,2013/12/02,17803335248null,,,1303888839971309764null,,,11070978963696470186null,1759672562null,10546418641null,,,7541113386null,7074082831734null,,,,,2309768924null,bitconnect,bitconnect
1795,2013/12/03,17415135202null,,,1166848924936502742null,,,11880028583754066283null,1509971785null,11171317832null,,,7746713046null,7074082831807null,,,,,1853419534null,bitconnect,bitconnect
1796,2013/12/04,18428139112null,,,1393986124865470577null,,,12514095135917445351null,1760861642null,11629718681null,,,7945314085null,7074082831965null,,,,,23283210362null,bitconnect,bitconnect
1797,2013/12/05,18404636758null,,,15323412761574521472null,,,11966086645852240897null,18551122153null,12120917769null,,,8311312934null,7074082831965null,,,,,2381599561null,bitconnect,bitconnect
1798,2013/12/06,16943433406null,,,10614109671116609278null,,,11067183762779262174null,15084100020null,10374915903null,,,7189111231null,7074082832015null,,,,,1688956905null,bitconnect,bitconnect
1799,2013/12/07,15089933910null,,,1695748949962562723null,,,8708859864583733032null,2524884307null,9463316248null,,,6751711475null,7074082832219null,,,,,1647118796null,bitconnect,bitconnect
1800,2013/12/08,11453632400null,,,890988411277244542null,,,8867502070586031115null,1891625172null,6796715717null,,,4728211014null,7074082832219null,,,,,1204696807null,bitconnect,bitconnect
1801,2013/12/09,15625837785null,,,1038144989577851062null,,,10355946029713660506null,1677342703null,9389918798null,,,6344913532null,7074082832356null,,,,,1725148226null,bitconnect,bitconnect
1802,2013/12/10,15454639369null,,,763464363772976978null,,,11091432811793890366null,1143756853null,9400319244null,,,6743113596null,7754357192695null,,,,,19168110928null,bitconnect,bitconnect
1803,2013/12/11,15292439253null,,,985018282495512762null,,,10743391422754613420null,1472337621null,9412418915null,,,6714013171null,9083508622695null,,,,,1958429248null,bitconnect,bitconnect
1804,2013/12/12,13082435621null,,,777629716438527723null,,,10334494909724755637null,1352936761null,8247817454null,,,5805611929null,9083508622720null,,,,,1704917901null,bitconnect,bitconnect
1805,2013/12/13,14600436511null,,,791957461534875162null,,,10537959468730023655null,1357548981null,8883916130null,,,5994110920null,9083508622927null,,,,,17716210190null,bitconnect,bitconnect
1806,2013/12/14,14810732198null,,,525928336129436093null,,,10355708429711224829null,1011112847null,8345615272null,,,5385910084null,9083508622927null,,,,,1672147635null,bitconnect,bitconnect
1807,2013/12/15,14131536189null,,,382390593613730068null,,,10114244669702568586null,739951853null,7836417237null,,,5213111836null,9083508622927null,,,,,1719259366null,bitconnect,bitconnect
1808,2013/12/16,17766942831null,,,1616817137978849206null,,,9389330110662914934null,2372967971null,10055520069null,,,6918114430null,9083508623062null,,,,,17967412059null,bitconnect,bitconnect
1809,2013/12/17,15882643643null,,,1064397369693292932null,,,8163095363527920160null,1580546617null,9976620255null,,,6753714900null,9083508623094null,,,,,16883212710null,bitconnect,bitconnect
1810,2013/12/18,18124446211null,,,11045220011449957630null,,,6728817650374727956null,1376789237null,11619921915null,,,8131116321null,9083508623094null,,,,,20399212054null,bitconnect,bitconnect
1811,2013/12/19,15774738537null,,,8367432152394095242null,,,7477721321402700441null,12038180673null,9906118043null,,,7005213251null,9083508623158null,,,,,14834510007null,bitconnect,bitconnect
1812,2013/12/20,15356137284null,,,6209811902316406075null,,,8058557197461388038null,10109184442null,8812117357null,,,6490512559null,9083508623231null,,,,,18313010622null,bitconnect,bitconnect
1813,2013/12/21,12741231054null,,,585984473233337290null,,,7312365176406163639null,1056123900null,7791414240null,,,559229763null,10674924733231null,,,,,1738367417null,bitconnect,bitconnect
1814,2013/12/22,12408330055null,,,566118499457507251null,,,7509740013406990432null,1090751107null,7158013141null,,,527288952null,11809231953231null,,,,,1620017328null,bitconnect,bitconnect
1815,2013/12/23,15246330822null,,,4519587241090376111null,,,7652888251411901738null,8425111468null,7804313926null,,,540969782null,11809231953037null,,,,,1684348575null,bitconnect,bitconnect
1816,2013/12/24,13052431174null,,,571514686651762175null,,,7877506406414844429null,1026166311null,8377614484null,,,556969829null,11809231952920null,,,,,1672218153null,bitconnect,bitconnect
1817,2013/12/25,13023434703null,,,574345414158758685null,,,7992904507464742475null,1041914173null,8544616439null,,,5526611207null,11809231952920null,,,,,1762429325null,bitconnect,bitconnect
1818,2013/12/26,12266238254null,,,438713910666548499null,,,8667980009568130727null,858652472null,7821317021null,,,5109612703null,11809231952919null,,,,,16617312242null,bitconnect,bitconnect
1819,2013/12/27,12640435195null,,,432744630838399564null,,,8759625914551461271null,828175417null,7977815799null,,,5249011120null,11809231952850null,,,,,1462118946null,bitconnect,bitconnect
1820,2013/12/28,11592432088null,,,436355167227622957null,,,8704024111537560692null,933623629null,6986714234null,,,478599633null,11809231952850null,,,,,1776926712null,bitconnect,bitconnect
1821,2013/12/29,12926931595null,,,592692737233210506null,,,8664365741552259575null,1161624433null,6693714203null,,,511579545null,11809231952850null,,,,,1746817641null,bitconnect,bitconnect
1822,2013/12/30,15268636992null,,,590478776352773567null,,,8880104088573792320null,1079630485null,8558317042null,,,5544011600null,11809231953116null,,,,,1750769316null,bitconnect,bitconnect
1823,2013/12/31,11917630385null,,,365598895681530880null,,,8848410602572754095null,758876405null,7380714259null,,,486638920null,11809231953168null,,,,,1444387886null,bitconnect,bitconnect
1824,2014/01/01,9726030293null,,,395188959199038040null,,,9027564716579414332null,921921307null,6112414847null,,,428659369null,11809231953168null,,,,,1050957410null,bitconnect,bitconnect
1825,2014/01/02,13775835401null,,,536732385334056037null,,,9275962711595154424null,982428540null,8468017214null,,,5463611705null,14060716393178null,,,,,21297310117null,bitconnect,bitconnect
1826,2014/01/03,14311236897null,,,707000317328299086null,,,9653676428599201516null,1172327754null,9136618053null,,,6081911829null,14184813953195null,,,,,19656110221null,bitconnect,bitconnect
1827,2014/01/04,11660233949null,,,510081046289644758null,,,9859310390591177694null,982627498null,7381116182null,,,5191110534null,14184813953195null,,,,,1849278377null,bitconnect,bitconnect
1828,2014/01/05,13620836581null,,,805945831236351728null,,,10586963510617302619null,1378419987null,8477917324null,,,5846911825null,14184813953204null,,,,,1660799485null,bitconnect,bitconnect
1829,2014/01/06,17891746506null,,,9281772401309367498null,,,11416358515697643098null,1382982486null,9915321251null,,,6717215887null,14184813953367null,,,,,20301115386null,bitconnect,bitconnect
1830,2014/01/07,14254538351null,,,7962396801612312747null,,,10571674123655841632null,12847129130null,8525017377null,,,6273412554null,14184813953367null,,,,,1764359902null,bitconnect,bitconnect
1831,2014/01/08,14745938192null,,,641320374444755370null,,,9871565110575484452null,1050937792null,8369717068null,,,6124611771null,14184813953367null,,,,,1578208762null,bitconnect,bitconnect
1832,2014/01/09,13411934112null,,,485284224173857385null,,,10019535543584739790null,829116623null,8384815420null,,,5882410459null,14184813953800null,,,,,1417598683null,bitconnect,bitconnect
1833,2014/01/10,12745932820null,,,462378304152866956null,,,10018449122583882130null,856616490null,7887114856null,,,539799272null,14184813953815null,,,,,1466517551null,bitconnect,bitconnect
1834,2014/01/11,13004835840null,,,363245215129423737null,,,10591030492629674336null,652811700null,7868516068null,,,5564611062null,14184813953815null,,,,,14026910264null,bitconnect,bitconnect
1835,2014/01/12,11703031973null,,,354872553112800646null,,,10436027877615040509null,706212064null,6970713620null,,,503309350null,14184813953857null,,,,,1263427719null,bitconnect,bitconnect
1836,2014/01/13,15220432604null,,,428940934134955690null,,,9998496558586308311null,809313559null,7779514119null,,,532929953null,17302642883891null,,,,,1663958751null,bitconnect,bitconnect
1837,2014/01/14,13156932367null,,,615198217147052081null,,,10119223760591875602null,1081215768null,7826913634null,,,572169473null,17895469513891null,,,,,1744688949null,bitconnect,bitconnect
1838,2014/01/15,13299534097null,,,503068504217982499null,,,10259201593608554469null,820020750null,8307214962null,,,6142810505null,17895469513894null,,,,,1621428530null,bitconnect,bitconnect
1839,2014/01/16,13251532327null,,,498812104123475679null,,,10182545514604707640null,884913126null,7564113741null,,,565189407null,17895469513932null,,,,,1594569478null,bitconnect,bitconnect
1840,2014/01/17,12934730756null,,,338624383117733140null,,,9833758380581662962null,593713160null,7781013336null,,,588748946null,17895469513932null,,,,,1898597165null,bitconnect,bitconnect
1841,2014/01/18,10659532066null,,,286260098155344032null,,,9935042058587539858null,556916637null,6723613905null,,,513999339null,17895469513932null,,,,,1444747311null,bitconnect,bitconnect
1842,2014/01/19,10892833456null,,,463268983127080510null,,,10102671627602228360null,980512640null,6892014657null,,,4783610054null,17895469513974null,,,,,1425109042null,bitconnect,bitconnect
1843,2014/01/20,17915037974null,,,647277993182751241null,,,10194974658603186250null,1039715890null,9626016349null,,,6280811501null,17895469513998null,,,,,18423011817null,bitconnect,bitconnect
1844,2014/01/21,15973838208null,,,512210047194507692null,,,10181118424598806313null,715815994null,10315417246null,,,7241112161null,17895469513998null,,,,,21991313849null,bitconnect,bitconnect
1845,2014/01/22,15299136079null,,,403027771172160925null,,,10141792649581278333null,620614912null,9537316000null,,,6564311547null,17895469513998null,,,,,17174415467null,bitconnect,bitconnect
1846,2014/01/23,15032535277null,,,413913413212633631null,,,10007865382559938815null,656218415null,8749815880null,,,6339911547null,17895469513822null,,,,,18541014343null,bitconnect,bitconnect
1847,2014/01/24,14262638262null,,,581534153281839215null,,,9622109371506955145null,915720714null,8905317985null,,,6541113606null,19414271913130null,,,,,17085512610null,bitconnect,bitconnect
1848,2014/01/25,12698734978null,,,366899920139046793null,,,9818642379530506650null,700211889null,7554416359null,,,5369911695null,21938478703130null,,,,,16614510318null,bitconnect,bitconnect
1849,2014/01/26,12557738220null,,,322163397221916335null,,,10027796911556902411null,621417830null,7898917245null,,,5343012446null,21938478703130null,,,,,17797214734null,bitconnect,bitconnect
1850,2014/01/27,17053538836null,,,715015359195101517null,,,9747557461529022187null,1113714625null,9394417972null,,,6420013340null,21938478703130null,,,,,18732414802null,bitconnect,bitconnect
1851,2014/01/28,15824638525null,,,496747269132574899null,,,9489317514516818780null,757110178null,9905417529null,,,6560813026null,21938478702593null,,,,,2157439061null,bitconnect,bitconnect
1852,2014/01/29,14129638635null,,,378914060298626788null,,,9687524064526433620null,638623695null,8769717044null,,,5953012603null,21938478702458null,,,,,1924478092null,bitconnect,bitconnect
1853,2014/01/30,15181236542null,,,412905762130751985null,,,9656490405526364504null,687310675null,9461216808null,,,6062312250null,21938478702515null,,,,,1744777440null,bitconnect,bitconnect
1854,2014/01/31,14908333406null,,,32217444382855589null,,,9813735460535562201null,54487866null,9634014764null,,,6008510534null,21938478703300null,,,,,16747210794null,bitconnect,bitconnect
1855,2014/02/01,13502733149null,,,36076113798174024null,,,9929126621555190334null,68098861null,8867415029null,,,5464911079null,21938478703300null,,,,,15153410469null,bitconnect,bitconnect
1856,2014/02/02,13550433973null,,,392713170112421582null,,,9924245675556675136null,752910688null,8476814660null,,,5229710541null,21938478703300null,,,,,1584619941null,bitconnect,bitconnect
1857,2014/02/03,17251435553null,,,381604284164786501null,,,9851830297542796506null,686315611null,9707514855null,,,5741910556null,21938478703298null,,,,,18075712269null,bitconnect,bitconnect
1858,2014/02/04,16918439399null,,,633516691185255791null,,,9912215203537320485null,927114334null,11074118254null,,,6962712947null,21938478702820null,,,,,2210558872null,bitconnect,bitconnect
1859,2014/02/05,15687839541null,,,632793494160642596null,,,9814970888530300391null,951512305null,10034218132null,,,6736113055null,24687056732820null,,,,,2208619093null,bitconnect,bitconnect
1860,2014/02/06,16345735617null,,,509981148104019292null,,,9542453945511218434null,72958702null,10670217247null,,,6997812048null,26214044532909null,,,,,2099418893null,bitconnect,bitconnect
1861,2014/02/07,16551835094null,,,623765242160150222null,,,8924242012479032943null,907614573null,11035816138null,,,7035910990null,26214044533508null,,,,,24508112645null,bitconnect,bitconnect
1862,2014/02/08,14830232614null,,,400808198112294759null,,,8768379035472339842null,621510650null,9569814801null,,,6482710544null,26214044533508null,,,,,18677511542null,bitconnect,bitconnect
1863,2014/02/09,12920532905null,,,341508757193175788null,,,8656605604467725801null,612418190null,7944014590null,,,5644110620null,26214044533508null,,,,,21043013399null,bitconnect,bitconnect
1864,2014/02/10,17146434768null,,,533392466527876624null,,,8263767949438646028null,799845123null,9589815795null,,,6669411734null,26214044533508null,,,,,21055115640null,bitconnect,bitconnect
1865,2014/02/11,15490436719null,,,471727213145444009null,,,8368343763450964745null,707112284null,9610815954null,,,6706511840null,26214044532897null,,,,,19925112958null,bitconnect,bitconnect
1866,2014/02/12,21513640810null,,,399891707109488027null,,,8048705154436395925null,64599405null,9013216358null,,,6194811642null,26214044532674null,,,,,25082112748null,bitconnect,bitconnect
1867,2014/02/13,16404036356null,,,397327943117649453null,,,7662793967409574650null,59169902null,9736116281null,,,6716111901null,26214044532674null,,,,,21764211008null,bitconnect,bitconnect
1868,2014/02/14,17730536000null,,,433298119254663062null,,,7407335344387390389null,592222062null,10702415955null,,,7469811543null,26214044532676null,,,,,2246629401null,bitconnect,bitconnect
1869,2014/02/15,15051633174null,,,60960838784892154null,,,7874711432411482242null,104558516null,9713514370null,,,617099968null,26214044532690null,,,,,1800538104null,bitconnect,bitconnect
1870,2014/02/16,12769034040null,,,378482247140768071null,,,7519183334391917784null,660112255null,7716815748null,,,5733611487null,26214044532690null,,,,,1454447772null,bitconnect,bitconnect
1871,2014/02/17,18040733412null,,,30996203272265063null,,,7660118530401298269null,52536549null,9013215217null,,,6069811035null,31230161592769null,,,,,2166698398null,bitconnect,bitconnect
1872,2014/02/18,15822130964null,,,30599083494050284null,,,7632701539400005146null,48569381null,9824414316null,,,6524510026null,31295731753207null,,,,,22550410930null,bitconnect,bitconnect
1873,2014/02/19,17758131213null,,,277793285318830461null,,,7556512852399073480null,397232812null,11970114013null,,,699429717null,31295731753207null,,,,,20570810050null,bitconnect,bitconnect
1874,2014/02/20,18106131699null,,,322858391162047224null,,,7168503527377151652null,454915413null,12424414877null,,,7096710517null,31295731753207null,,,,,22641610137null,bitconnect,bitconnect
1875,2014/02/21,17872532153null,,,284778547174739230null,,,6824774152355807053null,416616739null,12438414679null,,,6923810449null,31295731753092null,,,,,2554329098null,bitconnect,bitconnect
1876,2014/02/22,15599732853null,,,22531347126780060null,,,7042301997371465814null,38742636null,10266814828null,,,5849310159null,31295731752871null,,,,,1848908932null,bitconnect,bitconnect
1877,2014/02/23,16290935259null,,,25007104358055759null,,,7555955670399530693null,41745131null,11288116363null,,,5990611315null,31295731752871null,,,,,2104209500null,bitconnect,bitconnect
1878,2014/02/24,21515531957null,,,44250949460187416null,,,7128400536381957028null,61695715null,13643116471null,,,7360510532null,31295731752952null,,,,,2258718368null,bitconnect,bitconnect
1879,2014/02/25,20921742831null,,,552167081123187116null,,,6314417925337370197null,706510634null,14703218256null,,,7992111584null,31295731753322null,,,,,28156516315null,bitconnect,bitconnect
1880,2014/02/26,20144135597null,,,38964747935810924null,,,6993424821369228375null,53743435null,13401217230null,,,7299210458null,31295731753322null,,,,,23294411178null,bitconnect,bitconnect
1881,2014/02/27,18491431784null,,,32305987042817362null,,,7000175929366179785null,45854476null,11740416153null,,,706719581null,31295731753322null,,,,,2077739622null,bitconnect,bitconnect
1882,2014/02/28,19655835372null,,,32364627139601362null,,,6841993067350157474null,46164185null,11330716047null,,,701099510null,34404259443213null,,,,,23655310711null,bitconnect,bitconnect
1883,2014/03/01,18180634032null,,,45146220644958902null,,,6846812263349453090null,71554820null,11998215500null,,,632589328null,38157237993145null,,,,,26116110906null,bitconnect,bitconnect
1884,2014/03/02,15953439482null,,,30591023033905773null,,,6903312989342162959null,54153489null,10109215625null,,,564959723null,38157237993145null,,,,,23918111355null,bitconnect,bitconnect
1885,2014/03/03,23740244518null,,,640674979122981971null,,,7492764773345899524null,804810135null,14744818715null,,,8111612134null,38157237993378null,,,,,33232019661null,bitconnect,bitconnect
1886,2014/03/04,23250453711null,,,681487601369530118null,,,8299305811435326412null,809021507null,15674224508null,,,8445117182null,38157237993637null,,,,,35727223576null,bitconnect,bitconnect
1887,2014/03/05,20215937319null,,,443077398170566081null,,,8068506704425935001null,613415026null,13630417904null,,,7223611354null,38157237993637null,,,,,2833889860null,bitconnect,bitconnect
1888,2014/03/06,19579142215null,,,40428285675484346null,,,8063675547432093448null,57466705null,13046617795null,,,7035411258null,38157237993718null,,,,,24499111882null,bitconnect,bitconnect
1889,2014/03/07,18108540453null,,,154319377763066487null,,,7801725441419089617null,213805969null,12421516736null,,,7217910565null,38157237993922null,,,,,24896210589null,bitconnect,bitconnect
1890,2014/03/08,17142532871null,,,96743643675908065null,,,7630128755408240950null,150177801null,11882615486null,,,644229730null,38157237993922null,,,,,2110126684null,bitconnect,bitconnect
1891,2014/03/09,17367133705null,,,58821780264332040null,,,7786226930418492179null,94906459null,11294615980null,,,619829960null,38157237994145null,,,,,1996908121null,bitconnect,bitconnect
1892,2014/03/10,20818032817null,,,94871694647848649null,,,7801755577425616242null,136915182null,11466214657null,,,707359249null,38157237994738null,,,,,2780979553null,bitconnect,bitconnect
1893,2014/03/11,19083032338null,,,61398953036710267null,,,7791229007425418589null,81403990null,11895914541null,,,760369203null,38157237994738null,,,,,2513298064null,bitconnect,bitconnect
1894,2014/03/12,20357539851null,,,66314400670504162null,,,7856717323445560361null,91815684null,13082219081null,,,7615712404null,38157237994738null,,,,,23948012420null,bitconnect,bitconnect
1895,2014/03/13,19377034266null,,,48100350821021411null,,,7868331870449881808null,66212042null,12534916543null,,,7264310293null,42180331704722null,,,,,2567398949null,bitconnect,bitconnect
1896,2014/03/14,19235034631null,,,39058092534290231null,,,7805893775440761514null,56143117null,10406317444null,,,7048211002null,42502179204719null,,,,,3057739076null,bitconnect,bitconnect
1897,2014/03/15,14694032720null,,,36420893754818121null,,,7835064940445583264null,60565376null,8709716551null,,,6014310196null,42502179204719null,,,,,1860158032null,bitconnect,bitconnect
1898,2014/03/16,14061536362null,,,24068749693938232null,,,7818926927456991586null,40688352null,8397418366null,,,5916111248null,42502179205002null,,,,,16740810040null,bitconnect,bitconnect
1899,2014/03/17,18954439161null,,,340142253124327147null,,,7715405378458845598null,51359231null,10732919662null,,,6623513468null,42502179205162null,,,,,21145812027null,bitconnect,bitconnect
1900,2014/03/18,14302247021null,,,1607065906160344840null,,,7612123446491802120null,298239039null,8500923159null,,,5399617859null,42502179205162null,,,,,17541115133null,bitconnect,bitconnect
1901,2014/03/19,16525949943null,,,677264803427518283null,,,7685463996496597157null,919621654null,9836324118null,,,7364419743null,42502179205438null,,,,,22279519968null,bitconnect,bitconnect
1902,2014/03/20,16684236676null,,,404215945292825545null,,,7443853659442253536null,570723649null,9976618515null,,,7082512382null,42502179205736null,,,,,21657310740null,bitconnect,bitconnect
1903,2014/03/21,18990034873null,,,348610707184863723null,,,7291191246432562684null,478216010null,12214017608null,,,7290511547null,42502179205736null,,,,,23414510623null,bitconnect,bitconnect
1904,2014/03/22,16970031945null,,,23545163781123199null,,,7080867568416616530null,35408567null,9884015097null,,,665039478null,42502179205745null,,,,,2429507610null,bitconnect,bitconnect
1905,2014/03/23,14954131516null,,,18896135974327828null,,,7132702086420799959null,32818238null,8822414478null,,,575979023null,42502179205835null,,,,,1448338925null,bitconnect,bitconnect
1906,2014/03/24,19284633578null,,,38127921986654575null,,,7124723360418582670null,54868234null,10938915883null,,,7079510540null,42703413955835null,,,,,2172199963null,bitconnect,bitconnect
1907,2014/03/25,16695632633null,,,31445964272792511null,,,7249823961433315361null,45067316null,11013815234null,,,717269950null,50068605895835null,,,,,2464539642null,bitconnect,bitconnect
1908,2014/03/26,16941633979null,,,30035470281512516null,,,7284248560444206450null,44147404null,11231616702null,,,6815611011null,50068605895694null,,,,,2436569639null,bitconnect,bitconnect
1909,2014/03/27,18319435356null,,,428079401464521662null,,,6813912668399268837null,599741450null,12807417275null,,,7154611260null,50068605895421null,,,,,23878010151null,bitconnect,bitconnect
1910,2014/03/28,18306735329null,,,41470223768781075null,,,6324861281373805460null,62156646null,12034915895null,,,6690510349null,50068605895421null,,,,,2199859843null,bitconnect,bitconnect
1911,2014/03/29,14568828798null,,,19864914232321101null,,,6277936136371940480null,37753845null,9075213245null,,,530958423null,50068605895421null,,,,,1728997953null,bitconnect,bitconnect
1912,2014/03/30,16689932876null,,,28281237464927376null,,,5941996915356964278null,51967428null,8419413784null,,,567138742null,50068605895671null,,,,,23236810033null,bitconnect,bitconnect
1913,2014/03/31,17032733157null,,,34416337262743176null,,,5798624821352270277null,53066172null,11465215030null,,,6486210215null,50068605895677null,,,,,20939610041null,bitconnect,bitconnect
1914,2014/04/01,17970331985null,,,32934937549262442null,,,6064996210361032589null,51655203null,11909814178null,,,639659469null,50068605895677null,,,,,2179398221null,bitconnect,bitconnect
1915,2014/04/02,17990233753null,,,34425603991515061null,,,5766402135331338349null,51758489null,12009515849null,,,6671610780null,50068605895713null,,,,,1961639306null,bitconnect,bitconnect
1916,2014/04/03,16862433888null,,,338713285139638756null,,,5437047151294397178null,506913365null,9028015619null,,,6682010448null,50068605895746null,,,,,1751209896null,bitconnect,bitconnect
1917,2014/04/04,17818629478null,,,294012920151566988null,,,5560231064301172015null,448917829null,12131613539null,,,654978551null,50068605895746null,,,,,1979786959null,bitconnect,bitconnect
1918,2014/04/05,15396026889null,,,33009999564874445null,,,5715139999301004348null,59728374null,10166512127null,,,556247747null,55600393465857null,,,,,1919756299null,bitconnect,bitconnect
1919,2014/04/06,18376426823null,,,20259275848201604null,,,5802108140314819168null,40636138null,10236312011null,,,498597858null,61197260896190null,,,,,2123688113null,bitconnect,bitconnect
1920,2014/04/07,15916828073null,,,20902523155788937null,,,5674077688316726534null,31836456null,10704612342null,,,656598641null,61197260896190null,,,,,2436207677null,bitconnect,bitconnect
1921,2014/04/08,16553126538null,,,20408695947025932null,,,5632889456308490598null,30306161null,11222612047null,,,677077633null,61197260896190null,,,,,2925987041null,bitconnect,bitconnect
1922,2014/04/09,17927427638null,,,26706962340430206null,,,5587996110306857855null,41155205null,12240112752null,,,649927768null,61197260895981null,,,8193502null,,2437427184null,bitconnect,bitconnect
1923,2014/04/10,18299631909null,,,32972240387239264null,,,5020359905267144107null,48769043null,12429814746null,,,678729654null,61197260895809null,,,15039961null,,2543348627null,bitconnect,bitconnect
1924,2014/04/11,16962231413null,,,31370638461504118null,,,5068919648276144786null,48196415null,11792614131null,,,655639589null,61197260895809null,,,14907954null,,2236569449null,bitconnect,bitconnect
1925,2014/04/12,13228329124null,,,16932355834254329null,,,5329088351300897910null,35744343null,8782812478null,,,475798024null,61197260895815null,,,7582454null,,1699649145null,bitconnect,bitconnect
1926,2014/04/13,17270826604null,,,16756003417566709null,,,5150414718279421718null,33322162null,9482812506null,,,509818146null,61197260895896null,,,10674815null,,1622608310null,bitconnect,bitconnect
1927,2014/04/14,18329132399null,,,27343914536550540null,,,5628122040306104056null,39903702null,12796913987null,,,700269873null,61197260895896null,,,13266961null,,21604810503null,bitconnect,bitconnect
1928,2014/04/15,19905441289null,,,32480243031922983null,,,6170470953338196156null,44793108null,12310714097null,,,7262710278null,61197260895896null,,,14835887null,,24153915272null,bitconnect,bitconnect
1929,2014/04/16,18507533622null,,,41378652564844907null,,,6496569317363317064null,60466177null,11431214355null,,,6843510644null,61197260895842null,,,157901022null,,27098412393null,bitconnect,bitconnect
1930,2014/04/17,15775128714null,,,40235054643905877null,,,6281237538353014250null,63845352null,10259612329null,,,650218315null,63281508175788null,,,15215823null,,2236319292null,bitconnect,bitconnect
1931,2014/04/18,14945228561null,,,36724043342622371null,,,5972292967330941071null,64615157null,10063312161null,,,568368290null,69788426505788null,,,14028881null,,2054789572null,bitconnect,bitconnect
1932,2014/04/19,14114926369null,,,22111543326126828null,,,6132827987338612905null,41683242null,9315911605null,,,533568060null,69788426505788null,,,12337813null,,1932378860null,bitconnect,bitconnect
1933,2014/04/20,16428826312null,,,20427391425826706null,,,6234226740348676849null,41803294null,8871311438null,,,488657840null,69788426505388null,,,12139884null,,1695118819null,bitconnect,bitconnect
1934,2014/04/21,14236726198null,,,35405603319997949null,,,6201738943342074603null,61982552null,9389511580null,,,579397835null,69788426505162null,,,14244835null,,1906167496null,bitconnect,bitconnect
1935,2014/04/22,18364125819null,,,42491307827385212null,,,6097607345334236844null,54703647null,12552211047null,,,778887532null,69788426505162null,,,16098990null,,2880407912null,bitconnect,bitconnect
1936,2014/04/23,15672724860null,,,32246178429537029null,,,6041607759330970342null,44594095null,10382510738null,,,737897220null,69788426505175null,,,16232938null,,2419537179null,bitconnect,bitconnect
1937,2014/04/24,16833725261null,,,21078093729164820null,,,6091264792337400175null,29444185null,10363910756null,,,725436969null,69788426505253null,,,15471994null,,2797556177null,bitconnect,bitconnect
1938,2014/04/25,18197028663null,,,251161423113674015null,,,5753179561305238802null,346613394null,11692511940null,,,724688487null,69788426505253null,,,15255847null,,2265978414null,bitconnect,bitconnect
1939,2014/04/26,13529824316null,,,149291867103941798null,,,5654966188293371464null,290214956null,8728510308null,,,520126950null,69788426505332null,,,12283779null,,1799617630null,bitconnect,bitconnect
1940,2014/04/27,17195023219null,,,13182071163455772null,,,5569104074283706118null,25269101null,8517110173null,,,524527000null,69788426506050null,,,11667682null,,1809245560null,bitconnect,bitconnect
1941,2014/04/28,16755927374null,,,24641522847926577null,,,5399609103277534841null,38276839null,11145110712null,,,643947008null,69788426506050null,,,15969952null,,2388928283null,bitconnect,bitconnect
1942,2014/04/29,16978722090null,,,24317510841462652null,,,5520546811285561349null,38117270null,1107369307null,,,648865703null,70266568956145null,,,16706872null,,2271454646null,bitconnect,bitconnect
1943,2014/04/30,16610326338null,,,21226180258339544null,,,5554456253300288255null,33437815null,10950711598null,,,635017513null,80008721367093null,,,17588909null,,2702517504null,bitconnect,bitconnect
1944,2014/05/01,15467521761null,,,19846075745689292null,,,5668431501309347127null,33367921null,1014239217null,,,594825768null,80008721367093null,,,16988972null,,1918976137null,bitconnect,bitconnect
1945,2014/05/02,14374221206null,,,28556151624468714null,,,5541344199294951311null,47744438null,926058815null,,,598205513null,80008721367093null,,,20057771null,,2114665854null,bitconnect,bitconnect
1946,2014/05/03,11709620820null,,,23730571354239005null,,,5445149743286724377null,44549771null,709028801null,,,540155551null,80008721367267null,,,12910801null,,2034457253null,bitconnect,bitconnect
