,date,active_addresses,confirmation_time,top_100_percent,send_usd,av_transaction_size,hashrate,market_cap,av_transaction_value,sent_addresses,google_trends,fee_reward,transactions,difficulty,mining_profitability,median_transaction_value,tweets,median_transaction_size,block_size,full_name,coin
1947,2014/05/04,15669620782null,,,18218286464371825null,,,5447944581287299829null,352912116null,737608715null,,,516185313null,80008721367338null,,,12716825null,,2014816368null,bitconnect,bitconnect
1948,2014/05/05,14813520546null,,,26849516958013798null,,,5415153789286462482null,408410376null,962108864null,,,676385593null,80008721367338null,,,212731018null,,2989575293null,bitconnect,bitconnect
1949,2014/05/06,16840421302null,,,28740412944770434null,,,5355521272287524570null,37387407null,1104149371null,,,770346044null,80008721367309null,,,16806970null,,2191386626null,bitconnect,bitconnect
1950,2014/05/07,16184721469null,,,35677046631016307null,,,5429290416293745060null,51445215null,1091608986null,,,696665948null,80008721367126null,,,16970903null,,2441477504null,bitconnect,bitconnect
1951,2014/05/08,16679420440null,,,58112615738881355null,,,5498894595294201520null,84504677null,1117169172null,,,687708313null,80008721367126null,,,21518809null,,2311938626null,bitconnect,bitconnect
1952,2014/05/09,16328721274null,,,54646795839801651null,,,5562247779297747390null,82646760null,1058168767null,,,661235888null,80008721367126null,,,174421092null,,2170066528null,bitconnect,bitconnect
1953,2014/05/10,13561619008null,,,29876072850395899null,,,5631944358300589906null,53228683null,884988087null,,,562375808null,80008721366978null,,,142251764null,,1706735811null,bitconnect,bitconnect
1954,2014/05/11,16551520519null,,,19437132599271311null,,,5549660308293579392null,370713430null,811529213null,,,524387392null,80008721366815null,,,13469714null,,2178987014null,bitconnect,bitconnect
1955,2014/05/12,15480019966null,,,23834158146076513null,,,5524900102292114356null,32106633null,986089182null,,,742546967null,83595645026815null,,,15910890null,,2565105804null,bitconnect,bitconnect
1956,2014/05/13,14951619619null,,,29222271753821742null,,,5524890468293199176null,42279331null,959438560null,,,691955768null,88534163096892null,,,16935930null,,2317375839null,bitconnect,bitconnect
1957,2014/05/14,16092419122null,,,31629996532125913null,,,5560925919294347676null,45416150null,1064938131null,,,696585235null,88534163097292null,,,181672369null,,2632304745null,bitconnect,bitconnect
1958,2014/05/15,17703220264null,,,36124054935942655null,,,5603299704295886891null,48466101null,1193318703null,,,747225892null,88534163097292null,,,328172402null,,2472515658null,bitconnect,bitconnect
1959,2014/05/16,15553119359null,,,28401983556016871null,,,5603688273293633280null,435710729null,937198195null,,,651815365null,88534163097292null,,,144741039null,,2099416104null,bitconnect,bitconnect
1960,2014/05/17,14844616609null,,,21202544510219608null,,,5611649892291561528null,39892419null,849876838null,,,533384254null,88534163097705null,,,145871099null,,1889354296null,bitconnect,bitconnect
1961,2014/05/18,17771616898null,,,11865839717578112null,,,5618682983293582470null,23863974null,906297219null,,,497404449null,88534163097740null,,,128921159null,,1853825107null,bitconnect,bitconnect
1962,2014/05/19,18559519626null,,,23098034722126382null,,,5617575263292199744null,36202331null,10752010025null,,,639269499null,88534163097740null,,,13595826null,,2405577966null,bitconnect,bitconnect
1963,2014/05/20,19112220596null,,,68046741057168994null,,,5813232062297344016null,95388369null,1271798728null,,,713436832null,88534163097802null,,,215151689null,,2488627410null,bitconnect,bitconnect
1964,2014/05/21,15796719857null,,,34730272346612374null,,,6166368202300704171null,50535815null,1013279493null,,,687308105null,88534163097878null,,,202541213null,,2367168509null,bitconnect,bitconnect
1965,2014/05/22,16316024866null,,,38648430049168678null,,,6421140426302516785null,52825911null,10835110219null,,,731718786null,88534163097878null,,,202171343null,,24469311438null,bitconnect,bitconnect
1966,2014/05/23,17649824048null,,,649397910153451008null,,,6680473203323833820null,893920175null,12010510328null,,,726457606null,88534163097878null,,,194851294null,,25094310228null,bitconnect,bitconnect
1967,2014/05/24,12513017354null,,,46619677238613210null,,,6543569667313839894null,88437173null,775467913null,,,527185383null,96129499437528null,,,136301269null,,1928424853null,bitconnect,bitconnect
1968,2014/05/25,18744220229null,,,463370371189935378null,,,7084860352326894529null,807229757null,1046049100null,,,574056391null,104557201387456null,,,13823972null,,2192677242null,bitconnect,bitconnect
1969,2014/05/26,17110220759null,,,43487847949434536null,,,7356834793330017636null,66237113null,1124149408null,,,668496950null,104557201387456null,,,147921341null,,2497885640null,bitconnect,bitconnect
1970,2014/05/27,17920719627null,,,53484715858623586null,,,7222278419318853441null,782110183null,1199648648null,,,683885757null,104557201388217null,,,197181133null,,2966786266null,bitconnect,bitconnect
1971,2014/05/28,18438519330null,,,48455738549115948null,,,7175608482312086531null,67146830null,1281539170null,,,721697191null,104557201388550null,,,185451197null,,2489986861null,bitconnect,bitconnect
1972,2014/05/29,17188218695null,,,36318231067629725null,,,7092467213308100538null,556811784null,1161538369null,,,652215739null,104557201388550null,,,175711179null,,2717155135null,bitconnect,bitconnect
1973,2014/05/30,15248520035null,,,546676944101635372null,,,7571036610315435696null,852815391null,993468881null,,,649606652null,104557201388683null,,,21731983null,,2200487348null,bitconnect,bitconnect
1974,2014/05/31,14665417775null,,,35327002869786419null,,,7750292674314861947null,679013138null,936067980null,,,520255312null,104557201388901null,,,128821074null,,2083135200null,bitconnect,bitconnect
1975,2014/06/01,19133522071null,,,471150900210032498null,,,8184660837321152210null,877933611null,1064288604null,,,550476249null,104557201388901null,,,12849771null,,2049528472null,bitconnect,bitconnect
1976,2014/06/02,17544619459null,,,594921429229396725null,,,8056253664323654446null,926133025null,1172308983null,,,642416947null,104557201388901null,,,16427807null,,1995456705null,bitconnect,bitconnect
1977,2014/06/03,18755917496null,,,587413824104290918null,,,8353562239327311765null,859216559null,1288198015null,,,695176299null,104557201389105null,,,178581765null,,2347405853null,bitconnect,bitconnect
1978,2014/06/04,17158417761null,,,64912191756900716null,,,8092675952317061107null,100068657null,1182098148null,,,648736573null,104557201389116null,,,180102057null,,2043495444null,bitconnect,bitconnect
1979,2014/06/05,18396318524null,,,60943980462085426null,,,8266192895321959088null,919310075null,1230538187null,,,667936207null,105840916969116null,,,18707818null,,2628756419null,bitconnect,bitconnect
1980,2014/06/06,17446719062null,,,67221000827424989null,,,8256972650320830171null,108085356null,1123647215null,,,622035283null,117565519179739null,,,166111189null,,2731695918null,bitconnect,bitconnect
1981,2014/06/07,14046319259null,,,38526095616709838null,,,8215294911318009755null,76203954null,930516713null,,,510554226null,117565519179986null,,,12557560null,,1843485760null,bitconnect,bitconnect
1982,2014/06/08,17364221631null,,,49666693529569423null,,,8302764076322865239null,106896620null,933396913null,,,481724467null,117565519179986null,,,12134664null,,2282888525null,bitconnect,bitconnect
1983,2014/06/09,16641721178null,,,24608490128434830null,,,8208869166322184387null,42116020null,1075387260null,,,597194724null,1175655191710353null,,,14497906null,,2325406433null,bitconnect,bitconnect
1984,2014/06/10,17918119710null,,,38051742330564604null,,,8278471589321243077null,61376309null,1121757399null,,,631494848null,1175655191710763null,,,16631906null,,2389687349null,bitconnect,bitconnect
1985,2014/06/11,17487318469null,,,33723319325545179null,,,8183142189318060735null,53805818null,1146987053null,,,626814391null,1175655191710763null,,,193561145null,,2516946651null,bitconnect,bitconnect
1986,2014/06/12,17549819223null,,,67133482060827789null,,,7804105501305050902null,1057813470null,1145897637null,,,645724597null,1175655191710763null,,,19092657null,,2303366268null,bitconnect,bitconnect
1987,2014/06/13,17397019268null,,,44186406836021564null,,,7661145579296869117null,68528395null,1122897112null,,,645764304null,1175655191710378null,,,19128604null,,2309766823null,bitconnect,bitconnect
1988,2014/06/14,14979115822null,,,25933229342204821null,,,7321284575286530802null,49229466null,966977122null,,,534184489null,1175655191710308null,,,16078930null,,1754574286null,bitconnect,bitconnect
1989,2014/06/15,17667114995null,,,25098709441712919null,,,7311213381282935046null,46729758null,903526751null,,,537264298null,1175655191710308null,,,15810899null,,1717204053null,bitconnect,bitconnect
1990,2014/06/16,17799916387null,,,43695763695450515null,,,7645624950286953984null,648920048null,1180817405null,,,680744788null,1175655191710618null,,,18430799null,,2163686205null,bitconnect,bitconnect
1991,2014/06/17,18546615557null,,,28416839840765629null,,,7651189412279342333null,41378747null,1241376976null,,,698934664null,1175655191710886null,,,18560701null,,2145375090null,bitconnect,bitconnect
1992,2014/06/18,16828924096null,,,32866686454070613null,,,7767224115280515759null,515711733null,1131087345null,,,637304609null,1317104365010886null,,,15957549null,,23477513393null,bitconnect,bitconnect
1993,2014/06/19,15908533371null,,,42872688081755193null,,,7688432067288862862null,688314071null,1014487737null,,,622875810null,1346258011511342null,,,17605640null,,2262838342null,bitconnect,bitconnect
1994,2014/06/20,15555219780null,,,32713005746137829null,,,7559079460286944091null,57209084null,1038367364null,,,571955079null,1346258011512095null,,,17459620null,,1783536067null,bitconnect,bitconnect
1995,2014/06/21,15402813263null,,,26799281523403567null,,,7566048298285146670null,52566415null,991686258null,,,509873648null,1346258011512095null,,,15113684null,,1680563956null,bitconnect,bitconnect
1996,2014/06/22,18426813489null,,,31036504327374048null,,,7655987729285253098null,62177069null,984866654null,,,499243883null,1346258011512095null,,,13838542null,,1767994097null,bitconnect,bitconnect
1997,2014/06/23,16366613829null,,,36207879634455733null,,,7557126005283211510null,60698431null,1044746739null,,,600404087null,1346258011512496null,,,16325629null,,2042794162null,bitconnect,bitconnect
1998,2014/06/24,17600314586null,,,50982777930109512null,,,7507018761282603230null,78806785null,1167617086null,,,646954439null,1346258011512496null,,,17005680null,,2019714329null,bitconnect,bitconnect
1999,2014/06/25,17568214697null,,,28110342034668912null,,,7288217382273233105null,43788622null,1190947209null,,,642104034null,1346258011512496null,,,17683621null,,2034865672null,bitconnect,bitconnect
2000,2014/06/26,15948915097null,,,28816935638364359null,,,7321198255266256177null,47049231null,1080587032null,,,612614156null,1346258011512927null,,,17534583null,,2056825039null,bitconnect,bitconnect
2001,2014/06/27,16812714341null,,,28174621428827038null,,,7551444926270775590null,44896685null,1144817284null,,,627694312null,1346258011513133null,,,17587616null,,1839654349null,bitconnect,bitconnect
2002,2014/06/28,14386813314null,,,19892181229908371null,,,7697021749271715726null,36697908null,924206582null,,,542103782null,1346258011513133null,,,15236486null,,1782573810null,bitconnect,bitconnect
2003,2014/06/29,17390413351null,,,20631588040733452null,,,7655190313266886518null,421610551null,885816825null,,,489373872null,1542908378113747null,,,15482482null,,1967744487null,bitconnect,bitconnect
2004,2014/06/30,18301715513null,,,42401993767610656null,,,8040164238263101170null,604913072null,1208988043null,,,700995172null,1681846137114493null,,,19860673null,,3256685621null,bitconnect,bitconnect
2005,2014/07/01,18666414829null,,,57315342266233277null,,,8358852783247950681null,827613722null,1252137737null,,,693104829null,1681846137114493null,,,20443672null,,3293205805null,bitconnect,bitconnect
2006,2014/07/02,18231217435null,,,599796586170575700null,,,8262682981237933170null,919030696null,1209998469null,,,665915557null,1681846137114570null,,,21375843null,,2915997106null,bitconnect,bitconnect
2007,2014/07/03,16160115385null,,,38263639558480806null,,,8245986998236724646null,610213358null,1057046984null,,,627104378null,1681846137115071null,,,22046692null,,2671855294null,bitconnect,bitconnect
2008,2014/07/04,14531113395null,,,24285680478531260null,,,8161073446227605444null,416419319null,882356642null,,,593284065null,1681846137115071null,,,22659564null,,1976914014null,bitconnect,bitconnect
2009,2014/07/05,12898614046null,,,26145207483349885null,,,8108603845213936850null,525017607null,791987507null,,,498024734null,1681846137115071null,,,16997600null,,1840614043null,bitconnect,bitconnect
2010,2014/07/06,18427813320null,,,23313987579525897null,,,8170372187211920301null,460718233null,964386833null,,,519974362null,1681846137116511null,,,17331581null,,2324054044null,bitconnect,bitconnect
2011,2014/07/07,18634418897null,,,289961776122514366null,,,8064056734221728939null,464324841null,1173027193null,,,645364932null,1681846137116585null,,,22248923null,,2541986566null,bitconnect,bitconnect
2012,2014/07/08,21442319534null,,,22468225440921777null,,,7986738494228306086null,32489363null,1364337060null,,,699674371null,1681846137116585null,,,24425604null,,2853126245null,bitconnect,bitconnect
2013,2014/07/09,18491318187null,,,28521842749732672null,,,7993874483233912346null,417311574null,1229236748null,,,683524297null,1681846137118645null,,,24542651null,,2565067014null,bitconnect,bitconnect
2014,2014/07/10,17131717914null,,,31382744225571925null,,,7930718558230824503null,48695887null,1193746738null,,,644564344null,1681846137118940null,,,23242617null,,2537416804null,bitconnect,bitconnect
2015,2014/07/11,17069117262null,,,25893764828182226null,,,8012367537235751643null,43956227null,1159126874null,,,589214526null,1681846137118940null,,,20939530null,,2333926630null,bitconnect,bitconnect
2016,2014/07/12,15416918189null,,,29022885673241277null,,,8103001739251744229null,544614681null,919877291null,,,532974989null,1683495358819696null,,,16719518null,,1938217275null,bitconnect,bitconnect
2017,2014/07/13,18860317946null,,,29816596367078609null,,,8098103514269437313null,570614185null,1015906586null,,,522574729null,1733631697920239null,,,16133863null,,2128047957null,bitconnect,bitconnect
