,date,block_size,sent_addresses,difficulty,median_transaction_size,median_transaction_value,transactions,mining_profitability,confirmation_time,top_100_percent,hashrate,av_transaction_value,market_cap,av_transaction_size,google_trends,active_addresses,send_usd,fee_reward,tweets,full_name,coin
208,2009/07/30,150.2nullnull,16nullnull,1nullnull,,,1nullnull,,,,,,,,,17nullnull,,,,socialcoin,socialcoin
209,2009/07/31,134.706nullnull,17nullnull,1nullnull,,,nullnullnull,,,,,,,,,17nullnull,,,,socialcoin,socialcoin
210,2009/08/01,134.821nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,28nullnull,,,,socialcoin,socialcoin
211,2009/08/02,134.609nullnull,23nullnull,1nullnull,,,nullnullnull,,,,,,,,,23nullnull,,,,socialcoin,socialcoin
212,2009/08/03,134.833nullnull,12nullnull,1nullnull,,,nullnullnull,,,,,,,,,12nullnull,,,,socialcoin,socialcoin
213,2009/08/04,134.63nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,81nullnull,,,,socialcoin,socialcoin
214,2009/08/05,134.724nullnull,27nullnull,1nullnull,,,nullnullnull,,,,,,,,,87nullnull,,,,socialcoin,socialcoin
215,2009/08/06,134.922nullnull,33nullnull,1nullnull,,,nullnullnull,,,,,,,,,90nullnull,,,,socialcoin,socialcoin
216,2009/08/07,294.525nullnull,34nullnull,1nullnull,,,1nullnull,,,,,,,,,192nullnull,,,,socialcoin,socialcoin
217,2009/08/08,134.875nullnull,30nullnull,1nullnull,,,nullnullnull,,,,,,,,,80nullnull,,,,socialcoin,socialcoin
218,2009/08/09,135nullnull,42nullnull,1nullnull,,,nullnullnull,,,,,,,,,101nullnull,,,,socialcoin,socialcoin
219,2009/08/10,134.987nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,75nullnull,,,,socialcoin,socialcoin
220,2009/08/11,134.914nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,70nullnull,,,,socialcoin,socialcoin
221,2009/08/12,134.524nullnull,12nullnull,1nullnull,,,nullnullnull,,,,,,,,,63nullnull,,,,socialcoin,socialcoin
222,2009/08/13,134.765nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,85nullnull,,,,socialcoin,socialcoin
223,2009/08/14,134.825nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,63nullnull,,,,socialcoin,socialcoin
224,2009/08/15,134.385nullnull,26nullnull,1nullnull,,,nullnullnull,,,,,,,,,26nullnull,,,,socialcoin,socialcoin
225,2009/08/16,134.526nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,19nullnull,,,,socialcoin,socialcoin
226,2009/08/17,134.824nullnull,17nullnull,1nullnull,,,nullnullnull,,,,,,,,,17nullnull,,,,socialcoin,socialcoin
227,2009/08/18,135nullnull,10nullnull,1nullnull,,,nullnullnull,,,,,,,,,10nullnull,,,,socialcoin,socialcoin
228,2009/08/19,134.389nullnull,16nullnull,1nullnull,,,nullnullnull,,,,,,,,,18nullnull,,,,socialcoin,socialcoin
229,2009/08/20,134.182nullnull,15nullnull,1nullnull,,,nullnullnull,,,,,,,,,22nullnull,,,,socialcoin,socialcoin
230,2009/08/21,134nullnull,9nullnull,1nullnull,,,nullnullnull,,,,,,,,,14nullnull,,,,socialcoin,socialcoin
231,2009/08/22,134nullnull,7nullnull,1nullnull,,,nullnullnull,,,,,,,,,7nullnull,,,,socialcoin,socialcoin
232,2009/08/23,134.533nullnull,14nullnull,1nullnull,,,nullnullnull,,,,,,,,,15nullnull,,,,socialcoin,socialcoin
233,2009/08/24,134nullnull,6nullnull,1nullnull,,,nullnullnull,,,,,,,,,15nullnull,,,,socialcoin,socialcoin
234,2009/08/25,134.66nullnull,9nullnull,1nullnull,,,nullnullnull,,,,,,,,,50nullnull,,,,socialcoin,socialcoin
235,2009/08/26,254.833nullnull,9nullnull,1nullnull,,,3nullnull,,,,,,,,,96nullnull,,,,socialcoin,socialcoin
236,2009/08/27,134.345nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,29nullnull,,,,socialcoin,socialcoin
237,2009/08/28,134.733nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,75nullnull,,,,socialcoin,socialcoin
238,2009/08/29,134.808nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
239,2009/08/30,136.381nullnull,43nullnull,1nullnull,,,1nullnull,,,,,,,,,99nullnull,,,,socialcoin,socialcoin
240,2009/08/31,143.349nullnull,37nullnull,1nullnull,,,1nullnull,,,,,,,,,93nullnull,,,,socialcoin,socialcoin
241,2009/09/01,134.795nullnull,30nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
242,2009/09/02,134.848nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,66nullnull,,,,socialcoin,socialcoin
243,2009/09/03,161.902nullnull,12nullnull,1nullnull,,,1nullnull,,,,,,,,,76nullnull,,,,socialcoin,socialcoin
244,2009/09/04,134.672nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,64nullnull,,,,socialcoin,socialcoin
245,2009/09/05,134.842nullnull,22nullnull,1nullnull,,,nullnullnull,,,,,,,,,76nullnull,,,,socialcoin,socialcoin
246,2009/09/06,134.853nullnull,11nullnull,1nullnull,,,nullnullnull,,,,,,,,,68nullnull,,,,socialcoin,socialcoin
247,2009/09/07,154.436nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,92nullnull,,,,socialcoin,socialcoin
248,2009/09/08,134.768nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,69nullnull,,,,socialcoin,socialcoin
249,2009/09/09,134.796nullnull,7nullnull,1nullnull,,,nullnullnull,,,,,,,,,54nullnull,,,,socialcoin,socialcoin
250,2009/09/10,134.806nullnull,13nullnull,1nullnull,,,nullnullnull,,,,,,,,,67nullnull,,,,socialcoin,socialcoin
251,2009/09/11,134.821nullnull,17nullnull,1nullnull,,,nullnullnull,,,,,,,,,67nullnull,,,,socialcoin,socialcoin
252,2009/09/12,134.884nullnull,20nullnull,1nullnull,,,nullnullnull,,,,,,,,,69nullnull,,,,socialcoin,socialcoin
253,2009/09/13,134.84nullnull,20nullnull,1nullnull,,,nullnullnull,,,,,,,,,75nullnull,,,,socialcoin,socialcoin
254,2009/09/14,134.851nullnull,18nullnull,1nullnull,,,nullnullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
255,2009/09/15,134.864nullnull,13nullnull,1nullnull,,,nullnullnull,,,,,,,,,44nullnull,,,,socialcoin,socialcoin
256,2009/09/16,137.875nullnull,24nullnull,1nullnull,,,1nullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
257,2009/09/17,273.226nullnull,24nullnull,1nullnull,,,1nullnull,,,,,,,,,186nullnull,,,,socialcoin,socialcoin
258,2009/09/18,134.808nullnull,25nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
259,2009/09/19,134.959nullnull,19nullnull,1nullnull,,,nullnullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
260,2009/09/20,134.987nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
261,2009/09/21,148.754nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
262,2009/09/22,318.84nullnull,21nullnull,1nullnull,,,1nullnull,,,,,,,,,66nullnull,,,,socialcoin,socialcoin
263,2009/09/23,134.722nullnull,13nullnull,1nullnull,,,nullnullnull,,,,,,,,,36nullnull,,,,socialcoin,socialcoin
264,2009/09/24,134.505nullnull,40nullnull,1nullnull,,,nullnullnull,,,,,,,,,97nullnull,,,,socialcoin,socialcoin
265,2009/09/25,168.319nullnull,36nullnull,1nullnull,,,2nullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
266,2009/09/26,134.46nullnull,40nullnull,1nullnull,,,nullnullnull,,,,,,,,,100nullnull,,,,socialcoin,socialcoin
267,2009/09/27,156.379nullnull,27nullnull,1nullnull,,,1nullnull,,,,,,,,,104nullnull,,,,socialcoin,socialcoin
268,2009/09/28,134.929nullnull,28nullnull,1nullnull,,,nullnullnull,,,,,,,,,85nullnull,,,,socialcoin,socialcoin
269,2009/09/29,191.614nullnull,34nullnull,1nullnull,,,2nullnull,,,,,,,,,133nullnull,,,,socialcoin,socialcoin
270,2009/09/30,134.765nullnull,31nullnull,1nullnull,,,nullnullnull,,,,,,,,,85nullnull,,,,socialcoin,socialcoin
271,2009/10/01,134.89nullnull,27nullnull,1nullnull,,,nullnullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
272,2009/10/02,151.222nullnull,35nullnull,1nullnull,,,1nullnull,,,,,,,,,83nullnull,,,,socialcoin,socialcoin
273,2009/10/03,134.414nullnull,36nullnull,1nullnull,,,nullnullnull,,,,,,,,,58nullnull,,,,socialcoin,socialcoin
274,2009/10/04,134.679nullnull,31nullnull,1nullnull,,,nullnullnull,,,,,,,,,53nullnull,,,,socialcoin,socialcoin
275,2009/10/05,134.764nullnull,34nullnull,1nullnull,,,nullnullnull,,,,,,,,,55nullnull,,,,socialcoin,socialcoin
276,2009/10/06,178.116nullnull,25nullnull,1nullnull,,,2nullnull,,,,,,,,,58nullnull,,,,socialcoin,socialcoin
277,2009/10/07,134.717nullnull,36nullnull,1nullnull,,,nullnullnull,,,,,,,,,60nullnull,,,,socialcoin,socialcoin
278,2009/10/08,134.471nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,70nullnull,,,,socialcoin,socialcoin
279,2009/10/09,134.658nullnull,38nullnull,1nullnull,,,nullnullnull,,,,,,,,,80nullnull,,,,socialcoin,socialcoin
280,2009/10/10,134.818nullnull,38nullnull,1nullnull,,,nullnullnull,,,,,,,,,76nullnull,,,,socialcoin,socialcoin
281,2009/10/11,134.757nullnull,44nullnull,1nullnull,,,nullnullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
282,2009/10/12,283.379nullnull,29nullnull,1nullnull,,,1nullnull,,,,,,,,,132nullnull,,,,socialcoin,socialcoin
283,2009/10/13,134.807nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,57nullnull,,,,socialcoin,socialcoin
284,2009/10/14,134.623nullnull,42nullnull,1nullnull,,,nullnullnull,,,,,,,,,69nullnull,,,,socialcoin,socialcoin
285,2009/10/15,134.366nullnull,35nullnull,1nullnull,,,nullnullnull,,,,,,,,,71nullnull,,,,socialcoin,socialcoin
286,2009/10/16,291.517nullnull,28nullnull,1nullnull,,,1nullnull,,,,,,,,,141nullnull,,,,socialcoin,socialcoin
287,2009/10/17,134.842nullnull,31nullnull,1nullnull,,,nullnullnull,,,,,,,,,57nullnull,,,,socialcoin,socialcoin
288,2009/10/18,146nullnull,39nullnull,1nullnull,,,1nullnull,,,,,,,,,82nullnull,,,,socialcoin,socialcoin
289,2009/10/19,134.446nullnull,37nullnull,1nullnull,,,nullnullnull,,,,,,,,,112nullnull,,,,socialcoin,socialcoin
290,2009/10/20,257nullnull,43nullnull,1nullnull,,,1nullnull,,,,,,,,,197nullnull,,,,socialcoin,socialcoin
291,2009/10/21,160.663nullnull,41nullnull,1nullnull,,,1nullnull,,,,,,,,,99nullnull,,,,socialcoin,socialcoin
292,2009/10/22,187.122nullnull,49nullnull,1nullnull,,,1nullnull,,,,,,,,,130nullnull,,,,socialcoin,socialcoin
293,2009/10/23,134.427nullnull,51nullnull,1nullnull,,,nullnullnull,,,,,,,,,89nullnull,,,,socialcoin,socialcoin
294,2009/10/24,149.194nullnull,49nullnull,1nullnull,,,1nullnull,,,,,,,,,70nullnull,,,,socialcoin,socialcoin
295,2009/10/25,134.579nullnull,51nullnull,1nullnull,,,nullnullnull,,,,,,,,,76nullnull,,,,socialcoin,socialcoin
296,2009/10/26,134.803nullnull,45nullnull,1nullnull,,,nullnullnull,,,,,,,,,71nullnull,,,,socialcoin,socialcoin
297,2009/10/27,164.781nullnull,40nullnull,1nullnull,,,1nullnull,,,,,,,,,81nullnull,,,,socialcoin,socialcoin
298,2009/10/28,134.682nullnull,43nullnull,1nullnull,,,nullnullnull,,,,,,,,,66nullnull,,,,socialcoin,socialcoin
299,2009/10/29,238.391nullnull,28nullnull,1nullnull,,,2nullnull,,,,,,,,,89nullnull,,,,socialcoin,socialcoin
300,2009/10/30,134.467nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,60nullnull,,,,socialcoin,socialcoin
301,2009/10/31,134.304nullnull,41nullnull,1nullnull,,,nullnullnull,,,,,,,,,46nullnull,,,,socialcoin,socialcoin
302,2009/11/01,134.28nullnull,24nullnull,1nullnull,,,nullnullnull,,,,,,,,,25nullnull,,,,socialcoin,socialcoin
303,2009/11/02,134.394nullnull,13nullnull,1nullnull,,,nullnullnull,,,,,,,,,33nullnull,,,,socialcoin,socialcoin
304,2009/11/03,134.532nullnull,40nullnull,1nullnull,,,nullnullnull,,,,,,,,,62nullnull,,,,socialcoin,socialcoin
305,2009/11/04,213.111nullnull,34nullnull,1nullnull,,,1nullnull,,,,,,,,,105nullnull,,,,socialcoin,socialcoin
306,2009/11/05,134.474nullnull,34nullnull,1nullnull,,,nullnullnull,,,,,,,,,57nullnull,,,,socialcoin,socialcoin
307,2009/11/06,134.548nullnull,35nullnull,1nullnull,,,nullnullnull,,,,,,,,,62nullnull,,,,socialcoin,socialcoin
308,2009/11/07,134.667nullnull,44nullnull,1nullnull,,,nullnullnull,,,,,,,,,69nullnull,,,,socialcoin,socialcoin
309,2009/11/08,134.548nullnull,41nullnull,1nullnull,,,nullnullnull,,,,,,,,,73nullnull,,,,socialcoin,socialcoin
310,2009/11/09,134.688nullnull,29nullnull,1nullnull,,,nullnullnull,,,,,,,,,64nullnull,,,,socialcoin,socialcoin
311,2009/11/10,134.385nullnull,47nullnull,1nullnull,,,nullnullnull,,,,,,,,,78nullnull,,,,socialcoin,socialcoin
312,2009/11/11,250.453nullnull,38nullnull,1nullnull,,,9nullnull,,,,,,,,,116nullnull,,,,socialcoin,socialcoin
313,2009/11/12,134.424nullnull,32nullnull,1nullnull,,,nullnullnull,,,,,,,,,66nullnull,,,,socialcoin,socialcoin
314,2009/11/13,157.45nullnull,49nullnull,1nullnull,,,3nullnull,,,,,,,,,93nullnull,,,,socialcoin,socialcoin
315,2009/11/14,134.633nullnull,44nullnull,1nullnull,,,nullnullnull,,,,,,,,,79nullnull,,,,socialcoin,socialcoin
316,2009/11/15,134.625nullnull,49nullnull,1nullnull,,,nullnullnull,,,,,,,,,96nullnull,,,,socialcoin,socialcoin
317,2009/11/16,134.68nullnull,56nullnull,1nullnull,,,nullnullnull,,,,,,,,,97nullnull,,,,socialcoin,socialcoin
318,2009/11/17,134.663nullnull,55nullnull,1nullnull,,,nullnullnull,,,,,,,,,92nullnull,,,,socialcoin,socialcoin
319,2009/11/18,134.43nullnull,44nullnull,1nullnull,,,nullnullnull,,,,,,,,,79nullnull,,,,socialcoin,socialcoin
320,2009/11/19,294.2nullnull,42nullnull,1nullnull,,,2nullnull,,,,,,,,,153nullnull,,,,socialcoin,socialcoin
321,2009/11/20,134.616nullnull,49nullnull,1nullnull,,,nullnullnull,,,,,,,,,86nullnull,,,,socialcoin,socialcoin
322,2009/11/21,134.712nullnull,50nullnull,1nullnull,,,nullnullnull,,,,,,,,,73nullnull,,,,socialcoin,socialcoin
323,2009/11/22,134.708nullnull,62nullnull,1nullnull,,,nullnullnull,,,,,,,,,106nullnull,,,,socialcoin,socialcoin
324,2009/11/23,134.854nullnull,49nullnull,1nullnull,,,nullnullnull,,,,,,,,,96nullnull,,,,socialcoin,socialcoin
325,2009/11/24,134.57nullnull,58nullnull,1nullnull,,,nullnullnull,,,,,,,,,93nullnull,,,,socialcoin,socialcoin
326,2009/11/25,134.644nullnull,52nullnull,1nullnull,,,nullnullnull,,,,,,,,,90nullnull,,,,socialcoin,socialcoin
327,2009/11/26,134.512nullnull,50nullnull,1nullnull,,,nullnullnull,,,,,,,,,84nullnull,,,,socialcoin,socialcoin
328,2009/11/27,134.473nullnull,45nullnull,1nullnull,,,nullnullnull,,,,,,,,,74nullnull,,,,socialcoin,socialcoin
329,2009/11/28,134.563nullnull,33nullnull,1nullnull,,,nullnullnull,,,,,,,,,71nullnull,,,,socialcoin,socialcoin
330,2009/11/29,134.683nullnull,21nullnull,1nullnull,,,nullnullnull,,,,,,,,,60nullnull,,,,socialcoin,socialcoin
331,2009/11/30,134.76nullnull,43nullnull,1nullnull,,,nullnullnull,,,,,,,,,75nullnull,,,,socialcoin,socialcoin
332,2009/12/01,402.781nullnull,31nullnull,1nullnull,,,1nullnull,,,,,,,,,240nullnull,,,,socialcoin,socialcoin
333,2009/12/02,134.649nullnull,47nullnull,1nullnull,,,nullnullnull,,,,,,,,,94nullnull,,,,socialcoin,socialcoin
334,2009/12/03,134.784nullnull,48nullnull,1nullnull,,,nullnullnull,,,,,,,,,88nullnull,,,,socialcoin,socialcoin
335,2009/12/04,134.444nullnull,33nullnull,1nullnull,,,nullnullnull,,,,,,,,,36nullnull,,,,socialcoin,socialcoin
336,2009/12/05,168.016nullnull,57nullnull,1nullnull,,,1nullnull,,,,,,,,,84nullnull,,,,socialcoin,socialcoin
337,2009/12/06,139.359nullnull,72nullnull,1nullnull,,,2nullnull,,,,,,,,,107nullnull,,,,socialcoin,socialcoin
338,2009/12/07,134.643nullnull,75nullnull,1nullnull,,,nullnullnull,,,,,,,,,112nullnull,,,,socialcoin,socialcoin
339,2009/12/08,168.21nullnull,72nullnull,1nullnull,,,2nullnull,,,,,,,,,136nullnull,,,,socialcoin,socialcoin
340,2009/12/09,182.208nullnull,72nullnull,1nullnull,,,13nullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
341,2009/12/10,134.644nullnull,67nullnull,1nullnull,,,nullnullnull,,,,,,,,,104nullnull,,,,socialcoin,socialcoin
342,2009/12/11,134.348nullnull,61nullnull,1nullnull,,,nullnullnull,,,,,,,,,112nullnull,,,,socialcoin,socialcoin
343,2009/12/12,205.445nullnull,71nullnull,1nullnull,,,2nullnull,,,,,,,,,178nullnull,,,,socialcoin,socialcoin
344,2009/12/13,134.754nullnull,70nullnull,1nullnull,,,nullnullnull,,,,,,,,,114nullnull,,,,socialcoin,socialcoin
345,2009/12/14,510.471nullnull,62nullnull,1nullnull,,,5nullnull,,,,,,,,,437nullnull,,,,socialcoin,socialcoin
346,2009/12/15,145.945nullnull,69nullnull,1nullnull,,,2nullnull,,,,,,,,,119nullnull,,,,socialcoin,socialcoin
347,2009/12/16,149.213nullnull,84nullnull,1nullnull,,,1nullnull,,,,,,,,,154nullnull,,,,socialcoin,socialcoin
348,2009/12/17,143.964nullnull,106nullnull,1nullnull,,,3nullnull,,,,,,,,,179nullnull,,,,socialcoin,socialcoin
349,2009/12/18,134.542nullnull,146nullnull,1nullnull,,,nullnullnull,,,,,,,,,225nullnull,,,,socialcoin,socialcoin
350,2009/12/19,135.717nullnull,139nullnull,1nullnull,,,1nullnull,,,,,,,,,200nullnull,,,,socialcoin,socialcoin
351,2009/12/20,134.914nullnull,114nullnull,1nullnull,,,nullnullnull,,,,,,,,,175nullnull,,,,socialcoin,socialcoin
352,2009/12/21,135.577nullnull,110nullnull,1nullnull,,,1nullnull,,,,,,,,,177nullnull,,,,socialcoin,socialcoin
353,2009/12/22,134.722nullnull,117nullnull,1nullnull,,,nullnullnull,,,,,,,,,162nullnull,,,,socialcoin,socialcoin
354,2009/12/23,134.675nullnull,105nullnull,1nullnull,,,nullnullnull,,,,,,,,,154nullnull,,,,socialcoin,socialcoin
355,2009/12/24,134.688nullnull,99nullnull,1nullnull,,,nullnullnull,,,,,,,,,154nullnull,,,,socialcoin,socialcoin
356,2009/12/25,136.302nullnull,100nullnull,1nullnull,,,1nullnull,,,,,,,,,151nullnull,,,,socialcoin,socialcoin
357,2009/12/26,134.718nullnull,111nullnull,1nullnull,,,nullnullnull,,,,,,,,,174nullnull,,,,socialcoin,socialcoin
358,2009/12/27,138.796nullnull,102nullnull,1nullnull,,,1nullnull,,,,,,,,,173nullnull,,,,socialcoin,socialcoin
359,2009/12/28,134.752nullnull,79nullnull,1nullnull,,,nullnullnull,,,,,,,,,137nullnull,,,,socialcoin,socialcoin
360,2009/12/29,134.649nullnull,121nullnull,1nullnull,,,nullnullnull,,,,,,,,,171nullnull,,,,socialcoin,socialcoin
361,2009/12/30,134.688nullnull,95nullnull,1.125nullnull,,,nullnullnull,,,,,,,,,141nullnull,,,,socialcoin,socialcoin
362,2009/12/31,134.696nullnull,98nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,138nullnull,,,,socialcoin,socialcoin
363,2010/01/01,136.955nullnull,90nullnull,1.183nullnull,,,2nullnull,,,,,,,,,137nullnull,,,,socialcoin,socialcoin
364,2010/01/02,134.627nullnull,92nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,125nullnull,,,,socialcoin,socialcoin
365,2010/01/03,134.763nullnull,135nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,186nullnull,,,,socialcoin,socialcoin
366,2010/01/04,188.044nullnull,130nullnull,1.183nullnull,,,2nullnull,,,,,,,,,266nullnull,,,,socialcoin,socialcoin
367,2010/01/05,134.631nullnull,135nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,198nullnull,,,,socialcoin,socialcoin
368,2010/01/06,134.742nullnull,108nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,163nullnull,,,,socialcoin,socialcoin
369,2010/01/07,134.636nullnull,96nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,154nullnull,,,,socialcoin,socialcoin
370,2010/01/08,134.758nullnull,94nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,153nullnull,,,,socialcoin,socialcoin
371,2010/01/09,134.828nullnull,91nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,151nullnull,,,,socialcoin,socialcoin
372,2010/01/10,134.8nullnull,133nullnull,1.183nullnull,,,nullnullnull,,,,,,,,,190nullnull,,,,socialcoin,socialcoin
373,2010/01/11,134.698nullnull,103nullnull,1.191nullnull,,,nullnullnull,,,,,,,,,159nullnull,,,,socialcoin,socialcoin
374,2010/01/12,291.013nullnull,118nullnull,1.305nullnull,,,2nullnull,,,,,,,,,375nullnull,,,,socialcoin,socialcoin
375,2010/01/13,137.506nullnull,99nullnull,1.305nullnull,,,2nullnull,,,,,,,,,168nullnull,,,,socialcoin,socialcoin
376,2010/01/14,143.573nullnull,88nullnull,1.305nullnull,,,2nullnull,,,,,,,,,155nullnull,,,,socialcoin,socialcoin
377,2010/01/15,138.901nullnull,92nullnull,1.305nullnull,,,1nullnull,,,,,,,,,147nullnull,,,,socialcoin,socialcoin
378,2010/01/16,141.28nullnull,87nullnull,1.305nullnull,,,1nullnull,,,,,,,,,132nullnull,,,,socialcoin,socialcoin
379,2010/01/17,134.565nullnull,95nullnull,1.305nullnull,,,nullnullnull,,,,,,,,,131nullnull,,,,socialcoin,socialcoin
380,2010/01/18,136.328nullnull,98nullnull,1.305nullnull,,,1nullnull,,,,,,,,,128nullnull,,,,socialcoin,socialcoin
381,2010/01/19,134.387nullnull,93nullnull,1.305nullnull,,,nullnullnull,,,,,,,,,124nullnull,,,,socialcoin,socialcoin
382,2010/01/20,134.449nullnull,133nullnull,1.305nullnull,,,nullnullnull,,,,,,,,,158nullnull,,,,socialcoin,socialcoin
383,2010/01/21,154.234nullnull,123nullnull,1.305nullnull,,,9nullnull,,,,,,,,,187nullnull,,,,socialcoin,socialcoin
384,2010/01/22,140.406nullnull,90nullnull,1.305nullnull,,,3nullnull,,,,,,,,,141nullnull,,,,socialcoin,socialcoin
385,2010/01/23,137.463nullnull,113nullnull,1.305nullnull,,,2nullnull,,,,,,,,,164nullnull,,,,socialcoin,socialcoin
386,2010/01/24,135.701nullnull,91nullnull,1.305nullnull,,,1nullnull,,,,,,,,,156nullnull,,,,socialcoin,socialcoin
387,2010/01/25,170.256nullnull,158nullnull,1.323nullnull,,,4nullnull,,,,,,,,,272nullnull,,,,socialcoin,socialcoin
388,2010/01/26,149.128nullnull,138nullnull,1.344nullnull,,,6nullnull,,,,,,,,,215nullnull,,,,socialcoin,socialcoin
389,2010/01/27,149.055nullnull,118nullnull,1.344nullnull,,,2nullnull,,,,,,,,,181nullnull,,,,socialcoin,socialcoin
390,2010/01/28,148.565nullnull,129nullnull,1.344nullnull,,,2nullnull,,,,,,,,,199nullnull,,,,socialcoin,socialcoin
391,2010/01/29,146.756nullnull,145nullnull,1.344nullnull,,,4nullnull,,,,,,,,,213nullnull,,,,socialcoin,socialcoin
392,2010/01/30,154.41nullnull,156nullnull,1.344nullnull,,,4nullnull,,,,,,,,,248nullnull,,,,socialcoin,socialcoin
393,2010/01/31,148.042nullnull,147nullnull,1.344nullnull,,,2nullnull,,,,,,,,,184nullnull,,,,socialcoin,socialcoin
394,2010/02/01,152.918nullnull,169nullnull,1.344nullnull,,,9nullnull,,,,,,,,,203nullnull,,,,socialcoin,socialcoin
395,2010/02/02,151.172nullnull,121nullnull,1.344nullnull,,,1nullnull,,,,,,,,,167nullnull,,,,socialcoin,socialcoin
396,2010/02/03,137.437nullnull,211nullnull,1.344nullnull,,,2nullnull,,,,,,,,,277nullnull,,,,socialcoin,socialcoin
397,2010/02/04,156.9nullnull,169nullnull,1.382nullnull,,,5nullnull,,,,,,,,,269nullnull,,,,socialcoin,socialcoin
398,2010/02/05,261.731nullnull,173nullnull,1.819nullnull,,,4nullnull,,,,,,,,,472nullnull,,,,socialcoin,socialcoin
399,2010/02/06,156.182nullnull,147nullnull,1.819nullnull,,,14nullnull,,,,,,,,,224nullnull,,,,socialcoin,socialcoin
400,2010/02/07,141.908nullnull,189nullnull,1.819nullnull,,,5nullnull,,,,,,,,,230nullnull,,,,socialcoin,socialcoin
401,2010/02/08,209.79nullnull,158nullnull,1.819nullnull,,,8nullnull,,,,,,,,,329nullnull,,,,socialcoin,socialcoin
402,2010/02/09,365.836nullnull,159nullnull,1.819nullnull,,,3nullnull,,,,,,,,,623nullnull,,,,socialcoin,socialcoin
403,2010/02/10,547.601nullnull,122nullnull,1.819nullnull,,,5nullnull,,,,,,,,,777nullnull,,,,socialcoin,socialcoin
404,2010/02/11,185.769nullnull,128nullnull,1.819nullnull,,,5nullnull,,,,,,,,,245nullnull,,,,socialcoin,socialcoin
405,2010/02/12,174.973nullnull,145nullnull,1.819nullnull,,,5nullnull,,,,,,,,,225nullnull,,,,socialcoin,socialcoin
