,date,block_size,sent_addresses,difficulty,median_transaction_size,median_transaction_value,transactions,mining_profitability,confirmation_time,top_100_percent,hashrate,av_transaction_value,market_cap,av_transaction_size,google_trends,active_addresses,send_usd,fee_reward,tweets,full_name,coin
1372,2012/10/06,995801001null,284332006null,305462813.22null,,,325171186null,,,,,762.61114.222null,127732529599317null,,,389602668null,2491601625002null,,,socialcoin,socialcoin
1373,2012/10/07,1300851085null,297822034null,305462813.22null,,,346011063null,,,,,623.21452.881null,122827641610885null,,,433972865null,2164174487306null,,,socialcoin,socialcoin
1374,2012/10/08,969481216null,343452017null,305462813.22null,,,380331053null,,,,,547.6521.738null,119728430640979null,,,476412850null,2092624035303null,,,socialcoin,socialcoin
1375,2012/10/09,1150341660null,341382404null,305462813.421null,,,353081541null,,,,,452.36725.55null,119611102754324null,,,522773575null,1603640555648null,,,socialcoin,socialcoin
1376,2012/10/10,953271057null,319812544null,305462813.58null,,,310771440null,,,,,335.19916.328null,121629216860146null,,,473563243null,1046693134665null,,,socialcoin,socialcoin
1377,2012/10/11,911821138null,288512330null,305462813.58null,,,275461255null,,,,,540.81721.659null,122453596937776null,,,412333057null,1497197642019null,,,socialcoin,socialcoin
1378,2012/10/12,896581883null,295143194null,305462815.123null,,,285441791null,,,,,109528.922null,1223239791001784null,,,446144531null,3141809374880null,,,socialcoin,socialcoin
1379,2012/10/13,102843872.509null,274962709null,305462816.019null,,,329421406null,,,,,974.94427.481null,121109385953280null,,,394333435null,3226088560980null,,,socialcoin,socialcoin
1380,2012/10/14,1021801172null,262303015null,305462816.83null,,,272871736null,,,,,594.12910.892null,119871460962372null,,,385853913null,1628745027568null,,,socialcoin,socialcoin
1381,2012/10/15,861872131null,315803449null,305462822.667null,,,308292365null,,,,,323.3789.842null,1190029271023230null,,,462864689null,1002406029034null,,,socialcoin,socialcoin
1382,2012/10/16,1045522063null,289003558null,305542722.667null,,,343782571null,,,,,940.1799.415null,1204940361019133null,,,430604605null,3246721129629null,,,socialcoin,socialcoin
1383,2012/10/17,1117231246null,303782313null,307232222.667null,,,316711345null,,,,,123624.138null,1203141931024537null,,,448203187null,3932405844944null,,,socialcoin,socialcoin
1384,2012/10/18,920731582null,315312347null,307232222.234null,,,281001417null,,,,,142512.968null,1209847371011318null,,,510523936null,4025677425119null,,,socialcoin,socialcoin
1385,2012/10/19,938301666null,267962085null,307232221.86null,,,252181190null,,,,,12549.728null,120696874931444null,,,451932861null,3179664116246null,,,socialcoin,socialcoin
1386,2012/10/20,926851374null,292091867null,307232221.86null,,,302841017null,,,,,103728.512null,119781511914698null,,,432232632null,3155532241457null,,,socialcoin,socialcoin
1387,2012/10/21,1147881204null,280162077null,307232221.86null,,,406721161null,,,,,671.56620.581null,119318050954123null,,,388032784null,2742203633979null,,,socialcoin,socialcoin
1388,2012/10/22,1199711284null,300902270null,307232220.373null,,,429971254null,,,,,611.1437.99null,119259960952720null,,,414833529null,2637325914542null,,,socialcoin,socialcoin
1389,2012/10/23,1212301203null,275913104null,307232218.295null,,,319011873null,,,,,949.8479.15null,119622325981651null,,,414513912null,3042456424028null,,,socialcoin,socialcoin
1390,2012/10/24,948071058null,288552531null,307232218.295null,,,320321321null,,,,,686.2828.6null,119216629988916null,,,418593508null,2209415117664null,,,socialcoin,socialcoin
1391,2012/10/25,926901003null,269802043null,307232220.635null,,,26855987null,,,,,606.90410.502null,115273725925085null,,,395752904null,1638518516457null,,,socialcoin,socialcoin
1392,2012/10/26,656811731null,261991942null,307232223.04null,,,217621066null,,,,,493.6932.99null,107733107870034null,,,378072828null,1082514150409null,,,socialcoin,socialcoin
1393,2012/10/27,461461052null,206511927null,307232223.04null,,,161381029null,,,,,105124.711null,104780520886807null,,,297472622null,1714057238574null,,,socialcoin,socialcoin
1394,2012/10/28,52842961.505null,198771774null,307232223.04null,,,17799947null,,,,,544.61814.324null,107583217908187null,,,276472331null,978407020369null,,,socialcoin,socialcoin
1395,2012/10/29,723241355null,210242003null,307232221.255null,,,213421077null,,,,,499.10916.786null,109415145900038null,,,356933201null,1073083427327null,,,socialcoin,socialcoin
1396,2012/10/30,97035840.222null,259162170null,330435619.648null,,,306041128null,,,,,145413.542null,110412084917340null,,,344592814null,4470525523996null,,,socialcoin,socialcoin
1397,2012/10/31,92366963.409null,245282154null,330435619.648null,,,276111072null,,,,,150457.971null,113596290935311null,,,321742782null,41732965100232null,,,socialcoin,socialcoin
1398,2012/11/01,808901091null,222262154null,330435620.519null,,,235011100null,,,,,120033.141null,111966954938642null,,,317352845null,2836877757201null,,,socialcoin,socialcoin
1399,2012/11/02,92651838.762null,237492089null,330435622.361null,,,288471042null,,,,,316.15815.944null,108379509925575null,,,331412716null,916542326594null,,,socialcoin,socialcoin
1400,2012/11/03,749461189null,224922773null,330435622.361null,,,237531623null,,,,,841.5812.434null,108828408920841null,,,327183553null,2011291729072null,,,socialcoin,socialcoin
1401,2012/11/04,739321037null,213192235null,330435623.236null,,,241471170null,,,,,988.34419.839null,110653471893730null,,,306632993null,2402072136346null,,,socialcoin,socialcoin
1402,2012/11/05,964861430null,250942163null,330435625.443null,,,320241143null,,,,,768.19825.537null,111243594862054null,,,375813448null,2472369444102null,,,socialcoin,socialcoin
1403,2012/11/06,1087661193null,274981867null,330435625.443null,,,31851931null,,,,,638.70521.957null,111742544890475null,,,411492529null,2042962631245null,,,socialcoin,socialcoin
1404,2012/11/07,1063261390null,302181937null,330435625.443null,,,363231058null,,,,,552.1957.42null,112802946882082null,,,435052979null,2014406711530null,,,socialcoin,socialcoin
1405,2012/11/08,988421394null,258441679null,330435624.318null,,,32261855null,,,,,445.5365.181null,113018398878730null,,,376722254null,144420526741null,,,socialcoin,socialcoin
1406,2012/11/09,772101102null,253961747null,330435622.803null,,,25005873null,,,,,373.5427.908null,112589489872810null,,,367302363null,939720510684null,,,socialcoin,socialcoin
1407,2012/11/10,887501306null,221101889null,330435622.803null,,,269651032null,,,,,172.7111.715null,112464808867856null,,,347302497null,468198517384null,,,socialcoin,socialcoin
1408,2012/11/11,712601109null,210751947null,330435622.803null,,,234081001null,,,,,192.2048.302null,112821438850494null,,,301592593null,452735512387null,,,socialcoin,socialcoin
1409,2012/11/12,834711253null,220621908null,332143522.337null,,,23771994null,,,,,218.89823.793null,113364865822506null,,,315532576null,523232834452null,,,socialcoin,socialcoin
1410,2012/11/13,873611073null,238032226null,336876718.483null,,,269911137null,,,,,342.91821.049null,114014272816993null,,,326873195null,930370637825null,,,socialcoin,socialcoin
1411,2012/11/14,93186852.883null,268132088null,336876718.483null,,,297581037null,,,,,474.4764.789null,114043278836035null,,,377642730null,141873158045null,,,socialcoin,socialcoin
1412,2012/11/15,120487905.253null,332372229null,336876718.609null,,,374681096null,,,,,782.9745.689null,115344541811312null,,,463013538null,2944296310195null,,,socialcoin,socialcoin
1413,2012/11/16,1236911018null,342612125null,336876721.234null,,,393011166null,,,,,10765.761null,119403682766606null,,,482982988null,424276289817null,,,socialcoin,socialcoin
1414,2012/11/17,1190931077null,313221808null,336876721.234null,,,32398938null,,,,,955.4837.054null,122541717734515null,,,529113407null,3108950510016null,,,socialcoin,socialcoin
1415,2012/11/18,105856794.555null,311371626null,336876721.234null,,,33990770null,,,,,706.1423.51null,122116831743170null,,,429362206null,241048594399null,,,socialcoin,socialcoin
1416,2012/11/19,1138791068null,308181694null,336876721.234null,,,36777828null,,,,,439.857.011null,122328916746789null,,,424082589null,162405959093null,,,socialcoin,socialcoin
1417,2012/11/20,112396940.705null,317571839null,336876718.404null,,,36711918null,,,,,497.4685.772null,122209875714624null,,,437562578null,183356728376null,,,socialcoin,socialcoin
1418,2012/11/21,121577997.806null,307831956null,336876718.339null,,,38914989null,,,,,276.0874.542null,122529038741215null,,,441242733null,107855996931null,,,socialcoin,socialcoin
1419,2012/11/22,995091022null,294182193null,336876718.339null,,,307561243null,,,,,561.3614.539null,126284233761742null,,,413772905null,173460578148null,,,socialcoin,socialcoin
1420,2012/11/23,100111978.143null,233341892null,336876717.989null,,,32184946null,,,,,432.4137.578null,129210145755507null,,,352062599null,1398726811420null,,,socialcoin,socialcoin
1421,2012/11/24,903691227null,251032340null,336876717.072null,,,295671274null,,,,,488.7424.883null,129741515772933null,,,371013031null,145244389376null,,,socialcoin,socialcoin
1422,2012/11/25,118339968.311null,248692266null,336876717.072null,,,365901141null,,,,,272.12312.138null,130341018774678null,,,362733237null,999672022078null,,,socialcoin,socialcoin
1423,2012/11/26,1078701194null,285842155null,340227417.57null,,,357411066null,,,,,388.1253.962null,129561797768927null,,,413362821null,139328986831null,,,socialcoin,socialcoin
1424,2012/11/27,89049842.49null,268601969null,343890919.779null,,,27484952null,,,,,629.75512.064null,128179611778691null,,,385622770null,1740138018554null,,,socialcoin,socialcoin
1425,2012/11/28,99478929.717null,301252271null,343890919.779null,,,370841102null,,,,,620.7248.151null,128806480827808null,,,438512965null,2312568914712null,,,socialcoin,socialcoin
1426,2012/11/29,104785812.679null,281723253null,343890921.863null,,,372571702null,,,,,399.79312.648null,130206257930551null,,,419574114null,1496143734466null,,,socialcoin,socialcoin
1427,2012/11/30,106558836.298null,251733134null,343890924.89null,,,296331622null,,,,,331.7598.649null,1318667561020280null,,,371104037null,987248922997null,,,socialcoin,socialcoin
1428,2012/12/01,916801164null,238362706null,343890930.026null,,,333251414null,,,,,234.2079.278null,1320268841053179null,,,347313490null,784404520244null,,,socialcoin,socialcoin
1429,2012/12/02,680861349null,188021555null,343890944.04null,,,20463771null,,,,,613.53911.11null,1317911771032643null,,,277972072null,1264259112798null,,,socialcoin,socialcoin
1430,2012/12/03,703412340null,209621120null,343890944.04null,,,21512638null,,,,,100521.305null,132408197982213null,,,301451601null,2176353919004null,,,socialcoin,socialcoin
1431,2012/12/04,1372401317null,270741464null,343890944.04null,,,32244778null,,,,,10018.513null,137078247980103null,,,424132008null,323973019577null,,,socialcoin,socialcoin
1432,2012/12/05,1347811925null,295331375null,343890944.04null,,,33622693null,,,,,111816.944null,140902796967260null,,,444872934null,3774111217232null,,,socialcoin,socialcoin
1433,2012/12/06,1306551129null,289741275null,343890944.04null,,,37026603null,,,,,116520.81null,139991029996087null,,,410241686null,4330147319853null,,,socialcoin,socialcoin
1434,2012/12/07,111535708.983null,283292003null,343890930.34null,,,32016965null,,,,,867.0216.154null,1410889471016729null,,,408952510null,2787038910216null,,,socialcoin,socialcoin
1435,2012/12/08,105632884.678null,279562920null,343890926.472null,,,330361630null,,,,,407.6936.203null,141769283998821null,,,383153675null,1352481115717null,,,socialcoin,socialcoin
1436,2012/12/09,1167311437null,267283489null,343890930.377null,,,319332258null,,,,,586.8339.321null,1412266441008475null,,,388984480null,1881327128102null,,,socialcoin,socialcoin
1437,2012/12/10,1194032079null,241792010null,342256842.277null,,,360781274null,,,,,382.78815.015null,1413389531017260null,,,359353068null,1386498024144null,,,socialcoin,socialcoin
1438,2012/12/11,1181561359null,271821316null,337018242.277null,,,36635623null,,,,,592.3628.769null,1426292671026194null,,,370422206null,217864818374null,,,socialcoin,socialcoin
1439,2012/12/12,130936995.159null,294761316null,337018242.277null,,,36606646null,,,,,13267.067null,1443225321039934null,,,427151796null,487296406961null,,,socialcoin,socialcoin
1440,2012/12/13,1508111229null,327541349null,337018242.277null,,,42384666null,,,,,123615.52null,1445263071028824null,,,461741873null,5254794015598null,,,socialcoin,socialcoin
1441,2012/12/14,1681351839null,302731543null,337018242.277null,,,38908846null,,,,,10246.311null,1440819901019570null,,,416732179null,399459827605null,,,socialcoin,socialcoin
1442,2012/12/15,124158842.98null,258372128null,337018228.647null,,,322491068null,,,,,692.4114.425null,1429769481014425null,,,345982758null,224098697761null,,,socialcoin,socialcoin
1443,2012/12/16,143156840.58null,265632796null,337018225.581null,,,353651376null,,,,,671.9975.183null,1414323421024508null,,,357463494null,2383975612455null,,,socialcoin,socialcoin
1444,2012/12/17,1317801053null,314112180null,337018231.356null,,,409061090null,,,,,581.4257.44null,1402016811011541null,,,409942887null,2386167112872null,,,socialcoin,socialcoin
1445,2012/12/18,1829551256null,368501378null,337018243.097null,,,49687686null,,,,,631.54714.16null,1402408171011934null,,,481381869null,3145859714967null,,,socialcoin,socialcoin
1446,2012/12/19,136866876.395null,318401278null,337018243.097null,,,44623592null,,,,,340.61114.53null,1421261151003231null,,,437581762null,1524746314123null,,,socialcoin,socialcoin
1447,2012/12/20,1550451234null,276061483null,337018243.097null,,,35816810null,,,,,352.68912.124null,1435323811006205null,,,395421978null,1266931214439null,,,socialcoin,socialcoin
1448,2012/12/21,1533971456null,330231493null,337018243.097null,,,44454820null,,,,,504.71513.369null,1431716251019998null,,,461272275null,2250017815896null,,,socialcoin,socialcoin
1449,2012/12/22,1394371047null,413501451null,337018238.312null,,,51105690null,,,,,366.72514.347null,1421110281028014null,,,551422183null,1879757716327null,,,socialcoin,socialcoin
1450,2012/12/23,134116847.92null,272632356null,337018228.208null,,,366161142null,,,,,315.8225.387null,1417014601017765null,,,399303042null,1160266810689null,,,socialcoin,socialcoin
1451,2012/12/24,135453695.597null,265342284null,337018228.208null,,,359791131null,,,,,393.6327.793null,1415730681021694null,,,400243095null,1421442915211null,,,socialcoin,socialcoin
1452,2012/12/25,100978819.99null,224071810null,337018235.735null,,,28619903null,,,,,280.1994.455null,1417101651026600null,,,302862342null,80537516593null,,,socialcoin,socialcoin
1453,2012/12/26,1175591225null,227081468null,318251740.01null,,,36432677null,,,,,230.36722.84null,1420061461017622null,,,381082045null,842820525832null,,,socialcoin,socialcoin
1454,2012/12/27,1312591626null,257301327null,297963740.01null,,,43631654null,,,,,248.86621.878null,1424136851015402null,,,365671873null,1089710522819null,,,socialcoin,socialcoin
1455,2012/12/28,126606934.986null,311751295null,297963740.01null,,,46936577null,,,,,305.75914.378null,1423395161002751null,,,424071661null,1440278914508null,,,socialcoin,socialcoin
1456,2012/12/29,125023792.83null,268351337null,297963738.22null,,,37966588null,,,,,349.5694.713null,1426015751003024null,,,399961765null,133220644940null,,,socialcoin,socialcoin
1457,2012/12/30,115023771.533null,346891708null,297963730.545null,,,45281775null,,,,,224.7397.34null,142448905982967null,,,457792235null,1021371610467null,,,socialcoin,socialcoin
1458,2012/12/31,88469823.519null,253451773null,297963730.545null,,,29906807null,,,,,611.16130.365null,142712337967324null,,,347372280null,1837395344333null,,,socialcoin,socialcoin
1459,2013/01/01,89033691.416null,261741571null,297963730.712null,,,31734635null,,,,,625.4325.869null,142303807955805null,,,378462213null,199487687565null,,,socialcoin,socialcoin
1460,2013/01/02,114077676.308null,318091382null,297963734.322null,,,39280590null,,,,,650.6174.21null,140170026956746null,,,431041826null,256557644577null,,,socialcoin,socialcoin
1461,2013/01/03,1080231167null,381971413null,297963734.322null,,,42147620null,,,,,542.7311.051null,140337362957811null,,,512682113null,2296235812034null,,,socialcoin,socialcoin
1462,2013/01/04,141811886.977null,349901352null,297963734.322null,,,48436573null,,,,,632.4316.238null,140459939960872null,,,473411867null,307292046594null,,,socialcoin,socialcoin
1463,2013/01/05,1182401637null,380081349null,297963734.322null,,,39455679null,,,,,697.5565.293null,140021528979178null,,,534171860null,276204235478null,,,socialcoin,socialcoin
1464,2013/01/06,1006081262null,300211761null,297963729.364null,,,328811006null,,,,,436.1059.731null,1395309761001207null,,,422112461null,1440280514237null,,,socialcoin,socialcoin
1465,2013/01/07,1054011070null,367241944null,297963726.112null,,,40120990null,,,,,486.2517.136null,1399987041000571null,,,540562598null,1959007611724null,,,socialcoin,socialcoin
1466,2013/01/08,1493041352null,361791755null,311763726.112null,,,38491861null,,,,,744.3778.803null,142655753992821null,,,560222381null,2875081613169null,,,socialcoin,socialcoin
1467,2013/01/09,1483371061null,384431891null,324955026.973null,,,43060952null,,,,,540.7297.55null,144786652987110null,,,561612651null,2335409211944null,,,socialcoin,socialcoin
1468,2013/01/10,1636831169null,423491872null,324955029.161null,,,523921047null,,,,,348.4766.979null,146417375978199null,,,611852701null,1830858510706null,,,socialcoin,socialcoin
1469,2013/01/11,1871763452null,454011722null,324955029.161null,,,52632974null,,,,,352.52312.109null,148986975960405null,,,610542570null,1859522817135null,,,socialcoin,socialcoin
1470,2013/01/12,1630981293null,349441578null,324955029.161null,,,45549824null,,,,,299.2177.599null,148953308945872null,,,507362156null,136655299787null,,,socialcoin,socialcoin
1471,2013/01/13,1623671768null,387771544null,324955028.942null,,,49308756null,,,,,248.5736.699null,148367161911714null,,,555032414null,122897148180null,,,socialcoin,socialcoin
1472,2013/01/14,1271101071null,317572207null,324955023.803null,,,444031248null,,,,,350.09415.384null,149053094869315null,,,443122892null,1560017429799null,,,socialcoin,socialcoin
1473,2013/01/15,158297933.296null,423741929null,324955023.803null,,,44901979null,,,,,648.2839.599null,148948001869376null,,,576272633null,2918699415751null,,,socialcoin,socialcoin
1474,2013/01/16,1807381136null,435951833null,324955023.862null,,,53498910null,,,,,590.8694.689null,151465153865435null,,,584232402null,316876927344null,,,socialcoin,socialcoin
1475,2013/01/17,1999811319null,406711613null,324955027.681null,,,47989774null,,,,,5646.972null,158522475878185null,,,589182201null,271284008771null,,,socialcoin,socialcoin
1476,2013/01/18,1852021254null,408091377null,324955027.681null,,,49018633null,,,,,514.4620.745null,163329523875540null,,,570561968null,2528006822093null,,,socialcoin,socialcoin
1477,2013/01/19,1596413595null,352851459null,324955027.681null,,,56016794null,,,,,419.1268.115null,163338443838440null,,,493571954null,235423169397null,,,socialcoin,socialcoin
1478,2013/01/20,1405791352null,329111759null,324955027.681null,,,412411166null,,,,,443.4487.628null,163781844803097null,,,460872318null,1834590111892null,,,socialcoin,socialcoin
1479,2013/01/21,1395032118null,313101439null,324955026.217null,,,40309704null,,,,,449.7366.707null,169050748795014null,,,459371982null,181877707465null,,,socialcoin,socialcoin
1480,2013/01/22,1447851303null,361182216null,324955019.804null,,,436081218null,,,,,555.3795.092null,177855749773371null,,,534832860null,242989509375null,,,socialcoin,socialcoin
1481,2013/01/23,1743001503null,346462393null,318715519.804null,,,465521360null,,,,,878.9554.575null,181983495813451null,,,473473270null,410278789132null,,,socialcoin,socialcoin
1482,2013/01/24,1507921603null,378552278null,296877519.804null,,,460651348null,,,,,591.0964.664null,181128134871711null,,,606982937null,273210348881null,,,socialcoin,socialcoin
1483,2013/01/25,1641421428null,370282917null,296877520.369null,,,483741710null,,,,,541.344.399null,179979988887911null,,,495583906null,2626096610154null,,,socialcoin,socialcoin
1484,2013/01/26,152095982.399null,389211930null,296877520.519null,,,522101031null,,,,,439.3524.133null,183697433911134null,,,546472584null,230071056502null,,,socialcoin,socialcoin
1485,2013/01/27,1621211587null,388781954null,296877520.519null,,,552621037null,,,,,457.94.953null,185027587920221null,,,495782654null,253735967955null,,,socialcoin,socialcoin
1486,2013/01/28,1683411491null,375701854null,296877520.478null,,,52033940null,,,,,572.5587.899null,189686957904428null,,,542943513null,2987605711683null,,,socialcoin,socialcoin
1487,2013/01/29,1572971251null,384131953null,296877520.314null,,,515451013null,,,,,868.7196.451null,198600649911116null,,,556162719null,4491536110076null,,,socialcoin,socialcoin
1488,2013/01/30,1273682018null,320802159null,296877520.314null,,,410661261null,,,,,12374.508null,203340930927855null,,,445352902null,510081408074null,,,socialcoin,socialcoin
1489,2013/01/31,1244841381null,349051918null,296877520.314null,,,51440966null,,,,,605.12910.253null,211384096972687null,,,478442704null,3124460615585null,,,socialcoin,socialcoin
1490,2013/02/01,1790451001null,466911768null,296877519.615null,,,59235855null,,,,,616.25810.209null,2168418291002146null,,,644102435null,3659461414455null,,,socialcoin,socialcoin
1491,2013/02/02,1586221139null,402011952null,296877518.937null,,,54312957null,,,,,496.4234.914null,214845460990117null,,,565812529null,270376677808null,,,socialcoin,socialcoin
1492,2013/02/03,149217948.814null,405311841null,296877518.937null,,,60978881null,,,,,453.1624.267null,214863026993298null,,,575042487null,277172286312null,,,socialcoin,socialcoin
1493,2013/02/04,1534621291null,393262021null,296877519.274null,,,548411015null,,,,,734.4925.102null,2159869011012870null,,,573712789null,404007108413null,,,socialcoin,socialcoin
1494,2013/02/05,1416251234null,450831866null,311569220.543null,,,53253937null,,,,,753.8368.164null,2160478911024779null,,,599372526null,4026993312180null,,,socialcoin,socialcoin
1495,2013/02/06,1292811384null,387962022null,327546520.543null,,,424091024null,,,,,893.4379.715null,2200110311030768null,,,536582679null,3802019115621null,,,socialcoin,socialcoin
1496,2013/02/07,1777221224null,422462434null,327546520.543null,,,610831411null,,,,,597.6497.668null,2280778391051067null,,,583093176null,3659823815297null,,,socialcoin,socialcoin
1497,2013/02/08,1803151604null,425022240null,327546520.535null,,,607701263null,,,,,789.14511.305null,2364931901109844null,,,602043682null,4807548221096null,,,socialcoin,socialcoin
1498,2013/02/09,1792952045null,388593000null,327546520.532null,,,576072008null,,,,,715.52610.695null,2452086151150633null,,,563493773null,4132162227680null,,,socialcoin,socialcoin
1499,2013/02/10,1539412222null,418342781null,327546520.532null,,,562821800null,,,,,563.1739.832null,2502991041174107null,,,575843650null,3178719423312null,,,socialcoin,socialcoin
1500,2013/02/11,1648382022null,372152877null,327546520.594null,,,574352052null,,,,,545.0525.286null,2551721621185172null,,,522893644null,3139171613770null,,,socialcoin,socialcoin
1501,2013/02/12,1924551580null,383702180null,327546520.794null,,,584121221null,,,,,523.03713.437null,2595899271129985null,,,518593009null,3062433022991null,,,socialcoin,socialcoin
1502,2013/02/13,1583381513null,379502098null,327546520.794null,,,589191185null,,,,,499.3869.239null,2612356281083843null,,,531612766null,2950873615180null,,,socialcoin,socialcoin
1503,2013/02/14,1578231852null,358742324null,327546520.794null,,,507771481null,,,,,740.4679.108null,2711725961109270null,,,514753033null,3771052517314null,,,socialcoin,socialcoin
1504,2013/02/15,1458571919null,361672154null,327546520.794null,,,554681367null,,,,,606.87212.457null,2841981851111239null,,,501422960null,3377059822148null,,,socialcoin,socialcoin
1505,2013/02/16,1248791394null,326492316null,327546516.83null,,,512441362null,,,,,652.0566.3null,2862573641118182null,,,471123092null,3353721712335null,,,socialcoin,socialcoin
1506,2013/02/17,1260131506null,335542488null,327546515.973null,,,494471453null,,,,,610.0997.007null,2863935721111378null,,,455753363null,3028227814701null,,,socialcoin,socialcoin
1507,2013/02/18,1439391691null,356402922null,363934915.973null,,,502131800null,,,,,649.1439.389null,2863078501095810null,,,472363874null,3269994023302null,,,socialcoin,socialcoin
1508,2013/02/19,1604371752null,365892763null,365101217.8null,,,543601704null,,,,,737.7789.01null,2990319731093894null,,,494003833null,4022289720885null,,,socialcoin,socialcoin
1509,2013/02/20,1493482487null,366512266null,365101218.676null,,,595551362null,,,,,579.31732.297null,3126120071034530null,,,507833423null,3461303159943null,,,socialcoin,socialcoin
1510,2013/02/21,1422092078null,382852051null,365101218.676null,,,557401125null,,,,,547.57160.813null,316409717996085null,,,506332935null,3061796497666null,,,socialcoin,socialcoin
1511,2013/02/22,1669752153null,406432290null,365101218.676null,,,620011323null,,,,,740.8799.346null,3162790781001043null,,,543193239null,4606115917132null,,,socialcoin,socialcoin
1512,2013/02/23,1630902223null,388543075null,365101216.963null,,,577222110null,,,,,641.2629.124null,313748241994571null,,,513754003null,3712008024252null,,,socialcoin,socialcoin
1513,2013/02/24,1593891442null,393052536null,365101216.503null,,,570081530null,,,,,857.42511.187null,3112867381036072null,,,520503332null,4901386123280null,,,socialcoin,socialcoin
1514,2013/02/25,1497241749null,407222715null,365101216.503null,,,669401656null,,,,,799.8137.044null,3117074111005181null,,,566283628null,5370263415631null,,,socialcoin,socialcoin
1515,2013/02/26,1746882511null,423172587null,365101216.421null,,,632721613null,,,,,748.3078.084null,315552208998597null,,,588093568null,4747109417357null,,,socialcoin,socialcoin
1516,2013/02/27,1457542600null,386543563null,365101215.82null,,,607562547null,,,,,750.4365.532null,323337216993580null,,,550514708null,4573830817165null,,,socialcoin,socialcoin
1517,2013/02/28,1735822888null,407364159null,365101215.82null,,,628533012null,,,,,737.427.699null,3399216261043662null,,,598055463null,4647293928001null,,,socialcoin,socialcoin
1518,2013/03/01,1965381946null,447013519null,384437615.82null,,,643832270null,,,,,846.7026.353null,3603326431118758null,,,630704777null,5464190019161null,,,socialcoin,socialcoin
1519,2013/03/02,1803561219null,332082907null,436787617.546null,,,556801777null,,,,,885.4697.938null,3591791781178732null,,,492293837null,4943129220298null,,,socialcoin,socialcoin
1520,2013/03/03,1570831524null,311962906null,436787617.603null,,,542981767null,,,,,554.3415.635null,3521388501400614null,,,460603764null,3018881240682null,,,socialcoin,socialcoin
1521,2013/03/04,1646812571null,368403397null,436787621.23null,,,638652087null,,,,,507.53845.512null,3619830071841813null,,,535385050null,32504735131757null,,,socialcoin,socialcoin
1522,2013/03/05,1944963260null,402873356null,436787625.274null,,,567292183null,,,,,124664.97null,3976744902406321null,,,573945041null,70884801188218null,,,socialcoin,socialcoin
1523,2013/03/06,1945182108null,466194039null,436787625.454null,,,626052565null,,,,,144138.815null,4234718282848126null,,,691515343null,90458577135932null,,,socialcoin,socialcoin
1524,2013/03/07,2018293537null,446363339null,436787635.225null,,,666102143null,,,,,991.525134.679null,4344823932934275null,,,663674425null,66204096368751null,,,socialcoin,socialcoin
1525,2013/03/08,1614342624null,396823278null,436787635.225null,,,556972149null,,,,,890.84488.218null,4487773713206344null,,,565954267null,49759876241364null,,,socialcoin,socialcoin
1526,2013/03/09,1568311881null,349593305null,436787635.225null,,,553772064null,,,,,792.51264.496null,4692803133355104null,,,541224399null,44020783732389null,,,socialcoin,socialcoin
1527,2013/03/10,1853555867null,395467262null,436787638.278null,,,736616095null,,,,,744.165131.381null,4831406664302667null,,,569948811null,54952117888530null,,,socialcoin,socialcoin
1528,2013/03/11,1704649211null,3563114618null,436787638.893null,,,5912513253null,,,,,763.60157.38null,4909828405971780null,,,5352716161null,45273161808422null,,,socialcoin,socialcoin
1529,2013/03/12,1799111958null,392304845null,436787643.193null,,,483493094null,,,,,1354104.565null,4801513908412232null,,,597415975null,65657598414287null,,,socialcoin,socialcoin
1530,2013/03/13,1675122603null,443885385null,436787654.192null,,,565333546null,,,,,1134263.471null,46590474910242629null,,,630436959null,642663201166912null,,,socialcoin,socialcoin
1531,2013/03/14,1559572560null,415455520null,466538856.384null,,,578903575null,,,,,883.308145.571null,47170442310121175null,,,611156950null,51292794660020null,,,socialcoin,socialcoin
1532,2013/03/15,1725763423null,455734724null,484764784.224null,,,626043025null,,,,,3710100.029null,4750911979899576null,,,634976055null,232895060365505null,,,socialcoin,socialcoin
1533,2013/03/16,1009492618null,334294880null,484764784.224null,,,340123173null,,,,,2975108.049null,4814109719739450null,,,509185991null,101717715412532null,,,socialcoin,socialcoin
1534,2013/03/17,808982901null,342254774null,484764784.468null,,,351393017null,,,,,1114156.833null,4791175378991991null,,,519445920null,39362276580751null,,,socialcoin,socialcoin
1535,2013/03/18,1075482946null,407694464null,484764796.152null,,,432952781null,,,,,4006233.429null,5047599278587432null,,,588665711null,174217980785955null,,,socialcoin,socialcoin
1536,2013/03/19,1324534328null,463974613null,484764796.152null,,,459382918null,,,,,2162273.377null,5608926258140402null,,,687435704null,99703613923740null,,,socialcoin,socialcoin
1537,2013/03/20,1040373960null,426584337null,484764796.152null,,,460652879null,,,,,2350159.227null,6306799588178059null,,,628485471null,108743266519398null,,,socialcoin,socialcoin
1538,2013/03/21,1270245685null,450194624null,484764796.152null,,,553463248null,,,,,2345139.817null,6991285767696684null,,,697276021null,130309460500125null,,,socialcoin,socialcoin
1539,2013/03/22,1306475029null,507063691null,484764791.846null,,,603552464null,,,,,1643145.691null,7186124037377443null,,,749724946null,99553275400942null,,,socialcoin,socialcoin
1540,2013/03/23,1251872849null,429594690null,484764768.594null,,,526973241null,,,,,172374.424null,6957641767921718null,,,669875980null,91163149283185null,,,socialcoin,socialcoin
