,date,difficulty,google_trends,send_usd,av_transaction_size,block_size,median_transaction_value,tweets,av_transaction_value,median_transaction_size,fee_reward,top_100_percent,transactions,confirmation_time,sent_addresses,hashrate,market_cap,active_addresses,mining_profitability,full_name,coin
1901,2019/03/25,39470,,39461,,1038,1.157,12,85.6,,,51.947,461,,493,1056717855731,24889433,1009,6.464,vertcoin,vtc
1902,2019/03/26,36663,,44781,,6690,3.982,4,89.562,,,51.98,500,,543,1021885074015,24339090,1046,7.159,vertcoin,vtc
1903,2019/03/27,37636,,64882,,734.653,2.958,4,130.024,,,51.98,499,,507,1106890045899,24958950,935,6.889,vertcoin,vtc
1904,2019/03/28,38819,,124006,,735.231,2.244,46,246.533,,,51.897,503,,549,1140859739543,25562210,882,6.763,vertcoin,vtc
1905,2019/03/29,40125,,73419,,665.615,0.96,16,114.717,,,51.84,640,,675,1216212625156,25696283,1165,6.527,vertcoin,vtc
1906,2019/03/30,39482,,50935,,780.169,1.063,11,115.761,,,51.837,440,,465,1098747198689,25248510,1040,6.285,vertcoin,vtc
1907,2019/03/31,38885,,55601,,1164,1.177,12,126.654,,,51.848,439,,459,1101723261889,25416435,954,6.827,vertcoin,vtc
1908,2019/04/01,38975,,77260,,772.212,3.036,6,181.361,,,51.843,426,,451,1118711862824,26086397,944,6.708,vertcoin,vtc
1909,2019/04/02,38478,,125483,,1452,6.54,7,227.323,,,51.871,552,,531,1077356096452,27201386,914,7.223,vertcoin,vtc
1910,2019/04/03,36955,,183733,,1665,10.538,6,309.315,,,51.852,594,,544,1004452858966,27746228,1026,7.957,vertcoin,vtc
1911,2019/04/04,36639,,100039,,2590,4.157,12,193.126,,,51.868,518,,515,1049373645217,27213957,1001,7.561,vertcoin,vtc
1912,2019/04/05,36382,,97413,,807.149,5.594,4,190.632,,,51.846,511,,513,1042129300003,27509268,1010,7.707,vertcoin,vtc
1913,2019/04/06,35508,,70276,,587.063,3.772,1,151.132,,,51.843,465,,465,967935085697,27396290,988,7.769,vertcoin,vtc
1914,2019/04/07,33730,,36423,,636.624,1.701,9,80.76,,,51.838,451,,443,927119010918,27292041,913,8.394,vertcoin,vtc
1915,2019/04/08,32829,,56934,,674.915,1.038,15,119.109,,,51.859,478,,482,932075847271,26977899,924,8.665,vertcoin,vtc
1916,2019/04/09,33586,,52757,,1303,1.32,23,105.938,,,51.855,498,,501,998699435920,28698198,990,8.923,vertcoin,vtc
1917,2019/04/10,35430,,129170,,842.373,1.26,11,269.103,,,51.803,480,,485,1065356105739,28132937,964,7.995,vertcoin,vtc
1918,2019/04/11,35846,,109007,,494.687,2.561,4,222.918,,,51.778,489,,457,1037568893380,25047338,920,7.035,vertcoin,vtc
1919,2019/04/12,35601,,41346,,676.439,4.888,3,126.054,,,51.687,328,,343,1012789349485,23714917,763,6.81,vertcoin,vtc
1920,2019/04/13,35406,,29954,,804.374,2.343,2,92.167,,,51.693,325,,348,1009441121523,24193036,735,6.736,vertcoin,vtc
1921,2019/04/14,35607,,28591,,853.564,4.104,4,83.846,,,51.697,341,,356,1031821757189,24427667,805,7.256,vertcoin,vtc
1922,2019/04/15,35525,,96211,,596.591,8.057,5,284.649,,,51.768,338,,350,1010734630172,24690922,801,7.186,vertcoin,vtc
1923,2019/04/16,35617,,23269,,917.644,8.294,13,75.795,,,51.748,307,,311,1026158955279,23920609,781,6.498,vertcoin,vtc
1924,2019/04/17,33625,,45141,,1556,15.222,14,89.922,,,51.738,502,,507,901270516284,24877971,1093,7.75,vertcoin,vtc
1925,2019/04/18,31473,,66230,,1756,12.844,1,139.726,,,51.765,474,,479,868094305973,25217311,995,8.109,vertcoin,vtc
1926,2019/04/19,30905,,56463,,467.959,12.821,14,155.976,,,51.802,362,,368,874032686334,25179992,839,8.23,vertcoin,vtc
1927,2019/04/20,29815,,38133,,841.809,12.796,3,109.262,,,51.821,349,,369,815595056053,25138346,789,8.378,vertcoin,vtc
1928,2019/04/21,25170,,56294,,2262,12.265,9,136.636,,,51.845,412,,430,658758277423,24101969,891,10.41,vertcoin,vtc
1929,2019/04/22,25886,,37004,,635.229,12.009,3,87.069,,,51.888,425,,422,772155034539,23833828,874,9.329,vertcoin,vtc
1930,2019/04/23,25815,,98530,,648.234,12.098,7,238.572,,,51.861,413,,424,741134658223,23787608,877,9.436,vertcoin,vtc
1931,2019/04/24,26366,,97267,,655.412,11.134,6,214.243,,,51.818,454,,441,779644268169,21894142,950,8.254,vertcoin,vtc
1932,2019/04/25,26378,,62834,,699.695,10.762,6,155.916,,,51.812,403,,390,757770068484,21376835,920,8.131,vertcoin,vtc
1933,2019/04/26,25779,,57936,,605.466,9.821,9,134.422,,,51.746,431,,413,717169568879,19326730,895,7.943,vertcoin,vtc
1934,2019/04/27,25520,,57556,,1023,7.393,8,155.557,,,51.644,370,,385,714696776422,19483527,937,7.673,vertcoin,vtc
1935,2019/04/28,26428,,43860,,607.647,4.363,4,100.138,,,51.643,438,,454,802847572525,19487330,904,7.434,vertcoin,vtc
1936,2019/04/29,26002,,317074,,4199,1.478,5,767.735,,,51.536,413,,420,722793737470,19124757,861,7.618,vertcoin,vtc
1937,2019/04/30,26035,,46289,,1515,5.334,5,143.311,,,51.463,323,,338,751247206259,18701096,794,7.038,vertcoin,vtc
1938,2019/05/01,24999,,31899,,2674,5.4,3,91.14,,,51.451,350,,362,678334682305,18990869,812,8.127,vertcoin,vtc
1939,2019/05/02,25068,,65760,,655.169,4.526,16,197.478,,,51.53,333,,343,727382492862,19927706,790,7.797,vertcoin,vtc
1940,2019/05/03,25183,,113273,,512.162,6.97,14,339.139,,,51.522,334,,351,731019685674,20435541,772,8.464,vertcoin,vtc
1941,2019/05/04,25375,,60218,,604.267,6.906,8,166.81,,,51.348,361,,389,735996002327,20939618,828,8.381,vertcoin,vtc
1942,2019/05/05,25681,,45291,,884.97,5.905,2,124.769,,,51.332,363,,388,767301416872,21276497,855,8.489,vertcoin,vtc
1943,2019/05/06,26151,,33073,,3268,2.227,14,96.421,,,51.305,343,,379,765770300750,21055962,916,7.942,vertcoin,vtc
1944,2019/05/07,26182,,53642,,653.671,4.573,10,134.105,,,51.297,400,,433,752632844170,20806959,908,8.094,vertcoin,vtc
1945,2019/05/08,25840,,71632,,1106,4.715,10,180.434,,,51.268,397,,429,723494617115,20051937,843,8.042,vertcoin,vtc
1946,2019/05/09,26252,,90744,,3653,0.741,4,160.609,,,51.191,565,,569,777037564566,20380909,1010,7.61,vertcoin,vtc
1947,2019/05/10,26214,,97386,,886.192,7.812,22,217.38,,,51.192,448,,449,747944748845,20257260,933,7.567,vertcoin,vtc
1948,2019/05/11,24534,,48271,,1870,8.58,6,104.033,,,51.192,464,,455,642461711697,20726935,973,8.946,vertcoin,vtc
1949,2019/05/12,24576,,92405,,896.437,9.626,4,180.127,,,51.192,513,,476,712925900510,20784351,995,8.849,vertcoin,vtc
1950,2019/05/13,24961,,64791,,840.985,8.451,11,152.449,,,50.946,425,,421,728707241562,20683700,890,7.909,vertcoin,vtc
1951,2019/05/14,24449,,48250,,3224,8.891,9,106.984,,,50.93,451,,424,694813914405,21185367,982,9.185,vertcoin,vtc
1952,2019/05/15,24165,,89250,,1859,9.063,11,201.924,,,50.83,442,,434,685638194027,22114093,988,8.849,vertcoin,vtc
1953,2019/05/16,23875,,60943,,1376,9.741,12,125.656,,,50.77,485,,473,657634753469,23283598,1010,10.14,vertcoin,vtc
1954,2019/05/17,23325,,49904,,885.598,5.129,6,123.526,,,50.736,404,,422,658296144796,20700317,948,9.083,vertcoin,vtc
1955,2019/05/18,22922,,44044,,739.445,4.137,41,106.386,,,50.683,414,,409,646886421161,21292174,860,9.454,vertcoin,vtc
1956,2019/05/19,23473,,53015,,795.061,1.534,4,88.358,,,50.644,600,,598,701403417549,22214699,924,9.67,vertcoin,vtc
1957,2019/05/20,23429,,38352,,1039,3.99,null,86.377,,,50.611,444,,456,674643121734,21686792,869,9.342,vertcoin,vtc
1958,2019/05/21,23141,,42721,,1289,4.544,8,94.306,,,50.601,453,,451,635713096070,22184411,909,9.54,vertcoin,vtc
1959,2019/05/22,22563,,67552,,2597,4.641,5,160.838,,,50.583,420,,422,628261756342,22507073,915,9.882,vertcoin,vtc
1960,2019/05/23,21589,,327406,,638.395,3.825,2,802.466,,,50.668,408,,448,599509989505,21597587,1013,10.242,vertcoin,vtc
1961,2019/05/24,21481,,36763,,2331,5.547,10,87.53,,,50.669,420,,450,611300565989,22875749,964,10.958,vertcoin,vtc
1962,2019/05/25,22150,,79487,,873.233,5.638,2,205.394,,,50.661,387,,411,670466947767,23169902,903,9.941,vertcoin,vtc
1963,2019/05/26,21609,,104423,,979.396,8.003,5,267.067,,,50.697,391,,417,590701245543,23575746,921,11.418,vertcoin,vtc
1964,2019/05/27,21665,,48753,,897.379,5.911,24,106.448,,,50.697,458,,483,635159155622,24337772,991,11.653,vertcoin,vtc
1965,2019/05/28,23073,,45249,,898.104,8.738,57,103.309,,,50.705,438,,461,706528209499,24302523,964,10.336,vertcoin,vtc
1966,2019/05/29,22482,,76010,,864.476,2.568,21,170.425,,,50.737,446,,471,632277609519,23992559,981,10.922,vertcoin,vtc
1967,2019/05/30,23206,,40350,,992.266,2.712,22,92.758,,,50.725,435,,459,687777948832,23817185,997,10.348,vertcoin,vtc
1968,2019/05/31,23790,,63054,,641.957,5.99,4,131.363,,,50.752,480,,486,711024132914,22571098,1006,9.243,vertcoin,vtc
1969,2019/06/01,22777,,31791,,1373,6.118,24,64.747,,,50.752,491,,457,609935057458,24062755,942,10.454,vertcoin,vtc
1970,2019/06/02,22572,,49553,,3832,5.529,7,105.207,,,50.766,471,,455,640693695283,24678329,986,11.599,vertcoin,vtc
1971,2019/06/03,22584,,44864,,1898,5.935,18,105.562,,,50.722,425,,448,651273351372,24260633,1056,10.745,vertcoin,vtc
1972,2019/06/04,23142,,44042,,728.157,6.464,11,119.354,,,50.713,369,,399,694404262194,21933836,834,10.012,vertcoin,vtc
1973,2019/06/05,25290,,143229,,555.593,6.525,null,412.763,,,50.674,347,,373,774107483825,22955964,826,8.92,vertcoin,vtc
1974,2019/06/06,26677,,86220,,1131,7.323,21,255.845,,,50.731,337,,339,805016008466,24774691,829,9.301,vertcoin,vtc
1975,2019/06/07,27585,,98536,,1805,8.528,8,306.013,,,50.751,322,,337,812962759774,24567979,866,8.539,vertcoin,vtc
1976,2019/06/08,25391,,75601,,947.57,5.035,1,235.518,,,50.694,321,,299,669872601824,24901512,614,9.755,vertcoin,vtc
1977,2019/06/09,25153,,232641,,1413,15.918,40,469.035,,,50.81,496,,479,721894955697,30668473,1118,12.829,vertcoin,vtc
1978,2019/06/10,26161,,115585,,535.161,7.779,12,307.406,,,50.881,376,,383,781034781540,26602782,935,9.872,vertcoin,vtc
1979,2019/06/11,25962,,39007,,2121,7.877,1,142.36,,,50.897,274,,322,737682786008,26897782,766,10.291,vertcoin,vtc
1980,2019/06/12,25169,,57358,,949.81,10.027,21,179.805,,,50.9,319,,354,702261455334,27500221,848,11.363,vertcoin,vtc
1981,2019/06/13,25386,,73088,,846.493,8.182,4,225.579,,,50.947,324,,334,738118408492,27208638,813,10.158,vertcoin,vtc
1982,2019/06/14,25263,,72333,,754.328,8.785,13,212.745,,,50.96,340,,378,725125012160,26426785,913,10.733,vertcoin,vtc
1983,2019/06/15,25160,,87472,,847.993,9.848,2,238.993,,,51.003,366,,369,696247935598,26054447,872,10.175,vertcoin,vtc
1984,2019/06/16,23163,,50784,,782.53,12.43,8,161.732,,,51.008,314,,336,629259800595,26453740,812,12.543,vertcoin,vtc
1985,2019/06/17,23730,,40313,,637.998,9.654,14,128.794,,,51.006,313,,361,692515182815,26412298,842,10.04,vertcoin,vtc
1986,2019/06/18,23001,,54676,,681.262,8.739,7,169.276,,,50.998,323,,346,643134435408,26290558,807,12.332,vertcoin,vtc
1987,2019/06/19,23207,,54122,,798.122,9.235,7,208.965,,,50.995,259,,286,680946054792,26772107,547,11.798,vertcoin,vtc
1988,2019/06/20,24356,,255735,,1050,13.895,27,881.845,,,50.984,290,,327,738325007939,28055697,750,11.248,vertcoin,vtc
1989,2019/06/21,24742,,65450,,1987,12.446,22,216.723,,,50.799,302,,330,712223308486,27176281,772,10.548,vertcoin,vtc
1990,2019/06/22,24252,,144633,,622.097,15.947,2,460.615,,,50.705,314,,343,686734900383,27419604,837,11.872,vertcoin,vtc
1991,2019/06/23,24093,,67571,,1212,13.909,7,231.407,,,50.714,292,,315,679662880653,27898519,750,10.664,vertcoin,vtc
1992,2019/06/24,22491,,94737,,1444,13.554,15,317.908,,,50.748,298,,324,607110206482,27142451,911,13.063,vertcoin,vtc
1993,2019/06/25,22602,,152167,,705.861,10.718,null,459.719,,,50.67,331,,378,655887852506,26995444,804,11.817,vertcoin,vtc
1994,2019/06/26,21991,,144407,,1138,26.607,19,367.55,,,50.753,393,,413,611537959188,26655070,1011,11.88,vertcoin,vtc
1995,2019/06/27,20797,,50756,,795.69,12.288,15,140.211,,,50.758,362,,401,566780726988,24625742,837,11.817,vertcoin,vtc
1996,2019/06/28,20849,,50545,,804.938,11.152,33,149.1,,,50.771,339,,383,600465661474,23729627,868,11.179,vertcoin,vtc
1997,2019/06/29,20825,,76700,,633.188,12.073,7,202.374,,,50.758,379,,391,603710378304,24208832,850,12.18,vertcoin,vtc
1998,2019/06/30,21213,,53198,,648.803,12.744,3,175.57,,,50.771,303,,330,626530414972,24066139,770,11.414,vertcoin,vtc
1999,2019/07/01,21984,,19332,,1198,8.484,62,60.603,,,50.763,319,,343,656288233591,23358231,790,10.094,vertcoin,vtc
2000,2019/07/02,21178,,23794,,1243,7.161,11,75.778,,,50.757,314,,347,580473391767,22027807,772,10.193,vertcoin,vtc
2001,2019/07/03,20371,,45045,,797.956,11.08,6,151.666,,,50.746,297,,318,561737130519,22245816,759,11.245,vertcoin,vtc
2002,2019/07/04,20478,,76052,,858.893,10.739,5,235.456,,,50.694,323,,324,592994707934,23235323,811,11.143,vertcoin,vtc
2003,2019/07/05,20011,,66779,,457.684,11.113,10,216.816,,,50.676,308,,333,564934894121,22410085,590,11.435,vertcoin,vtc
2004,2019/07/06,20556,,33293,,461.578,10.797,null,110.607,,,50.658,301,,349,612630014668,22776720,727,11.491,vertcoin,vtc
2005,2019/07/07,21785,,104057,,1026,15.863,null,296.459,,,50.644,351,,350,658163771994,22924490,653,10,vertcoin,vtc
2006,2019/07/08,21450,,57801,,687.592,8.213,null,251.31,,,50.622,230,,259,608704132042,23524780,724,11.17,vertcoin,vtc
2007,2019/07/09,23239,,92595,,792.47,6.374,null,318.195,,,50.555,291,,313,711466516023,24065276,776,10.378,vertcoin,vtc
2008,2019/07/10,24361,,82069,,726.775,9.322,null,279.146,,,50.601,294,,299,719701906744,23226375,743,9.274,vertcoin,vtc
2009,2019/07/11,23904,,63078,,479.798,1.485,null,224.477,,,50.637,281,,303,671252070382,19931044,703,8.338,vertcoin,vtc
2010,2019/07/12,23997,,52182,,1704,2.704,5,191.143,,,50.625,273,,296,687496735883,20096402,713,8.264,vertcoin,vtc
2011,2019/07/13,22838,,43520,,582.473,0.788,3,173.385,,,50.612,251,,281,616570138242,20061256,677,8.614,vertcoin,vtc
2012,2019/07/14,22630,,35513,,1122,1.063,7,126.38,,,50.637,281,,306,646682449971,19238779,721,8.524,vertcoin,vtc
2013,2019/07/15,21060,,29900,,700.319,0.779,5,105.653,,,50.638,283,,303,564950507147,17380518,699,8.049,vertcoin,vtc
2014,2019/07/16,19242,,48241,,622.831,2.407,5,155.115,,,50.665,311,,324,525545027189,16481463,713,8.638,vertcoin,vtc
2015,2019/07/17,18086,,53411,,767.864,3.467,14,148.364,,,50.712,360,,371,488495809622,14594683,825,8.302,vertcoin,vtc
2016,2019/07/18,18599,,39426,,1977,0.666,6,137.371,,,50.607,287,,303,552437472022,16178998,717,8.615,vertcoin,vtc
2017,2019/07/19,18533,,26584,,798.933,0.626,2,85.204,,,50.508,312,,345,531841220364,16665525,723,8.298,vertcoin,vtc
2018,2019/07/20,16966,,8671,,437.104,0.503,10,29.392,,,50.491,295,,331,452912276666,17038864,680,10.556,vertcoin,vtc
2019,2019/07/21,17197,,14728,,625.586,0.456,5,48.131,,,50.483,306,,338,506533986266,17040244,688,9.837,vertcoin,vtc
2020,2019/07/22,17402,,26510,,976.203,0.442,4,87.203,,,50.473,304,,310,505293821548,17054283,690,9.649,vertcoin,vtc
2021,2019/07/23,18417,,15451,,485.639,0.459,25,57.652,,,50.456,268,,308,561227764208,17552033,642,9.651,vertcoin,vtc
2022,2019/07/24,18378,,24721,,638.357,0.537,19,49.442,,,50.454,500,,524,526097309891,19036700,962,9.981,vertcoin,vtc
2023,2019/07/25,18183,,42563,,5281,0.801,13,117.904,,,50.474,361,,355,513734280738,19235632,795,10.494,vertcoin,vtc
2024,2019/07/26,18785,,33868,,570.074,0.639,3,97.603,,,50.501,347,,281,567397191551,19522334,700,10.761,vertcoin,vtc
2025,2019/07/27,19399,,32458,,515.71,0.866,3,84.305,,,50.522,385,,357,573406457238,19083796,767,9.369,vertcoin,vtc
2026,2019/07/28,18782,,17933,,1055,0.752,4,51.98,,,50.525,345,,976,514343092399,18044176,1389,9.336,vertcoin,vtc
2027,2019/07/29,18407,,43635,,1018,0.691,6,130.252,,,50.534,335,,249,514725034821,17492342,646,9.697,vertcoin,vtc
2028,2019/07/30,19041,,25466,,562.789,0.805,1,69.961,,,50.563,364,,295,578837793531,17765098,686,9.27,vertcoin,vtc
2029,2019/07/31,19243,,281925,,846.721,0.804,9,741.908,,,50.532,380,,289,557387739357,17734764,680,9.026,vertcoin,vtc
2030,2019/08/01,18958,,27132,,666.803,0.871,null,74.538,,,50.484,364,,273,528875658331,17195888,631,9.06,vertcoin,vtc
2031,2019/08/02,18889,,36860,,788.613,0.981,null,105.616,,,50.5,349,,280,540343526628,17042847,516,8.895,vertcoin,vtc
2032,2019/08/03,18722,,29544,,664.902,0.962,null,79.848,,,50.463,370,,296,532525013872,17348189,592,9.33,vertcoin,vtc
2033,2019/08/04,18897,,25875,,691.983,0.872,null,70.892,,,50.496,365,,289,554930607484,16896872,689,8.147,vertcoin,vtc
2034,2019/08/05,18651,,27757,,652.375,0.89,null,73.627,,,50.445,377,,301,520394543854,17258897,683,10.131,vertcoin,vtc
2035,2019/08/06,18604,,17998,,571.355,0.812,17,47.238,,,50.428,381,,300,533547686802,17271754,690,8.145,vertcoin,vtc
2036,2019/08/07,18227,,35380,,671.614,0.869,26,87.791,,,50.397,403,,311,507832348020,17118758,676,9.992,vertcoin,vtc
2037,2019/08/08,18519,,24703,,751.732,0.847,null,63.997,,,50.377,386,,304,542864236552,16913067,663,8.818,vertcoin,vtc
2038,2019/08/09,17929,,24345,,3588,0.885,null,63.399,,,50.358,384,,291,500334361565,16336914,526,9.208,vertcoin,vtc
2039,2019/08/10,18753,,21854,,736.46,0.874,null,64.848,,,50.37,337,,263,568520735837,15618454,583,8.353,vertcoin,vtc
2040,2019/08/11,18945,,14812,,1016,0.72,null,43.564,,,50.346,340,,251,554235216581,15656889,601,7.529,vertcoin,vtc
2041,2019/08/12,18441,,19311,,689.571,0.665,null,49.262,,,50.314,392,,284,511107831126,15990405,669,8.552,vertcoin,vtc
2042,2019/08/13,18473,,19452,,774.212,0.774,null,48.751,,,50.293,399,,311,531252852092,15911235,687,9.32,vertcoin,vtc
2043,2019/08/14,18806,,24096,,713.088,0.926,null,62.424,,,50.263,386,,394,548395261675,15744423,761,8.013,vertcoin,vtc
2044,2019/08/15,18668,,25622,,541.556,0.72,null,67.604,,,50.266,379,,396,531173931366,14571671,758,7.29,vertcoin,vtc
2045,2019/08/16,18670,,20487,,444.911,0.805,null,57.227,,,50.286,358,,362,534996117954,14557011,738,8.165,vertcoin,vtc
2046,2019/08/17,18704,,23802,,593.461,0.725,null,77.784,,,50.22,306,,334,541021417751,14535424,642,7.598,vertcoin,vtc
2047,2019/08/18,18381,,12765,,824.514,0.785,null,39.642,,,50.199,322,,336,520948778221,14511954,621,7.013,vertcoin,vtc
2048,2019/08/19,18000,,16593,,488.236,0.731,null,50.434,,,50.17,329,,345,504869743334,14675844,735,8.544,vertcoin,vtc
2049,2019/08/20,18408,,26967,,635.856,0.738,null,94.292,,,50.166,286,,277,541893496504,14854081,578,7.853,vertcoin,vtc
2050,2019/08/21,17871,,15811,,604.743,0.513,null,60.578,,,50.127,261,,286,493885612160,13984825,601,7.581,vertcoin,vtc
2051,2019/08/22,17734,,47337,,1124,0.559,null,157.266,,,50.017,301,,303,504372417110,13981181,639,8.142,vertcoin,vtc
2052,2019/08/23,17933,,13139,,456.794,0.575,null,46.428,,,50.018,283,,299,532032667147,14364561,626,7.914,vertcoin,vtc
2053,2019/08/24,18294,,228957,,629.746,0.605,null,724.549,,,49.963,316,,352,537647525703,15046137,656,7.94,vertcoin,vtc
2054,2019/08/25,18064,,17212,,670.253,0.672,null,52.001,,,49.948,331,,360,503241180619,15031794,674,8.047,vertcoin,vtc
2055,2019/08/26,18056,,20863,,711.08,0.763,null,62.839,,,49.945,332,,354,518841664906,14897155,719,8.423,vertcoin,vtc
2056,2019/08/27,18089,,10803,,617.969,0.698,null,38.858,,,49.94,278,,307,529324576560,14416675,716,7.827,vertcoin,vtc
2057,2019/08/28,18453,,22551,,468.873,0.567,null,95.963,,,49.955,235,,262,547618253677,14344593,566,7.564,vertcoin,vtc
2058,2019/08/29,19334,,14120,,1008,0.393,null,57.631,,,49.974,245,,257,583609059599,13607926,576,6.869,vertcoin,vtc
2059,2019/08/30,20424,,16025,,569.763,0.564,null,58.914,,,49.994,272,,301,614522871120,13581597,771,6.487,vertcoin,vtc
2060,2019/08/31,20755,,24404,,407.779,0.53,null,95.701,,,49.963,255,,281,607330951115,13713515,608,6.471,vertcoin,vtc
2061,2019/09/01,21085,,48920,,514,0.596,null,177.245,,,49.983,276,,287,614786065282,13904423,609,6.402,vertcoin,vtc
2062,2019/09/02,20959,,15542,,515.97,0.601,null,52.684,,,50.001,295,,292,599525729263,13917474,626,6.751,vertcoin,vtc
2063,2019/09/03,22149,,27907,,397.025,0.762,null,92.103,,,50.019,303,,320,678165134468,14243435,658,6.137,vertcoin,vtc
2064,2019/09/04,22227,,40731,,1222,0.91,null,149.745,,,50.046,272,,291,639691864526,14662328,600,6.404,vertcoin,vtc
2065,2019/09/05,21495,,29687,,497.261,0.787,null,108.346,,,50.198,274,,295,587148102970,14871300,606,6.641,vertcoin,vtc
2066,2019/09/06,21355,,281649,,564.631,0.764,4,957.991,,,50.406,294,,307,603802388669,14596306,709,6.833,vertcoin,vtc
2067,2019/09/07,21440,,13396,,583.503,0.749,null,46.515,,,50.407,288,,315,622502907261,14464768,639,6.464,vertcoin,vtc
2068,2019/09/08,21316,,38276,,534.968,0.83,null,123.869,,,50.445,309,,322,609144780036,14602593,677,6.573,vertcoin,vtc
2069,2019/09/09,20535,,11097,,441.746,0.813,null,38.802,,,50.414,286,,292,558964575833,14120510,604,6.814,vertcoin,vtc
2070,2019/09/10,19801,,9449,,412.998,0.702,null,31.708,,,50.405,298,,291,555940641668,13970419,545,6.96,vertcoin,vtc
2071,2019/09/11,18901,,17005,,658.66,0.613,null,57.063,,,50.408,298,,295,518975867162,13721425,561,7.179,vertcoin,vtc
2072,2019/09/12,18612,,12362,,472.788,0.694,null,38.875,,,50.399,318,,325,526402798762,13796280,648,7.485,vertcoin,vtc
2073,2019/09/13,18797,,18458,,662.076,0.823,null,39.273,,,50.398,470,,458,555776223133,13918713,823,7.053,vertcoin,vtc
2074,2019/09/14,17783,,30489,,632.514,0.807,null,74.181,,,50.427,411,,427,482072996667,13974855,748,7.299,vertcoin,vtc
2075,2019/09/15,17437,,32675,,786.821,0.885,null,99.62,,,50.394,328,,343,489206458886,14070767,662,8.25,vertcoin,vtc
2076,2019/09/16,18194,,13473,,777.304,0.8,null,39.394,,,50.375,342,,361,545273651343,14162821,685,7.841,vertcoin,vtc
2077,2019/09/17,19480,,23256,,620.964,0.723,null,69.836,,,50.352,333,,339,588818236137,14185535,687,7.083,vertcoin,vtc
2078,2019/09/18,19355,,24594,,476.837,0.789,null,74.303,,,50.323,331,,332,547766218207,14862732,633,7.313,vertcoin,vtc
2079,2019/09/19,19485,,22156,,515.416,0.828,null,66.137,,,50.338,335,,337,564682993132,14968491,641,7.517,vertcoin,vtc
2080,2019/09/20,19353,,12941,,555.28,0.841,null,39.098,,,50.349,331,,330,550108670929,14864897,643,7.437,vertcoin,vtc
2081,2019/09/21,20265,,20208,,456.057,0.754,null,63.747,,,50.337,317,,324,619441320354,14672211,606,7.082,vertcoin,vtc
2082,2019/09/22,19792,,23180,,580.019,0.667,null,81.618,,,50.312,284,,294,558551167768,14551532,508,7.192,vertcoin,vtc
2083,2019/09/23,20086,,9033,,536.685,0.636,null,27.128,,,50.318,333,,321,584661551182,14218090,640,6.983,vertcoin,vtc
2084,2019/09/24,20133,,17919,,757.728,0.616,null,57.066,,,50.311,314,,303,582034384270,13529870,626,6.357,vertcoin,vtc
2085,2019/09/25,20117,,39724,,392.029,0.64,null,112.852,,,50.366,352,,361,573802943604,11542219,667,5.685,vertcoin,vtc
2086,2019/09/26,20126,,12975,,921.022,0.632,null,23.005,,,50.342,564,,580,572543740820,11367888,976,5.262,vertcoin,vtc
2087,2019/09/27,19156,,27237,,457.274,0.589,null,73.812,,,50.345,369,,373,512079239241,11072522,706,5.687,vertcoin,vtc
2088,2019/09/28,18365,,19024,,597.641,0.688,null,23.9,,,50.365,796,,794,520467626542,11166886,1168,6.194,vertcoin,vtc
2089,2019/09/29,18867,,13429,,658.694,0.591,null,39.267,,,50.356,342,,344,556349898379,10973909,635,5.435,vertcoin,vtc
2090,2019/09/30,18524,,6905,,468,0.613,null,19.18,,,50.341,360,,358,526266666615,10939383,582,5.988,vertcoin,vtc
2091,2019/10/01,18482,,17841,,548.799,0.747,null,51.864,,,50.353,344,,339,527655374356,11268250,658,5.673,vertcoin,vtc
2092,2019/10/02,17176,,8102,,673.469,0.644,null,20.053,,,50.361,404,,388,460278234106,11388162,640,6.511,vertcoin,vtc
2093,2019/10/03,16937,,8688,,1129,0.666,null,24.2,,,50.356,359,,356,485584488178,11740218,651,6.947,vertcoin,vtc
2094,2019/10/04,17145,,15428,,701.651,0.63,9,15.971,,,50.344,966,,966,499128511603,11683315,1018,6.418,vertcoin,vtc
2095,2019/10/05,16883,,13064,,822.138,0.577,18,14.58,,,50.329,896,,903,483582661563,11669007,1236,6.895,vertcoin,vtc
2096,2019/10/06,17503,,17671,,746.319,1.149,null,47.63,,,50.337,371,,405,522612681743,11803807,740,6.791,vertcoin,vtc
2097,2019/10/07,19122,,14327,,357.413,5.604,49,109.367,,,50.331,131,,154,583733608614,11560677,483,5.761,vertcoin,vtc
2098,2019/10/08,20280,,36309,,419.99,4.209,11,185.252,,,50.276,196,,213,606423995277,12256199,547,5.946,vertcoin,vtc
2099,2019/10/09,19786,,21641,,682.118,3.437,5,136.971,,,50.299,158,,187,565833245729,12258700,485,5.249,vertcoin,vtc
2100,2019/10/10,16782,,28381,,747.073,5.987,7,115.84,,,50.243,245,,310,456135328237,12353716,674,7.688,vertcoin,vtc
2101,2019/10/11,17328,,44326,,414.168,5.716,7,120.781,,,50.168,367,,573,508254063930,11793852,957,6.709,vertcoin,vtc
2102,2019/10/12,17561,,29763,,869.785,5.66,4,78.53,,,50.149,379,,563,509636623167,11680995,780,6.236,vertcoin,vtc
2103,2019/10/13,17110,,13784,,639.854,5.731,4,31.76,,,50.146,434,,653,484299709663,11829080,951,7.058,vertcoin,vtc
2104,2019/10/14,18151,,27299,,642.231,5.759,null,60.53,,,50.142,451,,681,554930738378,11891072,996,6.097,vertcoin,vtc
